PathwayName,StartPathwayName,StartPoint,StartPoint_in_Path?,StartPath_ID,StartPoint_Count,EndPathwayName,EndPoint,EndPoint_in_Path?,EndPath_ID,EndPoint_Count,Longest_Path_Start,Longest_Path_End,Longest_Path_Links
Vesicle-mediated transport,Translocation of SLC2A4 (GLUT4) to the plasma membrane,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1445144"",""p-AKT1,p-AKT2 phosphorylates AS160 (TBC1D4)"")",Yes,11,1,Intra-Golgi traffic,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6811433"",""The COG tethering complex interacts with numerous SNAREs at the Golgi membrane"")",Yes,"[5, 6, 19, 34]",4,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6814090"",""NatC acetylates ARFFRP1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8849748"",""The COG complex binds RABs at the Golgi membrane"")",17
Vesicle-mediated transport,Intra-Golgi traffic,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8847880"",""CYTH proteins bind ARF1:GTP"")",Yes,12,1,Scavenging by Class A Receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2247510"",""MARCO:ligand is endocytosed"")",Yes,[26],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5694427"",""MIA3 binds procollagen VII"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-429815"",""Formation Of Bloc-1 Complex"")",16
Vesicle-mediated transport,Cargo recognition for clathrin-mediated endocytosis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8866269"",""ARRB bind GPCRs"")",Yes,13,2,Retrograde transport at the Trans-Golgi-Network,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8847534"",""RAB43 hydrolyses GTP"")",Yes,[18],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6814675"",""RAB9 binds RHOBTB3, bringing late endosome-derived vesicles to the TGN"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8874979"",""ACBD3 binds GOLGB1"")",15
Vesicle-mediated transport,Scavenging by Class A Receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2187261"",""COLEC12 (SCARA4) binds ligands"")",Yes,14,1,Clathrin-mediated endocytosis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8868072"",""Clathrin-associated PIK3C2A phosphorylates PI(4)P to PI(3,4)P2"")",Yes,"[4, 13, 15, 16, 27]",5,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6814675"",""RAB9 binds RHOBTB3, bringing late endosome-derived vesicles to the TGN"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6811433"",""The COG tethering complex interacts with numerous SNAREs at the Golgi membrane"")",15
Vesicle-mediated transport,Cargo recognition for clathrin-mediated endocytosis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8863472"",""DAB2 binds LRP2"")",Yes,15,2,Scavenging by Class A Receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2299677"",""SCARA5:ligand is endocytosed"")",Yes,[32],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6814675"",""RAB9 binds RHOBTB3, bringing late endosome-derived vesicles to the TGN"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8849748"",""The COG complex binds RABs at the Golgi membrane"")",15
Vesicle-mediated transport,Cargo recognition for clathrin-mediated endocytosis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8863471"",""LDLR is bound by DAB2 and ARH"")",Yes,16,2,Gap junction assembly,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-190790"",""Assembly of gap junction plaques"")",Yes,[35],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5694427"",""MIA3 binds procollagen VII"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8854290"",""TBC1D20 binds NS5A"")",15
Vesicle-mediated transport,Scavenging of heme from plasma,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2168886"",""Hemopexin binds Hemes"")",Yes,17,1,TBC/RABGAPs,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8854290"",""TBC1D20 binds NS5A"")",Yes,"[5, 6, 19, 34]",4,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5694427"",""MIA3 binds procollagen VII"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5694415"",""SEC24A,B:SEC23A bind SEC22B"")",14
Vesicle-mediated transport,Retrograde transport at the Trans-Golgi-Network,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8847537"",""RAB43:GTP binds USP8NL"")",Yes,18,1,Gap junction degradation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-190829"",""Lysosomal degradation of gap junction plaques"")",Yes,[7],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5694427"",""MIA3 binds procollagen VII"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5694413"",""SEC4C,D bind GOSR2 and STX5"")",14
Vesicle-mediated transport,Retrograde transport at the Trans-Golgi-Network,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6814090"",""NatC acetylates ARFFRP1"")",Yes,19,8,Scavenging by Class H Receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2247513"",""STAB1:ligand is endocytosed"")",Yes,[3],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8850040"",""RAB3GAP1:RAB3GAP2 recruits RAB18:GCDP to ER"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-429815"",""Formation Of Bloc-1 Complex"")",12
Vesicle-mediated transport,Gap junction assembly,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-190693"",""Synthesis of GJB1 (Cx32)"")",Yes,20,2,Scavenging by Class F Receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2247514"",""SCARF1:ligand is endocytosed"")",Yes,[1],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8850040"",""RAB3GAP1:RAB3GAP2 recruits RAB18:GCDP to ER"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8854290"",""TBC1D20 binds NS5A"")",12
Vesicle-mediated transport,Lysosome Vesicle Biogenesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5229132"",""AP4 binds APP"")",Yes,21,1,Lysosome Vesicle Biogenesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5671702"",""AP1G2 binds HGS and CHMP2A"")",No,-,-,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6814090"",""NatC acetylates ARFFRP1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5694415"",""SEC24A,B:SEC23A bind SEC22B"")",11
Vesicle-mediated transport,Scavenging of heme from plasma,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2203516"",""Alpha-1-Microglobulin is cleaved"")",Yes,22,1,Clathrin-mediated endocytosis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8868066"",""PIP5K1C phosphorylates PI(4)P to PI(4,5)P2"")",Yes,"[4, 13, 15, 16, 27]",5,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8850040"",""RAB3GAP1:RAB3GAP2 recruits RAB18:GCDP to ER"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5694415"",""SEC24A,B:SEC23A bind SEC22B"")",11
Vesicle-mediated transport,Scavenging by Class B Receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2197646"",""SCARB1 (SR-BI, CLA-1) binds ligands"")",Yes,23,1,Intra-Golgi traffic,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8849748"",""The COG complex binds RABs at the Golgi membrane"")",Yes,"[5, 6, 19, 34]",4,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8850040"",""RAB3GAP1:RAB3GAP2 recruits RAB18:GCDP to ER"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5694413"",""SEC4C,D bind GOSR2 and STX5"")",11
Vesicle-mediated transport,Scavenging of heme from plasma,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2168887"",""Ferriheme is transferred from Albumin to Hemopexin"")",Yes,24,1,Oligomerization of connexins into connexons,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-190681"",""Connexin oligomerization in endoplasmic reticulum membrane"")",Yes,[20],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-191072"",""Synthesis of Cx43"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1449574"",""SLC2A4 (GLUT4) vesicle fuses with the plasma membrane"")",11
Vesicle-mediated transport,Scavenging by Class H Receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2203479"",""STAB2 (FEEL-2) binds ligands"")",Yes,25,1,Translocation of SLC2A4 (GLUT4) to the plasma membrane,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1449574"",""SLC2A4 (GLUT4) vesicle fuses with the plasma membrane"")",Yes,"[11, 28, 30, 35, 36, 37]",6,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6814090"",""NatC acetylates ARFFRP1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6809015"",""NSF ATPase activity dissociates cis-SNARE at cis-Golgi"")",10
Vesicle-mediated transport,Scavenging by Class A Receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2173781"",""MARCO (SCARA2) binds ligands"")",Yes,26,1,COPI-mediated anterograde transport,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6809015"",""NSF ATPase activity dissociates cis-SNARE at cis-Golgi"")",Yes,"[5, 6, 19, 34]",4,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6814675"",""RAB9 binds RHOBTB3, bringing late endosome-derived vesicles to the TGN"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5694415"",""SEC24A,B:SEC23A bind SEC22B"")",9
Vesicle-mediated transport,Cargo recognition for clathrin-mediated endocytosis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8867613"",""PICALM binds R-SNAREs"")",Yes,27,2,Cargo concentration in the ER,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5694413"",""SEC4C,D bind GOSR2 and STX5"")",Yes,"[5, 6, 19, 34]",4,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6814090"",""NatC acetylates ARFFRP1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-429815"",""Formation Of Bloc-1 Complex"")",9
Vesicle-mediated transport,Translocation of SLC2A4 (GLUT4) to the plasma membrane,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5260201"",""p-AKT2 phosphorylates C2CD5"")",Yes,28,1,RAB GEFs exchange GTP for GDP on RABs,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8877612"",""DENND1s exchange GTP for GDP on RAB35"")",Yes,[29],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8850040"",""RAB3GAP1:RAB3GAP2 recruits RAB18:GCDP to ER"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6809015"",""NSF ATPase activity dissociates cis-SNARE at cis-Golgi"")",9
Vesicle-mediated transport,RAB GEFs exchange GTP for GDP on RABs,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8933446"",""Active AKT phosphorylates DENND1A and DENND1B in response to insulin signaling"")",Yes,29,1,Scavenging by Class A Receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2507854"",""MSR1:ligand (SCARA1:ligand, SR-A:ligand) is endocytosed"")",Yes,[9],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-191072"",""Synthesis of Cx43"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-190790"",""Assembly of gap junction plaques"")",9
Vesicle-mediated transport,Translocation of SLC2A4 (GLUT4) to the plasma membrane,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1458463"",""p-AKT2 phosphorylates RGC2"")",Yes,30,1,Transport of connexons to the plasma membrane,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-451056"",""Microtubule-independent trafficking of connexons to the plasma membrane"")",Yes,"[20, 31]",2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6814675"",""RAB9 binds RHOBTB3, bringing late endosome-derived vesicles to the TGN"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6809015"",""NSF ATPase activity dissociates cis-SNARE at cis-Golgi"")",8
Vesicle-mediated transport,Gap junction assembly,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1629787"",""Synthesis of Cx26"")",Yes,31,1,Scavenging by Class B Receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2512800"",""SCARB1:ligand is endocytosed"")",Yes,[23],1,,,
Vesicle-mediated transport,Scavenging by Class A Receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2187266"",""SCARA5 binds ligands"")",Yes,32,1,Lysosome Vesicle Biogenesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5229111"",""AP4 transports APP from trans-Golgi network to endosome lumen"")",Yes,[21],1,,,
Vesicle-mediated transport,Scavenging of heme from plasma,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2168885"",""Haptoglobin binds Hemoglobin"")",Yes,33,1,Scavenging by Class A Receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2981040"",""COLEC12:ligand is endocytosed"")",Yes,[14],1,,,
Vesicle-mediated transport,COPI-independent Golgi-to-ER retrograde traffic,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8850040"",""RAB3GAP1:RAB3GAP2 recruits RAB18:GCDP to ER"")",Yes,34,8,Scavenging by Class H Receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2247511"",""STAB2:ligand is endocytosed"")",Yes,[25],1,,,
Vesicle-mediated transport,Gap junction assembly,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-191072"",""Synthesis of Cx43"")",Yes,35,3,,,,,,,,
Vesicle-mediated transport,Translocation of SLC2A4 (GLUT4) to the plasma membrane,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1454699"",""AMPK-alpha2 phosphorylates TBC1D1"")",Yes,36,1,,,,,,,,
Vesicle-mediated transport,Translocation of SLC2A4 (GLUT4) to the plasma membrane,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1449597"",""p-AKT2 phosphorylates Myosin 5A"")",Yes,37,1,,,,,,,,
