PathwayName,StartPathwayName,StartPoint,StartPoint_in_Path?,StartPath_ID,StartPoint_Count,EndPathwayName,EndPoint,EndPoint_in_Path?,EndPath_ID,EndPoint_Count,Longest_Path_Start,Longest_Path_End,Longest_Path_Links
Cellular responses to external stimuli,Oxidative Stress Induced Senescence,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3240765"",""E2F1/2/3:DP1/2 binds EED gene promoter"")",Yes,11,6,Cytoprotection by HMOX1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9709885"",""BIL scavenges NO"")",Yes,"[16, 19, 31]",3,,,
Cellular responses to external stimuli,JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168162"",""Phosphorylation of human JNKs by activated MKK4/MKK7"")",Yes,12,8,Regulation of gene expression by Hypoxia-inducible Factor,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8932184"",""Expression of HIGD1A"")",Yes,[3],1,,,
Cellular responses to external stimuli,Detoxification of Reactive Oxygen Species,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3697838"",""ATP7A transfers Cu from ATOX1 to SOD3"")",Yes,13,1,Cytoprotection by HMOX1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9709879"",""BIL scavenges O2.-"")",Yes,"[16, 19, 31]",3,,,
Cellular responses to external stimuli,ERK/MAPK targets,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-198746"",""ERK1/2/5 activate RSK1/2/3"")",Yes,14,3,Cyclin E associated events during G1/S transition ,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69562"",""Inactivation of Cyclin E:Cdk2 complexes by p27/p21"")",Yes,"[6, 11, 12, 39, 18, 20, 25, 34, 38, 8]",10,,,
Cellular responses to external stimuli,Amino acids regulate mTORC1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9640237"",""CASTOR1 in CASTOR1:CASTOR2 binds L-arginine and dissociates from GATOR2"")",Yes,15,1,Regulation of HSF1-mediated heat shock response,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5333051"",""RPA1 binds HSF1"")",Yes,"[1, 17, 27]",3,,,
Cellular responses to external stimuli,Heme signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9707683"",""PGRMC2 binds Hemes"")",Yes,16,10,Detoxification of Reactive Oxygen Species,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3341397"",""GPX3 catalyzes 2 glutathione, reduced + H2O2 => glutathione, oxidized + 2 H2O"")",Yes,[13],1,,,
Cellular responses to external stimuli,HSF1 activation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5082409"",""Dissociation of HSF1:HSP90 complex in the nucleus"")",Yes,17,7,Attenuation phase,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371582"",""HSBP1 binds HSF1 trimer"")",Yes,"[1, 17, 27]",3,,,
Cellular responses to external stimuli,Oncogene Induced Senescence,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3132737"",""MAPKs phosphorylate ETS1 and ETS2"")",Yes,39,6,Regulation of HSF1-mediated heat shock response,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5251955"",""HSP40s activate intrinsic ATPase activity of HSP70s in the nucleoplasm"")",Yes,"[1, 17, 27, 28]",4,,,
Cellular responses to external stimuli,Sensing of DNA Double Strand Breaks,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3785704"",""DSB inducing agents induce double strand DNA breaks"")",Yes,18,3,ROS sensing by NFE2L2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8932355"",""26S proteasome degrades Ub-NFE2L2"")",No,-,-,,,
Cellular responses to external stimuli,Regulation of BACH1 activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9708497"",""BACH1 gene produces BACH1"")",Yes,19,9,Oxidative Stress Induced Senescence,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3239014"",""MAPKAPK5 phosphorylates TP53"")",Yes,"[6, 11, 12, 39, 20, 25, 34, 8]",8,,,
Cellular responses to external stimuli,Activation of the AP-1 family of transcription factors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-450325"",""c-FOS activation by phospho ERK1/2"")",Yes,20,8,Regulation of HMOX1 expression and activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9708558"",""HMOX1 dimer translocates from ER membrane to mitochondrial outer membrane"")",Yes,"[16, 19, 31]",3,,,
Cellular responses to external stimuli,Amino acids regulate mTORC1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9657619"",""CASTOR1 homodimer binds L-arginine and dissociates from GATOR2"")",Yes,21,1,Heme signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9707659"",""Hemes:LY96 activates TLR4"")",Yes,[40],1,,,
Cellular responses to external stimuli,Formation of Senescence-Associated Heterochromatin Foci (SAHF),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3878123"",""Initiation of SAHF formation"")",Yes,22,1,Cytoprotection by HMOX1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9709878"",""BIL translocates to the nucleus"")",Yes,"[16, 19, 31]",3,,,
Cellular responses to external stimuli,Metallothioneins bind metals,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5662606"",""MT3 binds zinc"")",Yes,23,1,Cytoprotection by HMOX1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9709918"",""PTK6 phosphorylates STAT3"")",Yes,"[16, 19, 31]",3,,,
Cellular responses to external stimuli,Oncogene Induced Senescence,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3209177"",""ERF binds ETS2 promoter"")",Yes,24,1,Regulation of HSF1-mediated heat shock response,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4793911"",""MAPKAPK2 phosphorylates HSF1"")",Yes,"[1, 27]",2,,,
Cellular responses to external stimuli,Oxidative Stress Induced Senescence,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3240766"",""E2F1/2/3:DP1/2 binds SUZ12 gene promoter"")",Yes,25,6,Response of EIF2AK1 (HRI) to heme deficiency,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9653894"",""Expression of CHAC1"")",Yes,"[2, 9, 33]",3,,,
Cellular responses to external stimuli,Detoxification of Reactive Oxygen Species,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3780958"",""SOD1:Zn2+ apoenzyme binds CCS:Cu1+ (mitochondrial)"")",Yes,26,1,Senescence-Associated Secretory Phenotype (SASP),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3790130"",""Regulation of IL6 transcription"")",Yes,"[2, 9, 14, 33]",4,,,
Cellular responses to external stimuli,HSF1 activation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5324632"",""Dissociation of cytosolic HSF1:HSP90:HDAC6:PTGES3 upon sensing protein aggregates"")",Yes,27,10,Heme signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1368119"",""CLOCK gene produces CLOCK"")",Yes,"[1, 17, 27, 28, 36]",5,,,
Cellular responses to external stimuli,Regulation of HSF1-mediated heat shock response,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371567"",""DBC1 is phosphorylated by ATM/ART"")",Yes,28,4,Heme signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1368140"",""PPARGC1A gene produces PPARGC1A"")",Yes,[36],1,,,
Cellular responses to external stimuli,Detoxification of Reactive Oxygen Species,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3299680"",""SOD2 catalyzes 2H+ + 2O2.- => O2 + H2O2 (mitochondrial matrix)"")",Yes,29,2,Senescence-Associated Secretory Phenotype (SASP),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3797202"",""AP-1 stimulates transcription of IGFBP7"")",Yes,"[12, 20]",2,,,
Cellular responses to external stimuli,HSP90 chaperone cycle for steroid hormone receptors (SHR),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9678925"",""NR3C1 binds NR3C1 agonists"")",Yes,30,1,MTF1 activates gene expression,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5660503"",""Expression of CSRP1"")",Yes,[10],1,,,
Cellular responses to external stimuli,ROS sensing by NFE2L2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8932309"",""NFE2L2 translocates from cytosol to nucleoplasm"")",Yes,31,8,Detoxification of Reactive Oxygen Species,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3777112"",""SOD1 catalyzes 2H+ + O2.- => O2 + H2O2 (mitochondrial intermembrane space)"")",Yes,[26],1,,,
Cellular responses to external stimuli,Senescence-Associated Secretory Phenotype (SASP),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3788725"",""Cdh1:APC/C complex binds EHMT1:EHMT2"")",Yes,32,1,Regulation of gene expression by Hypoxia-inducible Factor,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1235037"",""Expression of VEGFA"")",Yes,[3],1,,,
Cellular responses to external stimuli,Response of EIF2AK4 (GCN2) to amino acid deficiency,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9633005"",""EIF2AK4 (GCN2) binds tRNA"")",Yes,33,9,Senescence-Associated Secretory Phenotype (SASP),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4568740"",""AP-1 stimulates IL1A transcription"")",Yes,"[12, 20]",2,,,
Cellular responses to external stimuli,Oncogene Induced Senescence,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3209096"",""E2F1, E2F2, or E2F3 and SP1 bind p14ARF promoter"")",Yes,34,6,Heme signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9708423"",""XPO1:BACH1:Hemes are transported out of the nucleus"")",Yes,"[16, 19]",2,,,
Cellular responses to external stimuli,Amino acids regulate mTORC1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9639287"",""SESN1,2 binds L-leucine and dissociates from GATOR2"")",Yes,35,1,Response of EIF2AK1 (HRI) to heme deficiency,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1791118"",""Expression of ASNS (Asparagine Synthetase)"")",Yes,"[2, 33]",2,,,
Cellular responses to external stimuli,Detoxification of Reactive Oxygen Species,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1222376"",""NOX2 generates superoxide from oxygen"")",No,-,-,Cyclin D associated events in G1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-182594"",""Association of INK4 family proteins with CDK4/6"")",Yes,"[2, 6, 9, 11, 12, 14, 39, 20, 25, 33, 34, 8]",12,,,
Cellular responses to external stimuli,Regulation of lipid metabolism by PPARalpha,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-400143"",""Fatty acid ligands activate PPARA"")",Yes,36,4,Regulation of gene expression by Hypoxia-inducible Factor,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1235070"",""Expression of Erythropoietin (EPO)"")",Yes,[3],1,,,
Cellular responses to external stimuli,Detoxification of Reactive Oxygen Species,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3697860"",""SOD1:Zn2+ apoenzyme binds CCS:Zn2+:2xCu1+"")",Yes,37,3,Detoxification of Reactive Oxygen Species,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3779381"",""H2O2 diffuses from the mitochondrial matrix to the cytosol"")",Yes,[29],1,,,
Cellular responses to external stimuli,DNA Damage/Telomere Stress Induced Senescence,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3785711"",""Telomere shortening during replicative exhaustion"")",Yes,38,3,The NLRP3 inflammasome,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250272"",""TXNIP binds NLRP3"")",Yes,"[16, 19, 31]",3,,,
Cellular responses to external stimuli,Oxidative Stress Induced Senescence,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3240777"",""E2F1/2/3:DP1/2 binds EZH2 gene promoter"")",Yes,8,6,Regulation of HSF1-mediated heat shock response,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371537"",""DBC1 binds SIRT1"")",Yes,"[1, 17, 27, 28]",4,,,
Cellular responses to external stimuli,Heme signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9707594"",""Hemes bind LY96"")",Yes,40,1,Detoxification of Reactive Oxygen Species,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-71676"",""GPX1 catalyzes reaction of reduced glutathione and H2O2 to form oxidized glutathione and H2O"")",Yes,"[5, 37]",2,,,
Cellular responses to external stimuli,,,,,-,ROS sensing by NFE2L2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9712274"",""NFE2L2 inducers bind to KEAP1:CUL3:RBX1:NFE2L2"")",No,-,-,,,
Cellular responses to external stimuli,,,,,-,Heme signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1368065"",""NPAS2 gene produces NPAS2"")",Yes,[36],1,,,
Cellular responses to external stimuli,,,,,-,Heme signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-400342"",""ARNTL gene produces ARNTL"")",Yes,"[1, 17, 27, 28, 36]",5,,,
Cellular responses to external stimuli,,,,,-,Response of EIF2AK1 (HRI) to heme deficiency,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9654792"",""Expression of GRB10"")",Yes,"[2, 33]",2,,,
Cellular responses to external stimuli,,,,,-,Regulation of HSF1-mediated heat shock response,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4793925"",""p-S303,307-HSF1 binds YWHAE (14-3-3)"")",Yes,"[1, 27]",2,,,
Cellular responses to external stimuli,,,,,-,Heme signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9707586"",""FeHM oxidises LDL,HDL"")",Yes,"[16, 19, 31]",3,,,
Cellular responses to external stimuli,,,,,-,Senescence-Associated Secretory Phenotype (SASP),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3790137"",""Stimulation of IL8 transcription in senescent cells"")",Yes,"[2, 9, 14, 33]",4,,,
Cellular responses to external stimuli,,,,,-,Attenuation phase,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5324617"",""HSP90:FKBP4:PTGES3 binds HSF1 trimer"")",Yes,"[1, 17, 27]",3,,,
Cellular responses to external stimuli,,,,,-,Regulation of gene expression by Hypoxia-inducible Factor,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1235035"",""Expression of Carbonic Anhydrase IX (CA9)"")",Yes,[3],1,,,
Cellular responses to external stimuli,,,,,-,Metallothioneins bind metals,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5662613"",""MT3 exchanges zinc for copper"")",Yes,[23],1,,,
Cellular responses to external stimuli,,,,,-,Detoxification of Reactive Oxygen Species,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3341277"",""GPX2 catalyzes 2 glutathione, reduced + H2O2 => glutathione, oxidized + 2 H2O"")",Yes,[37],1,,,
Cellular responses to external stimuli,,,,,-,MTF1 activates gene expression,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5660530"",""Expression of SNCB"")",Yes,[7],1,,,
Cellular responses to external stimuli,,,,,-,Formation of Senescence-Associated Heterochromatin Foci (SAHF),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4647594"",""SAHF formation"")",Yes,"[6, 11, 12, 39, 18, 20, 22, 25, 34, 38, 8]",11,,,
Cellular responses to external stimuli,,,,,-,Response of EIF2AK1 (HRI) to heme deficiency,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9635912"",""Expression of TRIB3 in response to stress"")",Yes,"[2, 33]",2,,,
Cellular responses to external stimuli,,,,,-,Senescence-Associated Secretory Phenotype (SASP),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3788705"",""CDKN1A (p21) prevents phosphorylation of Cdh1 by Cyclin A:Cdk2"")",Yes,"[6, 11, 12, 39, 18, 20, 25, 34, 38, 8]",10,,,
Cellular responses to external stimuli,,,,,-,Response of EIF2AK1 (HRI) to heme deficiency,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9653745"",""Translation of ATF5"")",Yes,"[2, 33]",2,,,
Cellular responses to external stimuli,,,,,-,Amino acids regulate mTORC1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9640195"",""RRAGA,B hydrolyzes GTP"")",Yes,"[15, 21, 35]",3,,,
Cellular responses to external stimuli,,,,,-,Senescence-Associated Secretory Phenotype (SASP),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3788724"",""Cdh1:APC/C ubiquitinates EHMT1 and EHMT2"")",Yes,[32],1,,,
