PathwayName,StartPathwayName,StartPoint,StartPoint_in_Path?,StartPath_ID,StartPoint_Count,EndPathwayName,EndPoint,EndPoint_in_Path?,EndPath_ID,EndPoint_Count,Longest_Path_Start,Longest_Path_End,Longest_Path_Links
Disease,InlB-mediated entry of Listeria monocytogenes into host cell,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8875371"",""InlB binds MET"")",Yes,11,1,Signaling by FGFR1 amplification mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5654545"",""Ligand-independent phosphorylation of overexpressed FGFR1c"")",Yes,[37],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-162914"",""Myristoylation of Nef"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-175250"",""Suicidal integration leading to smaller circles of viral DNA"")",34
Disease,Assembly of Viral Components at the Budding Site,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168884"",""Hemagglutinin (HA) protein synthesis"")",Yes,12,1,Prevention of phagosomal-lysosomal fusion,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9636439"",""PtpA:Ub dephosphorylates p-Y133-VPS33B"")",Yes,[34],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-162914"",""Myristoylation of Nef"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-175117"",""1-LTR circle formation"")",34
Disease,CD163 mediating an anti-inflammatory response,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9662781"",""CD163 gene produces CD163 protein"")",Yes,13,1,Potential therapeutics for SARS,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9681616"",""AP2 binds chlorpromazine"")",Yes,"[21, 44, 52, 56, 87]",5,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-162914"",""Myristoylation of Nef"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-164845"",""Suicidal integration leading to inverted circle formation"")",34
Disease,InlA-mediated entry of Listeria monocytogenes into host cells,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8876497"",""InlA binds CDH1"")",Yes,14,1,APOBEC3G mediated resistance to HIV-1 infection,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-180632"",""Deamination of C residues during synthesis of HIV-1 reverse transcript minus-strand"")",Yes,"[21, 44, 52, 56, 87]",5,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9697043"",""Protease binds protease inhibitors"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-164506"",""Gap repair completes provirus integration"")",34
Disease,Signaling by RAF1 mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9656213"",""RAF1 mutants show enhanced heterodimerization with BRAF"")",Yes,15,1,Signaling by PDGFRA extracellular domain mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9672162"",""PI3K catalyses the phosphorylation of PIP2 to PIP3 downstream of PDGFRA extracellular domain dimers"")",Yes,[16],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-162914"",""Myristoylation of Nef"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-180630"",""Association of APOBEC3G with Gag"")",33
Disease,Signaling by PDGFRA extracellular domain mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9672174"",""Ligand-independent dimerization of PDGFRA extracellular domain mutants"")",Yes,16,3,Constitutive Signaling by EGFRvIII,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5638137"",""EGFRvIII cancer variant does not bind EGF ligand"")",Yes,"[46, 78, 102, 108]",4,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3159232"",""Recruitment Of HIV Virion Budding Machinery"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-175250"",""Suicidal integration leading to smaller circles of viral DNA"")",33
Disease,WNT5:FZD7-mediated leishmania damping,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9673349"",""WNT5 binds FZD7"")",Yes,17,2,FGFR3 mutant receptor activation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2077420"",""FGFR3 mutants bind and are inactivated by tyrosine kinase inhibitors"")",Yes,"[19, 106, 109]",3,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3159232"",""Recruitment Of HIV Virion Budding Machinery"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-175117"",""1-LTR circle formation"")",33
Disease,FGFR4 mutant receptor activation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2038946"",""Dimerization of FGFR4 mutants with enhanced kinase activity"")",Yes,18,3,Mtb iron assimilation by chelation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1222399"",""Iron is reduced and separates from mycobactin"")",Yes,"[32, 110]",2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3159232"",""Recruitment Of HIV Virion Budding Machinery"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-164845"",""Suicidal integration leading to inverted circle formation"")",33
Disease,t(4;14) translocations of FGFR3,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2038386"",""Dimerization of FGFR3 t(4;14) translocation mutants"")",Yes,19,3,Nef and signal transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-200858"",""Nef Binds and activates the Src-family tyrosine kinase Hck"")",Yes,"[21, 44, 52, 56, 87]",5,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9697043"",""Protease binds protease inhibitors"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-175250"",""Suicidal integration leading to smaller circles of viral DNA"")",32
Disease,Regulation of actin dynamics for phagocytic cup formation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2029445"",""An unknown GEF exchanges GTP for GDP on CDC42:GDP"")",Yes,20,2,Nef and signal transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-200952"",""Nef binds a ternary complex comprising DOCK2 guanine nucleotide exchange factor for small Rho-family GTPase Rac, its cofactor ELMO1, and Rac, and activates Rac through this interaction"")",Yes,"[21, 44, 52, 56, 87]",5,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9697043"",""Protease binds protease inhibitors"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-175117"",""1-LTR circle formation"")",32
Disease,Rev-mediated nuclear export of HIV RNA,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-180687"",""Conversion of Ran-GDP to Ran-GTP"")",Yes,21,22,Rev-mediated nuclear export of HIV RNA,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-165055"",""Hydrolysis of Ran:GTP to Ran:GDP"")",Yes,[21],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9697043"",""Protease binds protease inhibitors"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-164845"",""Suicidal integration leading to inverted circle formation"")",32
Disease,The NLRP3 inflammasome,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-844610"",""NLRP3 recruits PYCARD (ASC) via a PYD-PYD interaction"")",Yes,22,2,Uptake and function of anthrax toxins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5211224"",""Anthrax cya catalyzes the conversion of ATP to cAMP"")",Yes,"[76, 82, 112]",3,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9687724"",""GSK3B binds GSKi"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9697018"",""Addition of sialic acids on some Spike glycosyl sidechains"")",32
Disease,Activated point mutants of FGFR2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2033479"",""Dimerization of FGFR2 point mutants with enhanced kinase activity"")",Yes,23,3,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8868567"",""CDK5:p25 phosphorylates PRDX1"")",No,-,-,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3159232"",""Recruitment Of HIV Virion Budding Machinery"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-180630"",""Association of APOBEC3G with Gag"")",32
Disease,Constitutive Signaling by AKT1 E17K in Cancer,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2219536"",""AKT1 E17K mutant binds PIP2"")",Yes,24,13,Attachment and Entry,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9695415"",""glycosylated-ACE2 binds ACE2 inhibitors"")",Yes,"[28, 65, 67, 73, 74, 88]",6,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9680812"",""nsp7 binds nsp8"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9695415"",""glycosylated-ACE2 binds ACE2 inhibitors"")",32
Disease,FCGR3A-mediated IL10 synthesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9664285"",""IgG binds the surface of the amastigote form of Leishmania"")",Yes,25,5,Maturation of nucleoprotein,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9683714"",""Unphosphorylated nucleoprotein translocates to the plasma membrane"")",Yes,"[28, 65, 67, 73, 74, 88]",6,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9680812"",""nsp7 binds nsp8"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694373"",""Unphosphorylated nucleoprotein translocates to the plasma membrane"")",32
Disease,Attachment and Entry,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9683478"",""CQ, HCQ diffuses from cytosol to endocytic vesicle lumen"")",Yes,26,1,STAT5 activation downstream of FLT3 ITD mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9698026"",""FLT3 ITD- and STAT5-dependent BCL2L1 gene expression"")",Yes,[97],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9680812"",""nsp7 binds nsp8"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694790"",""E protein gets N-glycosylated"")",32
Disease,Constitutive Signaling by NOTCH1 PEST Domain Mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2769007"",""Ubiquitination of DLL/JAG ligands upon binding to NOTCH1 PEST domain mutants"")",Yes,27,5,Formation of the HIV-1 Early Elongation Complex,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167478"",""Abortive termination of HIV-1 early transcription elongation by DSIF:NELF"")",Yes,[66],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9697043"",""Protease binds protease inhibitors"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-180630"",""Association of APOBEC3G with Gag"")",31
Disease,Attachment and Entry,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9685655"",""CTSL bind CTSL inhibitors"")",Yes,28,23,Replication of the SARS-CoV-2 genome,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694677"",""ZCRB1 binds 5'UTR of SARS-CoV-2 genomic RNA"")",Yes,"[28, 65, 67, 73, 74, 88]",6,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9687724"",""GSK3B binds GSKi"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9685950"",""Endocytosis of protein 3a"")",29
Disease,FGFR4 mutant receptor activation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2012086"",""Constitutive dimerization of FGFR4 Y367C mutant"")",Yes,29,1,STAT5 activation downstream of FLT3 ITD mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9698043"",""FLT3 ITD- and STAT5-dependent CDKN1A gene expression"")",Yes,"[10, 55, 57, 94, 97]",5,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9686790"",""ER-alpha glucosidases bind ER-alpha glucosidase inhibitors"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694727"",""Endocytosis of protein 3a"")",29
Disease,Signaling by FGFR1 amplification mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1982065"",""Ligand-independent dimerization of overexpressed FGFR1b"")",Yes,30,2,Uptake and function of anthrax toxins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5211400"",""Anthrax lef cleaves target cell MAP2K3 (MEK3)"")",Yes,"[76, 82, 112]",3,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9686790"",""ER-alpha glucosidases bind ER-alpha glucosidase inhibitors"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9685950"",""Endocytosis of protein 3a"")",28
Disease,Uptake and function of diphtheria toxin,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5336417"",""DT A:B binds HBEGF and CD9 on the target cell surface"")",Yes,31,1,semaxanib-resistant FLT3 mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9702578"",""semaxanib-resistant FLT3 mutants don't bind semaxanib<br>"")",Yes,[97],1,,,
Disease,Mtb iron assimilation by chelation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1222738"",""Carboxymycobactin gets secreted"")",Yes,32,1,crenolanib-resistant FLT3 mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9702583"",""crenolanib-resistant FLT3 mutants don't bind crenolanib"")",Yes,[97],1,,,
Disease,Signaling by cytosolic PDGFRA and PDGFRB fusion proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9673757"",""Ligand-independent dimerization of cytosolic PDGFRA and PDGFRB fusion proteins"")",Yes,33,1,Autointegration results in viral DNA circles,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-175250"",""Suicidal integration leading to smaller circles of viral DNA"")",Yes,"[21, 44, 52, 56, 87]",5,,,
Disease,Prevention of phagosomal-lysosomal fusion,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9636461"",""PtpA binds Ubiquitin"")",Yes,34,1,gilteritinib-resistant FLT3 mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9702589"",""gilteritinib-resistant FLT3 mutants don't bind gilteritinib"")",Yes,[97],1,,,
Disease,Translation of Replicase and Assembly of the Replication Transcription Complex,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9687121"",""nsp8 binds MAP1LC3B"")",Yes,35,1,Signaling by FGFR1 in disease,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5655290"",""Activated FGFR1 mutant-associated PI3K phosphorylates PIP2 to PIP3"")",Yes,"[10, 55, 57]",3,,,
Disease,Activated point mutants of FGFR2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2033472"",""FGFR2c mutants bind an expanded range of ligands"")",Yes,36,1,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8870698"",""FASLG (FasL) gene expression"")",No,-,-,,,
Disease,Signaling by FGFR1 amplification mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5654544"",""Ligand-independent dimerization of overexpressed FGFR1c"")",Yes,37,1,Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-180905"",""Association of Vpr with ANT1"")",Yes,[5],1,,,
Disease,The NLRP3 inflammasome,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250280"",""ROS oxidize thioredoxin"")",No,-,-,Maturation of protein 3a,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9685950"",""Endocytosis of protein 3a"")",Yes,"[28, 65, 67, 73, 74, 88]",6,,,
Disease,Signaling by activated point mutants of FGFR3,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2012074"",""FGFR3c P250R mutant binds to ligand with enhanced affinity"")",Yes,38,1,Constitutive Signaling by AKT1 E17K in Cancer,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2399941"",""AKT1 E17K mutant phosphorylates BAD"")",Yes,[24],1,,,
Disease,Toxicity of botulinum toxin type B (botB),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5228940"",""Transcytosis and dissociation of botB:NTNHA:HA"")",Yes,39,1,Prevention of phagosomal-lysosomal fusion,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9636404"",""LAM translocates from the cell wall to the plasma membrane"")",Yes,[68],1,,,
Disease,Translation of Replicase and Assembly of the Replication Transcription Complex,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9687109"",""8b binds MAP1LC3B"")",Yes,40,1,Constitutive Signaling by NOTCH1 PEST Domain Mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2220981"",""NOTCH1 PEST domain mutants stimulate HEY transcription"")",Yes,"[27, 47]",2,,,
Disease,"Biosynthesis of A2E, implicated in retinal degradation","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2466846"",""atRAL can spontaneously react with PE to form NRPE"")",Yes,41,1,Loss of phosphorylation of MECP2 at T308,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9005561"",""Active PKA, CaMK IV do not phosphorylate MECP2 mutants R306C,(R306H) at T308"")",Yes,[63],1,,,
Disease,Interleukin-1 processing,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-448702"",""Caspase-1 active tetramer formation"")",Yes,42,1,Blockage of phagosome acidification,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9636397"",""PtpA binds ATP6V1H"")",Yes,"[21, 44, 52, 56, 87]",5,,,
Disease,Assembly of Viral Components at the Budding Site,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168882"",""Association of NP into rafts"")",Yes,43,1,Signaling by FGFR1 amplification mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1982066"",""Ligand-independent phosphorylation of overexpressed FGFR1"")",Yes,[30],1,,,
Disease,Late Phase of HIV Life Cycle,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-162914"",""Myristoylation of Nef"")",Yes,44,14,Constitutive Signaling by AKT1 E17K in Cancer,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2399999"",""AKT1 E17K mutant phosphorylates RSK"")",Yes,[24],1,,,
Disease,Tolerance of reactive oxygen produced by macrophages,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1222462"",""SodB reduces superoxide to H2O2"")",Yes,45,1,Activated point mutants of FGFR2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2033488"",""Autocatalytic phosphorylation of FGFR2b mutants with enhanced ligand binding"")",Yes,[61],1,,,
Disease,Constitutive Signaling by Overexpressed ERBB2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1227964"",""ERBB2 homodimerization"")",Yes,46,12,Interleukin-1 processing,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-449058"",""Interleukin-1 family are secreted"")",Yes,[42],1,,,
Disease,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2900765"",""Ubiquitination of DLL/JAG ligands upon binding to NOTCH1 HD+PEST domain mutants"")",Yes,47,5,Signaling by cytosolic FGFR1 fusion mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1888198"",""FGFR1OP-FGFR1 phosphorylates STAT1 and STAT3"")",Yes,"[10, 55, 57]",3,,,
Disease,Toxicity of tetanus toxin (tetX),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5228407"",""tetX HC:LC binds target cell-surface gangliosides"")",Yes,48,1,Constitutive Signaling by EGFRvIII,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5637801"",""Conversion of PIP2 to PIP3 by PI3K bound to phosphorylated EGFRvIII"")",Yes,"[46, 78, 102, 108]",4,,,
Disease,The NLRP3 inflammasome,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-874087"",""SGT1 binds HSP90"")",No,-,-,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9670436"",""p-KIT mutants:GRB2:SOS catalyzes nucleotide exchange on RAS"")",Yes,"[53, 75, 111]",3,,,
Disease,Defective factor XII causes hereditary angioedema,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9653249"",""Cleavage of factor XII variant by activated thrombin"")",Yes,49,1,Signaling by ERBB2 KD Mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9665009"",""RAS activation by SOS1 bound to phosphorylated heterodimers of ERBB2 KD mutants and EGFR"")",Yes,"[60, 84, 108]",3,,,
Disease,Toxicity of botulinum toxin type G (botG),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5250986"",""botG HC:LC binds SYT1 and GT1b on the target cell surface"")",Yes,50,2,KW2449-resistant FLT3 mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9702570"",""KW2449-resistant FLT3 mutants don't bind KW2449"")",Yes,[97],1,,,
Disease,Signaling by moderate kinase activity BRAF mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6802915"",""Moderate kinase activity BRAF mutants bind RAS:GTP"")",Yes,51,1,Constitutive Signaling by NOTCH1 PEST Domain Mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2220985"",""NOTCH1 PEST domain mutants stimulate MYC transcription"")",Yes,"[27, 47]",2,,,
Disease,Budding and maturation of HIV virion,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9697043"",""Protease binds protease inhibitors"")",Yes,52,14,Antimicrobial action and antimicrobial resistance in Mtb,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9697085"",""RNAP transcribes Mtb RNA polyanion"")",Yes,[86],1,,,
Disease,Signaling by kinase domain mutants of KIT,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9669890"",""Constitutive phosphorylation of kinase domain KIT mutants"")",Yes,53,2,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8863014"",""p25-bound CDK5 phosphorylates CDC25A"")",No,-,-,,,
