PathwayName,StartPathwayName,StartPoint,StartPoint_in_Path?,StartPath_ID,StartPoint_Count,EndPathwayName,EndPoint,EndPoint_in_Path?,EndPath_ID,EndPoint_Count,Longest_Short_Path,High_Degree_Path,Low_High_Degree_Path
Disease,t(4;14) translocations of FGFR3,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2038386"",""Dimerization of FGFR3 t(4;14) translocation mutants"")",Yes,10,3,Potential therapeutics for SARS,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9681616"",""AP2 binds chlorpromazine"")",Yes,"[8, 37, 60, 86, 99]",5,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9685519"",""Polyadenylation of SARS-CoV-1 genomic RNA (plus strand)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9684273"",""3CLp cleaves pp1a"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6803227"",""Dissociation of high activity BRAF complexes"")"
Disease,Defective CFTR causes cystic fibrosis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5679000"",""Ivacaftor binds CFTR G551D"")",Yes,11,1,Vpu mediated degradation of CD4,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-180573"",""Degradation of ubiquitinated CD4"")",Yes,[60],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9684229"",""SUMO-p-N protein dimer binds genomic RNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9687435"",""Enhanced autophagosome formation"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6802938"",""Inhibitors bind and inhibit highly active BRAF mutants"")"
Disease,Signaling by cytosolic PDGFRA and PDGFRB fusion proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9673757"",""Ligand-independent dimerization of cytosolic PDGFRA and PDGFRB fusion proteins"")",Yes,12,1,Constitutive Signaling by AKT1 E17K in Cancer,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2399999"",""AKT1 E17K mutant phosphorylates RSK"")",Yes,[78],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9684234"",""Encapsidation of SARS coronavirus genomic RNA"")",,
Disease,Packaging of Eight RNA Segments,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168895"",""RNP association"")",Yes,13,1,Blockage of phagosome acidification,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9636397"",""PtpA binds ATP6V1H"")",Yes,"[8, 37, 60, 86, 99]",5,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9684238"",""E and N are recruited to the M lattice"")",,
Disease,Signaling by FLT3 fusion proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9703433"",""Ligand-independent dimerization of FLT3 fusion proteins"")",Yes,14,5,Constitutive Signaling by NOTCH1 PEST Domain Mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2220985"",""NOTCH1 PEST domain mutants stimulate MYC transcription"")",Yes,"[41, 51]",2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9684241"",""Recruitment of Spike trimer to assembling virion"")",,
Disease,Signaling by FLT3 ITD and TKD mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9695838"",""Ligand-independent dimerization of FLT3 mutants"")",Yes,15,14,Signaling by high-kinase activity BRAF mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6802938"",""Inhibitors bind and inhibit highly active BRAF mutants"")",Yes,"[3, 24, 29, 70]",4,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9686174"",""Accessory proteins are recruited to the maturing virion"")",,
Disease,Regulation of Complement cascade,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-444647"",""C3a receptor binds anaphylatoxin C3a"")",Yes,16,2,Autointegration results in viral DNA circles,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-164845"",""Suicidal integration leading to inverted circle formation"")",Yes,"[8, 37, 60, 86, 99]",5,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9685531"",""SARS virus buds into ERGIC lumen"")",,
Disease,Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74448"",""Calcium binds calmodulin"")",Yes,17,3,"Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9672170"",""SOS-mediated nucleotide exchange of RAS downstream of mutant PDGFR receptors"")",Yes,[109],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9685542"",""Viral release"")",,
Disease,Signaling by FGFR2 amplification mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2029988"",""Dimerization of overexpressed FGFR2"")",Yes,18,4,Toxicity of botulinum toxin type G (botG),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5250978"",""botG LC cleaves target cell VAMP1"")",Yes,[6],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9678128"",""Spike glycoprotein of SARS coronavirus binds ACE2 on host cell"")",,
Disease,Assembly of Viral Components at the Budding Site,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168884"",""Hemagglutinin (HA) protein synthesis"")",Yes,19,1,Inhibition of Host mRNA Processing and RNA Silencing,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168859"",""Binding of NS1 to cleavage and host polyadenylation specificity factor (CPSF)"")",Yes,[8],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9697423"",""Endocytosis of SARS-CoV-2 Virion"")",,
Disease,Influenza Virus Induced Apoptosis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168865"",""NA activation of TGF-beta"")",Yes,20,1,Activated point mutants of FGFR2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2033488"",""Autocatalytic phosphorylation of FGFR2b mutants with enhanced ligand binding"")",Yes,[31],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694287"",""Cleavage of S protein into S1:S2"")",,
Disease,Signaling by activated point mutants of FGFR3,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2012074"",""FGFR3c P250R mutant binds to ligand with enhanced affinity"")",Yes,21,1,WNT5:FZD7-mediated leishmania damping,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9673797"",""NOX1 complex:pp-DVL:RAC1:GTP generates superoxide from oxygen"")",Yes,"[9, 66, 77, 89, 112]",5,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694689"",""Fusion and Release of SARS-CoV-2 Nucleocapsid"")",,
Disease,Tolerance of reactive oxygen produced by macrophages,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1222462"",""SodB reduces superoxide to H2O2"")",Yes,22,1,Maturation of protein E,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694790"",""E protein gets N-glycosylated"")",Yes,"[27, 39, 72, 74, 108, 110]",6,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694723"",""Uncoating of SARS-CoV-2 Genome"")",,
Disease,Vif-mediated degradation of APOBEC3G,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-180602"",""Association of Vif with APOBEC3G"")",Yes,23,2,Signaling by FLT3 fusion proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9703434"",""FLT3 fusions recruit PIK3CA through PIK3R1"")",Yes,[14],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694454"",""Replication transcription complex binds SARS-CoV-2 genomic RNA"")",,
Disease,Paradoxical activation of RAF signaling by kinase inactive BRAF,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6802937"",""Inactive BRAF mutants bind mutant RAS:GTP"")",Yes,24,1,HCMV Late Events,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9698933"",""HCMV B Nucleocapsid Translocation"")",Yes,[8],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694265"",""nsp13 helicase melts secondary structures in SARS-CoV-2 genomic RNA template"")",,
Disease,Tolerance by Mtb to nitric oxide produced by macrophages,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1222594"",""Mycothiol scavenges nitrosyl"")",No,-,-,Constitutive Signaling by AKT1 E17K in Cancer,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2400001"",""AKT1 E17K mutant phosphorylates CHUK (IKKalpha)"")",Yes,[78],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694344"",""Synthesis of SARS-CoV-2 minus strand subgenomic mRNAs by template switching"")",,
Disease,Signaling by activated point mutants of FGFR3,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2012084"",""Constitutive dimerization of FGFR3 cysteine mutants"")",Yes,25,3,Nicotinate metabolism,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8940074"",""NT5E:Zn2+ hydrolyses NMN"")",Yes,[16],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694506"",""Synthesis of SARS-CoV-2 plus strand subgenomic mRNAs"")",,
Disease,Signaling by ERBB2 ECD mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9665412"",""ERBB2 ECD mutants bind TKIs"")",Yes,26,3,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1226014"",""Conversion of PIP2 to PIP3 by PI3K bound to ligand-responsive p-6Y-EGFR mutants"")",Yes,"[35, 53, 59, 105]",4,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694476"",""nsp14 acts as a cap N7 methyltransferase to modify SARS-CoV-2 mRNAs"")",,
Disease,Attachment and Entry,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9681514"",""TMPRSS2 binds TMPRSS2 inhibitors"")",Yes,27,23,Signaling by cytosolic FGFR1 fusion mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1839039"",""Tyrosine kinase inhibitors bind and inhibit cytosolic FGFR1 fusion dimer phosphorylation"")",Yes,[46],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694499"",""nsp16 acts as a cap 2'-O-methyltransferase to modify SARS-CoV-2 mRNAs"")",,
Disease,Uptake and function of diphtheria toxin,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5336417"",""DT A:B binds HBEGF and CD9 on the target cell surface"")",Yes,28,1,Toxicity of botulinum toxin type E (botE),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-194800"",""botE LC cleaves target cell SNAP25"")",Yes,[58],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694733"",""Polyadenylation of SARS-CoV-2 subgenomic mRNAs (plus strand)"")",,
Disease,Signaling by moderate kinase activity BRAF mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6802915"",""Moderate kinase activity BRAF mutants bind RAS:GTP"")",Yes,29,1,Interleukin-1 processing,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-449058"",""Interleukin-1 family are secreted"")",Yes,[92],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694447"",""mRNA2 is translated to Spike"")",,
Disease,Prevention of phagosomal-lysosomal fusion,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9697064"",""lprG binds to LAM,LM"")",Yes,30,1,FCGR3A-mediated IL10 synthesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9664346"",""IL10 gene produces IL10 protein"")",Yes,"[17, 78]",2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694793"",""Spike protein gets N-glycosylated"")",,
Disease,Activated point mutants of FGFR2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2033474"",""FGFR2b mutants bind an expanded range of ligands"")",Yes,31,1,Signaling by FLT3 ITD and TKD mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9698174"",""FLT3 mutants recruit PIK3CA through PIK3R1"")",Yes,[15],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694364"",""N-glycan glucose trimming of Spike"")",,
Disease,Translation of Replicase and Assembly of the Replication Transcription Complex,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9687109"",""8b binds MAP1LC3B"")",Yes,32,1,Nef and signal transduction,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-200954"",""Nef Binds and activates the Src-family tyrosine kinase Lck"")",Yes,"[8, 37, 60, 86, 99]",5,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9696807"",""N-glycan mannose trimming of Spike"")",,
Disease,Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-180855"",""Translocation of Vpr to the mitochondria"")",Yes,33,1,Release,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168870"",""Neuraminidase enzymatic release from sialic acid"")",Yes,"[13, 19, 36, 42, 68]",5,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694337"",""Trimmed spike protein binds to calnexin"")",,
Disease,The NLRP3 inflammasome,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-874087"",""SGT1 binds HSP90"")",No,-,-,Replication of the SARS-CoV-2 genome,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694520"",""nsp16 binds VHL"")",Yes,"[27, 39, 72, 74, 108, 110]",6,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694341"",""Spike protein gets palmitoylated"")",,
Disease,Potential therapeutics for SARS,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9683546"",""FURIN binds furin inhibitors"")",Yes,34,7,Constitutive Signaling by AKT1 E17K in Cancer,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2399982"",""AKT1 E17K mutant phosphorylates TSC2, inhibiting it"")",Yes,[78],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694467"",""Spike protein forms a homotrimer"")",,
Disease,Signaling by ERBB2 TMD/JMD mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9665697"",""ERBB2 TMD/JMD mutants hetrodimerize"")",Yes,35,13,Replication of the SARS-CoV-1 genome,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9682631"",""nsp13 binds DDX5"")",Yes,"[27, 39, 72, 74, 108, 110]",6,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694780"",""Spike trimer translocates to ERGIC"")",,
Disease,Assembly of Viral Components at the Budding Site,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-195734"",""Neuraminidase (NA) synthesis"")",Yes,36,1,Maturation of protein E,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9683669"",""E protein gets N-glycosylated"")",Yes,"[27, 39, 72, 74, 108, 110]",6,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694656"",""Spike trimer glycoside chains are extended"")",,
Disease,Budding and maturation of HIV virion,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9697043"",""Protease binds protease inhibitors"")",Yes,37,14,Maturation of nucleoprotein,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694345"",""Nucleoprotein translocates to the nucleolus"")",Yes,"[27, 39, 72, 74, 108, 110]",6,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9696980"",""Spike trimer glycoside chains get additional branches"")",,
Disease,Signaling by kinase domain mutants of KIT,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9669890"",""Constitutive phosphorylation of kinase domain KIT mutants"")",Yes,38,2,STAT5 activation downstream of FLT3 ITD mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9698026"",""FLT3 ITD- and STAT5-dependent BCL2L1 gene expression"")",Yes,[15],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9697018"",""Addition of sialic acids on some Spike glycosyl sidechains"")",,
Disease,Maturation of spike protein,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9686790"",""ER-alpha glucosidases bind ER-alpha glucosidase inhibitors"")",Yes,39,23,APOBEC3G mediated resistance to HIV-1 infection,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-180630"",""Association of APOBEC3G with Gag"")",Yes,"[8, 23, 37, 60, 86, 99]",6,,,
Disease,Prevention of phagosomal-lysosomal fusion,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9636375"",""SecA2 transports SapM from cytoplasm to cytosol"")",Yes,40,2,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8870686"",""BCL2L11 (BIM) gene expression"")",No,-,-,,,
Disease,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2900765"",""Ubiquitination of DLL/JAG ligands upon binding to NOTCH1 HD+PEST domain mutants"")",Yes,41,5,Constitutive Signaling by AKT1 E17K in Cancer,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2399992"",""AKT1 E17K mutant phosphorylates forkhead box transcription factors"")",Yes,[78],1,,,
Disease,Assembly of Viral Components at the Budding Site,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-195733"",""M2 protein synthesis"")",Yes,42,1,Signaling by ERBB2 TMD/JMD mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9665707"",""RAS activation by SOS1 bound to phosphorylated heterodimers of ERBB2 TMD/JMD mutants and EGFR"")",Yes,[35],1,,,
Disease,Activated point mutants of FGFR2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2033472"",""FGFR2c mutants bind an expanded range of ligands"")",Yes,43,1,Signaling by FGFR2 amplification mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2067713"",""GP369 inhibits activation of amplified FGFR2 signaling"")",Yes,[18],1,,,
Disease,Uptake and function of anthrax toxins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5210921"",""pagA binds ANTXR1"")",Yes,44,7,Maturation of protein 3a,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9694727"",""Endocytosis of protein 3a"")",Yes,"[27, 39, 72, 74, 108, 110]",6,,,
Disease,Signaling by FGFR2 IIIa TM,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8851710"",""Aberrant alternative splicing yields a secreted FGFR2 IIIa TM disease variant"")",Yes,45,1,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8868573"",""CDK5:p25 phosphorylates PRDX2"")",No,-,-,,,
Disease,Signaling by cytosolic FGFR1 fusion mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1839031"",""Dimerization of cytosolic FGFR1 fusion proteins"")",Yes,46,9,Constitutive Signaling by NOTCH1 PEST Domain Mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2220967"",""p-NICD1 PEST domain mutants do not bind FBXW7"")",Yes,"[41, 51]",2,,,
Disease,Interactions of Tat with host cellular proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167235"",""Formation of the P-TEFb(Cyclin T1:Cdk9) complex"")",Yes,47,7,Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8868260"",""CDK5:p25 phosphorylates GOLGA2"")",No,-,-,,,
Disease,Signaling by juxtamembrane domain KIT mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9669906"",""Ligand-independent dimerization of KIT juxtamembrane domain mutants"")",Yes,48,2,Signaling by FGFR1 amplification mutants,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2023462"",""Tyrosine kinase inhibitors bind and inhibit overexpressed FGFR1 dimers"")",Yes,[84],1,,,
Disease,Toxicity of botulinum toxin type A (botA),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5228943"",""Transcytosis and dissociation of botA:NTNHA:HA"")",Yes,49,1,Constitutive Signaling by AKT1 E17K in Cancer,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2399988"",""AKT1 E17K mutant phosphorylates NR4A1 (NUR77)"")",Yes,[78],1,,,
