PathwayName,StartPathwayName,StartPoint,StartPoint_in_Path?,StartPath_ID,StartPoint_Count,EndPathwayName,EndPoint,EndPoint_in_Path?,EndPath_ID,EndPoint_Count,Longest_Short_Path,High_Degree_Path,Low_High_Degree_Path
Gene expression (Transcription),TP53 Regulates Metabolic Genes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5632393"",""TP63/TP53 bind the DDIT4 gene promoter"")",Yes,41,1,MECP2 regulates transcription of neuronal ligands,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9006122"",""BDNF gene transcription"")",Yes,[66],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804741"",""MDM2 forms homo- or heterodimers"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804741"",""MDM2 forms homo- or heterodimers"")",
Gene expression (Transcription),RNA Polymerase II Pre-transcription Events,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112430"",""Formation of P-TEFb complex"")",Yes,46,11,PIWI-interacting RNA (piRNA) biogenesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5629203"",""HENMT1 methylates 2' hydroxyl at 3' end of piRNA in 4xMeR-PIWIL1:piRNA:TDRD6:TDRKH"")",Yes,[22],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804942"",""MDM2 homodimers auto-ubiquitinate"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5633460"",""MDM2 binds TP53"")",
Gene expression (Transcription),Regulation of RUNX2 expression and activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8940032"",""TWIST1 binds the RUNX2 gene promoter"")",Yes,48,115,RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9006422"",""IFNG gene expression is stimulated by RUNX1 and inhibited by FOXP3"")",Yes,[58],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3222072"",""DAXX binds Ub-MDM2 and USP7"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""MDM2 ubiquitinates TP53"")",
Gene expression (Transcription),FOXO-mediated transcription of cell cycle genes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9624976"",""FOXO1,FOXO3 binds CAV1 gene promoter"")",Yes,49,1,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-140214"",""TP53 stimulates PMAIP1 (NOXA) expression"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215295"",""USP7 deubiquitinates MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215310"",""USP7 deubiquitinates TP53 and counteracts MDM2"")",
Gene expression (Transcription),"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9624611"",""FOXO1,FOXO3,(FOXO4) bind FBXO32 gene promoter"")",Yes,51,1,TP53 Regulates Transcription of Death Receptors and Ligands,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6800001"",""TP53 family members stimulate FAS gene expression"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-870449"",""TRIM33 monoubiquitinates SMAD4"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805399"",""TAF1 phosphorylates TP53"")",
Gene expression (Transcription),NOTCH1 Intracellular Domain Regulates Transcription,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4396347"",""NOTCH1 Coactivator Complex binds HES1 promoter"")",Yes,54,1,Transcriptional Regulation by E2F6,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9007496"",""APAF1 gene expression is stimulated by E2F1 and inhibited by E2F6"")",Yes,"[62, 30]",2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-870477"",""Ubiquitinated SMAD4 translocates from the nucleus to the cytosol"")",,
Gene expression (Transcription),TP53 Regulates Metabolic Genes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-165179"",""Formation of TSC1:TSC2 complex"")",Yes,56,1,Oncogene Induced Senescence,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3209114"",""Translation of p16INK4A mRNA is inhibited by miR-24"")",Yes,"[42, 70]",2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-870479"",""USP9X (FAM) binds to ubiquitinated SMAD4"")",,
Gene expression (Transcription),FOXO-mediated transcription of cell death genes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9622668"",""FOXO3,(FOXO1) bind BBC3 gene first intron"")",Yes,57,1,RUNX1 regulates transcription of genes involved in interleukin signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8934690"",""LIFR gene expression"")",Yes,[58],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-870437"",""USP9X (FAM) deubiquitinates SMAD4"")",,
Gene expression (Transcription),Regulation of TP53 Activity through Methylation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804276"",""ATM phosphorylates TTC5"")",Yes,73,1,MECP2 regulates transcription factors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9021949"",""MEF2C gene expression is inhibited by MECP2"")",Yes,[66],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170847"",""Phosphorylated SMAD2 and SMAD3 form a complex with SMAD4"")",,
Gene expression (Transcription),Mitochondrial transcription initiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-163310"",""TFAM binds to mitochondrial promoters"")",Yes,7,1,RUNX1 regulates expression of components of tight junctions,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8936007"",""CLDN5 (Claudin-5) gene expression is stimulated by RUNX1"")",Yes,[58],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-173488"",""The SMAD2/3:SMAD4 complex transfers to the nucleus"")",,
Gene expression (Transcription),Transcriptional Regulation by VENTX,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853890"",""VENTX binds the IL6 gene promoter"")",Yes,9,1,TP53 Regulates Transcription of Death Receptors and Ligands,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6800035"",""IGFBP3 binds TMEM219"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8878143"",""RUNX3 binds SMAD3 and SMAD4"")",,
Gene expression (Transcription),RNA Polymerase II Pre-transcription Events,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112429"",""Formation of FACT complex"")",Yes,14,11,RUNX2 regulates osteoblast differentiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8985644"",""COL1A1 gene expression is stimulated by RUNX2 and RB1"")",Yes,"[5, 48, 34, 64, 43, 60, 13, 63, 65]",9,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8878178"",""The complex of RUNX3, SMAD3 and SMAD4 binds the CDKN1A gene promoter"")",,
Gene expression (Transcription),SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5252001"",""ATP1B4 binds SNW1"")",Yes,15,2,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937369"",""ATAD2 binds ESR1"")",Yes,[20],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8878186"",""CDKN1A gene expression is synergistically activated by RUNX3, SMAD3 and SMAD4"")",,
Gene expression (Transcription),FOXO-mediated transcription of cell cycle genes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9625406"",""FOXO1,FOXO3 bind KLF4 gene promoter"")",Yes,18,1,RUNX2 regulates osteoblast differentiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9008215"",""RUNX2 binds GLI3R"")",Yes,"[5, 48, 34, 64, 43, 60, 13, 63, 65]",9,,,
Gene expression (Transcription),Negative regulation of activity of TFAP2 (AP-2) family transcription factors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8864569"",""WWOX binds TFAP2C"")",Yes,20,19,Transcriptional Regulation by MECP2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9615571"",""PTEN mRNA translation is inhibited by miR-137"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),YAP1- and WWTR1 (TAZ)-stimulated gene expression,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2032781"",""WWTR1 (TAZ) binds TEAD"")",Yes,23,1,TP53 Regulates Transcription of Caspase Activators and Caspases,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6801415"",""TP53 stimulates NLRC4 expression"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),FOXO-mediated transcription of cell death genes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9625375"",""FOXO3,FOXO4 bind STK11 gene promoter"")",No,-,-,FOXO-mediated transcription of cell cycle genes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9625409"",""KLF4 gene expression is stimulated by FOXO1,FOXO3"")",Yes,[18],1,,,
Gene expression (Transcription),RNA polymerase II transcribes snRNA genes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6807496"",""POU2F1 (OCT1) or POU2F2 (OCT2), SP1, and ZNF143 (STAF) bind the DSE of snRNA gene (U1, U2, U4, U4atac, U5, U11, U12)"")",Yes,33,1,TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8869566"",""The MYBL2 gene expression is repressed by the complex of NPM1 and TFAP2A homodimer"")",Yes,[20],1,,,
Gene expression (Transcription),Regulation of RUNX2 expression and activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939904"",""Activated ESR1 binds the RUNX2 gene promoter"")",Yes,34,115,Regulation of RUNX2 expression and activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9009362"",""Proteasome degrades PolyUb-RUNX2"")",Yes,"[5, 48, 34, 64, 43, 60, 13, 17, 63, 65]",10,,,
Gene expression (Transcription),RUNX1 regulates transcription of genes involved in differentiation of HSCs,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8956659"",""ABL1 phosphorylates YAP1"")",Yes,37,1,"TET1,2,3 and TDG demethylate DNA","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5221061"",""TDG excises 5-carboxylcytosine"")",Yes,[24],1,,,
Gene expression (Transcription),Regulation of TP53 Activity through Association with Co-factors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805785"",""AKT phosphorylates PHF20"")",Yes,39,1,Transcriptional Regulation by MECP2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9022453"",""MECP2 binds 5hmC-DNA"")",Yes,[66],1,,,
Gene expression (Transcription),FOXO-mediated transcription of cell death genes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9622630"",""FOXO3,FOXO4,(FOXO1) bind BCL6 gene promoter"")",Yes,50,1,RUNX3 regulates WNT signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8951443"",""Expression of CCND1 is stimulated by CTNNB1:TCF4,LEF1"")",No,-,-,,,
Gene expression (Transcription),Regulation of RUNX1 Expression and Activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8936068"",""H19 is cleaved to produce miR-675"")",Yes,58,41,RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8878050"",""HIPK2 phosphorylates RUNX1 and EP300"")",Yes,[58],1,,,
Gene expression (Transcription),Regulation of RUNX2 expression and activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8985293"",""NKX3-2 binds RUNX2 gene promoter"")",Yes,64,115,"TET1,2,3 and TDG demethylate DNA","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5220959"",""TDG excises 5-formylcytosine"")",Yes,[24],1,,,
Gene expression (Transcription),TP53 Regulates Transcription of Caspase Activators and Caspases,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798082"",""TP53 family members bind the CASP1 gene"")",Yes,69,1,TP53 Regulates Transcription of Genes Involved in Cytochrome C Release,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798611"",""TP53 stimulates and ZNF420 inhibits TP53AIP1 expression"")",Yes,"[5, 48, 34, 64, 19, 43, 60, 12, 13, 63, 65, 66, 67]",13,,,
Gene expression (Transcription),AKT phosphorylates targets in the nucleus,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-199299"",""AKT phosphorylates FOXO transcription factors"")",Yes,75,3,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8938338"",""NFE2 gene expression is stimulated by RUNX1:CBFB"")",Yes,[58],1,,,
Gene expression (Transcription),RNA Polymerase I Transcription Initiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-73729"",""Formation of SL1"")",Yes,1,6,RNA Pol II CTD phosphorylation and interaction with CE,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-77073"",""SPT5 subunit of Pol II binds the RNA triphosphatase (RTP)"")",Yes,"[3, 36, 46, 14, 4]",5,,,
Gene expression (Transcription),MicroRNA (miRNA) biogenesis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-203901"",""Pol II mediated transcription of microRNA genes"")",Yes,2,5,RUNX1 regulates transcription of genes involved in interleukin signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8938981"",""IL3 gene transcription is stimulated by RUNX1 and ELF1"")",Yes,[58],1,,,
Gene expression (Transcription),RNA Polymerase II Pre-transcription Events,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112434"",""Formation of DSIF complex "")",Yes,4,11,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798353"",""E2F7 and E2F8 homo- and heterodimers inhibit E2F1 expression"")",Yes,"[5, 48, 34, 64, 21, 43, 60, 12, 13, 63, 65, 66]",12,,,
Gene expression (Transcription),FOXO-mediated transcription of cell cycle genes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9620788"",""FOXO1,FOXO3,FOXO4 binds RBL2 gene"")",Yes,11,1,Regulation of TP53 Activity through Phosphorylation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799431"",""TP53 binds HIPK1"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),Regulation of TP53 Activity through Phosphorylation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6798372"",""ATM phosphorylates DYRK2"")",Yes,19,1,RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8877396"",""IL2RA (CD25) gene expression is stimulated by FOXP3 and inhibited by RUNX1"")",Yes,[58],1,,,
Gene expression (Transcription),TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8953037"",""E2F8 forms homodimers"")",Yes,21,1,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9625863"",""RETN gene expression is stimulated by FOXO1"")",No,-,-,,,
Gene expression (Transcription),RUNX1 regulates estrogen receptor mediated transcription,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8932070"",""ESR1 binds the AXIN1 gene"")",Yes,28,1,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8874797"",""EGFR gene expression is stimulated by TFAP2C"")",Yes,[20],1,,,
Gene expression (Transcription),FOXO-mediated transcription of cell cycle genes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9620828"",""FOXO1,FOXO3,(FOXO4) binds CCNG2 gene promoter"")",Yes,29,1,Regulation of TP53 Activity through Methylation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805755"",""EHMT1:EHMT2 dimethylates TP53"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),PI5P Regulates TP53 Acetylation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6810392"",""TMEM55B translocates to the nucleus"")",Yes,40,1,TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6800250"",""TP53 stimulates BCL6 expression"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),Regulation of RUNX2 expression and activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939929"",""ESRRA:PPARG1CA binds the RUNX2 gene promoter"")",Yes,43,115,Regulation of MECP2 expression and activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9023132"",""AURKB phosphorylates MECP2 at S423"")",Yes,[66],1,,,
Gene expression (Transcription),RUNX1 regulates transcription of genes involved in differentiation of HSCs,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8957241"",""TP73 tetramer translocates to the nucleus"")",Yes,44,1,Regulation of TP53 Activity through Methylation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3222237"",""SMYD2 methylates TP53"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),AKT phosphorylates targets in the cytosol,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-198609"",""AKT phosphorylates TSC2, inhibiting it"")",Yes,47,1,Senescence-Associated Secretory Phenotype (SASP),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3790130"",""Regulation of IL6 transcription"")",Yes,"[31, 9]",2,,,
Gene expression (Transcription),DNA methylation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5334099"",""UHRF1 binds chromatin with hemimethylated cytosine"")",Yes,52,1,Stabilization of p53,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804955"",""ATM phosphorylates MDM2"")",Yes,"[5, 48, 34, 64, 43, 60, 12, 13, 63, 65, 66]",11,,,
Gene expression (Transcription),"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9615015"",""FOXO6 binds PLXNA4 gene"")",Yes,55,1,Transcriptional Regulation by E2F6,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9007625"",""RBBP8 gene expression is inhibited by E2F6"")",Yes,"[27, 61]",2,,,
Gene expression (Transcription),Transcriptional Regulation by E2F6,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9007561"",""E2F1 binds RAD51 gene promoter"")",Yes,59,1,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9623072"",""POMC gene expression is inhibited by FOXO1"")",No,-,-,,,
Gene expression (Transcription),Regulation of RUNX2 expression and activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939938"",""ESRRA:PPARG1CB binds the RUNX2 gene promoter"")",Yes,60,115,RUNX1 regulates transcription of genes involved in differentiation of myeloid cells,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8939066"",""PRKCB gene expression is stimulated by RUNX1"")",Yes,[58],1,,,
Gene expression (Transcription),Transcriptional Regulation by E2F6,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9007514"",""E2F1 binds APAF1 gene promoter"")",Yes,62,1,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186780"",""Degradation of Ub-SMAD7"")",Yes,"[5, 48, 15, 34, 64, 43, 60, 12, 13, 63, 65, 66]",12,,,
Gene expression (Transcription),Transcriptional Regulation by E2F6,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9007447"",""E2F6 forms the PRC1L4 complex"")",Yes,68,2,Transcriptional regulation by small RNAs,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5578966"",""TNRC6A:AGO2:miRNA is transported into the nucleus"")",Yes,[2],1,,,
Gene expression (Transcription),RNA Polymerase I Transcription Initiation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-73865"",""Assembly of RNA Polymerase I Holoenzyme (human)"")",Yes,71,6,TFAP2 (AP-2) family regulates transcription of other transcription factors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8864729"",""PITX2 gene expression is stimulated by TFAP2A,TFAP2C homodimers:CITED2"")",Yes,[20],1,,,
