PathwayName,StartPathwayName,StartPoint,StartPoint_in_Path?,StartPath_ID,StartPoint_Count,EndPathwayName,EndPoint,EndPoint_in_Path?,EndPath_ID,EndPoint_Count,Longest_Short_Path,High_Degree_Path,Low_High_Degree_Path
Cell Cycle,Polymerase switching on the C-strand of the telomere,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9668904"",""Formation of the CTF18 complex"")",Yes,11,1,Loss of Nlp from mitotic centrosomes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380303"",""Dissociation of Phospho-Nlp from the centrosome"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174195"",""Ubiquitination of cell cycle proteins targeted by the APC/C:Cdh1complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4088024"",""CCNA:CDK1/2 complexes and CCNB1:CDK1 complexes phosphorylate FOXM1"")",
Cell Cycle,EML4 and NUDC in mitotic spindle formation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9647746"",""EML4 trimerizes"")",Yes,12,3,Inhibition of DNA recombination at telomere,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9670149"",""TERRA transcription"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 15, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",21,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174057"",""Multiubiquitination of APC/C-associated Cdh1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4088130"",""PLK1 binds FOXM1"")",
Cell Cycle,Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69598"",""Ubiquitination of phosphorylated Cdc25A"")",Yes,13,1,The role of GTSE1 in G2/M progression after G2 checkpoint,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8852362"",""GTSE1 binds CDKN1A"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174058"",""Degradation of multiubiquitinated Cdh1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4088134"",""PLK1 phosphorylates FOXM1"")",
Cell Cycle,Cohesin Loading onto Chromatin,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2468040"",""Cohesin binds PDS5 and WAPAL"")",Yes,14,1,Resolution of Sister Chromatid Cohesion,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2545253"",""Deacetylation of cohesin"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 14, 16, 18, 21, 22, 23, 27, 28, 30, 31, 32, 33, 36, 37, 39]",22,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187575"",""Ubiquitination of phospho-p27/p21"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4088306"",""FOXM1 binds PLK1 promoter"")",
Cell Cycle,Inhibition of DNA recombination at telomere,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9007926"",""ATRX binds DAXX"")",Yes,15,1,G1/S-Specific Transcription,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8961982"",""RRM2 gene expression is stimulated by E2F1 and inhibited by E2F6"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187574"",""Degradation of ubiquitinated p27/p21 by the 26S proteasome"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4088305"",""FOXM1 stimulates PLK1 transcription"")",
Cell Cycle,Cyclin A/B1/B2 associated events during G2/M transition,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170057"",""Formation of Cyclin B:Cdc2 complexes"")",Yes,16,56,G1/S-Specific Transcription,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8961895"",""CCNA1 gene expression is stimulated by E2F1"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-163096"",""Recruitment of Telomerase RNP to the Telomeric Chromosome End"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1638803"",""Phosphorylation of cohesin by PLK1 at centromeres"")",
Cell Cycle,Recruitment of mitotic centrosome proteins and complexes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380283"",""Recruitment of additional gamma tubulin/ gamma TuRC to the centrosome"")",Yes,17,1,Initiation of Nuclear Envelope (NE) Reformation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9624798"",""LBR binds KPNB1"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-163099"",""Alignment Of The RNA Template On The Telomeric Chromosome End"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1638821"",""PP2A-B56 dephosphorylates centromeric cohesin"")",
Cell Cycle,Cyclin A:Cdk2-associated events at S phase entry,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174054"",""Formation of Cyclin A:Cdk2 complexes"")",Yes,18,56,Cyclin A:Cdk2-associated events at S phase entry,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187916"",""Cyclin A:Cdk2 mediated phosphorylation of p27/p21"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-163090"",""Elongation Of The Telomeric Chromosome End"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2467809"",""ESPL1 (Separase) cleaves centromeric cohesin"")",
Cell Cycle,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8854052"",""Formation of the SCF-FBXL7 complex"")",No,-,-,Phosphorylation of the APC/C,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174132"",""Free APC/C phosphorylated by Cyclin B:Cdc2"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-164620"",""Translocation Of Telomerase RNP And Alignment Of RNA Template (TERC) To Extended Single Stranded Telomeric Chromosome-End"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2467811"",""Separation of sister chromatids"")",
Cell Cycle,AURKA Activation by TPX2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853405"",""TPX2 binds AURKA at centrosomes"")",Yes,19,1,G0 and Early G1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1363314"",""p107 (RBL1) binds CyclinE/A:CDK2"")",Yes,"[2, 8]",2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-164617"",""Elongation of Extended Telomeric Chromosome End"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2545203"",""Deacetylation of cleaved cohesin"")",
Cell Cycle,Meiotic synapsis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-912389"",""Formation of axial/lateral elements of Synaptonemal Complex"")",Yes,20,2,Stabilization of p53,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6793685"",""Ubiquitinated TP53 translocates to the cytosol"")",Yes,"[2, 3, 4, 5, 6, 8, 9, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",21,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-163120"",""Disassociation of Telomerase RNP and the Chromosome End"")",,
Cell Cycle,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-141409"",""Mad1 binds kinetochore"")",Yes,21,56,G1/S-Specific Transcription,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8962050"",""TYMS gene expression"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9668597"",""DNA polymerase:primase binds G-strand of the telomere"")",,
Cell Cycle,G0 and Early G1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1227670"",""Recruitment of HDAC1 by p130 (RBL2)"")",Yes,22,58,Separation of Sister Chromatids,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2545203"",""Deacetylation of cleaved cohesin"")",Yes,"[1, 2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 24, 27, 28, 30, 31, 32, 33, 36, 37, 39]",23,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174425"",""The primase component of DNA polymerase:primase synthesizes a 6-10 nucleotide RNA primer on the G strand of the telomere"")",,
Cell Cycle,SCF(Skp2)-mediated degradation of p27/p21,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187545"",""Association of Cks1 with SCF(Skp2) complex"")",Yes,23,56,Recruitment of mitotic centrosome proteins and complexes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-380311"",""Recruitment of Plk1 to centrosomes"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174427"",""The polymerase component of DNA polymerase alpha:primase synthesizes a 20-nucleotide primer on the G strand of the telomere"")",,
Cell Cycle,Establishment of Sister Chromatid Cohesion,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2473152"",""Acetylation of SMC3 subunit of centromeric chromatin associated cohesin by ESCO1 or ESCO2"")",Yes,24,1,G1/S-Specific Transcription,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8962039"",""TK1 gene expression is stimulated by E2F1"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174452"",""RFC binding displaces Pol Alpha on the C-strand of the telomere"")",,
Cell Cycle,Ubiquitin-dependent degradation of Cyclin D,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-75823"",""Relocalization of nuclearly localized Cyclin D1 to the cytoplasm"")",Yes,25,1,Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69756"",""Phosphorylation of proteins involved in G2/M transition by active Cyclin A2:Cdc2 complexes"")",Yes,"[2, 3, 4, 5, 7, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",21,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174439"",""Loading of PCNA - Sliding Clamp Formation on the C-strand of the telomere"")",,
Cell Cycle,Ubiquitin-dependent degradation of Cyclin D,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-75820"",""Phosphorylation of Cyclin D1 at T286 by glycogen synthase kinase-3 beta"")",Yes,26,1,Transcription of E2F targets under negative control by DREAM complex,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8964531"",""TOP2A gene gene expression is repressed by the DREAM complex"")",Yes,[8],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174447"",""RFC dissociates after sliding clamp formation on the C-strand of the telomere"")",,
Cell Cycle,Stabilization of p53,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5693609"",""ATM phosphorylates TP53 at S15"")",Yes,27,56,Activation of the pre-replicative complex,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-68954"",""Mcm2-7 is phosphorylated by DDK"")",Yes,[28],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174448"",""Formation of Processive Complex on the C-strand of the telomere"")",,
Cell Cycle,Activation of the pre-replicative complex,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-68919"",""Mcm10 associates with the pre-replicative complex, stabilizing Mcm2-7"")",Yes,28,57,Ubiquitin Mediated Degradation of Phosphorylated Cdc25A,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69608"",""Phosphorylation of Cdc25A at Ser-123 by Chk2"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174444"",""Formation of C-strand Okazaki fragments"")",,
Cell Cycle,FBXL7 down-regulates AURKA during mitotic entry and in early mitosis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8854051"",""SCF-FBXL18 ubiquitinates FBXL7"")",Yes,29,1,Golgi Cisternae Pericentriolar Stack Reorganization,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2314569"",""GOLGA2 phosphorylated by CDK1 is unable to promote fusion of ER to Golgi transport vesicles with cis-Golgi"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174438"",""Formation of the Flap Intermediate on the C-strand"")",,
Cell Cycle,Initiation of Nuclear Envelope (NE) Reformation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9667952"",""ANKLE2 is deacetylated by SIRT2"")",Yes,30,5,Inhibition of replication initiation of damaged DNA by RB1/E2F1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113643"",""Replication initiation regulation by Rb1/E2F1"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174445"",""RPA binds to the Flap on the C-strand"")",,
Cell Cycle,Telomere Extension By Telomerase,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-164616"",""Biogenesis and assembly of the telomerase RNP"")",Yes,31,56,CDK-mediated phosphorylation and removal of Cdc6,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69016"",""Ubiquitinated Cdc6 is degraded by the proteasome"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174451"",""Recruitment of DNA2 endonuclease to the C strand"")",,
Cell Cycle,Cyclin A:Cdk2-associated events at S phase entry,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187506"",""Translocation of p27 to the nucleoplasm"")",Yes,32,56,Processive synthesis on the lagging strand,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69173"",""Joining of adjacent Okazaki fragments"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174441"",""Removal of RNA primer and dissociation of RPA and Dna2 from the C-strand"")",,
Cell Cycle,G2/M DNA damage checkpoint,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799332"",""ATR phosphorylates TP53"")",Yes,33,56,G1/S-Specific Transcription,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8961632"",""POLA1 gene transcription is stimulated by E2F1"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174446"",""Removal of remaining Flap from the C-strand"")",,
Cell Cycle,Unwinding of DNA,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176956"",""Formation of GINS complex"")",Yes,34,2,Unwinding of DNA,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176942"",""Multiple proteins are localized at replication fork"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 34, 36, 37, 39]",21,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174456"",""Joining of adjacent Okazaki fragments of the C-strand"")",,
Cell Cycle,Postmitotic nuclear pore complex (NPC) reformation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3000449"",""UBC9 (UBE2I) SUMOylates RANGAP1 with SUMO, which targets RANGAP1 to RANBP2"")",Yes,35,2,Transcription of E2F targets under negative control by p107 (RBL1) and p130 (RBL2) in complex with HDAC1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8964588"",""CCNA2 gene expression is inhibited by RBL1 and RBL2"")",Yes,"[22, 36]",2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176702"",""Disassociation of Processive Complex and Completed Telomere End"")",,
Cell Cycle,G0 and Early G1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1227671"",""Recruitment of HDAC1 by p107 (RBL1)"")",Yes,36,58,EML4 and NUDC in mitotic spindle formation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9648017"",""EML4 binds to microtubules"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 12, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",21,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176700"",""Incorporation Of Extended And Processed Telomere End Into Higher Order T-Loop And Associated Protein Structure"")",,
Cell Cycle,Regulation of PLK1 Activity at G2/M Transition,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2574845"",""AJUBA binds centrosome-associated AURKA"")",Yes,37,56,Phosphorylation of the APC/C,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174119"",""Free APC/C phosphorylated by Plk1"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",20,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-912408"",""Telomeres cluster at the nuclear membrane"")",,
Cell Cycle,Golgi Cisternae Pericentriolar Stack Reorganization,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2422927"",""MAPK3-3 or MAPK1 phosphorylate GORASP2"")",Yes,38,1,Meiotic synapsis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-912505"",""Synapsis"")",Yes,"[2, 3, 4, 5, 6, 8, 10, 16, 18, 20, 21, 22, 23, 27, 28, 31, 32, 33, 35, 36, 37, 39]",22,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-912467"",""BRCA1 is recruited to unsynapsed regions"")",,
Cell Cycle,Autodegradation of the E3 ubiquitin ligase COP1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-349444"",""Phosphorylation of COP1 at Ser-387  by ATM"")",Yes,39,57,Stabilization of p53,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804724"",""MDM2 ubiquitinates phosphorylated MDM4"")",Yes,"[2, 3, 4, 5, 6, 8, 9, 10, 16, 18, 21, 22, 23, 27, 28, 31, 32, 33, 36, 37, 39]",21,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-912450"",""ATR Kinase is recruited to unsynapsed regions"")",,
