PathwayName,StartPathwayName,StartPoint,StartPoint_in_Path?,StartPath_ID,StartPoint_Count,EndPathwayName,EndPoint,EndPoint_in_Path?,EndPath_ID,EndPoint_Count,Longest_Short_Path,High_Degree_Path,Low_High_Degree_Path
Cellular responses to external stimuli,Oncogene Induced Senescence,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3132737"",""MAPKs phosphorylate ETS1 and ETS2"")",Yes,11,6,Heme signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9707586"",""FeHM oxidises LDL,HDL"")",Yes,"[6, 8, 16]",3,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9645672"",""p14ARF translocates to the nucleus"")",,
Cellular responses to external stimuli,Oxidative Stress Induced Senescence,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3240777"",""E2F1/2/3:DP1/2 binds EZH2 gene promoter"")",Yes,12,6,Regulation of HMOX1 expression and activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9708558"",""HMOX1 dimer translocates from ER membrane to mitochondrial outer membrane"")",Yes,"[6, 8, 16]",3,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804998"",""p14ARF forms a ternary complex with MDM2 and TP53"")",,
Cellular responses to external stimuli,Interconversion of nucleotide di- and triphosphates,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-71682"",""glutathione (oxidized) + NADPH + H+ => 2 glutathione (reduced) + NADP+"")",Yes,13,1,Heme signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9707856"",""PGRMC2:Hemes dissociates"")",Yes,[16],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")",,
Cellular responses to external stimuli,Detoxification of Reactive Oxygen Species,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1222376"",""NOX2 generates superoxide from oxygen"")",No,-,-,Regulation of HSF1-mediated heat shock response,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4793911"",""MAPKAPK2 phosphorylates HSF1"")",Yes,"[10, 23]",2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5693609"",""ATM phosphorylates TP53 at S15"")",,
Cellular responses to external stimuli,Regulation of gene expression by Hypoxia-inducible Factor,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1234161"",""HIF-alpha translocates from cytosol to nucleus"")",Yes,15,4,Regulation of HSF1-mediated heat shock response,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5251955"",""HSP40s activate intrinsic ATPase activity of HSP70s in the nucleoplasm"")",Yes,"[10, 22, 23, 25]",4,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3786258"",""TP53 binds the CDKN1A promoter"")",,
Cellular responses to external stimuli,Detoxification of Reactive Oxygen Species,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3697860"",""SOD1:Zn2+ apoenzyme binds CCS:Zn2+:2xCu1+"")",Yes,17,3,MTF1 activates gene expression,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5660503"",""Expression of CSRP1"")",Yes,[31],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4647613"",""Transcriptional activation of CDKN1A by TP53 is inhibited by EP400"")",,
Cellular responses to external stimuli,Amino acids regulate mTORC1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9640237"",""CASTOR1 in CASTOR1:CASTOR2 binds L-arginine and dissociates from GATOR2"")",Yes,14,1,Senescence-Associated Secretory Phenotype (SASP),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3788724"",""Cdh1:APC/C ubiquitinates EHMT1 and EHMT2"")",Yes,[19],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187934"",""Inactivation of Cyclin A:Cdk2 complexes by p27/p21"")",,
Cellular responses to external stimuli,DNA Damage/Telomere Stress Induced Senescence,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3785711"",""Telomere shortening during replicative exhaustion"")",Yes,18,3,HSP90 chaperone cycle for steroid hormone receptors (SHR),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5618093"",""ATP hydrolysis by HSP90"")",Yes,"[10, 23, 27]",3,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3788705"",""CDKN1A (p21) prevents phosphorylation of Cdh1 by Cyclin A:Cdk2"")",,
Cellular responses to external stimuli,Senescence-Associated Secretory Phenotype (SASP),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3788725"",""Cdh1:APC/C complex binds EHMT1:EHMT2"")",Yes,19,1,Response of EIF2AK1 (HRI) to heme deficiency,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9653745"",""Translation of ATF5"")",Yes,"[4, 34]",2,,,
Cellular responses to external stimuli,Heme signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9707683"",""PGRMC2 binds Hemes"")",Yes,16,10,Detoxification of Reactive Oxygen Species,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3341397"",""GPX3 catalyzes 2 glutathione, reduced + H2O2 => glutathione, oxidized + 2 H2O"")",Yes,[40],1,,,
Cellular responses to external stimuli,Oncogene Induced Senescence,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3209096"",""E2F1, E2F2, or E2F3 and SP1 bind p14ARF promoter"")",Yes,20,6,Regulation of gene expression by Hypoxia-inducible Factor,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1235035"",""Expression of Carbonic Anhydrase IX (CA9)"")",Yes,[15],1,,,
Cellular responses to external stimuli,JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168162"",""Phosphorylation of human JNKs by activated MKK4/MKK7"")",Yes,21,8,Response of EIF2AK1 (HRI) to heme deficiency,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9635912"",""Expression of TRIB3 in response to stress"")",Yes,"[4, 34]",2,,,
Cellular responses to external stimuli,HSF1 activation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5082409"",""Dissociation of HSF1:HSP90 complex in the nucleus"")",Yes,22,7,Regulation of HSF1-mediated heat shock response,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371537"",""DBC1 binds SIRT1"")",Yes,"[10, 22, 23, 25]",4,,,
Cellular responses to external stimuli,HSF1 activation,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5324632"",""Dissociation of cytosolic HSF1:HSP90:HDAC6:PTGES3 upon sensing protein aggregates"")",Yes,23,10,Formation of Senescence-Associated Heterochromatin Foci (SAHF),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4647594"",""SAHF formation"")",Yes,"[5, 9, 11, 12, 18, 20, 21, 29, 32, 37, 38]",11,,,
Cellular responses to external stimuli,Amino acids regulate mTORC1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9639287"",""SESN1,2 binds L-leucine and dissociates from GATOR2"")",Yes,24,1,Heme signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1368140"",""PPARGC1A gene produces PPARGC1A"")",Yes,[33],1,,,
Cellular responses to external stimuli,Regulation of HSF1-mediated heat shock response,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371567"",""DBC1 is phosphorylated by ATM/ART"")",Yes,25,4,Heme signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-400342"",""ARNTL gene produces ARNTL"")",Yes,"[10, 22, 23, 25, 33]",5,,,
Cellular responses to external stimuli,Heme signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9707594"",""Hemes bind LY96"")",Yes,26,1,Response of EIF2AK1 (HRI) to heme deficiency,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9650710"",""Translation of PPP1R15A"")",Yes,"[4, 34]",2,,,
Cellular responses to external stimuli,HSP90 chaperone cycle for steroid hormone receptors (SHR),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9678925"",""NR3C1 binds NR3C1 agonists"")",Yes,27,1,Heme signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9707659"",""Hemes:LY96 activates TLR4"")",Yes,[26],1,,,
Cellular responses to external stimuli,Senescence-Associated Secretory Phenotype (SASP),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3858387"",""Activated STAT3 positively regulates CEBPB transcription"")",Yes,28,4,MTF1 activates gene expression,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5660530"",""Expression of SNCB"")",Yes,[7],1,,,
Cellular responses to external stimuli,Formation of Senescence-Associated Heterochromatin Foci (SAHF),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3878123"",""Initiation of SAHF formation"")",Yes,29,1,Regulation of HMOX1 expression and activity,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9708536"",""HMOX1 translocates from the cytosol to the nucleoplasm"")",Yes,"[6, 8, 16]",3,,,
Cellular responses to external stimuli,ERK/MAPK targets,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-198746"",""ERK1/2/5 activate RSK1/2/3"")",Yes,30,3,Detoxification of Reactive Oxygen Species,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3777112"",""SOD1 catalyzes 2H+ + O2.- => O2 + H2O2 (mitochondrial intermembrane space)"")",Yes,[36],1,,,
Cellular responses to external stimuli,MTF1 activates gene expression,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5660514"",""MTF1 dimer:12Zn2+ binds CSRP1 gene"")",Yes,31,1,Heme signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1368065"",""NPAS2 gene produces NPAS2"")",Yes,[33],1,,,
Cellular responses to external stimuli,Sensing of DNA Double Strand Breaks,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3785704"",""DSB inducing agents induce double strand DNA breaks"")",Yes,32,3,Senescence-Associated Secretory Phenotype (SASP),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4568740"",""AP-1 stimulates IL1A transcription"")",Yes,"[5, 21]",2,,,
Cellular responses to external stimuli,Regulation of lipid metabolism by PPARalpha,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-400143"",""Fatty acid ligands activate PPARA"")",Yes,33,4,Metallothioneins bind metals,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5662613"",""MT3 exchanges zinc for copper"")",Yes,[3],1,,,
Cellular responses to external stimuli,Response of EIF2AK1 (HRI) to heme deficiency,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9648880"",""Ferriheme dissociates from p-T-EIF2AK1:2xferriheme dimer"")",Yes,34,9,Regulation of gene expression by Hypoxia-inducible Factor,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1235070"",""Expression of Erythropoietin (EPO)"")",Yes,[15],1,,,
Cellular responses to external stimuli,Detoxification of Reactive Oxygen Species,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3697855"",""Superoxide and nitric oxide react to form peroxynitrite in mitochondria"")",No,-,-,Cyclin E associated events during G1/S transition ,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69562"",""Inactivation of Cyclin E:Cdk2 complexes by p27/p21"")",Yes,"[5, 9, 11, 12, 18, 20, 21, 32, 37, 38]",10,,,
Cellular responses to external stimuli,Oncogene Induced Senescence,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3209160"",""Activated ERKs phosphorylate ERF"")",Yes,35,1,Heme signaling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9708423"",""XPO1:BACH1:Hemes are transported out of the nucleus"")",Yes,"[6, 16]",2,,,
Cellular responses to external stimuli,Detoxification of Reactive Oxygen Species,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3780958"",""SOD1:Zn2+ apoenzyme binds CCS:Cu1+ (mitochondrial)"")",Yes,36,1,Cytoprotection by HMOX1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9709878"",""BIL translocates to the nucleus"")",Yes,"[6, 8, 16]",3,,,
Cellular responses to external stimuli,Oxidative Stress Induced Senescence,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3240765"",""E2F1/2/3:DP1/2 binds EED gene promoter"")",Yes,37,6,Oncogene Induced Senescence,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3209179"",""ERF inhibits ETS2 expression"")",Yes,[1],1,,,
Cellular responses to external stimuli,Oxidative Stress Induced Senescence,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3223236"",""RAS signaling and prolonged interferon-beta stimulation promote generation of reactive oxygen species (ROS)"")",Yes,38,7,Cytoprotection by HMOX1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9709879"",""BIL scavenges O2.-"")",Yes,"[6, 8, 16]",3,,,
Cellular responses to external stimuli,Detoxification of Reactive Oxygen Species,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3299680"",""SOD2 catalyzes 2H+ + 2O2.- => O2 + H2O2 (mitochondrial matrix)"")",Yes,39,2,Senescence-Associated Secretory Phenotype (SASP),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3790130"",""Regulation of IL6 transcription"")",Yes,"[4, 28, 30, 34]",4,,,
Cellular responses to external stimuli,Detoxification of Reactive Oxygen Species,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3697838"",""ATP7A transfers Cu from ATOX1 to SOD3"")",Yes,40,1,Oxidative Stress Induced Senescence,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3239014"",""MAPKAPK5 phosphorylates TP53"")",Yes,"[5, 9, 11, 12, 20, 21, 37, 38]",8,,,
Cellular responses to external stimuli,,,,,-,Stabilization of p53,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""MDM2 ubiquitinates TP53"")",Yes,"[5, 9, 11, 12, 20, 21, 37, 38]",8,,,
Cellular responses to external stimuli,,,,,-,ROS sensing by NFE2L2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8932355"",""26S proteasome degrades Ub-NFE2L2"")",No,-,-,,,
Cellular responses to external stimuli,,,,,-,Detoxification of Reactive Oxygen Species,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3343700"",""PRDX6:GSTP1 catalyzes 2 glutathione, reduced + H2O2 => glutathione, oxidized + 2 H2O"")",Yes,[17],1,,,
Cellular responses to external stimuli,,,,,-,Amino acids regulate mTORC1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9640195"",""RRAGA,B hydrolyzes GTP"")",Yes,"[2, 14, 24]",3,,,
Cellular responses to external stimuli,,,,,-,Regulation of gene expression by Hypoxia-inducible Factor,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1235037"",""Expression of VEGFA"")",Yes,[15],1,,,
Cellular responses to external stimuli,,,,,-,Detoxification of Reactive Oxygen Species,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3341277"",""GPX2 catalyzes 2 glutathione, reduced + H2O2 => glutathione, oxidized + 2 H2O"")",Yes,[17],1,,,
Cellular responses to external stimuli,,,,,-,Oncogene Induced Senescence,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3209159"",""Phosphorylated ERF translocates to the cytosol"")",Yes,[35],1,,,
Cellular responses to external stimuli,,,,,-,Response of EIF2AK1 (HRI) to heme deficiency,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9654792"",""Expression of GRB10"")",Yes,"[4, 34]",2,,,
Cellular responses to external stimuli,,,,,-,Regulation of gene expression by Hypoxia-inducible Factor,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8932184"",""Expression of HIGD1A"")",Yes,[15],1,,,
Cellular responses to external stimuli,,,,,-,Senescence-Associated Secretory Phenotype (SASP),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3797202"",""AP-1 stimulates transcription of IGFBP7"")",Yes,"[5, 21]",2,,,
Cellular responses to external stimuli,,,,,-,Regulation of HSF1-mediated heat shock response,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4793925"",""p-S303,307-HSF1 binds YWHAE (14-3-3)"")",Yes,"[10, 23]",2,,,
Cellular responses to external stimuli,,,,,-,Attenuation phase,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5324617"",""HSP90:FKBP4:PTGES3 binds HSF1 trimer"")",Yes,"[10, 22, 23]",3,,,
Cellular responses to external stimuli,,,,,-,Response of EIF2AK1 (HRI) to heme deficiency,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9653894"",""Expression of CHAC1"")",Yes,"[4, 28, 34]",3,,,
Cellular responses to external stimuli,,,,,-,Cytoprotection by HMOX1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9709885"",""BIL scavenges NO"")",Yes,"[6, 8, 16]",3,,,
Cellular responses to external stimuli,,,,,-,Oxidative Stress Induced Senescence,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3229152"",""MAP3K5 (ASK1) phosphorylates MAP2K4 (SEK1)"")",Yes,[38],1,,,
Cellular responses to external stimuli,,,,,-,Senescence-Associated Secretory Phenotype (SASP),"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3790137"",""Stimulation of IL8 transcription in senescent cells"")",Yes,"[4, 28, 30, 34]",4,,,
Cellular responses to external stimuli,,,,,-,ROS sensing by NFE2L2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9712274"",""NFE2L2 inducers bind to KEAP1:CUL3:RBX1:NFE2L2"")",No,-,-,,,
Cellular responses to external stimuli,,,,,-,The NLRP3 inflammasome,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250272"",""TXNIP binds NLRP3"")",Yes,"[6, 8, 16]",3,,,
