PathwayName,StartPathwayName,StartPoint,StartPoint_in_Path?,StartPath_ID,StartPoint_Count,EndPathwayName,EndPoint,EndPoint_in_Path?,EndPath_ID,EndPoint_Count,Longest_Short_Path,High_Degree_Path,Low_High_Degree_Path
Transport of small molecules,ABC-family proteins mediated transport,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8866851"",""CFTR transits to the plasma membrane"")",Yes,11,2,HDL remodeling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264679"",""Serum albumin binds 2-lysophosphatidylcholine"")",Yes,"[17, 18, 20, 24, 28, 29, 31, 33, 34]",9,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-216723"",""4xPALM-C-p-2S-ABCA1 tetramer transports CHOL from transport vesicle membrane to plasma membrane"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-216723"",""4xPALM-C-p-2S-ABCA1 tetramer transports CHOL from transport vesicle membrane to plasma membrane"")",
Transport of small molecules,Assembly of active LPL and LIPC lipase complexes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8856525"",""ANGPTL8 binds ANGPTL3"")",Yes,12,2,Iron uptake and transport,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5671707"",""Fe3+ dissociates from SLC22A17:LCN2:2,5DHBA"")",Yes,[26],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-216756"",""Apolipoprotein A-I binds membrane-associated cholesterol and phospholipid to form a discoidal HDL particle"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-216756"",""Apolipoprotein A-I binds membrane-associated cholesterol and phospholipid to form a discoidal HDL particle"")",
Transport of small molecules,Mitochondrial calcium ion transport,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8949145"",""VDAC1,2,3 translocate calcium from the cytosol to the mitochondrial intermembrane space"")",Yes,13,1,VLDL clearance,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8854462"",""VLDLR binds VLDL"")",Yes,[32],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264678"",""LCAT + discoidal HDL <=> LCAT:discoidal HDL complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264678"",""LCAT + discoidal HDL <=> LCAT:discoidal HDL complex"")",
Transport of small molecules,Iron uptake and transport,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-917805"",""CYBRD1:Heme reduces Fe3+ to Fe2+"")",Yes,14,1,VLDL clearance,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8933292"",""LSR trimer binds VLDL"")",Yes,[32],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264689"",""LCAT:discoidal HDL complex <=> LCAT + discoidal HDL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264689"",""LCAT:discoidal HDL complex <=> LCAT + discoidal HDL"")",
Transport of small molecules,Iron uptake and transport,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5691167"",""CUL1, SKP1, FBXL5 bind"")",Yes,15,1,Erythrocytes take up oxygen and release carbon dioxide,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1247649"",""AQP1 tetramer transports CO2 from cytosol to extracellular region"")",Yes,"[16, 25, 36]",3,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266315"",""LCAT + spherical HDL <=> LCAT:spherical HDL complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264695"",""cholesterol + phosphatidylcholine (lecithin) => cholesterol ester + 2-lysophosphatidylcholine (lysolecithin)"")",
Transport of small molecules,Erythrocytes take up carbon dioxide and release oxygen,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237069"",""RHAG transports CO2 from extracellular region to cytosol"")",Yes,16,3,Iron uptake and transport,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5691108"",""SKP1:FBXL5:CUL1:NEDD8 ubiquitinylates IREB2"")",Yes,[15],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266310"",""LCAT:spherical HDL complex <=> LCAT + spherical HDL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264679"",""Serum albumin binds 2-lysophosphatidylcholine"")",
Transport of small molecules,Recycling of bile acids and salts,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-194079"",""SLCO1B3 transports ALB:(GCCA, TCCA) from extracellular region to cytosol"")",Yes,17,1,Processing of SMDT1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8949659"",""AFG3L2 (m-AAA protease) degrades SMDT1 that is not assembled in MCU"")",No,-,-,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174690"",""TG-depleted chylomicron + spherical HDL => chylomicron remnant + spherical HDL:apoA-I:apoA-II:apoA-IV:apoC-II:apoC-III"")",,
Transport of small molecules,HDL assembly,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264758"",""BMP1-3:Zn2+ cleaves pro-APOA1 to APOA1"")",Yes,18,8,Stimuli-sensing channels,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9659568"",""ANO1 transports cytosolic Cl- to extracellular region"")",Yes,[2],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174739"",""chylomicron remnant + apoE => chylomicron remnant:apoE complex"")",,
Transport of small molecules,Stimuli-sensing channels,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9650165"",""ASIC trimers bind H+"")",Yes,19,2,HDL clearance,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264834"",""Endocytosis and degradation of apoA-I"")",Yes,[18],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174657"",""chylomicron remnant:apoE complex + LDLR => chylomicron remnant:apoE:LDLR complex"")",,
Transport of small molecules,Phase I - Functionalization of compounds,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8937442"",""CES3 hydrolyses CHEST to CHOL and LCFA(-)"")",Yes,20,7,ABC transporters in lipid homeostasis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-382575"",""ABCD1-3 dimers transfer LCFAs from cytosol to peroxisomal matrix"")",No,-,-,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174706"",""chylomicron remnant:apoE:LDLR complex [plasma membrane] => chylomicron remnant:apoE:LDLR complex [clathrin-coated vesicle] (LDLRAP1-dependent)"")",,
Transport of small molecules,Mitochondrial calcium ion transport,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8949687"",""LETM1 exchanges protons (mitochondrial intermembrane space) for calcium (mitochondrial matrix)"")",Yes,21,1,HDL remodeling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-349404"",""CETP + spherical HDL + torcetrapib => CETP:spherical HDL:torcetrapib complex"")",Yes,"[18, 20, 28, 29, 33, 34]",6,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174808"",""chylomicron remnant:apoE:LDLR complex [coated vesicle membrane] => chylomicron remnant:apoE:LDLR complex [endosome membrane]"")",,
Transport of small molecules,ABC transporters in lipid homeostasis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266082"",""ABCG1-mediated transport of intracellular cholesterol to the cell surface"")",Yes,22,2,Mitochondrial calcium ion transport,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8949703"",""SLC8A3 (NCX3) exchanges sodium (cytosol) for calcium (mitochondrial intermembrane space)"")",Yes,"[8, 21]",2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174624"",""chylomicron remnant:apoE:LDLR complex => chylomicron remnant:apoE + LDLR"")",,
Transport of small molecules,Iron uptake and transport,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-442368"",""SLC40A1:HEPH:6Cu2+ transports Fe2+ from cytosol to extracellular region"")",Yes,23,3,HDL clearance,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8858252"",""HDLBP binds HDL"")",Yes,"[18, 20, 28, 29, 33, 34]",6,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-171087"",""LDLR [endosome membrane] => LDLR [plasma membrane]"")",,
Transport of small molecules,Recycling of bile acids and salts,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-194083"",""SLCO1B1 transports ALB:(GCCA,TCCA) from extracellular region to cytosol"")",Yes,24,1,Iron uptake and transport,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-904830"",""SLC40A1:CP:6Cu2+ transports Fe2+ from cytosol to extracellular region"")",Yes,[14],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-171122"",""LDL + LDLR => LDL:LDLR complex"")",,
Transport of small molecules,Erythrocytes take up oxygen and release carbon dioxide,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1247665"",""SLC4A1 exchanges cytosolic Cl- for extracellular HCO3-"")",Yes,25,2,Transferrin endocytosis and recycling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-917936"",""MCOLN1 transports Fe2+ from endosome lumen to cytosol"")",Yes,"[1, 23, 35]",3,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-171141"",""LDL:LDLR complex [plasma membrane] => LDL:LDLR complex [clathrin-coated vesicle] (LDLRAP1-independent)"")",,
Transport of small molecules,Iron uptake and transport,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5229273"",""LCN2:2,5DHBA binds Fe3+"")",Yes,26,1,Assembly of active LPL and LIPC lipase complexes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5694109"",""LIPC dimer hydrolyses TAG to DAG and FA"")",No,-,-,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-171059"",""LDLR:LDL complex [coated vesicle membrane] => LDLR:LDL complex [endosome membrane]"")",,
Transport of small molecules,Organic anion transporters,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-429591"",""SLC5A5 cotransports Na+ with I- from extracellular region to cytosol"")",Yes,27,1,Erythrocytes take up oxygen and release carbon dioxide,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1247645"",""RHAG transports CO2 from cytosol to extracellular region"")",Yes,"[16, 25, 36]",3,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-171106"",""LDLR:LDL complex => LDLR + LDL"")",,
Transport of small molecules,LDL clearance,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6813720"",""NCEH1 hydrolyzes cholesterol esters"")",Yes,28,7,Assembly of active LPL and LIPC lipase complexes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6784622"",""APOA4,APOA5,APOC2,CIDEC,FGF21 genes express APOA4,APOA5,APOC2,CIDEC,FGF21 proteins"")",Yes,[30],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8876366"",""LDL translocates from endosome lumen to lysosome lumen"")",,
Transport of small molecules,HDL assembly,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5682084"",""ZDHCC8 transfers PALM from PALM-CoA to ABCA1 tetramer"")",Yes,29,7,Mitochondrial calcium ion transport,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8949178"",""MCU translocates calcium from the mitochondrial intermembrane space to the mitochondrial matrix"")",Yes,[13],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8865667"",""LIPA hydrolyses sterol esters to sterols and fatty acids"")",,
Transport of small molecules,Assembly of active LPL and LIPC lipase complexes,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6784620"",""MBTPS1,2 cleaves CREB3L3 to CREB3L3(1-?) and CREB3L3(?-461)"")",Yes,30,1,Vasopressin regulates renal water homeostasis via Aquaporins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-432067"",""Aquaporin-4 passively transports water out of cell"")",Yes,"[9, 34]",2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8876472"",""NPC2 binds CHOL"")",,
Transport of small molecules,Recycling of bile acids and salts,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-194130"",""Transport (influx) of bile salts and acids by OATP-A"")",Yes,31,1,Transferrin endocytosis and recycling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5691154"",""HFE binds TFRC dimer"")",Yes,"[1, 23, 35]",3,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8876484"",""NPC2 transfers CHOL to NPC1"")",,
Transport of small molecules,VLDL assembly,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8866329"",""MTTP lipidates APOB-100, forming a pre-VLDL"")",Yes,32,3,Transport of glycerol from adipocytes to the liver by Aquaporins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-432049"",""Aquaporin-9 passively transports glycerol into cell"")",Yes,[3],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8876485"",""CHOL translocates from lysosome membrane to ER membrane"")",,
Transport of small molecules,Chylomicron assembly,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174786"",""ApoB-48 + 40 triacylglycerol + 60 phospholipid => ApoB-48:TG:PL complex"")",Yes,33,7,Stimuli-sensing channels,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8863494"",""ASICs bind STOML3, (STOM)"")",Yes,[19],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8876696"",""SOAT1,2 transfer acyl group to CHOL forming CHEST"")",,
Transport of small molecules,Vasopressin-like receptors,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-392263"",""AVP(20-28) binds AVPR2"")",Yes,34,9,Vasopressin regulates renal water homeostasis via Aquaporins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445714"",""Aquaporin-3 passively transports water out of cell"")",Yes,"[9, 34]",2,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8876731"",""CHEST translocates from ER membrane to lipid particle"")",,
Transport of small molecules,Transferrin endocytosis and recycling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5252133"",""ATP6AP1 binds V-ATPase"")",Yes,35,3,Stimuli-sensing channels,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2744361"",""BESTs transport cytosolic Cl- to extracellular region"")",Yes,[2],1,,,
Transport of small molecules,Erythrocytes take up carbon dioxide and release oxygen,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1237042"",""AQP1 tetramer transports CO2 from extracellular region to cytosol"")",Yes,36,3,Ion homeostasis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-936897"",""ATP1A:ATP1B:FXYD exchanges 3Na+ for 2K+"")",Yes,[10],1,,,
Transport of small molecules,,,,,-,Stimuli-sensing channels,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2744242"",""TTYH2/3 transport cytosolic Cl- to extracellular region"")",Yes,[2],1,,,
Transport of small molecules,,,,,-,HDL remodeling,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266299"",""Spherical HDL binds membrane-associated free cholesterol and phospholipids"")",Yes,"[18, 20, 22, 28, 29, 33, 34]",7,,,
Transport of small molecules,,,,,-,LDL clearance,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6784738"",""Degradation of PCSK9:LDLR:Clathrin-coated vesicle"")",Yes,"[7, 12, 18, 20, 28, 29, 33, 34]",8,,,
Transport of small molecules,,,,,-,VLDL clearance,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8854408"",""APOBR dimer binds VLDLs"")",Yes,[32],1,,,
Transport of small molecules,,,,,-,ABC-family proteins mediated transport,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8866553"",""misfolded CFTR is degraded by the 26S proteasome"")",No,-,-,,,
Transport of small molecules,,,,,-,ABC-family proteins mediated transport,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-383190"",""HCO3- transport through ion channel"")",Yes,[11],1,,,
Transport of small molecules,,,,,-,Stimuli-sensing channels,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2671885"",""ASIC trimers:H+ transport extracellular Na+ to cytosol"")",Yes,[19],1,,,
Transport of small molecules,,,,,-,Iron uptake and transport,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5690911"",""ACO1:4Fe-4S isomerises CIT to ISCIT"")",Yes,[6],1,,,
