PathwayName,StartPathwayName,StartPoint,StartPoint_in_Path?,StartPath_ID,StartPoint_Count,EndPathwayName,EndPoint,EndPoint_in_Path?,EndPath_ID,EndPoint_Count,Longest_Short_Path,High_Degree_Path,Low_High_Degree_Path
Programmed Cell Death,,,,,-,BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-508162"",""BH3 only proteins associate with and inactivate anti-apoptotic BCL-XL"")",Yes,"[1, 2, 3, 8, 9, 11, 13, 14, 15, 18, 19]",11,,,
Programmed Cell Death,,,,,-,Regulation by c-FLIP,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3465448"",""Caspase-8 and FLIP(L) processing at DISC"")",Yes,"[11, 14, 15, 17, 19, 24, 25]",7,,,
Programmed Cell Death,,,,,-,Pyroptosis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9686088"",""CASP3 cleaves GSDMD"")",Yes,"[3, 8, 11, 12, 14, 15, 19, 23]",8,,,
Programmed Cell Death,,,,,-,Apoptotic cleavage of cell adhesion  proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-351877"",""Caspase-mediated cleavage of Desmoglein 2"")",Yes,"[3, 8, 11, 12, 14, 15, 19, 23]",8,,,
Programmed Cell Death,,,,,-,Apoptotic cleavage of cellular proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-351849"",""Caspase-mediated cleavage of Etk"")",Yes,"[3, 8, 11, 12, 14, 15, 19, 23]",8,,,
Programmed Cell Death,,,,,-,RIPK1-mediated regulated necrosis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5620975"",""MLKL binds PIPs"")",Yes,"[5, 7, 11, 14, 15, 16, 19, 25]",8,,,
Programmed Cell Death,,,,,-,Microbial modulation of RIPK1-mediated regulated necrosis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9686338"",""SARS-CoV-1 3a binds the lysosomal membrane"")",Yes,"[5, 7, 11, 14, 15, 19, 25]",7,,,
Programmed Cell Death,,,,,-,Pyroptosis,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805981"",""HMGB1 release from cells"")",Yes,"[3, 8, 11, 12, 14, 15, 19, 23]",8,,,
Programmed Cell Death,,,,,-,SMAC (DIABLO) binds to IAPs ,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9627350"",""SMAC (DIABLO) binds XIAP"")",Yes,"[3, 8, 11, 14, 15, 19]",6,,,
Programmed Cell Death,,,,,-,Regulation of PAK-2p34 activity by PS-GAP/RHG10,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211731"",""Interaction of PAK-2p34 with RGH10/ PS-GAP results in accumulation of PAK-2p34 in the perinuclear region"")",Yes,"[3, 6, 8, 11, 12, 14, 15, 19, 23]",9,,,
Programmed Cell Death,,,,,-,Caspase-mediated cleavage of cytoskeletal proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-201628"",""Caspase-mediated cleavage of vimentin at DSVD (85)"")",Yes,"[3, 8, 11, 12, 14, 15, 19, 23]",8,,,
Programmed Cell Death,,,,,-,Apoptotic cleavage of cellular proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-201603"",""Caspase-mediated cleavage of PKC theta"")",Yes,"[3, 8, 11, 12, 14, 15, 19, 23]",8,,,
Programmed Cell Death,,,,,-,CASP8 activity is inhibited,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2672196"",""Viral serpin blocks caspase-8 activity"")",Yes,"[11, 14, 15, 19]",4,,,
Programmed Cell Death,,,,,-,Apoptotic cleavage of cellular proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-352268"",""Cleavage of Satb1"")",Yes,[4],1,,,
Programmed Cell Death,,,,,-,Apoptotic cleavage of cellular proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-201634"",""Caspase-mediated cleavage of FADK 1"")",Yes,"[3, 8, 11, 12, 14, 15, 19, 23]",8,,,
Programmed Cell Death,,,,,-,Regulation of necroptotic cell death,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9686930"",""RIPK3 is cleaved by CASP8"")",Yes,"[11, 14, 15, 19]",4,,,
Programmed Cell Death,,,,,-,Apoptotic cleavage of cell adhesion  proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202917"",""Caspase-mediated cleavage of Desmoglein 1"")",Yes,"[3, 8, 11, 12, 14, 15, 19, 23]",8,,,
Programmed Cell Death,,,,,-,Apoptotic cleavage of cell adhesion  proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-201595"",""Caspase-mediated cleavage of plakophilin-1"")",Yes,"[3, 8, 11, 12, 14, 15, 19, 23]",8,,,
Programmed Cell Death,,,,,-,Apoptotic cleavage of cellular proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-212552"",""Caspase 3-mediated cleavage of PKC delta"")",Yes,"[3, 8, 11, 12, 14, 15, 19, 23]",8,,,
Programmed Cell Death,,,,,-,Apoptotic factor-mediated response,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9645692"",""C1QBP promotes translocation of p14ARF to the mitochondrial matrix"")",Yes,[22],1,,,
Programmed Cell Death,,,,,-,Apoptotic cleavage of cell adhesion  proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202969"",""Caspase mediated cleavage of beta-catenin"")",Yes,"[3, 8, 11, 12, 14, 15, 19, 23]",8,,,
Programmed Cell Death,,,,,-,Caspase-mediated cleavage of cytoskeletal proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202967"",""Caspase mediated cleavage of alpha-II-Fodrin"")",Yes,"[3, 8, 11, 12, 14, 15, 19, 23]",8,,,
Programmed Cell Death,,,,,-,Apoptotic cleavage of cellular proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-201611"",""Caspase-mediated cleavage of Rock-1"")",Yes,"[3, 8, 11, 12, 14, 15, 19, 23]",8,,,
Programmed Cell Death,,,,,-,Apoptotic cleavage of cellular proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-201640"",""Caspase-mediated cleavage of farnesyltransferase/geranyl- geranyltransferase subunit alpha "")",Yes,"[3, 8, 11, 12, 14, 15, 19, 23]",8,,,
Programmed Cell Death,,,,,-,Apoptotic cleavage of cellular proteins,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202947"",""Caspase mediated cleavage of APC"")",Yes,"[3, 8, 11, 12, 14, 15, 19, 23]",8,,,
Programmed Cell Death,,,,,-,Apoptotic execution phase,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-351948"",""Mitochondrial recruitment of Drp1"")",Yes,"[11, 14, 15, 19]",4,,,
Programmed Cell Death,,,,,-,Breakdown of the nuclear lamina,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264865"",""Caspase-mediated cleavage of Lamin A"")",Yes,[4],1,,,
