PathwayName,StartPathwayName,StartPoint,StartPoint_in_Path?,StartPath_ID,StartPoint_Count,EndPathwayName,EndPoint,EndPoint_in_Path?,EndPath_ID,EndPoint_Count,Longest_Short_Path,High_Degree_Path,Low_High_Degree_Path
Sensory Perception,"Inactivation, recovery and regulation of the phototransduction cascade","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3229213"",""RCVRN:Ca2+ binds to and inhibits GRK1"")",Yes,11,3,Retinoid metabolism and transport,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8956427"",""RETSAT reduces atROL to at-13,14-dhROL"")",Yes,"[2, 6, 7]",3,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2855259"",""atROL binds RBP1 (parenchymal cell)"")",,
Sensory Perception,"Inactivation, recovery and regulation of the phototransduction cascade","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2534096"",""METAP1/2 demethylates GNAT1"")",Yes,12,2,Sensory processing of sound by inner hair cells of the cochlea,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9667761"",""KCNMA1:KCNMB1:LRRC52 transports K+ from the cytosol to the extracellular region"")",Yes,[9],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2404144"",""Parenchymal atROL translocates to HSCs"")",,
Sensory Perception,,,,,-,Activation of the phototransduction cascade,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2514891"",""SLC24A1 exchanges 4Na+ for Ca2+, K+"")",Yes,"[2, 4, 5, 6, 7, 11]",6,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74843"",""atROL binds RBP1 to form RBP1:atROL"")",,
Sensory Perception,,,,,-,"Biosynthesis of A2E, implicated in retinal degradation","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2467738"",""A2E translocates to RPE cells"")",No,-,-,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2453855"",""LRAT esterifies RBP1:atROL and FACYLs to atREs"")",,
Sensory Perception,,,,,-,"Inactivation, recovery and regulation of the phototransduction cascade","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3229181"",""CALM1:Ca2+ binds CNG channel"")",Yes,"[1, 2, 4, 5, 6, 7, 11]",7,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2453833"",""RPE65 isomero-hydrolyses atREs to 11cROL"")",,
Sensory Perception,,,,,-,Olfactory Signaling Pathway,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-381750"",""Olfactory Receptor - G Protein olfactory trimer complex formation"")",Yes,[8],1,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2454264"",""11cROL binds to RLBP1 to form RLBP1:11cROL"")",,
Sensory Perception,,,,,-,,,,,,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2454081"",""RDH5 oxidises 11cROL to 11cRAL"")",,
Sensory Perception,,,,,-,,,,,,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8960973"",""RLBP1:11cRAL dissociates"")",,
Sensory Perception,,,,,-,,,,,,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2454113"",""RBP3 transports 11cRAL to rod photoreceptor outer segment"")",,
Sensory Perception,,,,,-,,,,,,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2454118"",""11cRAL binds to opsin to form 11c-retinyl:RHO"")",,
Sensory Perception,,,,,-,,,,,,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74101"",""Photons induce isomerization of 11c-retinyl to at-retinyl"")",,
Sensory Perception,,,,,-,,,,,,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2485180"",""MII catalyses GDP/GTP exchange on Gt"")",,
Sensory Perception,,,,,-,,,,,,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2485182"",""Gt-GTP dissociates to GNAT1-GTP and GNB1:GNGT1"")",,
Sensory Perception,,,,,-,,,,,,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74065"",""GNAT1-GTP binds PDE6 and activates it"")",,
Sensory Perception,,,,,-,,,,,,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74059"",""PDE6 hydrolyses cGMP to GMP"")",,
Sensory Perception,,,,,-,,,,,,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2514865"",""cGMP dissociates from CNG channels"")",,
Sensory Perception,,,,,-,,,,,,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74031"",""cGMP binds CNG channel to form cGMP:CNG channel"")",,
Sensory Perception,,,,,-,,,,,,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2514867"",""cGMP:CNG transports Na+ and Ca2+ into the rod outer segment"")",,
Sensory Perception,,,,,-,,,,,,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2514891"",""SLC24A1 exchanges 4Na+ for Ca2+, K+"")",,
