First_Reaction,Second_Reaction,First Reaction,Second Reaction,Second Reaction Author
R-HSA-211272,R-HSA-210780,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211272"",""FOXOA2-, MAFA-, and PAX6-dependent synthesis of PDX1 protein"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210780"",""PDX1-dependent synthesis of NKX6-1 protein"")","Ferrer, J"
R-HSA-374675,R-HSA-445076,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374675"",""L1 dimer binds Ankyrin"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445076"",""Phosphorylation of Y1229 in L1"")","Garapati, P V"
R-HSA-374675,R-HSA-392751,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374675"",""L1 dimer binds Ankyrin"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-392751"",""L1 linked to actin cytoskeleton by ankyrin"")","Garapati, P V"
R-HSA-375160,R-HSA-419033,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-375160"",""NCAM1 binds to ATP"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-419033"",""NCAM1 binds FGFR-1"")","Garapati, P V"
R-HSA-375161,R-HSA-525833,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-375161"",""NCAM1 trans-homophilic interaction"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-525833"",""NCAM1 interacts with T- and L-type VDCC"")","Garapati, P V"
R-HSA-376119,R-HSA-376117,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376119"",""Interaction of Bnip-2 with Cdc42"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376117"",""JLP interacts with CDO complex"")","Garapati, P V"
R-HSA-381290,R-HSA-1183032,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-381290"",""PPARG:RXRA heterodimer binds to PPARG corepressors"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1183032"",""Expression of GLUT4"")","May, B"
R-HSA-381309,R-HSA-381290,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-381309"",""PPARG:RXRA heterodimer binds to fatty acid-like ligands"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-381290"",""PPARG:RXRA heterodimer binds to PPARG corepressors"")","May, B"
R-HSA-381309,R-HSA-1183003,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-381309"",""PPARG:RXRA heterodimer binds to fatty acid-like ligands"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1183003"",""Expression of Leptin"")","May, B"
R-HSA-381337,R-HSA-9618584,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-381337"",""Expression of CEBPB in adipogenesis"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9618584"",""CEBPB and phospho-STAT3 bind the promoter of the MYC gene"")","May, B"
R-HSA-391872,R-HSA-375161,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-391872"",""NCAM1 cis-homophilic interaction"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-375161"",""NCAM1 trans-homophilic interaction"")","Garapati, P V"
R-HSA-3928576,R-HSA-3928616,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928576"",""RHOA:GTP binds ROCK, activating it"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928616"",""Activated ROCK phosphorylates MRLCs"")","Garapati, P V"
R-HSA-3928584,R-HSA-3928607,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928584"",""p-EPHs bind SRC,FYN,YES,LYN"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928607"",""p-EPHs bind VAV2,3"")","Garapati, P V"
R-HSA-3928592,R-HSA-8985594,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928592"",""p190RhoGEF exchanges GTP for GDP on RHOA, activating it"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8985594"",""MYO9B inactivates RHOA"")","Orlic-Milacic, M"
R-HSA-3928592,R-HSA-416559,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928592"",""p190RhoGEF exchanges GTP for GDP on RHOA, activating it"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-416559"",""Inactivation of Rho-GTP by p190RhoGAP"")","Garapati, P V"
R-HSA-3928615,R-HSA-3928594,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928615"",""EFNBs bind SFKs"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928594"",""SFKs phosphorylate GIT1"")","Garapati, P V"
R-HSA-3928624,R-HSA-3928654,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928624"",""EPHBs bind EFNBs"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928654"",""Clathrin internalises EPH:EFN complexes"")","Garapati, P V"
R-HSA-3928624,R-HSA-3928657,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928624"",""EPHBs bind EFNBs"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928657"",""MMP2,9 cleave EPHB"")","Garapati, P V"
R-HSA-3928624,R-HSA-3928615,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928624"",""EPHBs bind EFNBs"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928615"",""EFNBs bind SFKs"")","Garapati, P V"
R-HSA-3928624,R-HSA-4093329,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928624"",""EPHBs bind EFNBs"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4093329"",""EFNBs bind SDCBP"")","Garapati, P V"
R-HSA-3928628,R-HSA-428522,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928628"",""VAV exchanges GTP for GDP on RAC1, activating it"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428522"",""Inactivation of RAC1"")","Garapati, P V"
R-HSA-3928628,R-HSA-445072,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928628"",""VAV exchanges GTP for GDP on RAC1, activating it"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445072"",""Interaction of PAK1 with Rac1-GTP"")","Garapati, P V"
R-HSA-3928628,R-HSA-399941,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928628"",""VAV exchanges GTP for GDP on RAC1, activating it"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399941"",""Rac1 binds PlexinA"")","Garapati, P V"
R-HSA-3928628,R-HSA-400682,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928628"",""VAV exchanges GTP for GDP on RAC1, activating it"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-400682"",""Active Rac1 interacts with Plexin-B1:Sema4D"")","Garapati, P V"
R-HSA-3928639,R-HSA-3928614,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928639"",""p-EFNB binds GRB4"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928614"",""EFNB:GRB4 binds GIT1"")","Garapati, P V"
R-HSA-3928642,R-HSA-428522,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928642"",""TIAM1 exchanges GTP for GDP on RAC1, activating it"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428522"",""Inactivation of RAC1"")","Garapati, P V"
R-HSA-3928642,R-HSA-445072,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928642"",""TIAM1 exchanges GTP for GDP on RAC1, activating it"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445072"",""Interaction of PAK1 with Rac1-GTP"")","Garapati, P V"
R-HSA-3928642,R-HSA-399941,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928642"",""TIAM1 exchanges GTP for GDP on RAC1, activating it"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399941"",""Rac1 binds PlexinA"")","Garapati, P V"
R-HSA-3928642,R-HSA-400682,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928642"",""TIAM1 exchanges GTP for GDP on RAC1, activating it"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-400682"",""Active Rac1 interacts with Plexin-B1:Sema4D"")","Garapati, P V"
R-HSA-3928651,R-HSA-8985594,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928651"",""NGEF exchanges GTP for GDP on RHOA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8985594"",""MYO9B inactivates RHOA"")","Orlic-Milacic, M"
R-HSA-3928651,R-HSA-3928576,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928651"",""NGEF exchanges GTP for GDP on RHOA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928576"",""RHOA:GTP binds ROCK, activating it"")","Garapati, P V"
R-HSA-3928651,R-HSA-416559,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928651"",""NGEF exchanges GTP for GDP on RHOA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-416559"",""Inactivation of Rho-GTP by p190RhoGAP"")","Garapati, P V"
R-HSA-3928657,R-HSA-3928624,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928657"",""MMP2,9 cleave EPHB"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928624"",""EPHBs bind EFNBs"")","Garapati, P V"
R-HSA-3928660,R-HSA-3928646,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928660"",""ADAM10 cleaves EFNAs"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928646"",""EPHAs bind EFNAs"")","Garapati, P V"
R-HSA-399933,R-HSA-399942,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399933"",""Sema3A binds Nrp-1 bound to PlexinA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399942"",""Plexin-A1-4 binds NRP1"")","Garapati, P V"
R-HSA-399933,R-HSA-399938,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399933"",""Sema3A binds Nrp-1 bound to PlexinA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399938"",""Activation of Rac1 by FARP2"")","Garapati, P V"
R-HSA-399934,R-HSA-399947,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399934"",""Phosphorylation of Plexin-A"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399947"",""Tyrosine phosphorylation of CRMPs by Fes"")","Garapati, P V"
R-HSA-399934,R-HSA-399941,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399934"",""Phosphorylation of Plexin-A"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399941"",""Rac1 binds PlexinA"")","Garapati, P V"
R-HSA-399938,R-HSA-428522,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399938"",""Activation of Rac1 by FARP2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428522"",""Inactivation of RAC1"")","Garapati, P V"
R-HSA-399938,R-HSA-445072,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399938"",""Activation of Rac1 by FARP2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445072"",""Interaction of PAK1 with Rac1-GTP"")","Garapati, P V"
R-HSA-399938,R-HSA-400682,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399938"",""Activation of Rac1 by FARP2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-400682"",""Active Rac1 interacts with Plexin-B1:Sema4D"")","Garapati, P V"
R-HSA-399941,R-HSA-399930,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399941"",""Rac1 binds PlexinA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399930"",""Activation of PAK by Rac1"")","Garapati, P V"
R-HSA-4093336,R-HSA-428522,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4093336"",""p-TIAM1 exchanges GTP for GDP on RAC1, activating it"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428522"",""Inactivation of RAC1"")","Garapati, P V"
R-HSA-4093336,R-HSA-445072,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4093336"",""p-TIAM1 exchanges GTP for GDP on RAC1, activating it"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445072"",""Interaction of PAK1 with Rac1-GTP"")","Garapati, P V"
R-HSA-4093336,R-HSA-399941,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4093336"",""p-TIAM1 exchanges GTP for GDP on RAC1, activating it"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399941"",""Rac1 binds PlexinA"")","Garapati, P V"
R-HSA-4093336,R-HSA-400682,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4093336"",""p-TIAM1 exchanges GTP for GDP on RAC1, activating it"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-400682"",""Active Rac1 interacts with Plexin-B1:Sema4D"")","Garapati, P V"
R-HSA-416559,R-HSA-3928651,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-416559"",""Inactivation of Rho-GTP by p190RhoGAP"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928651"",""NGEF exchanges GTP for GDP on RHOA"")","Garapati, P V"
R-HSA-416559,R-HSA-3928592,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-416559"",""Inactivation of Rho-GTP by p190RhoGAP"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928592"",""p190RhoGEF exchanges GTP for GDP on RHOA, activating it"")","Garapati, P V"
R-HSA-419087,R-HSA-3928608,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-419087"",""LIM kinase phosphorylation by ROCK"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928608"",""LIMK phosphorylates CFL1, inactivating it"")","Garapati, P V"
R-HSA-419644,R-HSA-399950,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-419644"",""Transphosphorylation of pLIMK1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399950"",""Phosphorylation of cofilin by LIMK-1"")","Garapati, P V"
R-HSA-419644,R-HSA-419645,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-419644"",""Transphosphorylation of pLIMK1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-419645"",""Dimerization of LIMK1 by Hsp90"")","Garapati, P V"
R-HSA-419645,R-HSA-419644,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-419645"",""Dimerization of LIMK1 by Hsp90"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-419644"",""Transphosphorylation of pLIMK1"")","Garapati, P V"
R-HSA-419646,R-HSA-400677,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-419646"",""SEMA4D interacts with Plexin-B1:Met"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-400677"",""Rnd1 interacts with Plexin-B1:Sema4D"")","Garapati, P V"
R-HSA-428511,R-HSA-428515,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428511"",""NCK binds ROBO1:SLIT2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428515"",""Recruitment of SOS to plasma membrane"")","Garapati, P V"
R-HSA-428522,R-HSA-428535,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428522"",""Inactivation of RAC1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428535"",""Activation of RAC1 by SOS"")","Garapati, P V"
R-HSA-428533,R-HSA-3928632,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428533"",""Inactivation of CDC42"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928632"",""ITSN1 exchanges GTP for GDP on CDC42, activating it"")","Garapati, P V"
R-HSA-428533,R-HSA-418850,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428533"",""Inactivation of CDC42"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-418850"",""Activation of Cdc42"")","Garapati, P V"
R-HSA-428535,R-HSA-445072,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428535"",""Activation of RAC1 by SOS"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445072"",""Interaction of PAK1 with Rac1-GTP"")","Garapati, P V"
R-HSA-428535,R-HSA-399941,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428535"",""Activation of RAC1 by SOS"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399941"",""Rac1 binds PlexinA"")","Garapati, P V"
R-HSA-428535,R-HSA-400682,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428535"",""Activation of RAC1 by SOS"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-400682"",""Active Rac1 interacts with Plexin-B1:Sema4D"")","Garapati, P V"
R-HSA-443774,R-HSA-445091,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-443774"",""Trans-homodimerization of Neurofascin"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445091"",""Phosphorylation of Neurofascin"")","Garapati, P V"
R-HSA-445064,R-HSA-428522,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445064"",""Activation of Rac1 by VAV2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-428522"",""Inactivation of RAC1"")","Garapati, P V"
R-HSA-445064,R-HSA-399941,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445064"",""Activation of Rac1 by VAV2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-399941"",""Rac1 binds PlexinA"")","Garapati, P V"
R-HSA-445064,R-HSA-400682,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445064"",""Activation of Rac1 by VAV2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-400682"",""Active Rac1 interacts with Plexin-B1:Sema4D"")","Garapati, P V"
R-HSA-445071,R-HSA-443780,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445071"",""Reinsertion of L1 into the plasma membrane"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-443780"",""Cis-heterodimerization of L1 and DM-GRASP/ALCAM/BEN"")","Garapati, P V"
R-HSA-445071,R-HSA-443784,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445071"",""Reinsertion of L1 into the plasma membrane"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-443784"",""Cis-heterodimerization of L1 and Contactin-1/F3/F11"")","Garapati, P V"
R-HSA-445071,R-HSA-443817,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445071"",""Reinsertion of L1 into the plasma membrane"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-443817"",""Phosphorylation of L1 by EPHB2"")","Garapati, P V"
R-HSA-445071,R-HSA-443783,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445071"",""Reinsertion of L1 into the plasma membrane"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-443783"",""Interaction of NUMB with L1"")","Garapati, P V"
R-HSA-445071,R-HSA-392748,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445071"",""Reinsertion of L1 into the plasma membrane"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-392748"",""L1 binds to AP-2 Clathrin complex"")","Garapati, P V"
R-HSA-445071,R-HSA-555065,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445071"",""Reinsertion of L1 into the plasma membrane"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-555065"",""Formation of clathrin coated vesicle"")","Garapati, P V"
R-HSA-445071,R-HSA-445077,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445071"",""Reinsertion of L1 into the plasma membrane"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445077"",""Transport of L1 from C-domain to P-domain"")","Garapati, P V"
R-HSA-445071,R-HSA-374680,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445071"",""Reinsertion of L1 into the plasma membrane"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374680"",""L1 trans-homophilic interaction"")","Garapati, P V"
R-HSA-445071,R-HSA-374673,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445071"",""Reinsertion of L1 into the plasma membrane"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374673"",""L1 binds RanBPM"")","Garapati, P V"
R-HSA-445071,R-HSA-437234,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445071"",""Reinsertion of L1 into the plasma membrane"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-437234"",""Heat-Stable Antigen binds L1"")","Garapati, P V"
R-HSA-445071,R-HSA-374672,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445071"",""Reinsertion of L1 into the plasma membrane"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374672"",""Cis-heterodimerization of L1 and Axonin-1"")","Garapati, P V"
R-HSA-445071,R-HSA-392752,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445071"",""Reinsertion of L1 into the plasma membrane"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-392752"",""Phosphorylation of L1 by CK-II"")","Garapati, P V"
R-HSA-445071,R-HSA-374669,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445071"",""Reinsertion of L1 into the plasma membrane"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374669"",""L1 binds NRP1"")","Garapati, P V"
R-HSA-445071,R-HSA-445069,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445071"",""Reinsertion of L1 into the plasma membrane"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445069"",""L1-EGFR trans-heterodimerization"")","Garapati, P V"
R-HSA-445071,R-HSA-374686,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445071"",""Reinsertion of L1 into the plasma membrane"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374686"",""L1 interaction with Integrins"")","Garapati, P V"
R-HSA-445071,R-HSA-374681,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445071"",""Reinsertion of L1 into the plasma membrane"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374681"",""L1 and NCAM1 engaged in cis-interaction"")","Garapati, P V"
R-HSA-445071,R-HSA-374683,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445071"",""Reinsertion of L1 into the plasma membrane"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374683"",""Interaction of L1 with Neurocan"")","Garapati, P V"
R-HSA-445072,R-HSA-445072,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445072"",""Interaction of PAK1 with Rac1-GTP"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445072"",""Interaction of PAK1 with Rac1-GTP"")","Garapati, P V"
R-HSA-445076,R-HSA-374675,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445076"",""Phosphorylation of Y1229 in L1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374675"",""L1 dimer binds Ankyrin"")","Garapati, P V"
R-HSA-445084,R-HSA-373736,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445084"",""Phosphorylation of L1 by SRC"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-373736"",""Shootin-1 links L1 and retrograde actin flow"")","Garapati, P V"
R-HSA-445089,R-HSA-443780,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445089"",""Dephosphorylation of pL1 (Y1176)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-443780"",""Cis-heterodimerization of L1 and DM-GRASP/ALCAM/BEN"")","Garapati, P V"
R-HSA-445089,R-HSA-443784,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445089"",""Dephosphorylation of pL1 (Y1176)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-443784"",""Cis-heterodimerization of L1 and Contactin-1/F3/F11"")","Garapati, P V"
R-HSA-445089,R-HSA-443817,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445089"",""Dephosphorylation of pL1 (Y1176)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-443817"",""Phosphorylation of L1 by EPHB2"")","Garapati, P V"
R-HSA-445089,R-HSA-443783,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445089"",""Dephosphorylation of pL1 (Y1176)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-443783"",""Interaction of NUMB with L1"")","Garapati, P V"
R-HSA-445089,R-HSA-443779,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-445089"",""Dephosphorylation of pL1 (Y1176)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-443779"",""Linkage of L1 with treadmilling F-actin"")","Garapati, P V"
