First_Reaction,Second_Reaction,First Reaction,Second Reaction,Second Reaction Author
R-HSA-109813,R-HSA-5654597,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109813"",""GRB2-1 binds SOS1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5654597"",""Activated FGFR1:p-SHC1 binds GRB2:SOS1"")","Rothfels, K"
R-HSA-109813,R-HSA-186826,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109813"",""GRB2-1 binds SOS1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-186826"",""GRB2:SOS1 complex binds to the active receptor"")","Garapati, P V"
R-HSA-109813,R-HSA-9029149,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109813"",""GRB2-1 binds SOS1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9029149"",""EPO:phospho-EPOR:phospho-JAK2:LYN:IRS2:phospho-CRKL:RAPGEF1:phospho-SHC1 binds GRB2:SOS1"")","May, B"
R-HSA-109813,R-HSA-2179415,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109813"",""GRB2-1 binds SOS1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2179415"",""GRB2:SOS1 binds to HBEGF:p-Y-EGFR"")","Jassal, B"
R-HSA-109817,R-HSA-170986,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109817"",""GRB2:SOS1:p-Y-IRS1,p-Y-IRS2 mediated nucleotide exchange of RAS"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170986"",""Ral-GDS binds to Ras-GTP"")","Annibali, D"
R-HSA-109817,R-HSA-5672950,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109817"",""GRB2:SOS1:p-Y-IRS1,p-Y-IRS2 mediated nucleotide exchange of RAS"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5672950"",""""Activator"" RAF:YWHAB dimer binds RAS:GTP"")","Rothfels, K"
R-HSA-109817,R-HSA-9658253,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109817"",""GRB2:SOS1:p-Y-IRS1,p-Y-IRS2 mediated nucleotide exchange of RAS"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9658253"",""RAS:GTP binds PI3K"")","Rothfels, K"
R-HSA-109817,R-HSA-5658435,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109817"",""GRB2:SOS1:p-Y-IRS1,p-Y-IRS2 mediated nucleotide exchange of RAS"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5658435"",""RAS GAPs bind RAS:GTP"")","Rothfels, K"
R-HSA-109817,R-HSA-9649736,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109817"",""GRB2:SOS1:p-Y-IRS1,p-Y-IRS2 mediated nucleotide exchange of RAS"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9649736"",""RAS intrinsic GTPase activity hydrolyzes GTP to GDP"")","Rothfels, K"
R-HSA-109817,R-HSA-5674018,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109817"",""GRB2:SOS1:p-Y-IRS1,p-Y-IRS2 mediated nucleotide exchange of RAS"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5674018"",""BRAP binds RAS:GTP"")","Rothfels, K"
R-HSA-109817,R-HSA-8981355,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109817"",""GRB2:SOS1:p-Y-IRS1,p-Y-IRS2 mediated nucleotide exchange of RAS"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8981355"",""RASA1 binds RAS:GTP"")","Rothfels, K"
R-HSA-109863,R-HSA-109857,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109863"",""Dissociation of p-T,Y-MAPK3:MAP2K1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109857"",""MAP2K1 binds MAPK3"")","Charalambous, M"
R-HSA-109864,R-HSA-111898,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109864"",""Dissociation of p-T,Y-MAPK1:p-S,T-MAP2K2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111898"",""Phosphorylation of cPLA2 by ERK-2"")","Le Novere, N"
R-HSA-109864,R-HSA-109858,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109864"",""Dissociation of p-T,Y-MAPK1:p-S,T-MAP2K2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109858"",""MAP2K2 binds MAPK1"")","Charalambous, M"
R-HSA-110011,R-HSA-74740,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110011"",""Binding of Grb10 to the insulin receptor"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74740"",""Binding of SHC1 to insulin receptor"")",
R-HSA-110011,R-HSA-74707,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110011"",""Binding of Grb10 to the insulin receptor"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74707"",""Binding of IRS to insulin receptor"")",
R-HSA-111912,R-HSA-9620717,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111912"",""CaMK4 phosphorylates CREB1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9620717"",""p-CREB, ASCL1, TCF12, ATFs and p300 bind the VGF promoter"")","Rothfels, K"
R-HSA-111916,R-HSA-9031610,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111916"",""Dimerization of p-S133-CREB1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9031610"",""p-S133 CREB1, MEF2D and SRF  bind the ARC gene"")","Rothfels, K"
R-HSA-111916,R-HSA-9612514,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111916"",""Dimerization of p-S133-CREB1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9612514"",""p-S133 CREB and p-S103 SRF bind the EGR1 promoter"")","Rothfels, K"
R-HSA-111916,R-HSA-9613451,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111916"",""Dimerization of p-S133-CREB1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9613451"",""p-S133 CREB1, LYL1 and EP300 bind the ID1 and ID3 genes"")","Rothfels, K"
R-HSA-111916,R-HSA-2976563,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111916"",""Dimerization of p-S133-CREB1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2976563"",""NOTCH2 coactivator complex and phosphorylated CREB1 bind GZMB promoter"")","Orlic-Milacic, M"
R-HSA-111916,R-HSA-9623999,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111916"",""Dimerization of p-S133-CREB1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9623999"",""BCL gene expression downstream of ESR1"")","Rothfels, K"
R-HSA-111919,R-HSA-9620717,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111919"",""PKA phosphorylates CREB1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9620717"",""p-CREB, ASCL1, TCF12, ATFs and p300 bind the VGF promoter"")","Rothfels, K"
R-HSA-111924,R-HSA-5687088,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111924"",""PKA catalytic subunit translocates to the nucleus"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5687088"",""PKA phosphorylates MAPKAPK5"")","Rothfels, K"
R-HSA-111925,R-HSA-177284,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111925"",""cAMP induces dissociation of inactive PKA tetramers"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-177284"",""PKA phosphorylates PDE4B"")","Le Novere, N"
R-HSA-111925,R-HSA-177275,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111925"",""cAMP induces dissociation of inactive PKA tetramers"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-177275"",""PKA phosphorylates DARPP-32 on Thr34"")","Le Novere, N"
R-HSA-112037,R-HSA-111870,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112037"",""Inactivation of PLC beta"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111870"",""Activation of PLC beta-1/4"")","Le Novere, N"
R-HSA-112037,R-HSA-167433,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112037"",""Inactivation of PLC beta"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167433"",""G-protein beta-gamma subunits rebind the alpha-GDP subunit"")","Le Novere, N"
R-HSA-112037,R-HSA-398188,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112037"",""Inactivation of PLC beta"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-398188"",""PLC beta is activated by G alpha (q)"")","Jupe, S"
R-HSA-112042,R-HSA-167427,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112042"",""Opioid binds MOR"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167427"",""Opioid dissociates from MOR"")","Le Novere, N"
R-HSA-112271,R-HSA-9021596,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9021596"",""Membrane estrogen receptors bind SRC"")","Rothfels, K"
R-HSA-112271,R-HSA-750988,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-750988"",""Inactive G alpha (z) reassociates with G beta:gamma"")","Jupe, S"
R-HSA-112271,R-HSA-167427,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167427"",""Opioid dissociates from MOR"")","Le Novere, N"
R-HSA-112271,R-HSA-111870,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111870"",""Activation of PLC beta-1/4"")","Le Novere, N"
R-HSA-112271,R-HSA-167408,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167408"",""The high affinity receptor complex binds to G-protein"")","Le Novere, N"
R-HSA-112271,R-HSA-167433,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167433"",""G-protein beta-gamma subunits rebind the alpha-GDP subunit"")","Le Novere, N"
R-HSA-112271,R-HSA-751001,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-751001"",""Inactive G alpha (i) reassociates with G beta:gamma"")","Jupe, S"
R-HSA-112271,R-HSA-751039,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-751039"",""Inactive G alpha (12/13) reassociates with G beta:gamma"")","Jupe, S"
R-HSA-112271,R-HSA-8964605,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8964605"",""PAK1:ARHGEF6 complex binds G-protein beta-gamma complex"")","Varusai, TM"
R-HSA-112271,R-HSA-8964241,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8964241"",""G beta-gamma complex and PIP3 recruit BTK to membrane"")","Varusai, TM"
R-HSA-112271,R-HSA-392295,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-392295"",""Gbeta:gamma recruits PI3K gamma"")","Jupe, S"
R-HSA-112271,R-HSA-398040,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-398040"",""Gbeta:gamma activation of PLC beta"")","Jupe, S"
R-HSA-112271,R-HSA-750993,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-750993"",""Inactive G alpha (q) reassociates with G beta:gamma"")","Jupe, S"
R-HSA-112271,R-HSA-751013,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-751013"",""Inactive G alpha (s) reassociates with G beta:gamma"")","Jupe, S"
R-HSA-112342,R-HSA-109860,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112342"",""Inactivation of MAP2K1 by CDK1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109860"",""MAP2K1 phosphorylates MAPK3"")","Charalambous, M"
R-HSA-114544,R-HSA-3928647,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114544"",""p115-RhoGEF activation of RHOA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928647"",""RHOA:GTP:Mg2+ binds ROCK1,ROCK2"")","Garapati, P V"
R-HSA-114544,R-HSA-5667008,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114544"",""p115-RhoGEF activation of RHOA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5667008"",""RHOA:GTP binds RHPN1 or RHPN2"")","Rivero Crespo, F"
R-HSA-114544,R-HSA-5665989,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114544"",""p115-RhoGEF activation of RHOA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5665989"",""DIAPH1 binds RHOA:GTP"")","Rivero Crespo, F"
R-HSA-114544,R-HSA-8849085,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114544"",""p115-RhoGEF activation of RHOA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8849085"",""ARHGAP35 binds RHOA:GTP"")","Orlic-Milacic, M"
R-HSA-1250383,R-HSA-170986,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250383"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-Y349,350-SHC1:p-ERBB4"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170986"",""Ral-GDS binds to Ras-GTP"")","Annibali, D"
R-HSA-1250383,R-HSA-5672950,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250383"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-Y349,350-SHC1:p-ERBB4"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5672950"",""""Activator"" RAF:YWHAB dimer binds RAS:GTP"")","Rothfels, K"
R-HSA-1250383,R-HSA-9658253,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250383"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-Y349,350-SHC1:p-ERBB4"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9658253"",""RAS:GTP binds PI3K"")","Rothfels, K"
R-HSA-1250383,R-HSA-5658435,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250383"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-Y349,350-SHC1:p-ERBB4"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5658435"",""RAS GAPs bind RAS:GTP"")","Rothfels, K"
R-HSA-1250383,R-HSA-9649736,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250383"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-Y349,350-SHC1:p-ERBB4"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9649736"",""RAS intrinsic GTPase activity hydrolyzes GTP to GDP"")","Rothfels, K"
R-HSA-1250383,R-HSA-5674018,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250383"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-Y349,350-SHC1:p-ERBB4"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5674018"",""BRAP binds RAS:GTP"")","Rothfels, K"
R-HSA-1250383,R-HSA-8981355,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250383"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-Y349,350-SHC1:p-ERBB4"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8981355"",""RASA1 binds RAS:GTP"")","Rothfels, K"
R-HSA-1250463,R-HSA-170986,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250463"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-SHC1:Phosphorylated ERBB2 heterodimers"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170986"",""Ral-GDS binds to Ras-GTP"")","Annibali, D"
R-HSA-1250463,R-HSA-5672950,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250463"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-SHC1:Phosphorylated ERBB2 heterodimers"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5672950"",""""Activator"" RAF:YWHAB dimer binds RAS:GTP"")","Rothfels, K"
R-HSA-1250463,R-HSA-9658253,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250463"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-SHC1:Phosphorylated ERBB2 heterodimers"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9658253"",""RAS:GTP binds PI3K"")","Rothfels, K"
R-HSA-1250463,R-HSA-5658435,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250463"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-SHC1:Phosphorylated ERBB2 heterodimers"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5658435"",""RAS GAPs bind RAS:GTP"")","Rothfels, K"
R-HSA-1250463,R-HSA-9649736,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250463"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-SHC1:Phosphorylated ERBB2 heterodimers"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9649736"",""RAS intrinsic GTPase activity hydrolyzes GTP to GDP"")","Rothfels, K"
R-HSA-1250463,R-HSA-5674018,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250463"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-SHC1:Phosphorylated ERBB2 heterodimers"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5674018"",""BRAP binds RAS:GTP"")","Rothfels, K"
R-HSA-1250463,R-HSA-8981355,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250463"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-SHC1:Phosphorylated ERBB2 heterodimers"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8981355"",""RASA1 binds RAS:GTP"")","Rothfels, K"
R-HSA-1250498,R-HSA-170986,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250498"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and phosphorylated EGFR:ERBB2 heterodimers."")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170986"",""Ral-GDS binds to Ras-GTP"")","Annibali, D"
R-HSA-1250498,R-HSA-5672950,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250498"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and phosphorylated EGFR:ERBB2 heterodimers."")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5672950"",""""Activator"" RAF:YWHAB dimer binds RAS:GTP"")","Rothfels, K"
R-HSA-1250498,R-HSA-9658253,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250498"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and phosphorylated EGFR:ERBB2 heterodimers."")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9658253"",""RAS:GTP binds PI3K"")","Rothfels, K"
R-HSA-1250498,R-HSA-5658435,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250498"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and phosphorylated EGFR:ERBB2 heterodimers."")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5658435"",""RAS GAPs bind RAS:GTP"")","Rothfels, K"
