First_Reaction,Second_Reaction,First Reaction,Second Reaction,Second Reaction Author
R-HSA-3215391,R-HSA-3215406,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215391"",""PRMT5 is tyrosine phosphorylated by JAK2 V617F"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215406"",""PRMT5 binds WDR77"")","Jupe, S"
R-HSA-3215426,R-HSA-5216234,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215426"",""COPRS binds CCND1:CDK4:PRMT5:pT5-WDR77"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5216234"",""PRMT5:pT5-WDR77 methylates arginine-4 of histone H2A (H2AR3)"")","Jupe, S"
R-HSA-3215448,R-HSA-5205799,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215448"",""SWI/SNF chromatin remodelling complex enhances MEP50:PRMT5 methyltransferase activity"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5205799"",""CCND1:CDK4:PRMT5:pT5-WDR77 methylates arginine-9 of histone H3 (H3R8)"")","Jupe, S"
R-HSA-3215448,R-HSA-5205861,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3215448"",""SWI/SNF chromatin remodelling complex enhances MEP50:PRMT5 methyltransferase activity"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5205861"",""COPRS:CCND1:CDK4:PRMT5:pT5-WDR77 methylates arginine-4 of histone H4 (H4R3)"")","Jupe, S"
R-HSA-4722133,R-HSA-5159245,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4722133"",""KDM2A, KDM2B, KDM4A demethylate MeK37-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5159245"",""SETD3, SETD7 (KMT7), WHSC1L1 (KMT3F), Core MLL complex methylate lysine-5 of histone H3 (H3K4)"")","Jupe, S"
R-HSA-4722133,R-HSA-5638332,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4722133"",""KDM2A, KDM2B, KDM4A demethylate MeK37-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5638332"",""PRC2 (EZH2) Core:AEBP2 methylates lysine-28 of histone H3 (H3K27)"")","Jupe, S"
R-HSA-4722133,R-HSA-5634750,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4722133"",""KDM2A, KDM2B, KDM4A demethylate MeK37-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5634750"",""EHMT1:EHMT2 (KMT1D:KMT1C) methylates lysine-10 of histone H3 (H3K9)"")","Jupe, S"
R-HSA-4722133,R-HSA-5638333,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4722133"",""KDM2A, KDM2B, KDM4A demethylate MeK37-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5638333"",""WHSC1 (KMT3G) methylates lysine-28 of histone H3 (H3K27)"")","Jupe, S"
R-HSA-4722133,R-HSA-4827383,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4722133"",""KDM2A, KDM2B, KDM4A demethylate MeK37-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4827383"",""WHSC1 (KMT3G), NSD1 (KMT3B), SMYD2 (KMT3C) methylate lysine-37 of histone H3 (H3K36)"")","Jupe, S"
R-HSA-4722133,R-HSA-5649801,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4722133"",""KDM2A, KDM2B, KDM4A demethylate MeK37-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5649801"",""DOT1L (KMT4) methylates lysine-80 of histone H3 (H3K79)"")","Jupe, S"
R-HSA-4722133,R-HSA-5218952,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4722133"",""KDM2A, KDM2B, KDM4A demethylate MeK37-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5218952"",""PRMT5:WDR77, PRMT7 methylate arginine-3 of histone H3 (H3R2)"")","Jupe, S"
R-HSA-4722133,R-HSA-5205799,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4722133"",""KDM2A, KDM2B, KDM4A demethylate MeK37-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5205799"",""CCND1:CDK4:PRMT5:pT5-WDR77 methylates arginine-9 of histone H3 (H3R8)"")","Jupe, S"
R-HSA-4722133,R-HSA-5225649,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4722133"",""KDM2A, KDM2B, KDM4A demethylate MeK37-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5225649"",""RBBP7 binds histone H3"")","Jupe, S"
R-HSA-4722133,R-HSA-3318486,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4722133"",""KDM2A, KDM2B, KDM4A demethylate MeK37-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3318486"",""KAT6A, KAT6B-containing ING5 complexes acetylate replicative histone H3"")","Jupe, S"
R-HSA-4722133,R-HSA-3301237,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4722133"",""KDM2A, KDM2B, KDM4A demethylate MeK37-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3301237"",""KAT2 complexes acetylate histone H3"")","Jupe, S"
R-HSA-4724279,R-HSA-5634729,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4724279"",""KDM4A, KDM4B, KDM4C, KDM4D demethylate Me2K10-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5634729"",""EHMT1:EHMT2 (KMT1D:KMT1C) methylates methyl-lysine-10 of histone H3 (H3K9)"")","Jupe, S"
R-HSA-4724279,R-HSA-4724284,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4724279"",""KDM4A, KDM4B, KDM4C, KDM4D demethylate Me2K10-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4724284"",""KDM3A, KDM3B, KDM7A, PHF2:ARID5B, PHF8 demethylate MeK10-histone H3"")","Jupe, S"
R-HSA-4724284,R-HSA-5159245,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4724284"",""KDM3A, KDM3B, KDM7A, PHF2:ARID5B, PHF8 demethylate MeK10-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5159245"",""SETD3, SETD7 (KMT7), WHSC1L1 (KMT3F), Core MLL complex methylate lysine-5 of histone H3 (H3K4)"")","Jupe, S"
R-HSA-4724284,R-HSA-5638332,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4724284"",""KDM3A, KDM3B, KDM7A, PHF2:ARID5B, PHF8 demethylate MeK10-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5638332"",""PRC2 (EZH2) Core:AEBP2 methylates lysine-28 of histone H3 (H3K27)"")","Jupe, S"
R-HSA-4724284,R-HSA-5634750,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4724284"",""KDM3A, KDM3B, KDM7A, PHF2:ARID5B, PHF8 demethylate MeK10-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5634750"",""EHMT1:EHMT2 (KMT1D:KMT1C) methylates lysine-10 of histone H3 (H3K9)"")","Jupe, S"
R-HSA-4724284,R-HSA-5638333,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4724284"",""KDM3A, KDM3B, KDM7A, PHF2:ARID5B, PHF8 demethylate MeK10-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5638333"",""WHSC1 (KMT3G) methylates lysine-28 of histone H3 (H3K27)"")","Jupe, S"
R-HSA-4724284,R-HSA-4827383,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4724284"",""KDM3A, KDM3B, KDM7A, PHF2:ARID5B, PHF8 demethylate MeK10-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4827383"",""WHSC1 (KMT3G), NSD1 (KMT3B), SMYD2 (KMT3C) methylate lysine-37 of histone H3 (H3K36)"")","Jupe, S"
R-HSA-4724284,R-HSA-5649801,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4724284"",""KDM3A, KDM3B, KDM7A, PHF2:ARID5B, PHF8 demethylate MeK10-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5649801"",""DOT1L (KMT4) methylates lysine-80 of histone H3 (H3K79)"")","Jupe, S"
R-HSA-4724284,R-HSA-5218952,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4724284"",""KDM3A, KDM3B, KDM7A, PHF2:ARID5B, PHF8 demethylate MeK10-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5218952"",""PRMT5:WDR77, PRMT7 methylate arginine-3 of histone H3 (H3R2)"")","Jupe, S"
R-HSA-4724284,R-HSA-5205799,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4724284"",""KDM3A, KDM3B, KDM7A, PHF2:ARID5B, PHF8 demethylate MeK10-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5205799"",""CCND1:CDK4:PRMT5:pT5-WDR77 methylates arginine-9 of histone H3 (H3R8)"")","Jupe, S"
R-HSA-4724284,R-HSA-5225649,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4724284"",""KDM3A, KDM3B, KDM7A, PHF2:ARID5B, PHF8 demethylate MeK10-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5225649"",""RBBP7 binds histone H3"")","Jupe, S"
R-HSA-4724284,R-HSA-3318486,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4724284"",""KDM3A, KDM3B, KDM7A, PHF2:ARID5B, PHF8 demethylate MeK10-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3318486"",""KAT6A, KAT6B-containing ING5 complexes acetylate replicative histone H3"")","Jupe, S"
R-HSA-4724284,R-HSA-3301237,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4724284"",""KDM3A, KDM3B, KDM7A, PHF2:ARID5B, PHF8 demethylate MeK10-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3301237"",""KAT2 complexes acetylate histone H3"")","Jupe, S"
R-HSA-4754176,R-HSA-5159245,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4754176"",""JMJD6 demethylates MeR3-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5159245"",""SETD3, SETD7 (KMT7), WHSC1L1 (KMT3F), Core MLL complex methylate lysine-5 of histone H3 (H3K4)"")","Jupe, S"
R-HSA-4754176,R-HSA-5638332,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4754176"",""JMJD6 demethylates MeR3-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5638332"",""PRC2 (EZH2) Core:AEBP2 methylates lysine-28 of histone H3 (H3K27)"")","Jupe, S"
R-HSA-4754176,R-HSA-5634750,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4754176"",""JMJD6 demethylates MeR3-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5634750"",""EHMT1:EHMT2 (KMT1D:KMT1C) methylates lysine-10 of histone H3 (H3K9)"")","Jupe, S"
R-HSA-4754176,R-HSA-5638333,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4754176"",""JMJD6 demethylates MeR3-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5638333"",""WHSC1 (KMT3G) methylates lysine-28 of histone H3 (H3K27)"")","Jupe, S"
R-HSA-4754176,R-HSA-4827383,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4754176"",""JMJD6 demethylates MeR3-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4827383"",""WHSC1 (KMT3G), NSD1 (KMT3B), SMYD2 (KMT3C) methylate lysine-37 of histone H3 (H3K36)"")","Jupe, S"
R-HSA-4754176,R-HSA-5649801,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4754176"",""JMJD6 demethylates MeR3-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5649801"",""DOT1L (KMT4) methylates lysine-80 of histone H3 (H3K79)"")","Jupe, S"
R-HSA-4754176,R-HSA-5218952,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4754176"",""JMJD6 demethylates MeR3-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5218952"",""PRMT5:WDR77, PRMT7 methylate arginine-3 of histone H3 (H3R2)"")","Jupe, S"
R-HSA-4754176,R-HSA-5205799,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4754176"",""JMJD6 demethylates MeR3-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5205799"",""CCND1:CDK4:PRMT5:pT5-WDR77 methylates arginine-9 of histone H3 (H3R8)"")","Jupe, S"
R-HSA-4754176,R-HSA-5225649,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4754176"",""JMJD6 demethylates MeR3-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5225649"",""RBBP7 binds histone H3"")","Jupe, S"
R-HSA-4754176,R-HSA-3318486,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4754176"",""JMJD6 demethylates MeR3-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3318486"",""KAT6A, KAT6B-containing ING5 complexes acetylate replicative histone H3"")","Jupe, S"
R-HSA-4754176,R-HSA-3301237,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4754176"",""JMJD6 demethylates MeR3-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3301237"",""KAT2 complexes acetylate histone H3"")","Jupe, S"
R-HSA-4754181,R-HSA-5637686,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4754181"",""KDM5A-D demethylate Me2K5-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5637686"",""WHSC1L1 (KMT3F), Core MLL complex, SMYD3 (KMT3E) methylate methyl-lysine-5 of histone H3 (H3K4)"")","Jupe, S"
R-HSA-4754181,R-HSA-3214912,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4754181"",""KDM5A-D demethylate Me2K5-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3214912"",""KDM1A, KDM1B demethylate MeK5-histone H3"")","Jupe, S"
R-HSA-4754187,R-HSA-5649800,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4754187"",""KDM6A, KDM6B, KDM7A demethylate Me2K28-histone H3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5649800"",""WHSC1L1 (KMT3F) methylates methyl-lysine-28 of histone H3 (H3K27)"")","Jupe, S"
R-HSA-4827382,R-HSA-5661120,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4827382"",""SUV39H1 (KMT1A), SUV39H2 (KTM1B), SETDB1 (KMT1E), SETDB2 (KMT1F) methylate dimethyl-lysine-10 of histone H3 (H3K9)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5661120"",""KDM4A, KDM4B, KDM4C, KDM4D, MINA demethylate Me3K10-histone H3"")","Jupe, S"
R-HSA-4827383,R-HSA-5638157,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4827383"",""WHSC1 (KMT3G), NSD1 (KMT3B), SMYD2 (KMT3C) methylate lysine-37 of histone H3 (H3K36)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5638157"",""WHSC1 (KMT3G), NSD1 (KMT3B), SMYD2 (KMT3C), ASH1L  methylate methyl-lysine-37 of histone H3 (H3K36)"")","Jupe, S"
R-HSA-4827383,R-HSA-4722133,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4827383"",""WHSC1 (KMT3G), NSD1 (KMT3B), SMYD2 (KMT3C) methylate lysine-37 of histone H3 (H3K36)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4722133"",""KDM2A, KDM2B, KDM4A demethylate MeK37-histone H3"")","Jupe, S"
R-HSA-5159245,R-HSA-5637686,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5159245"",""SETD3, SETD7 (KMT7), WHSC1L1 (KMT3F), Core MLL complex methylate lysine-5 of histone H3 (H3K4)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5637686"",""WHSC1L1 (KMT3F), Core MLL complex, SMYD3 (KMT3E) methylate methyl-lysine-5 of histone H3 (H3K4)"")","Jupe, S"
R-HSA-5159245,R-HSA-3214912,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5159245"",""SETD3, SETD7 (KMT7), WHSC1L1 (KMT3F), Core MLL complex methylate lysine-5 of histone H3 (H3K4)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3214912"",""KDM1A, KDM1B demethylate MeK5-histone H3"")","Jupe, S"
R-HSA-5159250,R-HSA-4827382,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5159250"",""ATF7IP binds SETDB1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4827382"",""SUV39H1 (KMT1A), SUV39H2 (KTM1B), SETDB1 (KMT1E), SETDB2 (KMT1F) methylate dimethyl-lysine-10 of histone H3 (H3K9)"")","Jupe, S"
R-HSA-5205798,R-HSA-5661124,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5205798"",""PRMT1,PRMT6 methylate arginine-4 of histone H4"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5661124"",""JMJD6 demethylates MeR4-HIST1H4"")","Jupe, S"
R-HSA-5205798,R-HSA-5661126,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5205798"",""PRMT1,PRMT6 methylate arginine-4 of histone H4"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5661126"",""PRMT1,PRMT6 methylate methyl-lysine-4 of histone H4"")","Jupe, S"
R-HSA-5205799,R-HSA-5661117,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5205799"",""CCND1:CDK4:PRMT5:pT5-WDR77 methylates arginine-9 of histone H3 (H3R8)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5661117"",""CCND1:CDK4:PRMT5:pT5-WDR77 methylates methyl-arginine-9 of histone H3"")","Jupe, S"
R-HSA-5205824,R-HSA-5244692,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5205824"",""CARM1, PRMT6 methylate arginine-3 of histone H3 (H3R2)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5244692"",""Core MLL complex, SMYD3, PRDM9 methylate dimethyl-lysine-5 of histone H3 (H3K4)"")","Jupe, S"
R-HSA-5218952,R-HSA-5225649,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5218952"",""PRMT5:WDR77, PRMT7 methylate arginine-3 of histone H3 (H3R2)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5225649"",""RBBP7 binds histone H3"")","Jupe, S"
R-HSA-5244692,R-HSA-5661116,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5244692"",""Core MLL complex, SMYD3, PRDM9 methylate dimethyl-lysine-5 of histone H3 (H3K4)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5661116"",""KDM5A-D demethylate Me3K5-histone H3"")","Jupe, S"
R-HSA-5423038,R-HSA-5651654,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5423038"",""SETD8 (KMT5A) methylates lysine-21 of histone H4 (H4K20)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5651654"",""SUV420H1 (KMT5B), SUV420H2 (KMT5C), (possibly SMYD3 (KMT3E)) methylate methyl-lysine-21 of histone H4 (H4K20)"")","Jupe, S"
R-HSA-5423038,R-HSA-5423117,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5423038"",""SETD8 (KMT5A) methylates lysine-21 of histone H4 (H4K20)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5423117"",""PHF8 demethylates MeK21-histone H4"")","Hopkinson, J"
R-HSA-5423117,R-HSA-5423038,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5423117"",""PHF8 demethylates MeK21-histone H4"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5423038"",""SETD8 (KMT5A) methylates lysine-21 of histone H4 (H4K20)"")","Jupe, S"
R-HSA-5423117,R-HSA-5205798,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5423117"",""PHF8 demethylates MeK21-histone H4"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5205798"",""PRMT1,PRMT6 methylate arginine-4 of histone H4"")","Jupe, S"
R-HSA-5423117,R-HSA-3321883,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5423117"",""PHF8 demethylates MeK21-histone H4"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3321883"",""MSL acetylates histone H4"")","Jupe, S"
R-HSA-5423117,R-HSA-3662318,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5423117"",""PHF8 demethylates MeK21-histone H4"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3662318"",""Type B histone acetlytransferase complex acetylates histone H4"")","Jupe, S"
R-HSA-5423117,R-HSA-3321805,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5423117"",""PHF8 demethylates MeK21-histone H4"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3321805"",""NSL acetylates histone H4"")","Jupe, S"
R-HSA-5634729,R-HSA-4827382,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5634729"",""EHMT1:EHMT2 (KMT1D:KMT1C) methylates methyl-lysine-10 of histone H3 (H3K9)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4827382"",""SUV39H1 (KMT1A), SUV39H2 (KTM1B), SETDB1 (KMT1E), SETDB2 (KMT1F) methylate dimethyl-lysine-10 of histone H3 (H3K9)"")","Jupe, S"
R-HSA-5634729,R-HSA-5661115,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5634729"",""EHMT1:EHMT2 (KMT1D:KMT1C) methylates methyl-lysine-10 of histone H3 (H3K9)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5661115"",""KDM3A, KDM3B, KDM7A, PHF2:ARID5B, PHF8 demethylate Me2K10-histone H3"")","Jupe, S"
R-HSA-5634729,R-HSA-4724279,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5634729"",""EHMT1:EHMT2 (KMT1D:KMT1C) methylates methyl-lysine-10 of histone H3 (H3K9)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4724279"",""KDM4A, KDM4B, KDM4C, KDM4D demethylate Me2K10-histone H3"")","Jupe, S"
R-HSA-5634750,R-HSA-5634729,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5634750"",""EHMT1:EHMT2 (KMT1D:KMT1C) methylates lysine-10 of histone H3 (H3K9)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5634729"",""EHMT1:EHMT2 (KMT1D:KMT1C) methylates methyl-lysine-10 of histone H3 (H3K9)"")","Jupe, S"
R-HSA-5634750,R-HSA-4724284,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5634750"",""EHMT1:EHMT2 (KMT1D:KMT1C) methylates lysine-10 of histone H3 (H3K9)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4724284"",""KDM3A, KDM3B, KDM7A, PHF2:ARID5B, PHF8 demethylate MeK10-histone H3"")","Jupe, S"
R-HSA-5637686,R-HSA-5244692,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5637686"",""WHSC1L1 (KMT3F), Core MLL complex, SMYD3 (KMT3E) methylate methyl-lysine-5 of histone H3 (H3K4)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5244692"",""Core MLL complex, SMYD3, PRDM9 methylate dimethyl-lysine-5 of histone H3 (H3K4)"")","Jupe, S"
