First_Reaction,Second_Reaction,First Reaction,Second Reaction,Second Reaction Author
R-HSA-1227964,R-HSA-1218833,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1227964"",""ERBB2 homodimerization"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1218833"",""Binding of ligand-responsive EGFR mutants to chaperoning proteins HSP90 and CDC37"")","Orlic-Milacic, M"
R-HSA-1227964,R-HSA-1247999,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1227964"",""ERBB2 homodimerization"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1247999"",""EGFRvIII mutant binds chaperone proteins HSP90 and CDC37."")","Orlic-Milacic, M"
R-HSA-1247842,R-HSA-1225947,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1247842"",""Dissociation of phosphorylated PLCG1 from ligand-responsive p-6Y-EGFR mutants"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1225947"",""Binding of SHC1 to p-6Y-EGFR mutants"")","Orlic-Milacic, M"
R-HSA-1247842,R-HSA-1225950,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1247842"",""Dissociation of phosphorylated PLCG1 from ligand-responsive p-6Y-EGFR mutants"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1225950"",""Binding of GRB2:SOS1 complex to phosphorylated ligand-responsive EGFR mutants"")","Orlic-Milacic, M"
R-HSA-1247842,R-HSA-1225949,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1247842"",""Dissociation of phosphorylated PLCG1 from ligand-responsive p-6Y-EGFR mutants"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1225949"",""Binding of CBL to ligand-responsive p-6Y-EGFR mutants"")","Orlic-Milacic, M"
R-HSA-1247842,R-HSA-1226016,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1247842"",""Dissociation of phosphorylated PLCG1 from ligand-responsive p-6Y-EGFR mutants"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1226016"",""Binding of GRB2:GAB1 complex to ligand-responsive p-6Y-EGFR mutants"")","Orlic-Milacic, M"
R-HSA-1247842,R-HSA-1247841,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1247842"",""Dissociation of phosphorylated PLCG1 from ligand-responsive p-6Y-EGFR mutants"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1247841"",""PLCG1 binds to ligand-responsive p-6Y-EGFR mutants"")","Orlic-Milacic, M"
R-HSA-1250253,R-HSA-1250272,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250253"",""TXNIP is released from oxidized thioredoxin"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250272"",""TXNIP binds NLRP3"")","Jupe, S"
R-HSA-1306876,R-HSA-873951,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1306876"",""NLRP3 activation by small molecules"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-873951"",""SGT1:HSP90 binds inactive NLRP3"")","Jupe, S"
R-HSA-162914,R-HSA-3149454,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-162914"",""Myristoylation of Nef"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3149454"",""Packaging of HIV virion on the host cell plasma membrane"")","Gillespie, ME"
R-HSA-162914,R-HSA-200858,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-162914"",""Myristoylation of Nef"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-200858"",""Nef Binds and activates the Src-family tyrosine kinase Hck"")","Gillespie, ME"
R-HSA-162914,R-HSA-200954,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-162914"",""Myristoylation of Nef"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-200954"",""Nef Binds and activates the Src-family tyrosine kinase Lck"")","Gillespie, ME"
R-HSA-162914,R-HSA-200952,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-162914"",""Myristoylation of Nef"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-200952"",""Nef binds a ternary complex comprising DOCK2 guanine nucleotide exchange factor for small Rho-family GTPase Rac, its cofactor ELMO1, and Rac, and activates Rac through this interaction"")",
R-HSA-162914,R-HSA-164943,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-162914"",""Myristoylation of Nef"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-164943"",""Nef mediated activation of the T-cell receptor"")","Gillespie, ME"
R-HSA-162914,R-HSA-200908,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-162914"",""Myristoylation of Nef"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-200908"",""Nef Binds and activates the Src-family tyrosine kinase Fyn"")","Gillespie, ME"
R-HSA-162914,R-HSA-167566,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-162914"",""Myristoylation of Nef"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167566"",""Nef mediated disruption of CD4:Lck Complex"")","Gillespie, ME"
R-HSA-162914,R-HSA-200879,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-162914"",""Myristoylation of Nef"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-200879"",""Formation of a Nef:ARF1:CD4 complex"")","Gillespie, ME"
R-HSA-162914,R-HSA-167630,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-162914"",""Myristoylation of Nef"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167630"",""Formation of Nef CD28 cytoplasmic tail complex"")","Gillespie, ME"
R-HSA-162914,R-HSA-182243,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-162914"",""Myristoylation of Nef"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-182243"",""Formation of MHC I:Nef Complex"")","Gillespie, ME"
R-HSA-164504,R-HSA-180634,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-164504"",""Synthesis of minus strand strong stop DNA (-sssDNA)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-180634"",""Association of APOBEC3G with single-stranded region of forming HIV-1 minus strand"")","Matthews, L"
R-HSA-164522,R-HSA-180627,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-164522"",""Terminal (3' end) cleavage of viral DNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-180627"",""Interaction of Vpr with importin alpha"")","Matthews, L"
R-HSA-164522,R-HSA-180622,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-164522"",""Terminal (3' end) cleavage of viral DNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-180622"",""Vpr binds nucleoporins"")","Matthews, L"
R-HSA-164522,R-HSA-180630,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-164522"",""Terminal (3' end) cleavage of viral DNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-180630"",""Association of APOBEC3G with Gag"")","Matthews, L"
R-HSA-165028,R-HSA-187213,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-165028"",""Release of the HIV mRNA and Crm1 from Rev in the cytoplasm"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187213"",""Synthesis of GAG polyprotein"")","Gillespie, ME"
R-HSA-165028,R-HSA-3149454,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-165028"",""Release of the HIV mRNA and Crm1 from Rev in the cytoplasm"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3149454"",""Packaging of HIV virion on the host cell plasma membrane"")","Gillespie, ME"
R-HSA-165028,R-HSA-180739,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-165028"",""Release of the HIV mRNA and Crm1 from Rev in the cytoplasm"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-180739"",""Association of RanBP1 with Ran-GTP:CRM1:Rev:mRNA complex"")","Rice, AP"
R-HSA-165047,R-HSA-165043,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-165047"",""Translocation of nuclear RNA transport complex to cytoplasm"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-165043"",""Rev multimer-bound HIV mRNA:Crm1:Ran:GTP complex associates with the NPC"")","Rice, AP"
R-HSA-165047,R-HSA-180622,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-165047"",""Translocation of nuclear RNA transport complex to cytoplasm"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-180622"",""Vpr binds nucleoporins"")","Matthews, L"
R-HSA-165047,R-HSA-180710,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-165047"",""Translocation of nuclear RNA transport complex to cytoplasm"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-180710"",""Rev:importin beta:B23 recruited to the nuclear pore"")","Matthews, L"
R-HSA-165047,R-HSA-9614369,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-165047"",""Translocation of nuclear RNA transport complex to cytoplasm"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9614369"",""Transport of HCMV DNA Into the Nucleus"")",
R-HSA-165047,R-HSA-9614367,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-165047"",""Translocation of nuclear RNA transport complex to cytoplasm"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9614367"",""HCMV Nuclear Pore Docking"")",
R-HSA-165047,R-HSA-9636128,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-165047"",""Translocation of nuclear RNA transport complex to cytoplasm"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9636128"",""Translocation of SCP, Triplex (TRI) complex, CVC complex, and Accessory Proteins from the cytoplasm into the nucleous"")","Gillespie, ME"
R-HSA-165047,R-HSA-9629004,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-165047"",""Translocation of nuclear RNA transport complex to cytoplasm"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9629004"",""Transport of MCP:pPR-AP:pAP Complex into the Nucleous"")",
R-HSA-165047,R-HSA-168880,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-165047"",""Translocation of nuclear RNA transport complex to cytoplasm"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168880"",""vRNP Export through the nuclear pore"")",
R-HSA-165047,R-HSA-192627,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-165047"",""Translocation of nuclear RNA transport complex to cytoplasm"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-192627"",""Viral mRNA Export"")","Bortz, E"
R-HSA-165047,R-HSA-192925,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-165047"",""Translocation of nuclear RNA transport complex to cytoplasm"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-192925"",""Export of Spliced Viral mRNA"")","Bortz, E"
R-HSA-165047,R-HSA-1176059,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-165047"",""Translocation of nuclear RNA transport complex to cytoplasm"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1176059"",""Translocation of Influenza A virus nonstructural protein 1 (NS1A) into the nucleus"")","Gillespie, ME"
R-HSA-165047,R-HSA-168337,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-165047"",""Translocation of nuclear RNA transport complex to cytoplasm"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168337"",""Docking and transport of the RNP:Karyopherin complex through the nuclear pore"")","Gillespie, ME"
R-HSA-167072,R-HSA-167077,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167072"",""Hypophosphorylation of RNA Pol II CTD by FCP1P protein"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167077"",""Recruitment of elongation factors to form HIV-1 elongation complex"")","Rice, AP"
R-HSA-167072,R-HSA-167072,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167072"",""Hypophosphorylation of RNA Pol II CTD by FCP1P protein"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167072"",""Hypophosphorylation of RNA Pol II CTD by FCP1P protein"")","Rice, AP"
R-HSA-167072,R-HSA-167196,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167072"",""Hypophosphorylation of RNA Pol II CTD by FCP1P protein"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167196"",""Recruitment of elongation factors to form HIV-1 elongation complex"")","Rice, AP"
R-HSA-167072,R-HSA-9613490,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167072"",""Hypophosphorylation of RNA Pol II CTD by FCP1P protein"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9613490"",""Unwinding of DNA for the nascent HIV-1 transcript: Second Transition"")","Rice, AP"
R-HSA-167072,R-HSA-9613498,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167072"",""Hypophosphorylation of RNA Pol II CTD by FCP1P protein"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9613498"",""Unwinding of DNA for the nascent HIV-1 transcript"")","Rice, AP"
R-HSA-167072,R-HSA-167097,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167072"",""Hypophosphorylation of RNA Pol II CTD by FCP1P protein"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167097"",""HIV Promoter Opening: First Transition"")","Rice, AP"
R-HSA-167084,R-HSA-167089,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167084"",""Hyperphosphorylation (Ser2) of RNA Pol II CTD by P-TEFb complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167089"",""Recognition and binding of the HIV-1 mRNA cap by the cap-binding complex"")","Rice, AP"
R-HSA-167085,R-HSA-167085,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""Formation of DSIF:NELF:HIV-1 early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""Formation of DSIF:NELF:HIV-1 early elongation complex"")","Rice, AP"
R-HSA-167085,R-HSA-167191,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""Formation of DSIF:NELF:HIV-1 early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167191"",""Hyperphosphorylation (Ser2) of RNA Pol II CTD by the P-TEFb(Cyclin T1:Cdk9) complex"")","Rice, AP"
R-HSA-167085,R-HSA-167192,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""Formation of DSIF:NELF:HIV-1 early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167192"",""Pol II elongation complex moves on the HIV-1 template as transcript elongates"")","Rice, AP"
R-HSA-167085,R-HSA-167181,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""Formation of DSIF:NELF:HIV-1 early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167181"",""Addition of nucleotides leads to HIV-1 transcript elongation"")","Rice, AP"
R-HSA-167085,R-HSA-9613490,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""Formation of DSIF:NELF:HIV-1 early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9613490"",""Unwinding of DNA for the nascent HIV-1 transcript: Second Transition"")","Rice, AP"
R-HSA-167085,R-HSA-167136,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""Formation of DSIF:NELF:HIV-1 early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167136"",""Addition of nucleotides 5 through 9 on the growing HIV-1 transcript"")","Rice, AP"
R-HSA-167085,R-HSA-167121,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""Formation of DSIF:NELF:HIV-1 early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167121"",""Addition of the third nucleotide on the nascent HIV-1 transcript"")","Rice, AP"
R-HSA-167085,R-HSA-9613498,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""Formation of DSIF:NELF:HIV-1 early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9613498"",""Unwinding of DNA for the nascent HIV-1 transcript"")","Rice, AP"
R-HSA-167085,R-HSA-167115,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""Formation of DSIF:NELF:HIV-1 early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167115"",""Addition of nucleotides between position +11 and +30 on HIV-1 transcript"")","Rice, AP"
R-HSA-167085,R-HSA-167113,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""Formation of DSIF:NELF:HIV-1 early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167113"",""Addition of the fourth nucleotide on the nascent HIV-1 transcript: Second Transition"")","Rice, AP"
R-HSA-167085,R-HSA-167117,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""Formation of DSIF:NELF:HIV-1 early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167117"",""Addition of nucleotides 10 and 11 on the growing HIV-1 transcript: Third Transition"")","Rice, AP"
R-HSA-167085,R-HSA-167118,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""Formation of DSIF:NELF:HIV-1 early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167118"",""NTP binds active site of RNA Polymerase II in HIV-1 open pre-initiation complex"")","Rice, AP"
R-HSA-167085,R-HSA-168301,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""Formation of DSIF:NELF:HIV-1 early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168301"",""Elongation, Polyadenylation and Termination"")","Bortz, E"
R-HSA-167085,R-HSA-192832,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""Formation of DSIF:NELF:HIV-1 early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-192832"",""Initiation of cRNA Synthesis"")","Bortz, E"
R-HSA-167085,R-HSA-192624,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""Formation of DSIF:NELF:HIV-1 early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-192624"",""cRNA Extension"")","Bortz, E"
R-HSA-167085,R-HSA-192851,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""Formation of DSIF:NELF:HIV-1 early elongation complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-192851"",""vRNA Extension"")","Bortz, E"
R-HSA-167121,R-HSA-167113,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167121"",""Addition of the third nucleotide on the nascent HIV-1 transcript"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167113"",""Addition of the fourth nucleotide on the nascent HIV-1 transcript: Second Transition"")","Rice, AP"
R-HSA-167134,R-HSA-167121,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167134"",""Newly formed phosphodiester bond stabilized and PPi released"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167121"",""Addition of the third nucleotide on the nascent HIV-1 transcript"")","Rice, AP"
R-HSA-167134,R-HSA-167477,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167134"",""Newly formed phosphodiester bond stabilized and PPi released"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167477"",""Abortive HIV-1 initiation after formation of the first phosphodiester bond"")","Rice, AP"
R-HSA-167148,R-HSA-167076,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167148"",""TFIIS-mediated recovery of elongation from arrest"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167076"",""2-4 nt.backtracking of Pol II complex on the HIV-1 template leading to elongation pausing"")","Rice, AP"
R-HSA-167148,R-HSA-167090,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167148"",""TFIIS-mediated recovery of elongation from arrest"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167090"",""7-14 nt. Backtracking of Pol II complex on the HIV-1 template leading to elongation arrest"")","Rice, AP"
R-HSA-167150,R-HSA-167076,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167150"",""Resumption of elongation of HIV-1 transcript after recovery from pausing"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167076"",""2-4 nt.backtracking of Pol II complex on the HIV-1 template leading to elongation pausing"")","Rice, AP"
R-HSA-167150,R-HSA-167090,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167150"",""Resumption of elongation of HIV-1 transcript after recovery from pausing"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167090"",""7-14 nt. Backtracking of Pol II complex on the HIV-1 template leading to elongation arrest"")","Rice, AP"
R-HSA-167181,R-HSA-167077,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167181"",""Addition of nucleotides leads to HIV-1 transcript elongation"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167077"",""Recruitment of elongation factors to form HIV-1 elongation complex"")","Rice, AP"
R-HSA-167181,R-HSA-167072,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167181"",""Addition of nucleotides leads to HIV-1 transcript elongation"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167072"",""Hypophosphorylation of RNA Pol II CTD by FCP1P protein"")","Rice, AP"
R-HSA-167181,R-HSA-167196,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167181"",""Addition of nucleotides leads to HIV-1 transcript elongation"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167196"",""Recruitment of elongation factors to form HIV-1 elongation complex"")","Rice, AP"
R-HSA-167181,R-HSA-9613490,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167181"",""Addition of nucleotides leads to HIV-1 transcript elongation"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9613490"",""Unwinding of DNA for the nascent HIV-1 transcript: Second Transition"")","Rice, AP"
R-HSA-167181,R-HSA-9613498,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167181"",""Addition of nucleotides leads to HIV-1 transcript elongation"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9613498"",""Unwinding of DNA for the nascent HIV-1 transcript"")","Rice, AP"
R-HSA-167181,R-HSA-167097,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167181"",""Addition of nucleotides leads to HIV-1 transcript elongation"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167097"",""HIV Promoter Opening: First Transition"")","Rice, AP"
R-HSA-167191,R-HSA-167089,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167191"",""Hyperphosphorylation (Ser2) of RNA Pol II CTD by the P-TEFb(Cyclin T1:Cdk9) complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167089"",""Recognition and binding of the HIV-1 mRNA cap by the cap-binding complex"")","Rice, AP"
R-HSA-167191,R-HSA-170706,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167191"",""Hyperphosphorylation (Ser2) of RNA Pol II CTD by the P-TEFb(Cyclin T1:Cdk9) complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170706"",""Phosphorylation of  NEFL by the P-TEFb(Cyclin T1:Cdk9) complex"")","Rice, AP"
R-HSA-167192,R-HSA-167085,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167192"",""Pol II elongation complex moves on the HIV-1 template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167085"",""Formation of DSIF:NELF:HIV-1 early elongation complex"")","Rice, AP"
R-HSA-167192,R-HSA-167087,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167192"",""Pol II elongation complex moves on the HIV-1 template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167087"",""Limited elongation of the HIV-1 transcript"")","Rice, AP"
R-HSA-167192,R-HSA-167192,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167192"",""Pol II elongation complex moves on the HIV-1 template as transcript elongates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167192"",""Pol II elongation complex moves on the HIV-1 template as transcript elongates"")","Rice, AP"
