First_Reaction,Second_Reaction,First Reaction,Second Reaction,Second Reaction Author
R-HSA-2089971,R-HSA-2022073,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2089971"",""Secretion of collagens"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2022073"",""Procollagen triple helix formation"")","Jupe, S"
R-HSA-2129362,R-HSA-2485148,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2129362"",""Fibrillin microfibril assembly"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2485148"",""Fibrillin 1, 2,(3) degradation by MMP2, 9, 12 and 13"")","Jupe, S"
R-HSA-2129362,R-HSA-2396399,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2129362"",""Fibrillin microfibril assembly"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2396399"",""Fibrillins bind BMPs"")","Jupe, S"
R-HSA-2129375,R-HSA-1592387,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2129375"",""Elastin cross-linking by lysyl oxidase"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1592387"",""Fibulin binds elastic fibres"")","Jupe, S"
R-HSA-2168923,R-HSA-4088264,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2168923"",""Collagen type XVIII endostatin release"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4088264"",""Endostatin binds integrin alphaVbeta3, alphaVbeta5, alpha3beta1, alpha5beta1"")","Jupe, S"
R-HSA-2168923,R-HSA-2471621,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2168923"",""Collagen type XVIII endostatin release"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2471621"",""Endostatin degradation by cathepsins"")","Jupe, S"
R-HSA-2213195,R-HSA-3787997,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2213195"",""Formation of anchoring fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3787997"",""Laminin-332 binds collagen type VII"")","Jupe, S"
R-HSA-2213195,R-HSA-4084501,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2213195"",""Formation of anchoring fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4084501"",""Collagen type VII binds collagen type IV"")","Jupe, S"
R-HSA-2213195,R-HSA-4086216,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2213195"",""Formation of anchoring fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4086216"",""Collagen type VII binds integrin alpha2beta1"")","Jupe, S"
R-HSA-2213195,R-HSA-1564120,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2213195"",""Formation of anchoring fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1564120"",""Collagen type VII degradation by MMP1,2,3"")","Jupe, S"
R-HSA-2213200,R-HSA-1604722,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2213200"",""Release of endostatin-like peptides"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1604722"",""Activation of proMMP9 by proteases"")","Jupe, S"
R-HSA-2213200,R-HSA-1604732,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2213200"",""Release of endostatin-like peptides"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1604732"",""Autocatalytic activation of proMMP13"")","Jupe, S"
R-HSA-2213200,R-HSA-1592278,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2213200"",""Release of endostatin-like peptides"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1592278"",""Autocatalytic activation of proMMP2"")","Jupe, S"
R-HSA-2327803,R-HSA-2426450,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2327803"",""Laminins bind Nidogens 1, 2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2426450"",""Laminins:Nidogens binds collagen type IV networks"")","Jupe, S"
R-HSA-2395257,R-HSA-2395324,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395257"",""Formation of dehydro-hydroxylysino-norleucine cross-links"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395324"",""Formation of hydroxylysyl-pyrrole cross-links"")","Jupe, S"
R-HSA-2395257,R-HSA-2250301,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395257"",""Formation of dehydro-hydroxylysino-norleucine cross-links"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2250301"",""Formation of lysyl-pyrrole cross-links"")","Jupe, S"
R-HSA-2395302,R-HSA-2395322,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395302"",""Formation of hydroxylysino-5-ketonorleucine cross-links"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395322"",""Formation of lysyl-pyridinoline cross-links"")","Jupe, S"
R-HSA-3787997,R-HSA-2213192,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3787997"",""Laminin-332 binds collagen type VII"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2213192"",""Hemidesmosome formation"")","Jupe, S"
R-HSA-8948222,R-HSA-8948219,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948222"",""PLOD3:Fe2+ dimer:Galactosyl-hydroxylysyl collagen propeptides dissociates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948219"",""PLOD3 binds Lysyl hydroxylated collagen propeptides"")","Jupe, S"
R-HSA-8948222,R-HSA-1981128,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948222"",""PLOD3:Fe2+ dimer:Galactosyl-hydroxylysyl collagen propeptides dissociates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1981128"",""Galactosylation of collagen propeptide hydroxylysines by PLOD3"")","Jupe, S"
R-HSA-8948222,R-HSA-1981157,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948222"",""PLOD3:Fe2+ dimer:Galactosyl-hydroxylysyl collagen propeptides dissociates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1981157"",""Glucosylation of collagen propeptide hydroxylysines"")","Jupe, S"
R-HSA-8948224,R-HSA-8948219,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948224"",""PLOD3:Fe2+ dimer:Glucosyl-galactosyl-hydroxylysyl collagen propeptides dissociates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948219"",""PLOD3 binds Lysyl hydroxylated collagen propeptides"")","Jupe, S"
R-HSA-8948224,R-HSA-1981128,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948224"",""PLOD3:Fe2+ dimer:Glucosyl-galactosyl-hydroxylysyl collagen propeptides dissociates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1981128"",""Galactosylation of collagen propeptide hydroxylysines by PLOD3"")","Jupe, S"
R-HSA-8948224,R-HSA-1981157,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948224"",""PLOD3:Fe2+ dimer:Glucosyl-galactosyl-hydroxylysyl collagen propeptides dissociates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1981157"",""Glucosylation of collagen propeptide hydroxylysines"")","Jupe, S"
R-HSA-8948226,R-HSA-8948230,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948226"",""Prolyl 3-hydroxylases:Fe2+:3,4-Hyp collagen propeptides dissociates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948230"",""P3HB binds 4-Hyp-collagen propeptides"")","Jupe, S"
R-HSA-8948230,R-HSA-1980233,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948230"",""P3HB binds 4-Hyp-collagen propeptides"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1980233"",""Collagen prolyl 3-hydroxylase converts 4-Hyp collagen to 3,4-Hyp collagen"")","Jupe, S"
R-HSA-8948231,R-HSA-8948228,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948231"",""COLGALT1,COLGALT2:Galactosyl-hydroxylysyl collagen propeptides dissociates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948228"",""COLGALT1,COLGALT2 bind Lysyl hydroxylated collagen propeptides"")","Jupe, S"
R-HSA-8948232,R-HSA-1981104,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948232"",""Lysyl hydroxylated collagen propeptides dissociate from Lysyl hydroxylases"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1981104"",""Procollagen lysyl hydroxylases convert collagen lysines to 5-hydroxylysines"")","Jupe, S"
R-HSA-8948234,R-HSA-2002460,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948234"",""P4HB:4-Hyp collagen propeptides dissociates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2002460"",""P4HB binds Collagen chains"")","Jupe, S"
R-HSA-1474266,R-HSA-216045,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-216045"",""Collagen type I binds integrin alpha11beta1"")","Horwitz, AR"
R-HSA-1474266,R-HSA-216043,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-216043"",""Collagen type II binds integrin alpha10beta1"")","Horwitz, AR"
R-HSA-1474266,R-HSA-2327695,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2327695"",""Collagen types III, IV, V, VI, VIII, IX, XVI bind integrins alpha1beta1 and alpha2beta1"")","Jupe, S"
R-HSA-1474266,R-HSA-4084910,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4084910"",""Collagen type II binds integrin alpha2beta1, alpha1beta1, alpha11beta1"")","Jupe, S"
R-HSA-1474266,R-HSA-114563,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114563"",""Collagen type I binds integrin alpha1beta1, alpha2beta1, alpha10beta1"")","Horwitz, AR"
R-HSA-1474266,R-HSA-1474210,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474210"",""Collagen type III degradation by MMP14"")","Jupe, S"
R-HSA-1474266,R-HSA-1474213,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474213"",""Collagen type III degradation by MMP1,8,9,13"")","Jupe, S"
R-HSA-1474266,R-HSA-1454822,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1454822"",""Collagen type I degradation by MMP1,2,8,13, PRSS2"")","Jupe, S"
R-HSA-1474266,R-HSA-2473594,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2473594"",""Collagen type II degradation by MMP15"")","Jupe, S"
R-HSA-1474266,R-HSA-2473596,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2473596"",""Collagen type I degradation by MMP15"")","Jupe, S"
R-HSA-1474266,R-HSA-1458433,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1458433"",""Collagen type I degradation by MMP14"")","Jupe, S"
R-HSA-1474266,R-HSA-2473584,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2473584"",""Collagen type III degradation by MMP15"")","Jupe, S"
R-HSA-1474266,R-HSA-1564164,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1564164"",""Collagen type V degradation by MMP2,9,10"")","Jupe, S"
R-HSA-1474266,R-HSA-2485111,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2485111"",""Collagen type III degradation by MMP10"")","Jupe, S"
R-HSA-1474266,R-HSA-1564179,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1564179"",""Collagen type XI degradation by MMP1,2,3,9"")","Jupe, S"
R-HSA-1474266,R-HSA-1474197,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474197"",""Collagen type II degradation by MMP1,3,8,13,PRSS2"")","Jupe, S"
R-HSA-1474266,R-HSA-1474196,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474196"",""Collagen type II degradation by MMP14"")","Jupe, S"
R-HSA-1474266,R-HSA-2396234,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2396234"",""Collagen type VII binds laminin-322 and collagen IV"")","Jupe, S"
R-HSA-1474266,R-HSA-2213205,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2213205"",""Type XII and XIV collagens associate with type I and type II fibrils."")","Jupe, S"
R-HSA-1474266,R-HSA-2299620,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2299620"",""Collagen XI cross-links with collagen II"")","Jupe, S"
R-HSA-1474266,R-HSA-2213208,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2213208"",""Type X collagen associates with collagen type II fibrils"")","Jupe, S"
R-HSA-1474266,R-HSA-2213210,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2213210"",""Collagen IX is cross-linked to the surface of collagen type II fibrils"")","Jupe, S"
R-HSA-1474266,R-HSA-2395302,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395302"",""Formation of hydroxylysino-5-ketonorleucine cross-links"")","Jupe, S"
R-HSA-1474266,R-HSA-2395340,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395340"",""Formation of hydroxyallysine by LOX"")","Jupe, S"
R-HSA-1474266,R-HSA-2243926,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2243926"",""Formation of histidino-hydroxylysinonorleucine cross-links"")","Jupe, S"
R-HSA-1474266,R-HSA-2395314,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395314"",""Formation of lysino-5-ketonorleucine cross-links"")","Jupe, S"
R-HSA-1474266,R-HSA-2243931,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2243931"",""Formation of dehydro-lysinonorleucine cross-links"")","Jupe, S"
R-HSA-1474266,R-HSA-2002466,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2002466"",""Formation of allysine by LOX"")","Jupe, S"
R-HSA-1474266,R-HSA-2395257,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395257"",""Formation of dehydro-hydroxylysino-norleucine cross-links"")","Jupe, S"
R-HSA-1474266,R-HSA-2327733,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2327733"",""FN1 binds Collagen types I-V, VII"")","Jupe, S"
R-HSA-1474266,R-HSA-2465890,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2465890"",""DDR2 binds collagen type I, II, III, V, X fibrils"")","Jupe, S"
R-HSA-1474266,R-HSA-2731075,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2731075"",""Syndecan-1 binds collagen types I, III, V"")","Jupe, S"
R-HSA-1474266,R-HSA-2327738,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2327738"",""DDR1 binds collagen type I, II, III, IV, V, XI fibrils"")","Jupe, S"
R-HSA-1474266,R-HSA-4086204,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4086204"",""IBSP binds collagen type I"")","Jupe, S"
R-HSA-1474266,R-HSA-2327909,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2327909"",""DCN binds collagen I, II, III, VI fibrils"")","Jupe, S"
R-HSA-1474266,R-HSA-2396370,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2396370"",""VTN binds collagens II, III and V"")","Jupe, S"
R-HSA-1474266,R-HSA-2424243,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2424243"",""SPARC binds Collagen type I fibril, hydroxylapatite and Ca2+"")","Jupe, S"
R-HSA-1474266,R-HSA-2424252,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2424252"",""COMP binds collagen, fibronectin, aggrecan and matrilins"")","Jupe, S"
R-HSA-1474266,R-HSA-2466238,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2466238"",""BGN binds Collagen types II, III"")","Jupe, S"
R-HSA-1474266,R-HSA-2465883,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1474266"",""Formation of collagen fibrils"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2465883"",""VTN binds collagens I, IV and VI"")","Jupe, S"
R-HSA-2089971,R-HSA-4086223,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2089971"",""Secretion of collagens"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4086223"",""Collagen type IX binds integrin alpha11beta1"")","Jupe, S"
R-HSA-2089971,R-HSA-2327695,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2089971"",""Secretion of collagens"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2327695"",""Collagen types III, IV, V, VI, VIII, IX, XVI bind integrins alpha1beta1 and alpha2beta1"")","Jupe, S"
R-HSA-2089971,R-HSA-4084903,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2089971"",""Secretion of collagens"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4084903"",""Collagen types VI, IX bind integrin alpha10beta1"")","Jupe, S"
R-HSA-2089971,R-HSA-2168982,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2089971"",""Secretion of collagens"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2168982"",""Collagen type XVI degradation by MMP9"")","Jupe, S"
R-HSA-2089971,R-HSA-2172433,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2089971"",""Secretion of collagens"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2172433"",""Collagen type XIX degradation"")","Jupe, S"
R-HSA-2089971,R-HSA-2168046,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2089971"",""Secretion of collagens"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2168046"",""Collagen type XII degradation by MMP12"")","Jupe, S"
R-HSA-2089971,R-HSA-1564184,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2089971"",""Secretion of collagens"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1564184"",""Collagen type IX degradation by MMP3,13"")","Jupe, S"
R-HSA-2089971,R-HSA-1564117,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2089971"",""Secretion of collagens"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1564117"",""Collagen type XIV degradation by MMP9,13"")","Jupe, S"
R-HSA-2089971,R-HSA-2214324,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2089971"",""Secretion of collagens"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2214324"",""Collagen type VII dimerization"")","Jupe, S"
R-HSA-2089971,R-HSA-2213200,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2089971"",""Secretion of collagens"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2213200"",""Release of endostatin-like peptides"")","Jupe, S"
R-HSA-2089971,R-HSA-2213207,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2089971"",""Secretion of collagens"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2213207"",""Formation of collagen networks"")","Jupe, S"
R-HSA-2089971,R-HSA-2213210,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2089971"",""Secretion of collagens"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2213210"",""Collagen IX is cross-linked to the surface of collagen type II fibrils"")","Jupe, S"
R-HSA-2089971,R-HSA-2002428,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2089971"",""Secretion of collagens"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2002428"",""Removal of fibrillar collagen N-propeptides"")","Jupe, S"
R-HSA-2089971,R-HSA-2466106,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2089971"",""Secretion of collagens"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2466106"",""BGN binds Collagen types I, VI, (IX)"")","Jupe, S"
R-HSA-2152276,R-HSA-2484965,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2152276"",""Secretion of transmembrane collagens"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2484965"",""Collagen type XIII binds Integrin alpha1beta1"")","Jupe, S"
R-HSA-2152276,R-HSA-2473511,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2152276"",""Secretion of transmembrane collagens"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2473511"",""Collagen type XXIII binds Integrin alpha2beta1"")","Jupe, S"
R-HSA-2152276,R-HSA-2167942,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2152276"",""Secretion of transmembrane collagens"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2167942"",""Collagen type XIII ectodomain shedding"")","Jupe, S"
R-HSA-2152276,R-HSA-2168960,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2152276"",""Secretion of transmembrane collagens"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2168960"",""Collagen type XVII ectodomain shedding"")","Jupe, S"
