First_Reaction,Second_Reaction,First Reaction,Second Reaction,Second Reaction Author
R-HSA-170070,R-HSA-170153,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170070"",""Wee1-mediated phosphorylation of Cyclin B1:phospho-Cdc2 complexes"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170153"",""Dephosphorylation of nuclear Cyclin B1:phospho-Cdc2 (Thr 14, Tyr15) complexes by Cdc25 phosphatases"")",
R-HSA-170153,R-HSA-5244669,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170153"",""Dephosphorylation of nuclear Cyclin B1:phospho-Cdc2 (Thr 14, Tyr15) complexes by Cdc25 phosphatases"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5244669"",""CDK1 phosphorylates lamins and facilitates depolymerization of lamin filaments"")","Orlic-Milacic, M"
R-HSA-170161,R-HSA-9624800,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170161"",""Dephosphorylation of cytoplasmic Cyclin B1/B2:phospho-Cdc2 (Thr 14, Tyr 15) complexes by CDC25B"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9624800"",""CDK1 phosphorylates LBR"")","Gerace, L"
R-HSA-170161,R-HSA-2514854,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170161"",""Dephosphorylation of cytoplasmic Cyclin B1/B2:phospho-Cdc2 (Thr 14, Tyr 15) complexes by CDC25B"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2514854"",""CDK1 phosphorylates condensin I"")","Orlic-Milacic, M"
R-HSA-170161,R-HSA-2468293,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170161"",""Dephosphorylation of cytoplasmic Cyclin B1/B2:phospho-Cdc2 (Thr 14, Tyr 15) complexes by CDC25B"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2468293"",""CDK1 phosphorylates CDCA5 (Sororin) at chromosomal arms"")","Orlic-Milacic, M"
R-HSA-170161,R-HSA-2468287,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170161"",""Dephosphorylation of cytoplasmic Cyclin B1/B2:phospho-Cdc2 (Thr 14, Tyr 15) complexes by CDC25B"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2468287"",""CDK1 phosphorylates CDCA5 (Sororin) at centromeres"")","Orlic-Milacic, M"
R-HSA-170161,R-HSA-4086410,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170161"",""Dephosphorylation of cytoplasmic Cyclin B1/B2:phospho-Cdc2 (Thr 14, Tyr 15) complexes by CDC25B"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4086410"",""CDK1 phosphorylates BORA"")","Orlic-Milacic, M"
R-HSA-174058,R-HSA-6804724,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174058"",""Degradation of multiubiquitinated Cdh1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804724"",""MDM2 ubiquitinates phosphorylated MDM4"")","Orlic-Milacic, M"
R-HSA-174058,R-HSA-6804879,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174058"",""Degradation of multiubiquitinated Cdh1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""MDM2 ubiquitinates TP53"")","Orlic-Milacic, M"
R-HSA-174058,R-HSA-187575,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174058"",""Degradation of multiubiquitinated Cdh1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187575"",""Ubiquitination of phospho-p27/p21"")","Pagano, M"
R-HSA-174058,R-HSA-1363331,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174058"",""Degradation of multiubiquitinated Cdh1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1363331"",""Ubiquitination of p130 (RBL2) by SCF (Skp2)"")","Orlic-Milacic, M"
R-HSA-174058,R-HSA-9686969,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174058"",""Degradation of multiubiquitinated Cdh1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9686969"",""APC/C:Cdh1 polyubiquitinates SKP2"")","Orlic-Milacic, M"
R-HSA-174058,R-HSA-174057,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174058"",""Degradation of multiubiquitinated Cdh1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174057"",""Multiubiquitination of APC/C-associated Cdh1"")","Lorca, T"
R-HSA-174058,R-HSA-68946,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174058"",""Degradation of multiubiquitinated Cdh1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-68946"",""Phosphorylated Orc1 is ubiquitinated while still associated with chromatin"")",
R-HSA-174070,R-HSA-69015,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174070"",""Association of Cdh1 with the APC/C"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69015"",""Cytoplasmic phosphorylated Cdc6 is ubiquitinated by the anaphase-promoting complex"")",
R-HSA-174105,R-HSA-174088,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174105"",""Degradation of multiubiquitinated cell cycle proteins"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174088"",""Association of cell cycle proteins with the APC/C:Cdh1 complex"")","Lorca, T"
R-HSA-174105,R-HSA-69015,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174105"",""Degradation of multiubiquitinated cell cycle proteins"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69015"",""Cytoplasmic phosphorylated Cdc6 is ubiquitinated by the anaphase-promoting complex"")",
R-HSA-174110,R-HSA-187934,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174110"",""Cdc25A mediated dephosphorylation of Cyclin A:phospho-Cdk2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187934"",""Inactivation of Cyclin A:Cdk2 complexes by p27/p21"")","Pagano, M"
R-HSA-174110,R-HSA-174164,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174110"",""Cdc25A mediated dephosphorylation of Cyclin A:phospho-Cdk2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174164"",""Phosphorylation of Cyclin A:Cdk2 at Tyr 15"")","Pagano, M"
R-HSA-174157,R-HSA-174144,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174157"",""Degradation of multiubiquitinated Cyclin B"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174144"",""Ubiquitination of Securin by phospho-APC/C:Cdc20 complex"")","Lorca, T"
R-HSA-174157,R-HSA-174121,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174157"",""Degradation of multiubiquitinated Cyclin B"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174121"",""Association of Securin with Cdc20:APC/C complex"")","Lorca, T"
R-HSA-174157,R-HSA-174227,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174157"",""Degradation of multiubiquitinated Cyclin B"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174227"",""Ubiquitination of Cyclin B by phospho-APC/C:Cdc20 complex"")","Lorca, T"
R-HSA-174157,R-HSA-174120,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174157"",""Degradation of multiubiquitinated Cyclin B"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174120"",""Association of Cyclin B:Cdc2 with Cdc20:APC/C complex"")","Lorca, T"
R-HSA-174202,R-HSA-174144,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174202"",""Degradation of multiubiquitinated Securin"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174144"",""Ubiquitination of Securin by phospho-APC/C:Cdc20 complex"")","Lorca, T"
R-HSA-174202,R-HSA-174121,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174202"",""Degradation of multiubiquitinated Securin"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174121"",""Association of Securin with Cdc20:APC/C complex"")","Lorca, T"
R-HSA-174202,R-HSA-174227,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174202"",""Degradation of multiubiquitinated Securin"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174227"",""Ubiquitination of Cyclin B by phospho-APC/C:Cdc20 complex"")","Lorca, T"
R-HSA-174202,R-HSA-174120,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174202"",""Degradation of multiubiquitinated Securin"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174120"",""Association of Cyclin B:Cdc2 with Cdc20:APC/C complex"")","Lorca, T"
R-HSA-174203,R-HSA-174209,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174203"",""SCF-mediated degradation of Emi1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174209"",""Phosphorylated Emi1 binds the beta-TrCP in the SCF complex"")","Lorca, T"
R-HSA-174203,R-HSA-174159,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174203"",""SCF-mediated degradation of Emi1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174159"",""Ubiquitination of Emi1 by SCF-beta-TrCP"")","Lorca, T"
R-HSA-174224,R-HSA-141423,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174224"",""Dissociation of Cdc20 from APC/C complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-141423"",""Binding of the MCC complex to the APC/C complex"")","Yen, TJ"
R-HSA-174224,R-HSA-141437,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174224"",""Dissociation of Cdc20 from APC/C complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-141437"",""Formation of the MCC complex"")","Yen, TJ"
R-HSA-174224,R-HSA-141429,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174224"",""Dissociation of Cdc20 from APC/C complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-141429"",""Inactivation of APC/C via CDC20 sequestration"")","Yen, TJ"
R-HSA-174238,R-HSA-174144,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174238"",""Activation of APC/C:Cdc20 by dissociation of Cdc20:phospho-APC/C from Cdc20:phospho-APC/C:Mad2:Bub3:BubR1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174144"",""Ubiquitination of Securin by phospho-APC/C:Cdc20 complex"")","Lorca, T"
R-HSA-174238,R-HSA-174224,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174238"",""Activation of APC/C:Cdc20 by dissociation of Cdc20:phospho-APC/C from Cdc20:phospho-APC/C:Mad2:Bub3:BubR1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174224"",""Dissociation of Cdc20 from APC/C complex"")","Lorca, T"
R-HSA-174238,R-HSA-174227,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174238"",""Activation of APC/C:Cdc20 by dissociation of Cdc20:phospho-APC/C from Cdc20:phospho-APC/C:Mad2:Bub3:BubR1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174227"",""Ubiquitination of Cyclin B by phospho-APC/C:Cdc20 complex"")","Lorca, T"
R-HSA-174255,R-HSA-179410,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174255"",""Degradation multiubiquitinated Cyclin A"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-179410"",""Association of Nek2A with MCC:APC/C"")","Lorca, T"
R-HSA-174255,R-HSA-174171,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174255"",""Degradation multiubiquitinated Cyclin A"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174171"",""Association of Cyclin A with the APC/C"")","Lorca, T"
R-HSA-174255,R-HSA-174104,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174255"",""Degradation multiubiquitinated Cyclin A"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174104"",""Ubiquitination of Cyclin A by APC/C:Cdc20 complex"")","Lorca, T"
R-HSA-174273,R-HSA-187949,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174273"",""Translocation of Cyclin A:Cdk2 complexes to the nucleus"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187949"",""CAK-mediated phosphorylation of Cyclin A:Cdk2"")","Pagano, M"
R-HSA-174441,R-HSA-176175,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174441"",""Removal of RNA primer and dissociation of RPA and Dna2 from the C-strand"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176175"",""Stalling of DNA replication fork and RPA binding"")","Borowiec, JA"
R-HSA-174441,R-HSA-912503,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174441"",""Removal of RNA primer and dissociation of RPA and Dna2 from the C-strand"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-912503"",""Formation of meiotic single-stranded DNA invasion complex"")","May, B"
R-HSA-174441,R-HSA-69140,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174441"",""Removal of RNA primer and dissociation of RPA and Dna2 from the C-strand"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69140"",""RPA binds to the Flap"")",
R-HSA-174441,R-HSA-69142,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174441"",""Removal of RNA primer and dissociation of RPA and Dna2 from the C-strand"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69142"",""Recruitment of Dna2 endonuclease"")",
R-HSA-174441,R-HSA-174451,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174441"",""Removal of RNA primer and dissociation of RPA and Dna2 from the C-strand"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174451"",""Recruitment of DNA2 endonuclease to the C strand"")","Seidel, J"
R-HSA-174441,R-HSA-174445,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174441"",""Removal of RNA primer and dissociation of RPA and Dna2 from the C-strand"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174445"",""RPA binds to the Flap on the C-strand"")","Seidel, J"
R-HSA-174446,R-HSA-174456,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174446"",""Removal of remaining Flap from the C-strand"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174456"",""Joining of adjacent Okazaki fragments of the C-strand"")","Seidel, J"
R-HSA-174447,R-HSA-174452,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174447"",""RFC dissociates after sliding clamp formation on the C-strand of the telomere"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174452"",""RFC binding displaces Pol Alpha on the C-strand of the telomere"")","Seidel, J"
R-HSA-174452,R-HSA-68914,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174452"",""RFC binding displaces Pol Alpha on the C-strand of the telomere"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-68914"",""DNA polymerase alpha:primase binds at the origin"")",
R-HSA-174452,R-HSA-68950,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174452"",""RFC binding displaces Pol Alpha on the C-strand of the telomere"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-68950"",""The polymerase component of DNA polymerase alpha:primase synthesizes a 20-nucleotide primer at the origin"")",
R-HSA-174452,R-HSA-9668597,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174452"",""RFC binding displaces Pol Alpha on the C-strand of the telomere"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9668597"",""DNA polymerase:primase binds G-strand of the telomere"")","Orlic-Milacic, M"
R-HSA-174452,R-HSA-174425,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174452"",""RFC binding displaces Pol Alpha on the C-strand of the telomere"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174425"",""The primase component of DNA polymerase:primase synthesizes a 6-10 nucleotide RNA primer on the G strand of the telomere"")","Seidel, J"
R-HSA-176116,R-HSA-6799246,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176116"",""Recruitment and activation of Chk1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799246"",""CHEK1 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-176116,R-HSA-75028,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176116"",""Recruitment and activation of Chk1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-75028"",""Phosphorylation of Wee1 kinase by Chk1"")","Matthews, L"
R-HSA-176700,R-HSA-912408,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176700"",""Incorporation Of Extended And Processed Telomere End Into Higher Order T-Loop And Associated Protein Structure"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-912408"",""Telomeres cluster at the nuclear membrane"")","May, B"
R-HSA-176702,R-HSA-69074,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176702"",""Disassociation of Processive Complex and Completed Telomere End"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69074"",""Formation of Processive Complex"")",
R-HSA-176702,R-HSA-69063,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176702"",""Disassociation of Processive Complex and Completed Telomere End"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69063"",""Loading of PCNA - Sliding Clamp Formation"")",
R-HSA-176702,R-HSA-69116,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176702"",""Disassociation of Processive Complex and Completed Telomere End"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69116"",""Formation of Okazaki fragments"")",
R-HSA-176702,R-HSA-174448,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176702"",""Disassociation of Processive Complex and Completed Telomere End"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174448"",""Formation of Processive Complex on the C-strand of the telomere"")","Seidel, J"
R-HSA-176702,R-HSA-174439,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176702"",""Disassociation of Processive Complex and Completed Telomere End"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174439"",""Loading of PCNA - Sliding Clamp Formation on the C-strand of the telomere"")","Seidel, J"
R-HSA-179421,R-HSA-179410,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-179421"",""Degradation of multiubiquitinated Nek2A"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-179410"",""Association of Nek2A with MCC:APC/C"")","Lorca, T"
R-HSA-179421,R-HSA-174171,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-179421"",""Degradation of multiubiquitinated Nek2A"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174171"",""Association of Cyclin A with the APC/C"")","Lorca, T"
R-HSA-179421,R-HSA-174104,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-179421"",""Degradation of multiubiquitinated Nek2A"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174104"",""Ubiquitination of Cyclin A by APC/C:Cdc20 complex"")","Lorca, T"
R-HSA-179421,R-HSA-174238,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-179421"",""Degradation of multiubiquitinated Nek2A"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174238"",""Activation of APC/C:Cdc20 by dissociation of Cdc20:phospho-APC/C from Cdc20:phospho-APC/C:Mad2:Bub3:BubR1"")","Lorca, T"
R-HSA-181450,R-HSA-176700,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-181450"",""Incorporation Of Extended And Processed Telomere End Into Associated Protein Structure"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-176700"",""Incorporation Of Extended And Processed Telomere End Into Higher Order T-Loop And Associated Protein Structure"")","Seidel, J"
R-HSA-182594,R-HSA-8941895,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-182594"",""Association of INK4 family proteins with CDK4/6"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8941895"",""Formation of CDK4/6:CCND complexes"")","Matthews, L"
R-HSA-187545,R-HSA-1363328,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187545"",""Association of Cks1 with SCF(Skp2) complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1363328"",""Phosphorylated p130 (RBL2) binds SCF(Skp2):Cks1 complex"")","Orlic-Milacic, M"
R-HSA-187574,R-HSA-6804724,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187574"",""Degradation of ubiquitinated p27/p21 by the 26S proteasome"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804724"",""MDM2 ubiquitinates phosphorylated MDM4"")","Orlic-Milacic, M"
R-HSA-187574,R-HSA-6804879,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187574"",""Degradation of ubiquitinated p27/p21 by the 26S proteasome"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""MDM2 ubiquitinates TP53"")","Orlic-Milacic, M"
R-HSA-187574,R-HSA-187552,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187574"",""Degradation of ubiquitinated p27/p21 by the 26S proteasome"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187552"",""Binding of phospho-p27/p21:Cdk2:Cyclin E/A to the SCF(Skp2):Cks1 complex"")","Pagano, M"
R-HSA-187574,R-HSA-187575,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187574"",""Degradation of ubiquitinated p27/p21 by the 26S proteasome"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187575"",""Ubiquitination of phospho-p27/p21"")","Pagano, M"
R-HSA-187574,R-HSA-1363328,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187574"",""Degradation of ubiquitinated p27/p21 by the 26S proteasome"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1363328"",""Phosphorylated p130 (RBL2) binds SCF(Skp2):Cks1 complex"")","Orlic-Milacic, M"
R-HSA-187574,R-HSA-1363331,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187574"",""Degradation of ubiquitinated p27/p21 by the 26S proteasome"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1363331"",""Ubiquitination of p130 (RBL2) by SCF (Skp2)"")","Orlic-Milacic, M"
R-HSA-187574,R-HSA-9686969,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187574"",""Degradation of ubiquitinated p27/p21 by the 26S proteasome"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9686969"",""APC/C:Cdh1 polyubiquitinates SKP2"")","Orlic-Milacic, M"
R-HSA-187574,R-HSA-174057,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187574"",""Degradation of ubiquitinated p27/p21 by the 26S proteasome"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174057"",""Multiubiquitination of APC/C-associated Cdh1"")","Lorca, T"
R-HSA-187574,R-HSA-68946,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187574"",""Degradation of ubiquitinated p27/p21 by the 26S proteasome"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-68946"",""Phosphorylated Orc1 is ubiquitinated while still associated with chromatin"")",
R-HSA-187574,R-HSA-69005,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187574"",""Degradation of ubiquitinated p27/p21 by the 26S proteasome"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-69005"",""Cdc6 protein is phosphorylated by CDK"")",
R-HSA-187934,R-HSA-187916,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187934"",""Inactivation of Cyclin A:Cdk2 complexes by p27/p21"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187916"",""Cyclin A:Cdk2 mediated phosphorylation of p27/p21"")","Pagano, M"
R-HSA-187949,R-HSA-68944,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-187949"",""CAK-mediated phosphorylation of Cyclin A:Cdk2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-68944"",""Orc1 is phosphorylated by cyclin A/CDK2"")",
