First_Reaction,Second_Reaction,First Reaction,Second Reaction,Second Reaction Author
R-HSA-114392,R-HSA-9627107,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114392"",""Dissociation of Caspase-7 from DIABLO:XIAP:Caspase-7"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9627107"",""XIAP binds CASP7"")","Shamovsky, V"
R-HSA-114419,R-HSA-351876,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114419"",""Dissociation of Caspase-3 from DIABLO:XIAP:Caspase-3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-351876"",""Caspase-mediated cleavage of occludin"")","Schulze-Osthoff, K"
R-HSA-114419,R-HSA-201636,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114419"",""Dissociation of Caspase-3 from DIABLO:XIAP:Caspase-3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-201636"",""Caspase-mediated cleavage of Desmoplakin"")","Schulze-Osthoff, K"
R-HSA-114419,R-HSA-202939,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114419"",""Dissociation of Caspase-3 from DIABLO:XIAP:Caspase-3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202939"",""Caspase-mediated cleavage of E-Cadherin"")","Schulze-Osthoff, K"
R-HSA-114419,R-HSA-201595,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114419"",""Dissociation of Caspase-3 from DIABLO:XIAP:Caspase-3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-201595"",""Caspase-mediated cleavage of plakophilin-1"")","Schulze-Osthoff, K"
R-HSA-114419,R-HSA-351871,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114419"",""Dissociation of Caspase-3 from DIABLO:XIAP:Caspase-3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-351871"",""Caspase-mediated cleavage of Z0-2"")","Schulze-Osthoff, K"
R-HSA-114419,R-HSA-351913,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114419"",""Dissociation of Caspase-3 from DIABLO:XIAP:Caspase-3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-351913"",""Caspase-mediated cleavage of TJP1"")","Schulze-Osthoff, K"
R-HSA-114419,R-HSA-9627104,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114419"",""Dissociation of Caspase-3 from DIABLO:XIAP:Caspase-3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9627104"",""XIAP binds CASP3"")","Shamovsky, V"
R-HSA-114419,R-HSA-418852,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114419"",""Dissociation of Caspase-3 from DIABLO:XIAP:Caspase-3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-418852"",""Caspase cleavage of UNC5B"")","Garapati, P V"
R-HSA-114419,R-HSA-418846,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114419"",""Dissociation of Caspase-3 from DIABLO:XIAP:Caspase-3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-418846"",""Caspase cleavage of UNC5A"")","Garapati, P V"
R-HSA-114419,R-HSA-373705,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114419"",""Dissociation of Caspase-3 from DIABLO:XIAP:Caspase-3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-373705"",""Caspase cleavage of DCC"")","Garapati, P V"
R-HSA-114440,R-HSA-114261,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114440"",""Dissociation of DIABLO:XIAP from the apoptosome complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114261"",""Cleavage of Procaspase-7 by the apoptosome"")","Alnemri, E"
R-HSA-114440,R-HSA-114252,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114440"",""Dissociation of DIABLO:XIAP from the apoptosome complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114252"",""Cleavage of Procaspase-3 by the apoptosome"")","Alnemri, E"
R-HSA-114440,R-HSA-9627078,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114440"",""Dissociation of DIABLO:XIAP from the apoptosome complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9627078"",""XIAP binds CASP9"")","Shamovsky, V"
R-HSA-139895,R-HSA-114352,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-139895"",""tBID activates BAK protein"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114352"",""Sequestration of tBID by BCL-2"")",
R-HSA-139895,R-HSA-168848,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-139895"",""tBID activates BAK protein"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168848"",""tBID binds to inactive BAK protein"")",
R-HSA-139897,R-HSA-114352,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-139897"",""BAD displaces tBID from BCL-2 sequestration"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114352"",""Sequestration of tBID by BCL-2"")",
R-HSA-139897,R-HSA-168848,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-139897"",""BAD displaces tBID from BCL-2 sequestration"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168848"",""tBID binds to inactive BAK protein"")",
R-HSA-139906,R-HSA-198347,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-139906"",""Activation of BAD by calcineurin"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-198347"",""AKT phosphorylates BAD"")","Annibali, D"
R-HSA-139906,R-HSA-139899,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-139906"",""Activation of BAD by calcineurin"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-139899"",""Sequestration of BAD protein by 14-3-3"")",
R-HSA-139917,R-HSA-141367,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-139917"",""tBID activates BAX protein"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-141367"",""Myristoylation of tBID by NMT1"")","Gopinathrao, G"
R-HSA-139917,R-HSA-168849,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-139917"",""tBID activates BAX protein"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168849"",""tBID binds to inactive BAX protein"")",
R-HSA-139952,R-HSA-5213462,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-139952"",""Caspase-8 processing in the DISC"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5213462"",""RIPK3 binds RIPK1"")","Shamovsky, V"
R-HSA-139952,R-HSA-3465448,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-139952"",""Caspase-8 processing in the DISC"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3465448"",""Caspase-8 and FLIP(L) processing at DISC"")","Shamovsky, V"
R-HSA-139952,R-HSA-139952,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-139952"",""Caspase-8 processing in the DISC"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-139952"",""Caspase-8 processing in the DISC"")",
R-HSA-211219,R-HSA-211186,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211219"",""Translocation of caspase-3 to the nucleus"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211186"",""Cleavage of DFF45 (224) by caspase-3"")","Matthews, L"
R-HSA-211219,R-HSA-211190,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211219"",""Translocation of caspase-3 to the nucleus"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211190"",""Caspase 3-mediated cleavage of DFF45 (117)"")","Matthews, L"
R-HSA-211247,R-HSA-211239,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211247"",""Cleavage of DNA by DFF40"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211239"",""Association of DFF40 with chromatin"")","Matthews, L"
R-HSA-2562564,R-HSA-2672196,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2562564"",""Caspase-8 processing within TLR4 complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2672196"",""Viral serpin blocks caspase-8 activity"")","Shamovsky, V"
R-HSA-2562564,R-HSA-5213462,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2562564"",""Caspase-8 processing within TLR4 complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5213462"",""RIPK3 binds RIPK1"")","Shamovsky, V"
R-HSA-2562564,R-HSA-9686930,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2562564"",""Caspase-8 processing within TLR4 complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9686930"",""RIPK3 is cleaved by CASP8"")","Shamovsky, V"
R-HSA-2562564,R-HSA-5357828,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2562564"",""Caspase-8 processing within TLR4 complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5357828"",""RIPK1 is cleaved by CASP8"")","Shamovsky, V"
R-HSA-2562564,R-HSA-139898,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2562564"",""Caspase-8 processing within TLR4 complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-139898"",""Caspase-8 activates BID by cleavage"")","Gopinathrao, G"
R-HSA-2562564,R-HSA-3465448,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2562564"",""Caspase-8 processing within TLR4 complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3465448"",""Caspase-8 and FLIP(L) processing at DISC"")","Shamovsky, V"
R-HSA-2562564,R-HSA-139952,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2562564"",""Caspase-8 processing within TLR4 complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-139952"",""Caspase-8 processing in the DISC"")",
R-HSA-266204,R-HSA-211247,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266204"",""Association of HMGB1/HMGB2 with chromatin"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211247"",""Cleavage of DNA by DFF40"")","Matthews, L"
R-HSA-3465429,R-HSA-5213462,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3465429"",""FLIP(S) and procaspase-8 form heterodimer"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5213462"",""RIPK3 binds RIPK1"")","Shamovsky, V"
R-HSA-418845,R-HSA-351876,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-418845"",""Activation of caspase-3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-351876"",""Caspase-mediated cleavage of occludin"")","Schulze-Osthoff, K"
R-HSA-418845,R-HSA-201636,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-418845"",""Activation of caspase-3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-201636"",""Caspase-mediated cleavage of Desmoplakin"")","Schulze-Osthoff, K"
R-HSA-418845,R-HSA-201595,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-418845"",""Activation of caspase-3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-201595"",""Caspase-mediated cleavage of plakophilin-1"")","Schulze-Osthoff, K"
R-HSA-418845,R-HSA-351871,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-418845"",""Activation of caspase-3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-351871"",""Caspase-mediated cleavage of Z0-2"")","Schulze-Osthoff, K"
R-HSA-418845,R-HSA-351913,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-418845"",""Activation of caspase-3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-351913"",""Caspase-mediated cleavage of TJP1"")","Schulze-Osthoff, K"
R-HSA-418845,R-HSA-9627104,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-418845"",""Activation of caspase-3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9627104"",""XIAP binds CASP3"")","Shamovsky, V"
R-HSA-418845,R-HSA-373705,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-418845"",""Activation of caspase-3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-373705"",""Caspase cleavage of DCC"")","Garapati, P V"
R-HSA-5213464,R-HSA-5213466,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5213464"",""RIPK1 is phosphorylated"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5213466"",""RIPK3 is phosphorylated"")","Shamovsky, V"
R-HSA-5213466,R-HSA-9686922,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5213466"",""RIPK3 is phosphorylated"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9686922"",""PELI1 binds activated RIPK1:RIPK3"")","Shamovsky, V"
R-HSA-5218891,R-HSA-9687625,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5218891"",""RIPK1:RIPK3 oligomer binds MLKL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9687625"",""ATP binds MLKL"")","Shamovsky, V"
R-HSA-5218906,R-HSA-9687638,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5218906"",""RIPK3 phosphorylates MLKL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9687638"",""MLKL binds IP4, IP5 and IP6 "")","Shamovsky, V"
R-HSA-5357927,R-HSA-9688832,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5357927"",""MLKL oligomerizes "")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9688832"",""MLKL binds PDCD6IP and SDCBP"")","Shamovsky, V"
R-HSA-5357927,R-HSA-9688456,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5357927"",""MLKL oligomerizes "")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9688456"",""MLKL binds FLOT1, FLOT2"")","Shamovsky, V"
R-HSA-5675456,R-HSA-5213462,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5675456"",""FLIP(L) and procaspase-8 form heterodimer"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5213462"",""RIPK3 binds RIPK1"")","Shamovsky, V"
R-HSA-5675456,R-HSA-3465448,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5675456"",""FLIP(L) and procaspase-8 form heterodimer"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3465448"",""Caspase-8 and FLIP(L) processing at DISC"")","Shamovsky, V"
R-HSA-9627078,R-HSA-114361,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9627078"",""XIAP binds CASP9"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114361"",""SMAC binds XIAP within apoptosome"")",
R-HSA-9627104,R-HSA-114306,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9627104"",""XIAP binds CASP3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114306"",""SMAC binds XIAP:Caspase-3"")",
R-HSA-9627106,R-HSA-9627078,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9627106"",""SMAC (DIABLO) forms dimer"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9627078"",""XIAP binds CASP9"")","Shamovsky, V"
R-HSA-9627106,R-HSA-9627107,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9627106"",""SMAC (DIABLO) forms dimer"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9627107"",""XIAP binds CASP7"")","Shamovsky, V"
R-HSA-9627106,R-HSA-114306,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9627106"",""SMAC (DIABLO) forms dimer"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114306"",""SMAC binds XIAP:Caspase-3"")",
R-HSA-9627106,R-HSA-114354,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9627106"",""SMAC (DIABLO) forms dimer"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114354"",""SMAC binds XIAP:Caspase-7"")",
R-HSA-9627106,R-HSA-9627350,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9627106"",""SMAC (DIABLO) forms dimer"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9627350"",""SMAC (DIABLO) binds XIAP"")","Shamovsky, V"
R-HSA-9627106,R-HSA-114361,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9627106"",""SMAC (DIABLO) forms dimer"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114361"",""SMAC binds XIAP within apoptosome"")",
R-HSA-9627107,R-HSA-114354,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9627107"",""XIAP binds CASP7"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114354"",""SMAC binds XIAP:Caspase-7"")",
R-HSA-9686343,R-HSA-5357927,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9686343"",""IAV NS1 binds MLKL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5357927"",""MLKL oligomerizes "")","Shamovsky, V"
R-HSA-9687625,R-HSA-5357927,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9687625"",""ATP binds MLKL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5357927"",""MLKL oligomerizes "")","Shamovsky, V"
R-HSA-9687638,R-HSA-5357927,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9687638"",""MLKL binds IP4, IP5 and IP6 "")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5357927"",""MLKL oligomerizes "")","Shamovsky, V"
R-HSA-9688456,R-HSA-5620975,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9688456"",""MLKL binds FLOT1, FLOT2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5620975"",""MLKL binds PIPs"")","Shamovsky, V"
R-HSA-9688831,R-HSA-5213462,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9688831"",""STUB1 ubiquitinates RIPK3 at K55, K363"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5213462"",""RIPK3 binds RIPK1"")","Shamovsky, V"
R-HSA-9688832,R-HSA-5620975,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9688832"",""MLKL binds PDCD6IP and SDCBP"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5620975"",""MLKL binds PIPs"")","Shamovsky, V"
R-HSA-139952,R-HSA-3371360,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-139952"",""Caspase-8 processing in the DISC"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371360"",""FLIP(L) and procaspase-8 form heterodimer in TNF signaling"")","Shamovsky, V"
R-HSA-6790025,R-HSA-114352,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6790025"",""Expression of BCL2, BCL2L1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114352"",""Sequestration of tBID by BCL-2"")",
R-HSA-6790025,R-HSA-508163,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6790025"",""Expression of BCL2, BCL2L1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-508163"",""BH3-only proteins associate with and inactivate anti-apoptotic BCL-2"")","Matthews, L"
R-HSA-6790025,R-HSA-508162,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6790025"",""Expression of BCL2, BCL2L1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-508162"",""BH3 only proteins associate with and inactivate anti-apoptotic BCL-XL"")","Matthews, L"
