First_Reaction,Second_Reaction,First Reaction,Second Reaction,Second Reaction Author
R-HSA-194079,R-HSA-264679,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-194079"",""SLCO1B3 transports ALB:(GCCA, TCCA) from extracellular region to cytosol"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264679"",""Serum albumin binds 2-lysophosphatidylcholine"")","D'Eustachio, P"
R-HSA-194083,R-HSA-264679,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-194083"",""SLCO1B1 transports ALB:(GCCA,TCCA) from extracellular region to cytosol"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264679"",""Serum albumin binds 2-lysophosphatidylcholine"")","D'Eustachio, P"
R-HSA-194130,R-HSA-264679,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-194130"",""Transport (influx) of bile salts and acids by OATP-A"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264679"",""Serum albumin binds 2-lysophosphatidylcholine"")","D'Eustachio, P"
R-HSA-264678,R-HSA-264689,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264678"",""LCAT + discoidal HDL <=> LCAT:discoidal HDL complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264689"",""LCAT:discoidal HDL complex <=> LCAT + discoidal HDL"")","D'Eustachio, P"
R-HSA-264689,R-HSA-264678,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264689"",""LCAT:discoidal HDL complex <=> LCAT + discoidal HDL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264678"",""LCAT + discoidal HDL <=> LCAT:discoidal HDL complex"")","D'Eustachio, P"
R-HSA-264689,R-HSA-266089,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264689"",""LCAT:discoidal HDL complex <=> LCAT + discoidal HDL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266089"",""Discoidal HDL binds membrane-associated free cholesterol"")","D'Eustachio, P"
R-HSA-264689,R-HSA-266315,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264689"",""LCAT:discoidal HDL complex <=> LCAT + discoidal HDL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266315"",""LCAT + spherical HDL <=> LCAT:spherical HDL complex"")","D'Eustachio, P"
R-HSA-264689,R-HSA-264695,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264689"",""LCAT:discoidal HDL complex <=> LCAT + discoidal HDL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264695"",""cholesterol + phosphatidylcholine (lecithin) => cholesterol ester + 2-lysophosphatidylcholine (lysolecithin)"")","D'Eustachio, P"
R-HSA-264758,R-HSA-216756,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264758"",""BMP1-3:Zn2+ cleaves pro-APOA1 to APOA1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-216756"",""Apolipoprotein A-I binds membrane-associated cholesterol and phospholipid to form a discoidal HDL particle"")","D'Eustachio, P"
R-HSA-264758,R-HSA-264695,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264758"",""BMP1-3:Zn2+ cleaves pro-APOA1 to APOA1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264695"",""cholesterol + phosphatidylcholine (lecithin) => cholesterol ester + 2-lysophosphatidylcholine (lysolecithin)"")","D'Eustachio, P"
R-HSA-264758,R-HSA-264848,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264758"",""BMP1-3:Zn2+ cleaves pro-APOA1 to APOA1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264848"",""apoA-I binds to CUBN:AMN"")","D'Eustachio, P"
R-HSA-266303,R-HSA-174660,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266303"",""Spherical HDL binds C and E apolipoproteins"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174660"",""nascent chylomicron + spherical HDL:apoC-II:apoC-III:apoE =>spherical  HDL + chylomicron"")","D'Eustachio, P"
R-HSA-266310,R-HSA-264678,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266310"",""LCAT:spherical HDL complex <=> LCAT + spherical HDL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264678"",""LCAT + discoidal HDL <=> LCAT:discoidal HDL complex"")","D'Eustachio, P"
R-HSA-266310,R-HSA-266315,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266310"",""LCAT:spherical HDL complex <=> LCAT + spherical HDL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266315"",""LCAT + spherical HDL <=> LCAT:spherical HDL complex"")","D'Eustachio, P"
R-HSA-266310,R-HSA-264695,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266310"",""LCAT:spherical HDL complex <=> LCAT + spherical HDL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264695"",""cholesterol + phosphatidylcholine (lecithin) => cholesterol ester + 2-lysophosphatidylcholine (lysolecithin)"")","D'Eustachio, P"
R-HSA-266310,R-HSA-349404,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266310"",""LCAT:spherical HDL complex <=> LCAT + spherical HDL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-349404"",""CETP + spherical HDL + torcetrapib => CETP:spherical HDL:torcetrapib complex"")","D'Eustachio, P"
R-HSA-266310,R-HSA-266303,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266310"",""LCAT:spherical HDL complex <=> LCAT + spherical HDL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266303"",""Spherical HDL binds C and E apolipoproteins"")","D'Eustachio, P"
R-HSA-266310,R-HSA-266328,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266310"",""LCAT:spherical HDL complex <=> LCAT + spherical HDL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266328"",""CETP-mediated lipid exchange: spherical HDL gains triacylglycerol"")","D'Eustachio, P"
R-HSA-266310,R-HSA-266299,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266310"",""LCAT:spherical HDL complex <=> LCAT + spherical HDL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266299"",""Spherical HDL binds membrane-associated free cholesterol and phospholipids"")","D'Eustachio, P"
R-HSA-266310,R-HSA-174690,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266310"",""LCAT:spherical HDL complex <=> LCAT + spherical HDL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-174690"",""TG-depleted chylomicron + spherical HDL => chylomicron remnant + spherical HDL:apoA-I:apoA-II:apoA-IV:apoC-II:apoC-III"")","D'Eustachio, P"
R-HSA-266310,R-HSA-349637,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266310"",""LCAT:spherical HDL complex <=> LCAT + spherical HDL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-349637"",""spherical HDL and SR-BI receptor form a complex at the cell surface"")","D'Eustachio, P"
R-HSA-266310,R-HSA-8858252,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266310"",""LCAT:spherical HDL complex <=> LCAT + spherical HDL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8858252"",""HDLBP binds HDL"")","Jassal, B"
R-HSA-266350,R-HSA-349404,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266350"",""CETP-mediated lipid exchange: LDL gains cholesterol ester"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-349404"",""CETP + spherical HDL + torcetrapib => CETP:spherical HDL:torcetrapib complex"")","D'Eustachio, P"
R-HSA-349638,R-HSA-349637,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-349638"",""Disassembly of SR-BI-bound spherical HDL"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-349637"",""spherical HDL and SR-BI receptor form a complex at the cell surface"")","D'Eustachio, P"
R-HSA-349657,R-HSA-264678,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-349657"",""pre-beta HDL binds membrane-associated cholesterol and phospholipid to form a discoidal HDL particle"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-264678"",""LCAT + discoidal HDL <=> LCAT:discoidal HDL complex"")","D'Eustachio, P"
R-HSA-349657,R-HSA-266089,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-349657"",""pre-beta HDL binds membrane-associated cholesterol and phospholipid to form a discoidal HDL particle"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-266089"",""Discoidal HDL binds membrane-associated free cholesterol"")","D'Eustachio, P"
R-HSA-382613,R-HSA-382613,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-382613"",""PEX-19 docks ABCD1/D2/D3 to peroximal membrane"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-382613"",""PEX-19 docks ABCD1/D2/D3 to peroximal membrane"")","Gopinathrao, G"
R-HSA-432034,R-HSA-432036,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-432034"",""Aquaporin-6 passively transports anions into vesicles"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-432036"",""Aquaporin-6 passively transports anions out of vesicles"")","May, B"
R-HSA-432036,R-HSA-432034,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-432036"",""Aquaporin-6 passively transports anions out of vesicles"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-432034"",""Aquaporin-6 passively transports anions into vesicles"")","May, B"
R-HSA-450088,R-HSA-450092,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-450088"",""GLUT1 tetramer binds 4xATP"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-450092"",""GLUT1:ATP tetramer dissociates to GLUT1 tetramer and 4xATP"")","D'Eustachio, P"
R-HSA-450092,R-HSA-450088,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-450092"",""GLUT1:ATP tetramer dissociates to GLUT1 tetramer and 4xATP"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-450088"",""GLUT1 tetramer binds 4xATP"")","D'Eustachio, P"
R-HSA-5229273,R-HSA-5246444,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5229273"",""LCN2:2,5DHBA binds Fe3+"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5246444"",""SLC22A17 binds LCN2:2,5DHBA:Fe3+"")","Jassal, B"
R-HSA-5246444,R-HSA-5671707,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5246444"",""SLC22A17 binds LCN2:2,5DHBA:Fe3+"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5671707"",""Fe3+ dissociates from SLC22A17:LCN2:2,5DHBA"")","Jassal, B"
R-HSA-5250209,R-HSA-5672027,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5250209"",""ARL2:GTP:ARL2BP binds SLC25A4"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5672027"",""ARL2:GTP:ARL2BP:SLC25A4 dimer exchanges ATP for ADP across the mitochondrial inner membrane"")",
R-HSA-5250210,R-HSA-5250209,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5250210"",""ARL2:GTP:ARL2BP translocates from cytosol to the mitochondrial matrix"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5250209"",""ARL2:GTP:ARL2BP binds SLC25A4"")","Jassal, B"
R-HSA-5250217,R-HSA-5250210,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5250217"",""ARL2:GTP binds ARL2BP"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5250210"",""ARL2:GTP:ARL2BP translocates from cytosol to the mitochondrial matrix"")","Jassal, B"
R-HSA-5252133,R-HSA-917841,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5252133"",""ATP6AP1 binds V-ATPase"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-917841"",""Acidification of Tf:TfR1 containing endosome"")","Stephan, R"
R-HSA-5333671,R-HSA-9659568,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5333671"",""CLCAs self cleave"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9659568"",""ANO1 transports cytosolic Cl- to extracellular region"")","Jassal, B"
R-HSA-5333671,R-HSA-2744242,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5333671"",""CLCAs self cleave"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2744242"",""TTYH2/3 transport cytosolic Cl- to extracellular region"")","Jassal, B"
R-HSA-5333671,R-HSA-2684901,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5333671"",""CLCAs self cleave"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2684901"",""ANOs transport cytosolic Cl- to extracellular region"")","Jassal, B"
R-HSA-5333671,R-HSA-2744361,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5333671"",""CLCAs self cleave"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2744361"",""BESTs transport cytosolic Cl- to extracellular region"")","Jassal, B"
R-HSA-5340214,R-HSA-8982617,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5340214"",""CYGB binds O2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8982617"",""CYGB:O2 dissociates"")","May, B"
R-HSA-549129,R-HSA-549322,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-549129"",""OCT1 transports organic cations into hepatic cells"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-549322"",""OCT1 transports organic cations out of hepatic cells"")","Jassal, B"
R-HSA-549304,R-HSA-561072,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-549304"",""OCT3 mediates renal clearance of organic cations"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-561072"",""OCT3 mediates renal uptake of organic cations"")","Jassal, B"
R-HSA-549322,R-HSA-549129,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-549322"",""OCT1 transports organic cations out of hepatic cells"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-549129"",""OCT1 transports organic cations into hepatic cells"")","Jassal, B"
R-HSA-561072,R-HSA-549304,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-561072"",""OCT3 mediates renal uptake of organic cations"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-549304"",""OCT3 mediates renal clearance of organic cations"")","Jassal, B"
R-HSA-5682101,R-HSA-216727,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5682101"",""PKA phosphorylates 4xPALM-C-p-2S-ABCA1 tetramer"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-216727"",""4xPALM-C-p-2S-ABCA1 tetramer binds APOA1"")","D'Eustachio, P"
R-HSA-6784628,R-HSA-8857928,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6784628"",""PCSK6,FURIN mediate dissociation of 2 x LPL from GPIHBP1:HSPG:LPL dimer"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8857928"",""GPIHBP1 binds HSPG:LPL dimer"")","Jassal, B"
R-HSA-6784676,R-HSA-8857928,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6784676"",""PCSK5 mediates dissociation of 2 x LPL from GPIHBP1:HSPG:LPL dimer"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8857928"",""GPIHBP1 binds HSPG:LPL dimer"")","Jassal, B"
R-HSA-6785178,R-HSA-6785181,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6785178"",""LMF1,2 transport LIPC dimer from ER lumen to extracellular region"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6785181"",""LMF1,2 bind LIPC dimer"")","Jassal, B"
R-HSA-727740,R-HSA-727768,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-727740"",""Equilibrative transport (import) of adenosine and biogenic amines by solute carrier family 29 (nucleoside transporters), member 4"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-727768"",""Equilibrative transport (export) of adenosine and biogenic amines by solute carrier family 29 (nucleoside transporters), member 4"")","Jassal, B"
R-HSA-727749,R-HSA-727767,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-727749"",""SLC29A3 transports nucleosides from lysosomal lumen to cytosol"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-727767"",""SLC29A3 transports nucleosides from cytosol to lysosomal lumen"")","Jassal, B"
R-HSA-727767,R-HSA-727749,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-727767"",""SLC29A3 transports nucleosides from cytosol to lysosomal lumen"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-727749"",""SLC29A3 transports nucleosides from lysosomal lumen to cytosol"")","Jassal, B"
R-HSA-727768,R-HSA-727740,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-727768"",""Equilibrative transport (export) of adenosine and biogenic amines by solute carrier family 29 (nucleoside transporters), member 4"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-727740"",""Equilibrative transport (import) of adenosine and biogenic amines by solute carrier family 29 (nucleoside transporters), member 4"")","Jassal, B"
R-HSA-8855111,R-HSA-8855131,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8855111"",""VLDLR binds PCSK9"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8855131"",""VLDLR:PCSK9 binds Clathrin-coated vesicles"")","Jassal, B"
R-HSA-8855131,R-HSA-8855130,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8855131"",""VLDLR:PCSK9 binds Clathrin-coated vesicles"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8855130"",""VLDLR:PCSK9:Clathrin-coated vesicle translocates from the plasma membrane to lysosomal membrane"")","Jassal, B"
R-HSA-8856525,R-HSA-6784628,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8856525"",""ANGPTL8 binds ANGPTL3"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6784628"",""PCSK6,FURIN mediate dissociation of 2 x LPL from GPIHBP1:HSPG:LPL dimer"")","Sanchis, A"
R-HSA-8857928,R-HSA-6784628,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8857928"",""GPIHBP1 binds HSPG:LPL dimer"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6784628"",""PCSK6,FURIN mediate dissociation of 2 x LPL from GPIHBP1:HSPG:LPL dimer"")","Sanchis, A"
R-HSA-8857928,R-HSA-6784676,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8857928"",""GPIHBP1 binds HSPG:LPL dimer"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6784676"",""PCSK5 mediates dissociation of 2 x LPL from GPIHBP1:HSPG:LPL dimer"")","Sanchis, A"
R-HSA-8866321,R-HSA-8933292,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8866321"",""VLDL binds APOC1 and APOC4"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8933292"",""LSR trimer binds VLDL"")","Jassal, B"
R-HSA-8866542,R-HSA-8866551,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8866542"",""VCP-catalyzed ATP hydrolysis promotes the translocation of misfolded CFTR into the cytosol"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8866551"",""CFTR binds components of the ERAD machinery for ubiquitination and degradation"")","Rothfels, K"
R-HSA-8866551,R-HSA-8866546,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8866551"",""CFTR binds components of the ERAD machinery for ubiquitination and degradation"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8866546"",""RNF5 and RNF185 ubiquitinate misfolded CFTR"")","Rothfels, K"
R-HSA-8876485,R-HSA-8876484,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8876485"",""CHOL translocates from lysosome membrane to ER membrane"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8876484"",""NPC2 transfers CHOL to NPC1"")","Jassal, B"
R-HSA-8949649,R-HSA-8949661,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8949649"",""PMPCA:PMPCB cleaves the transit peptide of proSMDT1 (proEMRE)"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8949661"",""C2orf47:AFG3L2 binds the transit peptide of SMDT1"")","May, B"
R-HSA-8953461,R-HSA-8949178,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8953461"",""SMDT1 assists in assembling MCU, MCUB, MICU1, MICU2 (or MICU3) yielding the MCU complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8949178"",""MCU translocates calcium from the mitochondrial intermembrane space to the mitochondrial matrix"")","May, B"
R-HSA-8981606,R-HSA-8981622,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8981606"",""Myoglobin binds oxygen"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8981622"",""Myoglobin:oxygen dissociates"")","May, B"
R-HSA-8981610,R-HSA-8981621,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8981610"",""Neuroglobin binds oxygen"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8981621"",""Neuroglobin:oxygen dissociates"")","May, B"
R-HSA-8981621,R-HSA-8981610,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8981621"",""Neuroglobin:oxygen dissociates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8981610"",""Neuroglobin binds oxygen"")","May, B"
