First_Reaction,Second_Reaction,First Reaction,Second Reaction,Second Reaction Author
R-HSA-3229102,R-HSA-3229089,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3229102"",""p-MAPKAPK3 phosphorylates BMI1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3229089"",""PRC1.4 complex binds H3K27Me3 nucleosomes on CDKN2A promoter"")","Orlic-Milacic, M"
R-HSA-3229138,R-HSA-3209111,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3229138"",""MAPKAPK2/3-mediated removal of PRC1.4 complex stimulates p14ARF transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3209111"",""Translation of p14ARF mRNA is inhibited by miR-24"")","Orlic-Milacic, M"
R-HSA-3240295,R-HSA-3229089,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3240295"",""PRC2-EZH2 trimethylates nucleosomes associated with CDKN2A promoter"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3229089"",""PRC1.4 complex binds H3K27Me3 nucleosomes on CDKN2A promoter"")","Orlic-Milacic, M"
R-HSA-3341343,R-HSA-73646,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3341343"",""PRDX1,2,5 catalyze TXN reduced + H2O2 => TXN oxidized + 2H2O"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-73646"",""thioredoxin, oxidized + NADPH + H+ => thioredoxin, reduced + NADP+"")","Jassal, B"
R-HSA-3371467,R-HSA-3371554,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371467"",""SIRT1 deacetylates HSF1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371554"",""HSF1 acetylation at Lys80"")","Shamovsky, V"
R-HSA-3371467,R-HSA-3371537,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371467"",""SIRT1 deacetylates HSF1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371537"",""DBC1 binds SIRT1"")","Shamovsky, V"
R-HSA-3371467,R-HSA-3371518,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371467"",""SIRT1 deacetylates HSF1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371518"",""SIRT1 binds to HSF1"")","Shamovsky, V"
R-HSA-3371503,R-HSA-3371422,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371503"",""STIP1(HOP) binds HSP90 and HSP70:HSP40:nascent protein"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371422"",""ATP hydrolysis by HSP70"")","Shamovsky, V"
R-HSA-3371527,R-HSA-5324617,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371527"",""HSF1 trimer translocates to the nucleus"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5324617"",""HSP90:FKBP4:PTGES3 binds HSF1 trimer"")","Shamovsky, V"
R-HSA-3371527,R-HSA-3371582,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371527"",""HSF1 trimer translocates to the nucleus"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371582"",""HSBP1 binds HSF1 trimer"")","Shamovsky, V"
R-HSA-3371527,R-HSA-5082405,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371527"",""HSF1 trimer translocates to the nucleus"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5082405"",""Phosphorylation of HSF1 at Ser326 induces transactivation"")","Shamovsky, V"
R-HSA-3371527,R-HSA-5082387,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371527"",""HSF1 trimer translocates to the nucleus"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5082387"",""Phosphorylation of HSF1 at Ser230 induces transactivation"")","Shamovsky, V"
R-HSA-3371527,R-HSA-5333051,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371527"",""HSF1 trimer translocates to the nucleus"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5333051"",""RPA1 binds HSF1"")","Shamovsky, V"
R-HSA-3371554,R-HSA-3371518,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371554"",""HSF1 acetylation at Lys80"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371518"",""SIRT1 binds to HSF1"")","Shamovsky, V"
R-HSA-3371567,R-HSA-3371518,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371567"",""DBC1 is phosphorylated by ATM/ART"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371518"",""SIRT1 binds to HSF1"")","Shamovsky, V"
R-HSA-3371586,R-HSA-3371531,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371586"",""Dissociation of cytosolic HSF1:HSP90 complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371531"",""Constitutive phosphorylation  by pERK1/2"")","Shamovsky, V"
R-HSA-3371586,R-HSA-3371435,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371586"",""Dissociation of cytosolic HSF1:HSP90 complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371435"",""Constitutive phosphorylation by GSK3"")","Shamovsky, V"
R-HSA-3371586,R-HSA-4793911,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371586"",""Dissociation of cytosolic HSF1:HSP90 complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4793911"",""MAPKAPK2 phosphorylates HSF1"")","Shamovsky, V"
R-HSA-3371586,R-HSA-5618098,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371586"",""Dissociation of cytosolic HSF1:HSP90 complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5618098"",""p23 (PTGES3) binds HSP90:ATP:FKBP5:nascent protein"")","Shamovsky, V"
R-HSA-3371586,R-HSA-5618110,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371586"",""Dissociation of cytosolic HSF1:HSP90 complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5618110"",""p23 (PTGES3) binds HSP90:ATP:FKBP4:nascent protein"")","Shamovsky, V"
R-HSA-3371586,R-HSA-3371503,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371586"",""Dissociation of cytosolic HSF1:HSP90 complex"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371503"",""STIP1(HOP) binds HSP90 and HSP70:HSP40:nascent protein"")","Shamovsky, V"
R-HSA-3697882,R-HSA-73646,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3697882"",""PRDX5 reduces peroxynitrite to nitrite using TXN"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-73646"",""thioredoxin, oxidized + NADPH + H+ => thioredoxin, reduced + NADP+"")","Jassal, B"
R-HSA-3697894,R-HSA-3323050,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3697894"",""PRDX5 reduces peroxynitrite to nitrite using TXN2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3323050"",""TXNRD2 catalyzes the reduction of TXN2 by NADPH"")","May, B"
R-HSA-3858387,R-HSA-9653893,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3858387"",""Activated STAT3 positively regulates CEBPB transcription"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9653893"",""ATF4, CEBPB, and ATF3 bind the CHAC1 promoter"")","May, B"
R-HSA-4647593,R-HSA-4647594,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4647593"",""EP400 binds CDKN1A promoter"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4647594"",""SAHF formation"")","Orlic-Milacic, M"
R-HSA-4793819,R-HSA-5082384,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4793819"",""HSF1 trimer binds HSE on the target gene"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5082384"",""HSP70:DNAJB1 binds HSF1"")","Shamovsky, V"
R-HSA-5082369,R-HSA-4793819,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5082369"",""Acetylated HSF1 dissociates from DNA"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4793819"",""HSF1 trimer binds HSE on the target gene"")","Shamovsky, V"
R-HSA-5082384,R-HSA-3371554,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5082384"",""HSP70:DNAJB1 binds HSF1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371554"",""HSF1 acetylation at Lys80"")","Shamovsky, V"
R-HSA-5082387,R-HSA-5082356,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5082387"",""Phosphorylation of HSF1 at Ser230 induces transactivation"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5082356"",""HSF1-mediated gene expression"")","Shamovsky, V"
R-HSA-5082391,R-HSA-5324617,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5082391"",""Trimerization of HSF1 in the nucleus"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5324617"",""HSP90:FKBP4:PTGES3 binds HSF1 trimer"")","Shamovsky, V"
R-HSA-5082391,R-HSA-3371582,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5082391"",""Trimerization of HSF1 in the nucleus"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371582"",""HSBP1 binds HSF1 trimer"")","Shamovsky, V"
R-HSA-5082391,R-HSA-5082405,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5082391"",""Trimerization of HSF1 in the nucleus"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5082405"",""Phosphorylation of HSF1 at Ser326 induces transactivation"")","Shamovsky, V"
R-HSA-5082391,R-HSA-5082387,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5082391"",""Trimerization of HSF1 in the nucleus"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5082387"",""Phosphorylation of HSF1 at Ser230 induces transactivation"")","Shamovsky, V"
R-HSA-5082405,R-HSA-5082356,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5082405"",""Phosphorylation of HSF1 at Ser326 induces transactivation"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5082356"",""HSF1-mediated gene expression"")","Shamovsky, V"
R-HSA-5251942,R-HSA-5252041,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5251942"",""Hikeshi binds HSP70s:ATP"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5252041"",""NPC transports Hikeshi:HSP70s:ATP from cytosol to nucleoplasm"")","Jassal, B"
R-HSA-5251959,R-HSA-5252079,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5251959"",""HSP40s activate intrinsic ATPase activity of HSP70s in the cytosol"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5252079"",""HSP110s exchange ATP for ADP on HSP70s:ADP"")","Jassal, B"
R-HSA-5252041,R-HSA-5251955,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5252041"",""NPC transports Hikeshi:HSP70s:ATP from cytosol to nucleoplasm"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5251955"",""HSP40s activate intrinsic ATPase activity of HSP70s in the nucleoplasm"")","Jassal, B"
R-HSA-5252079,R-HSA-5251942,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5252079"",""HSP110s exchange ATP for ADP on HSP70s:ADP"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5251942"",""Hikeshi binds HSP70s:ATP"")","Jassal, B"
R-HSA-5324632,R-HSA-3371531,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5324632"",""Dissociation of cytosolic HSF1:HSP90:HDAC6:PTGES3 upon sensing protein aggregates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371531"",""Constitutive phosphorylation  by pERK1/2"")","Shamovsky, V"
R-HSA-5324632,R-HSA-3371435,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5324632"",""Dissociation of cytosolic HSF1:HSP90:HDAC6:PTGES3 upon sensing protein aggregates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371435"",""Constitutive phosphorylation by GSK3"")","Shamovsky, V"
R-HSA-5324632,R-HSA-4793911,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5324632"",""Dissociation of cytosolic HSF1:HSP90:HDAC6:PTGES3 upon sensing protein aggregates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4793911"",""MAPKAPK2 phosphorylates HSF1"")","Shamovsky, V"
R-HSA-5324632,R-HSA-5618098,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5324632"",""Dissociation of cytosolic HSF1:HSP90:HDAC6:PTGES3 upon sensing protein aggregates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5618098"",""p23 (PTGES3) binds HSP90:ATP:FKBP5:nascent protein"")","Shamovsky, V"
R-HSA-5324632,R-HSA-5618110,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5324632"",""Dissociation of cytosolic HSF1:HSP90:HDAC6:PTGES3 upon sensing protein aggregates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5618110"",""p23 (PTGES3) binds HSP90:ATP:FKBP4:nascent protein"")","Shamovsky, V"
R-HSA-5324632,R-HSA-3371503,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5324632"",""Dissociation of cytosolic HSF1:HSP90:HDAC6:PTGES3 upon sensing protein aggregates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371503"",""STIP1(HOP) binds HSP90 and HSP70:HSP40:nascent protein"")","Shamovsky, V"
R-HSA-5618073,R-HSA-5618105,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5618073"",""FKBP4 replaces FKBP5 within HSP90:ATP:FKBP5:unfolded protein"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5618105"",""FKBP5 binds HSP90:ATP:STIP1:HSP70:nascent protein"")","Shamovsky, V"
R-HSA-5618098,R-HSA-3371590,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5618098"",""p23 (PTGES3) binds HSP90:ATP:FKBP5:nascent protein"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371590"",""HSP70 binds to HSP40:nascent protein"")","Shamovsky, V"
R-HSA-5618098,R-HSA-3371503,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5618098"",""p23 (PTGES3) binds HSP90:ATP:FKBP5:nascent protein"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371503"",""STIP1(HOP) binds HSP90 and HSP70:HSP40:nascent protein"")","Shamovsky, V"
R-HSA-5618110,R-HSA-3371590,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5618110"",""p23 (PTGES3) binds HSP90:ATP:FKBP4:nascent protein"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371590"",""HSP70 binds to HSP40:nascent protein"")","Shamovsky, V"
R-HSA-5618110,R-HSA-3371503,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5618110"",""p23 (PTGES3) binds HSP90:ATP:FKBP4:nascent protein"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3371503"",""STIP1(HOP) binds HSP90 and HSP70:HSP40:nascent protein"")","Shamovsky, V"
R-HSA-5693609,R-HSA-4647594,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5693609"",""ATM phosphorylates TP53 at S15"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4647594"",""SAHF formation"")","Orlic-Milacic, M"
R-HSA-6804996,R-HSA-5693609,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5693609"",""ATM phosphorylates TP53 at S15"")","Khanna, KK"
R-HSA-6804996,R-HSA-6804879,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804879"",""MDM2 ubiquitinates TP53"")","Orlic-Milacic, M"
R-HSA-6804996,R-HSA-3239014,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6804996"",""p14ARF sequesters MDM2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3239014"",""MAPKAPK5 phosphorylates TP53"")","Orlic-Milacic, M"
R-HSA-8979071,R-HSA-3223200,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8979071"",""KDM6B binds iron"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3223200"",""Demethylation of H3K27Me3 by KDM6B stimulates p16INK4A transcription, while binding of PRC1.4 complex to H3K27Me3 represses p16INK4A transcription"")","Orlic-Milacic, M"
R-HSA-9633008,R-HSA-9653745,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9633008"",""p-T899-EIF2AK4 (GCN2) phosphorylates EIF2AS1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9653745"",""Translation of ATF5"")","May, B"
R-HSA-9633008,R-HSA-9650710,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9633008"",""p-T899-EIF2AK4 (GCN2) phosphorylates EIF2AS1"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9650710"",""Translation of PPP1R15A"")","May, B"
R-HSA-9633742,R-HSA-9633008,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9633742"",""EIF2AK4 (GCN2) dimer autophosphorylates"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9633008"",""p-T899-EIF2AK4 (GCN2) phosphorylates EIF2AS1"")","May, B"
R-HSA-9635918,R-HSA-3857329,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9635918"",""Expression of CEBPB in response to stress"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3857329"",""MAPK3 (ERK1) and MAPK1 (ERK2) phosphorylate CEBPB"")","Orlic-Milacic, M"
R-HSA-9635918,R-HSA-9653893,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9635918"",""Expression of CEBPB in response to stress"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9653893"",""ATF4, CEBPB, and ATF3 bind the CHAC1 promoter"")","May, B"
R-HSA-9639287,R-HSA-9640195,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9639287"",""SESN1,2 binds L-leucine and dissociates from GATOR2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9640195"",""RRAGA,B hydrolyzes GTP"")","May, B"
R-HSA-9640168,R-HSA-9640175,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9640168"",""v-ATPase:Ragulator:RRAGA,B:GTP:RRAGC,D:GDP:SLC38A9:Arginine dissociates yielding v-ATPase:Ragulator:RRAGA,B:GTP:RRAGC,D:GDP and SLC38A9:Arginine"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9640175"",""v-ATPase:Ragulator:RagA,B:GDP:RagC,D:GDP binds SLC38A9:Arginine"")","May, B"
R-HSA-9640237,R-HSA-9640195,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9640237"",""CASTOR1 in CASTOR1:CASTOR2 binds L-arginine and dissociates from GATOR2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9640195"",""RRAGA,B hydrolyzes GTP"")","May, B"
R-HSA-9645598,R-HSA-9640175,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9645598"",""RRAGC,D hydrolyzes GTP"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9640175"",""v-ATPase:Ragulator:RagA,B:GDP:RagC,D:GDP binds SLC38A9:Arginine"")","May, B"
R-HSA-9646468,R-HSA-9640195,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9646468"",""mTORC1 binds RHEB:GTP"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9640195"",""RRAGA,B hydrolyzes GTP"")","May, B"
R-HSA-9654774,R-HSA-9650710,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9654774"",""Transcription of PPP1R15A"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9650710"",""Translation of PPP1R15A"")","May, B"
R-HSA-9655071,R-HSA-9650722,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9655071"",""Transcription of DDIT3 (CHOP, GADD153) in response to heme deficiency"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9650722"",""Translation of DDIT3"")","May, B"
R-HSA-9657619,R-HSA-9640195,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9657619"",""CASTOR1 homodimer binds L-arginine and dissociates from GATOR2"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9640195"",""RRAGA,B hydrolyzes GTP"")","May, B"
R-HSA-1234159,R-HSA-1234179,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1234159"",""Proteasome proteolyzes ub-HIF-alpha"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1234179"",""Cytosolic PHD2,3 hydroxylates proline residues on EPAS1 (HIF2A)"")","May, B"
R-HSA-1234159,R-HSA-1234177,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1234159"",""Proteasome proteolyzes ub-HIF-alpha"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1234177"",""Cytosolic PHD2,3 hydroxylates proline residues on HIF1A"")","May, B"
R-HSA-1234159,R-HSA-1234183,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1234159"",""Proteasome proteolyzes ub-HIF-alpha"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1234183"",""Cytosolic VHL:EloB,C:CUL2:RBX1 binds hydroxyprolyl-HIF-alpha "")","May, B"
R-HSA-1234159,R-HSA-1234173,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1234159"",""Proteasome proteolyzes ub-HIF-alpha"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1234173"",""Cytosolic PHD2,3 hydroxylates proline residues on HIF3A"")","May, B"
R-HSA-1234161,R-HSA-1234166,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1234161"",""HIF-alpha translocates from cytosol to nucleus"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1234166"",""Nuclear PHD1,3 hydroxylates proline residues on EPAS1 (HIF2A)"")","May, B"
R-HSA-1234161,R-HSA-1234181,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1234161"",""HIF-alpha translocates from cytosol to nucleus"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1234181"",""Nuclear PHD1,3 hydroxylates proline residues on HIF1A"")","May, B"
R-HSA-1234161,R-HSA-1234165,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1234161"",""HIF-alpha translocates from cytosol to nucleus"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1234165"",""Nuclear PHD1,3 hydroxylates proline residues on HIF3A"")","May, B"
R-HSA-5082356,R-HSA-5251955,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5082356"",""HSF1-mediated gene expression"")","=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5251955"",""HSP40s activate intrinsic ATPase activity of HSP70s in the nucleoplasm"")","Jassal, B"
