First_Reaction_Name,First_Reaction_ID,Second_Reaction_Name,Second_Reaction_ID,Second_Reaction_Author,ReactionsInSameDiagram?,IsCyclic?,Approved/Rejected,Reasons_for_Rejection,Other_Comments
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109813"",""GRB2-1 binds SOS1"")",109813,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8851804"",""Activated MET recruits GRB2-1:SOS1"")",8851804,"Orlic-Milacic, M",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109813"",""GRB2-1 binds SOS1"")",109813,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8851900"",""SHC1-2 bound to MET recruits GRB2:SOS1"")",8851900,"Orlic-Milacic, M",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109813"",""GRB2-1 binds SOS1"")",109813,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250380"",""Recruitment of GRB2:SOS1 to phosphorylated SHC1 in complex with phosphorylated ERBB4 homodimers"")",1250380,"Stern, DF",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109813"",""GRB2-1 binds SOS1"")",109813,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9036949"",""NTRK3 binds GRB2:SOS1 through SHC1"")",9036949,"Orlic-Milacic, M",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109813"",""GRB2-1 binds SOS1"")",109813,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9032073"",""NTRK2-phosphorylated FRS2 binds GRB2"")",9032073,"Orlic-Milacic, M",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109813"",""GRB2-1 binds SOS1"")",109813,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9028328"",""SHC1 bound to activated NTRK2 recruits GRB2:SOS1"")",9028328,"Orlic-Milacic, M",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109813"",""GRB2-1 binds SOS1"")",109813,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5654423"",""Activated FGFR4:p-SHC1 binds GRB2:SOS1"")",5654423,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109813"",""GRB2-1 binds SOS1"")",109813,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5654664"",""Activated FGFR4:p-FRS binds GRB2:SOS1"")",5654664,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109813"",""GRB2-1 binds SOS1"")",109813,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5654416"",""Activated FGFR3:pFRS binds GRB2:SOS1"")",5654416,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109813"",""GRB2-1 binds SOS1"")",109813,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5654646"",""Activated FGFR3:p-SHC1 binds GRB2:SOS1"")",5654646,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109813"",""GRB2-1 binds SOS1"")",109813,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5654615"",""Activated FGFR2:pFRS binds GRB2:SOS1"")",5654615,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109813"",""GRB2-1 binds SOS1"")",109813,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5654406"",""Activated FGFR2:p-SHC1 binds GRB2:SOS1"")",5654406,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109813"",""GRB2-1 binds SOS1"")",109813,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5654586"",""Activated FGFR1:p-FRS binds GRB2:SOS1"")",5654586,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109813"",""GRB2-1 binds SOS1"")",109813,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5654597"",""Activated FGFR1:p-SHC1 binds GRB2:SOS1"")",5654597,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109813"",""GRB2-1 binds SOS1"")",109813,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-186826"",""GRB2:SOS1 complex binds to the active receptor"")",186826,"Garapati, P V",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109813"",""GRB2-1 binds SOS1"")",109813,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9029149"",""EPO:phospho-EPOR:phospho-JAK2:LYN:IRS2:phospho-CRKL:RAPGEF1:phospho-SHC1 binds GRB2:SOS1"")",9029149,"May, B",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109813"",""GRB2-1 binds SOS1"")",109813,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2179415"",""GRB2:SOS1 binds to HBEGF:p-Y-EGFR"")",2179415,"Jassal, B",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109817"",""GRB2:SOS1:p-Y-IRS1,p-Y-IRS2 mediated nucleotide exchange of RAS"")",109817,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170986"",""Ral-GDS binds to Ras-GTP"")",170986,"Annibali, D",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109817"",""GRB2:SOS1:p-Y-IRS1,p-Y-IRS2 mediated nucleotide exchange of RAS"")",109817,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5672950"",""""Activator"" RAF:YWHAB dimer binds RAS:GTP"")",5672950,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109817"",""GRB2:SOS1:p-Y-IRS1,p-Y-IRS2 mediated nucleotide exchange of RAS"")",109817,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9658253"",""RAS:GTP binds PI3K"")",9658253,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109817"",""GRB2:SOS1:p-Y-IRS1,p-Y-IRS2 mediated nucleotide exchange of RAS"")",109817,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5658435"",""RAS GAPs bind RAS:GTP"")",5658435,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109817"",""GRB2:SOS1:p-Y-IRS1,p-Y-IRS2 mediated nucleotide exchange of RAS"")",109817,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9649736"",""RAS intrinsic GTPase activity hydrolyzes GTP to GDP"")",9649736,"Rothfels, K",No,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109817"",""GRB2:SOS1:p-Y-IRS1,p-Y-IRS2 mediated nucleotide exchange of RAS"")",109817,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5674018"",""BRAP binds RAS:GTP"")",5674018,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109817"",""GRB2:SOS1:p-Y-IRS1,p-Y-IRS2 mediated nucleotide exchange of RAS"")",109817,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8981355"",""RASA1 binds RAS:GTP"")",8981355,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109863"",""Dissociation of p-T,Y-MAPK3:MAP2K1"")",109863,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109857"",""MAP2K1 binds MAPK3"")",109857,"Charalambous, M",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109864"",""Dissociation of p-T,Y-MAPK1:p-S,T-MAP2K2"")",109864,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111898"",""Phosphorylation of cPLA2 by ERK-2"")",111898,"Le Novere, N",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109864"",""Dissociation of p-T,Y-MAPK1:p-S,T-MAP2K2"")",109864,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-109858"",""MAP2K2 binds MAPK1"")",109858,"Charalambous, M",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110011"",""Binding of Grb10 to the insulin receptor"")",110011,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74740"",""Binding of SHC1 to insulin receptor"")",74740,,Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-110011"",""Binding of Grb10 to the insulin receptor"")",110011,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-74707"",""Binding of IRS to insulin receptor"")",74707,,Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111912"",""CaMK4 phosphorylates CREB1"")",111912,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9620717"",""p-CREB, ASCL1, TCF12, ATFs and p300 bind the VGF promoter"")",9620717,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111916"",""Dimerization of p-S133-CREB1"")",111916,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9031610"",""p-S133 CREB1, MEF2D and SRF  bind the ARC gene"")",9031610,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111916"",""Dimerization of p-S133-CREB1"")",111916,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9612514"",""p-S133 CREB and p-S103 SRF bind the EGR1 promoter"")",9612514,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111916"",""Dimerization of p-S133-CREB1"")",111916,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9613451"",""p-S133 CREB1, LYL1 and EP300 bind the ID1 and ID3 genes"")",9613451,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111916"",""Dimerization of p-S133-CREB1"")",111916,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2976563"",""NOTCH2 coactivator complex and phosphorylated CREB1 bind GZMB promoter"")",2976563,"Orlic-Milacic, M",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111916"",""Dimerization of p-S133-CREB1"")",111916,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9623999"",""BCL gene expression downstream of ESR1"")",9623999,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111919"",""PKA phosphorylates CREB1"")",111919,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9620717"",""p-CREB, ASCL1, TCF12, ATFs and p300 bind the VGF promoter"")",9620717,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112037"",""Inactivation of PLC beta"")",112037,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167433"",""G-protein beta-gamma subunits rebind the alpha-GDP subunit"")",167433,"Le Novere, N",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112042"",""Opioid binds MOR"")",112042,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167427"",""Opioid dissociates from MOR"")",167427,"Le Novere, N",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")",112271,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9021596"",""Membrane estrogen receptors bind SRC"")",9021596,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")",112271,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-750988"",""Inactive G alpha (z) reassociates with G beta:gamma"")",750988,"Jupe, S",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")",112271,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167427"",""Opioid dissociates from MOR"")",167427,"Le Novere, N",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")",112271,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-111870"",""Activation of PLC beta-1/4"")",111870,"Le Novere, N",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")",112271,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167408"",""The high affinity receptor complex binds to G-protein"")",167408,"Le Novere, N",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")",112271,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167433"",""G-protein beta-gamma subunits rebind the alpha-GDP subunit"")",167433,"Le Novere, N",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")",112271,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-751001"",""Inactive G alpha (i) reassociates with G beta:gamma"")",751001,"Jupe, S",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")",112271,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-751039"",""Inactive G alpha (12/13) reassociates with G beta:gamma"")",751039,"Jupe, S",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")",112271,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8964605"",""PAK1:ARHGEF6 complex binds G-protein beta-gamma complex"")",8964605,"Varusai, TM",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")",112271,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8964241"",""G beta-gamma complex and PIP3 recruit BTK to membrane"")",8964241,"Varusai, TM",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")",112271,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-392295"",""Gbeta:gamma recruits PI3K gamma"")",392295,"Jupe, S",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")",112271,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-398040"",""Gbeta:gamma activation of PLC beta"")",398040,"Jupe, S",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")",112271,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-750993"",""Inactive G alpha (q) reassociates with G beta:gamma"")",750993,"Jupe, S",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112271"",""The receptor:G-protein complex dissociates"")",112271,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-751013"",""Inactive G alpha (s) reassociates with G beta:gamma"")",751013,"Jupe, S",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114544"",""p115-RhoGEF activation of RHOA"")",114544,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3928647"",""RHOA:GTP:Mg2+ binds ROCK1,ROCK2"")",3928647,"Garapati, P V",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114544"",""p115-RhoGEF activation of RHOA"")",114544,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5667008"",""RHOA:GTP binds RHPN1 or RHPN2"")",5667008,"Rivero Crespo, F",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114544"",""p115-RhoGEF activation of RHOA"")",114544,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5665989"",""DIAPH1 binds RHOA:GTP"")",5665989,"Rivero Crespo, F",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114544"",""p115-RhoGEF activation of RHOA"")",114544,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9013006"",""RHOA:GTP translocates to the ER membrane"")",9013006,"Orlic-Milacic, M",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114544"",""p115-RhoGEF activation of RHOA"")",114544,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9013009"",""RHOA binds effectors at the plasma membrane"")",9013009,"Orlic-Milacic, M",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114544"",""p115-RhoGEF activation of RHOA"")",114544,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8981637"",""RHOA GAPs stimulate RHOA GTPase activity"")",8981637,"Orlic-Milacic, M",No,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-114544"",""p115-RhoGEF activation of RHOA"")",114544,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8849085"",""ARHGAP35 binds RHOA:GTP"")",8849085,"Orlic-Milacic, M",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250383"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-Y349,350-SHC1:p-ERBB4"")",1250383,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170986"",""Ral-GDS binds to Ras-GTP"")",170986,"Annibali, D",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250383"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-Y349,350-SHC1:p-ERBB4"")",1250383,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5672950"",""""Activator"" RAF:YWHAB dimer binds RAS:GTP"")",5672950,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250383"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-Y349,350-SHC1:p-ERBB4"")",1250383,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9658253"",""RAS:GTP binds PI3K"")",9658253,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250383"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-Y349,350-SHC1:p-ERBB4"")",1250383,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5658435"",""RAS GAPs bind RAS:GTP"")",5658435,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250383"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-Y349,350-SHC1:p-ERBB4"")",1250383,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9649736"",""RAS intrinsic GTPase activity hydrolyzes GTP to GDP"")",9649736,"Rothfels, K",No,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250383"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-Y349,350-SHC1:p-ERBB4"")",1250383,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5674018"",""BRAP binds RAS:GTP"")",5674018,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250383"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-Y349,350-SHC1:p-ERBB4"")",1250383,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8981355"",""RASA1 binds RAS:GTP"")",8981355,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250463"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-SHC1:Phosphorylated ERBB2 heterodimers"")",1250463,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170986"",""Ral-GDS binds to Ras-GTP"")",170986,"Annibali, D",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250463"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-SHC1:Phosphorylated ERBB2 heterodimers"")",1250463,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5672950"",""""Activator"" RAF:YWHAB dimer binds RAS:GTP"")",5672950,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250463"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-SHC1:Phosphorylated ERBB2 heterodimers"")",1250463,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9658253"",""RAS:GTP binds PI3K"")",9658253,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250463"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-SHC1:Phosphorylated ERBB2 heterodimers"")",1250463,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5658435"",""RAS GAPs bind RAS:GTP"")",5658435,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250463"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-SHC1:Phosphorylated ERBB2 heterodimers"")",1250463,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9649736"",""RAS intrinsic GTPase activity hydrolyzes GTP to GDP"")",9649736,"Rothfels, K",No,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250463"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-SHC1:Phosphorylated ERBB2 heterodimers"")",1250463,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5674018"",""BRAP binds RAS:GTP"")",5674018,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250463"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and p-SHC1:Phosphorylated ERBB2 heterodimers"")",1250463,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8981355"",""RASA1 binds RAS:GTP"")",8981355,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250498"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and phosphorylated EGFR:ERBB2 heterodimers."")",1250498,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-170986"",""Ral-GDS binds to Ras-GTP"")",170986,"Annibali, D",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250498"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and phosphorylated EGFR:ERBB2 heterodimers."")",1250498,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5672950"",""""Activator"" RAF:YWHAB dimer binds RAS:GTP"")",5672950,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250498"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and phosphorylated EGFR:ERBB2 heterodimers."")",1250498,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9658253"",""RAS:GTP binds PI3K"")",9658253,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250498"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and phosphorylated EGFR:ERBB2 heterodimers."")",1250498,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5658435"",""RAS GAPs bind RAS:GTP"")",5658435,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250498"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and phosphorylated EGFR:ERBB2 heterodimers."")",1250498,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9649736"",""RAS intrinsic GTPase activity hydrolyzes GTP to GDP"")",9649736,"Rothfels, K",No,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250498"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and phosphorylated EGFR:ERBB2 heterodimers."")",1250498,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5674018"",""BRAP binds RAS:GTP"")",5674018,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1250498"",""RAS guanyl-nucleotide exchange mediated by SOS1 in complex with GRB2 and phosphorylated EGFR:ERBB2 heterodimers."")",1250498,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8981355"",""RASA1 binds RAS:GTP"")",8981355,"Rothfels, K",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1251922"",""PLCG1 phosphorylation by p-EGFR:p-ERBB2"")",1251922,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-167686"",""Active PLCG1 hydrolyses PIP2"")",167686,"Annibali, D",No,False,,,
