,First_Reaction_Name,First_Reaction_ID,Second_Reaction_Name,Second_Reaction_ID,Second_Reaction_Author,ReactionsInSameDiagram?,IsCyclic?,Approved/Rejected,Reasons_for_Rejection,Other_Comments,Trans_Approved/Rejected,Trans_Reason,Trans_Comment
324,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6784791"",""p-Y705-STAT3 dissociates from IL10 dimer:2xp-Y-IL10RA:p-Y-JAK1:2xIL10RB:p-Y-TYK2:p-Y705-STAT3"")",6784791,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8950780"",""p-Y705-STAT3 binds p-Y693-STAT4"")",8950780,"Duenas, C",No,False,,,,Rejected,STAT4 is not annotated under IL10 signaling,
325,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6785165"",""p-STAT5A, p-STAT5B dissociate from IL7:p-Y449-IL7R:JAK1:IL2RG:p-JAK3:p-STAT5A,p-STAT5B"")",6785165,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1295516"",""IL7:p-Y449-IL7R:JAK1:IL2RG:JAK3 binds PI3K regulatory subunits"")",1295516,"Ray, KP",Yes,False,,,,Rejected,release of activated STAT5 from the IL7:IL7R complex,
326,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6785165"",""p-STAT5A, p-STAT5B dissociate from IL7:p-Y449-IL7R:JAK1:IL2RG:p-JAK3:p-STAT5A,p-STAT5B"")",6785165,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9025969"",""IL7:p-Y449-IL7R:JAK1:IL2RG:p-JAK3 binds STAT5"")",9025969,"Ray, KP",Yes,False,,,,Rejected,release of activated STAT5 from the IL7:IL7R complex,
327,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6785860"",""Expression of SOCS1"")",6785860,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-166072"",""MyD88 forms a complex with TIRAP:activated TLR2/4"")",166072,"de Bono, B",No,False,,,,,,
328,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6786072"",""p-Y705-STAT3,p-Y641-STAT6 dissociate"")",6786072,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6786124"",""STAT3,STAT6 bind p-Y-IL4R"")",6786124,"Jupe, S",Yes,False,,,,Rejected,release of activated STAT3/6 from the IL4R complex,
329,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6788628"",""p-Y-STATs dissociate"")",6788628,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6788571"",""STAT1,STAT3,STAT6 bind IL13:IL13R type II"")",6788571,"Jupe, S",Yes,False,,,,Rejected,release of activated STATs from the IL13R complex,
330,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6789136"",""Myeloperoxidase (MPO) binds to the bacterial cell surface"")",6789136,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6789031"",""Membrane-bound myeloperoxidase (MPO) produces hypochlorous acid (HOCl)"")",6789031,"Shamovsky, V",Yes,False,,,,,,
331,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6797267"",""Expression of CD36"")",6797267,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2559464"",""TLR6/2 ligand associates with CD14 and CD36 within lipid rafts"")",2559464,"Shamovsky, V",No,False,,,,,,
332,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799977"",""PGLYRP2 hydrolyzes bacterial peptidoglycan"")",6799977,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799977"",""PGLYRP2 hydrolyzes bacterial peptidoglycan"")",6799977,"Shamovsky, V",Yes,True,,,,,,
333,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799977"",""PGLYRP2 hydrolyzes bacterial peptidoglycan"")",6799977,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6799981"",""PGLYRP2 binds bacterial peptidoglycan"")",6799981,"Shamovsky, V",Yes,True,,,,,,
334,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-688136"",""TNFAIP3 (A20) deubiquitinates RIP2"")",688136,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5668414"",""TRAF2 ubiquitinates cIAP1,2 in cIAP1,2:TRAF1:TRAF2:TRAF3:NIK"")",5668414,"Garapati, P V",No,False,,,,Rejected,Common component is K63polyUb,
335,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-688136"",""TNFAIP3 (A20) deubiquitinates RIP2"")",688136,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202453"",""Auto-ubiquitination of TRAF6"")",202453,"de Bono, B",No,False,,,,"TNFAIP3 (A20) deubiquitinates RIP2-->Auto-ubiquitination of TRAF6    Rejected
TNFAIP3 (A20) deubiquitinates RIP2-->Auto-ubiquitination of TRAF6    Rejected
Name: Approved/Rejected, dtype: object","TNFAIP3 (A20) deubiquitinates RIP2-->Auto-ubiquitination of TRAF6    K63polyUb is a common entity released R-HSA-68...
TNFAIP3 (A20) deubiquitinates RIP2-->Auto-ubiquitination of TRAF6    K63polyUb is a common entity released R-HSA-68...
Name: Reasons_for_Rejection, dtype: object","TNFAIP3 (A20) deubiquitinates RIP2-->Auto-ubiquitination of TRAF6    
TNFAIP3 (A20) deubiquitinates RIP2-->Auto-ubiquitination of TRAF6    
Name: Other_Comments, dtype: object"
336,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-688136"",""TNFAIP3 (A20) deubiquitinates RIP2"")",688136,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202534"",""Ubiquitination of NEMO by TRAF6"")",202534,"de Bono, B",No,False,,,,,,
337,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-688136"",""TNFAIP3 (A20) deubiquitinates RIP2"")",688136,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-937050"",""Pellino ubiquitinates hp-IRAK1"")",937050,"Shamovsky, V",No,False,,,,,,
338,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-688136"",""TNFAIP3 (A20) deubiquitinates RIP2"")",688136,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-936960"",""Activated TRAF6:p-IRAK2 interacts with TAK1 complex"")",936960,"Shamovsky, V",No,False,,,,,,
339,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-688136"",""TNFAIP3 (A20) deubiquitinates RIP2"")",688136,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-936947"",""Activated TLR4:TICAM1:K63pUb-TRAF6 recruits TAK1complex"")",936947,"Shamovsky, V",No,False,,,,,,
340,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-688136"",""TNFAIP3 (A20) deubiquitinates RIP2"")",688136,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168915"",""K63-linked ubiquitination of RIP1 bound to the activated TLR complex"")",168915,"de Bono, B",No,False,,,,,,
341,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-688136"",""TNFAIP3 (A20) deubiquitinates RIP2"")",688136,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-177690"",""Activated TLR3:TRIF:K63pUb-TRAF6 recruits TAK1complex"")",177690,"Shamovsky, V",No,False,,,,,,
342,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-688136"",""TNFAIP3 (A20) deubiquitinates RIP2"")",688136,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9014342"",""K63-linked ubiquitination of RIP1 bound to the activated TLR complex"")",9014342,"de Bono, B",No,False,,,,,,
343,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-688136"",""TNFAIP3 (A20) deubiquitinates RIP2"")",688136,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975118"",""TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex"")",975118,"Shamovsky, V",No,False,,,,,,
344,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-688136"",""TNFAIP3 (A20) deubiquitinates RIP2"")",688136,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975097"",""Activated TRAF6:p-IRAK2 interacts with TAK1 complex upon TLR7/8 or 9 stimulation"")",975097,"Shamovsky, V",No,False,,,,,,
345,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-688136"",""TNFAIP3 (A20) deubiquitinates RIP2"")",688136,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975122"",""Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>"")",975122,"Shamovsky, V",No,False,,,,,,
346,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-688136"",""TNFAIP3 (A20) deubiquitinates RIP2"")",688136,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-741386"",""RIP2 induces K63-linked ubiquitination of NEMO"")",741386,"Jupe, S",Yes,False,,,,,,
347,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-688136"",""TNFAIP3 (A20) deubiquitinates RIP2"")",688136,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-688137"",""RIP2 is K63 polyubiquitinated"")",688137,"Jupe, S",Yes,True,,,,,,
348,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-688136"",""TNFAIP3 (A20) deubiquitinates RIP2"")",688136,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-918224"",""DDX58 is K63 polyubiquitinated"")",918224,"Garapati, P V",No,False,,,,,,
349,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-688136"",""TNFAIP3 (A20) deubiquitinates RIP2"")",688136,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9645406"",""ALPK1:ADP-heptose:p-T9-TIFA oligomer:K63pUb-TRAF6 oligomer recruits MAP3K7 (TAK1)"")",9645406,"Shamovsky, V",No,False,,,,,,
350,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-688136"",""TNFAIP3 (A20) deubiquitinates RIP2"")",688136,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607756"",""TRAF6 oligomer autoubiquitinates"")",5607756,"Garapati, P V",No,False,,,,,,
351,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-688136"",""TNFAIP3 (A20) deubiquitinates RIP2"")",688136,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607757"",""K63polyUb-TRAF6 ubiquitinates TAK1"")",5607757,"Garapati, P V",No,False,,,,,,
352,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-688136"",""TNFAIP3 (A20) deubiquitinates RIP2"")",688136,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2730904"",""Auto-ubiquitination of TRAF6"")",2730904,"Niarakis, A",No,False,,,,"TNFAIP3 (A20) deubiquitinates RIP2-->Auto-ubiquitination of TRAF6    Rejected
TNFAIP3 (A20) deubiquitinates RIP2-->Auto-ubiquitination of TRAF6    Rejected
Name: Approved/Rejected, dtype: object","TNFAIP3 (A20) deubiquitinates RIP2-->Auto-ubiquitination of TRAF6    K63polyUb is a common entity released R-HSA-68...
TNFAIP3 (A20) deubiquitinates RIP2-->Auto-ubiquitination of TRAF6    K63polyUb is a common entity released R-HSA-68...
Name: Reasons_for_Rejection, dtype: object","TNFAIP3 (A20) deubiquitinates RIP2-->Auto-ubiquitination of TRAF6    
TNFAIP3 (A20) deubiquitinates RIP2-->Auto-ubiquitination of TRAF6    
Name: Other_Comments, dtype: object"
353,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-741411"",""CYLD deubiquitinates NEMO"")",741411,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5668414"",""TRAF2 ubiquitinates cIAP1,2 in cIAP1,2:TRAF1:TRAF2:TRAF3:NIK"")",5668414,"Garapati, P V",No,False,,,,Rejected,Common component is K63polyUb,
354,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-741411"",""CYLD deubiquitinates NEMO"")",741411,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202453"",""Auto-ubiquitination of TRAF6"")",202453,"de Bono, B",No,False,,,,"CYLD deubiquitinates NEMO-->Auto-ubiquitination of TRAF6    Rejected
CYLD deubiquitinates NEMO-->Auto-ubiquitination of TRAF6    Rejected
Name: Approved/Rejected, dtype: object","CYLD deubiquitinates NEMO-->Auto-ubiquitination of TRAF6    K63polyUb is a common entity that is released ...
CYLD deubiquitinates NEMO-->Auto-ubiquitination of TRAF6    K63polyUb is a common entity that is released ...
Name: Reasons_for_Rejection, dtype: object","CYLD deubiquitinates NEMO-->Auto-ubiquitination of TRAF6    
CYLD deubiquitinates NEMO-->Auto-ubiquitination of TRAF6    
Name: Other_Comments, dtype: object"
355,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-741411"",""CYLD deubiquitinates NEMO"")",741411,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202534"",""Ubiquitination of NEMO by TRAF6"")",202534,"de Bono, B",No,False,,,,,,
356,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-741411"",""CYLD deubiquitinates NEMO"")",741411,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-937050"",""Pellino ubiquitinates hp-IRAK1"")",937050,"Shamovsky, V",No,False,,,,,,
357,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-741411"",""CYLD deubiquitinates NEMO"")",741411,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-936960"",""Activated TRAF6:p-IRAK2 interacts with TAK1 complex"")",936960,"Shamovsky, V",No,False,,,,,,
358,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-741411"",""CYLD deubiquitinates NEMO"")",741411,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-936947"",""Activated TLR4:TICAM1:K63pUb-TRAF6 recruits TAK1complex"")",936947,"Shamovsky, V",No,False,,,,,,
359,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-741411"",""CYLD deubiquitinates NEMO"")",741411,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168915"",""K63-linked ubiquitination of RIP1 bound to the activated TLR complex"")",168915,"de Bono, B",No,False,,,,,,
360,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-741411"",""CYLD deubiquitinates NEMO"")",741411,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-177690"",""Activated TLR3:TRIF:K63pUb-TRAF6 recruits TAK1complex"")",177690,"Shamovsky, V",No,False,,,,,,
361,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-741411"",""CYLD deubiquitinates NEMO"")",741411,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9014342"",""K63-linked ubiquitination of RIP1 bound to the activated TLR complex"")",9014342,"de Bono, B",No,False,,,,,,
362,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-741411"",""CYLD deubiquitinates NEMO"")",741411,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975118"",""TRAF6 ubiquitinqtes IRF7 within the activated TLR7/8 or 9 complex"")",975118,"Shamovsky, V",No,False,,,,,,
363,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-741411"",""CYLD deubiquitinates NEMO"")",741411,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975097"",""Activated TRAF6:p-IRAK2 interacts with TAK1 complex upon TLR7/8 or 9 stimulation"")",975097,"Shamovsky, V",No,False,,,,,,
364,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-741411"",""CYLD deubiquitinates NEMO"")",741411,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-975122"",""Pellino ubiquitinates hp-IRAK1 upon TLR7/8 or 9 activation<br>"")",975122,"Shamovsky, V",No,False,,,,,,
365,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-741411"",""CYLD deubiquitinates NEMO"")",741411,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-741386"",""RIP2 induces K63-linked ubiquitination of NEMO"")",741386,"Jupe, S",Yes,True,,,,,,
366,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-741411"",""CYLD deubiquitinates NEMO"")",741411,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-688137"",""RIP2 is K63 polyubiquitinated"")",688137,"Jupe, S",Yes,False,,,,,,
367,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-741411"",""CYLD deubiquitinates NEMO"")",741411,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-918224"",""DDX58 is K63 polyubiquitinated"")",918224,"Garapati, P V",No,False,,,,,,
368,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-741411"",""CYLD deubiquitinates NEMO"")",741411,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9645406"",""ALPK1:ADP-heptose:p-T9-TIFA oligomer:K63pUb-TRAF6 oligomer recruits MAP3K7 (TAK1)"")",9645406,"Shamovsky, V",No,False,,,,,,
369,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-741411"",""CYLD deubiquitinates NEMO"")",741411,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607756"",""TRAF6 oligomer autoubiquitinates"")",5607756,"Garapati, P V",No,False,,,,,,
370,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-741411"",""CYLD deubiquitinates NEMO"")",741411,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5607757"",""K63polyUb-TRAF6 ubiquitinates TAK1"")",5607757,"Garapati, P V",No,False,,,,,,
371,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-741411"",""CYLD deubiquitinates NEMO"")",741411,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2730904"",""Auto-ubiquitination of TRAF6"")",2730904,"Niarakis, A",No,False,,,,"CYLD deubiquitinates NEMO-->Auto-ubiquitination of TRAF6    Rejected
CYLD deubiquitinates NEMO-->Auto-ubiquitination of TRAF6    Rejected
Name: Approved/Rejected, dtype: object","CYLD deubiquitinates NEMO-->Auto-ubiquitination of TRAF6    K63polyUb is a common entity that is released ...
CYLD deubiquitinates NEMO-->Auto-ubiquitination of TRAF6    K63polyUb is a common entity that is released ...
Name: Reasons_for_Rejection, dtype: object","CYLD deubiquitinates NEMO-->Auto-ubiquitination of TRAF6    
CYLD deubiquitinates NEMO-->Auto-ubiquitination of TRAF6    
Name: Other_Comments, dtype: object"
372,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-844440"",""NLRP3 activation by elicitor proteins"")",844440,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-873951"",""SGT1:HSP90 binds inactive NLRP3"")",873951,"Jupe, S",Yes,True,,,,,,
373,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-847070"",""Phosphorylated TAK1 dissociates from the TLR3 receptor complex"")",847070,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9014320"",""SARM binds viral dsRNA:TLR3:TICAM1"")",9014320,"Shamovsky, V",No,False,,,,,,
374,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-847070"",""Phosphorylated TAK1 dissociates from the TLR3 receptor complex"")",847070,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9013992"",""TRAF3 binds to TRIF:activated TLR3 complex"")",9013992,"Shamovsky, V",Yes,False,,,,,,
375,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-847070"",""Phosphorylated TAK1 dissociates from the TLR3 receptor complex"")",847070,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-177694"",""Viral dsRNA:TLR3:TICAM1 complex recruits TRAF6"")",177694,"Shamovsky, V",Yes,False,,,,,,
376,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-847070"",""Phosphorylated TAK1 dissociates from the TLR3 receptor complex"")",847070,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168930"",""Viral dsRNA:TLR3:TRIF complex recruits RIP1"")",168930,"Luo, F",Yes,False,,,,,,
377,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-873927"",""Release of STAT1 dimer from active receptor unit"")",873927,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-873921"",""Binding of STAT1 to p-IFNGR1"")",873921,"Garapati, P V",Yes,False,,,,Rejected,873927- is a dissociation with a release of an active component from the receptor complex (input of 873921),
378,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-877269"",""SOCS-1 and SOCS-3 binds to p-JAK2"")",877269,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-873918"",""Transphosphorylation of JAK1"")",873918,"Garapati, P V",Yes,False,,,,,,
379,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-877308"",""Dephosphorylation of JAKs by PTPs"")",877308,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-873919"",""Phosphorylation of JAK2"")",873919,"Garapati, P V",Yes,False,,,,Rejected,877308 is a regulation by dephosphorylation that brings back an input of 873919,
380,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-879411"",""Advanced glycosylation end product-specific receptor (AGER/RAGE) is a multiligand receptor"")",879411,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-168166"",""NFkB complex is transported from cytosol to nucleus"")",168166,"Shamovsky, V",No,False,,,,Approved?,"Events linked by positive regulation, no direct relationship between preceding event output and following event input",
381,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8848392"",""IL18BP binds IL18"")",8848392,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8848370"",""IL18 binds IL18R1"")",8848370,"Jupe, S",Yes,False,,,,Rejected,The events may happen simultaneously,
382,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8852200"",""Inactivation of LCK by PTPN22"")",8852200,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202291"",""Activation of Lck"")",202291,"de Bono, B",Yes,True,,,,Rejected,"Inactivation event releases TCR:Lck complex, which is input for R-HSA-202291",
383,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8852200"",""Inactivation of LCK by PTPN22"")",8852200,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202233"",""Inactivation of Lck by Csk"")",202233,"de Bono, B",Yes,False,,,,Rejected,"Inactivation event releases TCR:Lck complex, which is input for R-HSA-202233",
384,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8852481"",""Antigen:IgG:C1Q:2xActivated C1R:SERPING1:2xActivated C1S:SERPING1 dissociates"")",8852481,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2029455"",""Cross-linking of FCGRIA with IgG-coated Ag"")",2029455,"Garapati, P V",No,False,,,,,,
385,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8852481"",""Antigen:IgG:C1Q:2xActivated C1R:SERPING1:2xActivated C1S:SERPING1 dissociates"")",8852481,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1861621"",""Cross-linking of FCGRIIA with IgG-coated Ag"")",1861621,"Garapati, P V",No,False,,,,,,
386,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8852481"",""Antigen:IgG:C1Q:2xActivated C1R:SERPING1:2xActivated C1S:SERPING1 dissociates"")",8852481,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2029457"",""Cross-linking of FCGRIIIA with IgG-coated Ag"")",2029457,"Garapati, P V",No,False,,,,,,
387,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8852580"",""Clusterin binds C5b-C7, C8, C9"")",8852580,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-173723"",""C8 binds C5b:C6:C7"")",173723,"de Bono, B",Yes,False,,,,,,
388,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8852580"",""Clusterin binds C5b-C7, C8, C9"")",8852580,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-173720"",""C5b:C6:C7 translocates to the plasma membrane"")",173720,"de Bono, B",Yes,False,,,,,,
389,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8852580"",""Clusterin binds C5b-C7, C8, C9"")",8852580,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-173709"",""C7 binds C5b:C6"")",173709,"de Bono, B",Yes,False,,,,,,
390,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8852580"",""Clusterin binds C5b-C7, C8, C9"")",8852580,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-173725"",""C9 binds C5b:C6:C7:C8"")",173725,"de Bono, B",Yes,False,,,,,,
391,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8852874"",""CR2 binds C3d, C3dg, iC3b"")",8852874,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8853252"",""CR2:C3d,C3dg,iC3b binds CD19:CD81"")",8853252,"Jupe, S",Yes,False,,,,,,
392,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8855375"",""PTPN22 dissociates from CSK"")",8855375,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9706298"",""Active FLT3 binds to CSK"")",9706298,"Rothfels, K",No,False,,,,,,
393,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8855375"",""PTPN22 dissociates from CSK"")",8855375,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-203774"",""Interaction of Csk with PAG"")",203774,"de Bono, B",Yes,False,,,,Rejected,Release of components during dissociation of a complex.,
394,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8855381"",""PTPN22 dephosphorylates ZAP70"")",8855381,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202168"",""Phosphorylation of ZAP-70 by Lck"")",202168,"de Bono, B",Yes,True,,,,,,
395,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8940998"",""IL36RN, IL1F10 bind IL1RL2"")",8940998,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8848314"",""IL36:IL1RL2 binds IL1RAP-1"")",8848314,"Jupe, S",Yes,False,,,,,,
396,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948015"",""hp-IRAK1:3xTRAF6 binds UBE2N:UBE2V1:K63-polyUb"")",8948015,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-446877"",""TRAF6 is K63 poly-ubiquitinated"")",446877,"Ray, KP",Yes,False,,,,Approved,,
397,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948018"",""UBE2N:UBE2V1 dissociates from hp-IRAK1:3xK63-polyUb-TRAF6:3xUBE2N:UBE2V1"")",8948018,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-446870"",""Polyubiquitinated TRAF6 binds the TAK1 complex"")",446870,"Ray, KP",Yes,False,,,,Approved,,
398,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948018"",""UBE2N:UBE2V1 dissociates from hp-IRAK1:3xK63-polyUb-TRAF6:3xUBE2N:UBE2V1"")",8948018,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202453"",""Auto-ubiquitination of TRAF6"")",202453,"de Bono, B",No,False,,,,"UBE2N:UBE2V1 dissociates from hp-IRAK1:3xK63-polyUb-TRAF6:3xUBE2N:UBE2V1-->Auto-ubiquitination of TRAF6    Rejected
UBE2N:UBE2V1 dissociates from hp-IRAK1:3xK63-polyUb-TRAF6:3xUBE2N:UBE2V1-->Auto-ubiquitination of TRAF6    Rejected
Name: Approved/Rejected, dtype: object","UBE2N:UBE2V1 dissociates from hp-IRAK1:3xK63-polyUb-TRAF6:3xUBE2N:UBE2V1-->Auto-ubiquitination of TRAF6    TRAF6 is ubiquitinated in two distinct complex...
UBE2N:UBE2V1 dissociates from hp-IRAK1:3xK63-polyUb-TRAF6:3xUBE2N:UBE2V1-->Auto-ubiquitination of TRAF6    TRAF6 is ubiquitinated in two distinct complex...
Name: Reasons_for_Rejection, dtype: object","UBE2N:UBE2V1 dissociates from hp-IRAK1:3xK63-polyUb-TRAF6:3xUBE2N:UBE2V1-->Auto-ubiquitination of TRAF6    
UBE2N:UBE2V1 dissociates from hp-IRAK1:3xK63-polyUb-TRAF6:3xUBE2N:UBE2V1-->Auto-ubiquitination of TRAF6    
Name: Other_Comments, dtype: object"
