First_Reaction_Name,First_Reaction_ID,Second_Reaction_Name,Second_Reaction_ID,Second_Reaction_Author,ReactionsInSameDiagram?,IsCyclic?,Approved/Rejected,Reasons_for_Rejection,Other_Comments
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112385"",""Addition of nucleotides leads to transcript elongation"")",112385,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9613497"",""Unwinding DNA for the nascent transcript"")",9613497,"Timmers, HTM",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112385"",""Addition of nucleotides leads to transcript elongation"")",112385,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-75949"",""RNA Polymerase II Promoter Opening: First Transition"")",75949,"Timmers, HTM",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112385"",""Addition of nucleotides leads to transcript elongation"")",112385,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-73758"",""Recruitment of Active RNA Polymerase I to SL1:phos.UBF-1:rDNA Promoter"")",73758,"Comai, L",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112392"",""Resumption of elongation after recovery from pausing"")",112392,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113411"",""2-4 nt.backtracking of Pol II complex on the template leading to elongation pausing"")",113411,"Gopinathrao, G",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112392"",""Resumption of elongation after recovery from pausing"")",112392,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113414"",""7-14 nt. Backtracking of Pol II complex on the template leading to elongation arrest"")",113414,"Gopinathrao, G",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112392"",""Resumption of elongation after recovery from pausing"")",112392,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")",113429,,Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112429"",""Formation of FACT complex"")",112429,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805061"",""CK2 binds FACT"")",6805061,"Orlic-Milacic, M",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112430"",""Formation of P-TEFb complex"")",112430,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6810234"",""General transcription factors bind SNAPc:POU2F1:ZNF143:snRNA gene"")",6810234,"May, B",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112434"",""Formation of DSIF complex "")",112434,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6814549"",""Pre-snRNA transcript initiation, Integrator binding, LEC binding"")",6814549,"May, B",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113413"",""TFIIS-mediated recovery of elongation from arrest"")",113413,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113411"",""2-4 nt.backtracking of Pol II complex on the template leading to elongation pausing"")",113411,"Gopinathrao, G",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113413"",""TFIIS-mediated recovery of elongation from arrest"")",113413,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113414"",""7-14 nt. Backtracking of Pol II complex on the template leading to elongation arrest"")",113414,"Gopinathrao, G",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113413"",""TFIIS-mediated recovery of elongation from arrest"")",113413,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")",113429,,Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")",113429,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113402"",""Formation of DSIF:NELF:early elongation complex"")",113402,"Gopinathrao, G",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")",113429,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112383"",""Hypophosphorylation of RNA Pol II CTD by FCP1P protein"")",112383,"Gopinathrao, G",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")",113429,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113407"",""DSIF complex binds to RNA Pol II (hypophosphorylated)"")",113407,"Gopinathrao, G",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")",113429,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112379"",""Recruitment of elongation factors to form elongation complex"")",112379,,Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")",113429,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-112381"",""Hyperphosphorylation (Ser2) of RNA Pol II CTD by P-TEFb complex"")",112381,"Gopinathrao, G",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")",113429,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6814549"",""Pre-snRNA transcript initiation, Integrator binding, LEC binding"")",6814549,"May, B",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")",113429,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6810234"",""General transcription factors bind SNAPc:POU2F1:ZNF143:snRNA gene"")",6810234,"May, B",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113429"",""Elongating transcript encounters a lesion in the template"")",113429,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6805061"",""CK2 binds FACT"")",6805061,"Orlic-Milacic, M",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")",113442,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")",113446,"Geiduschek, EP",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")",113442,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113705"",""RNA Polymerase III Productive Transcription"")",113705,"Geiduschek, EP",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")",113442,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113449"",""RNA Polymerase III Transcriptional Pause at Terminator Sequence"")",113449,"Geiduschek, EP",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")",113442,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113454"",""RNA Polymerase III Termination and release of transcribed RNA"")",113454,"Geiduschek, EP",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")",113442,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")",113442,"Geiduschek, EP",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")",113446,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")",113446,"Geiduschek, EP",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")",113446,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")",113451,"Geiduschek, EP",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")",113446,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113449"",""RNA Polymerase III Transcriptional Pause at Terminator Sequence"")",113449,"Geiduschek, EP",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")",113446,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")",113442,"Geiduschek, EP",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113449"",""RNA Polymerase III Transcriptional Pause at Terminator Sequence"")",113449,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")",113451,"Geiduschek, EP",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113449"",""RNA Polymerase III Transcriptional Pause at Terminator Sequence"")",113449,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113454"",""RNA Polymerase III Termination and release of transcribed RNA"")",113454,"Geiduschek, EP",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")",113451,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")",113446,"Geiduschek, EP",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")",113451,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")",113451,"Geiduschek, EP",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")",113451,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113449"",""RNA Polymerase III Transcriptional Pause at Terminator Sequence"")",113449,"Geiduschek, EP",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")",113451,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113442"",""RNA Polymerase III Retractive RNase Activity at U-tract Pause Sites"")",113442,"Geiduschek, EP",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113454"",""RNA Polymerase III Termination and release of transcribed RNA"")",113454,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-83805"",""Recruitment of RNA Polymerase III to the TFIIIB:TFIIIC: Type 2 Promoter Complex"")",83805,,Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113454"",""RNA Polymerase III Termination and release of transcribed RNA"")",113454,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-83803"",""Recruitment of RNA Polymerase III to TFIIIB:SNAPc:Type 3 Promoter Complex"")",83803,"Hernandez, N",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113454"",""RNA Polymerase III Termination and release of transcribed RNA"")",113454,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-76056"",""Recruitment of  RNA polymerase III to TFIIIB:TFIIIC:TFIIIA:Type 1 Promoter Complex"")",76056,"Hernandez, N",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113705"",""RNA Polymerase III Productive Transcription"")",113705,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113446"",""Initiation of RNA Polymerase III Productive Transcription"")",113446,"Geiduschek, EP",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113705"",""RNA Polymerase III Productive Transcription"")",113705,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113705"",""RNA Polymerase III Productive Transcription"")",113705,"Geiduschek, EP",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113705"",""RNA Polymerase III Productive Transcription"")",113705,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-113451"",""Resumption of RNA Polymerase III Productive Transcription"")",113451,"Geiduschek, EP",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1484099"",""MYC trancscription is negatively regulated by SMAD2/3:SMAD4:RBL1:E2F4/5:DP1/2 complex"")",1484099,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8865265"",""TFAP2C homodimer binds MYC and KDM5B"")",8865265,"Orlic-Milacic, M",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-173488"",""The SMAD2/3:SMAD4 complex transfers to the nucleus"")",173488,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9625510"",""FOXO1 and p-2S-SMAD2/3:SMAD4 bind MSTN gene promoter"")",9625510,"Orlic-Milacic, M",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-173488"",""The SMAD2/3:SMAD4 complex transfers to the nucleus"")",173488,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9625749"",""FOXO1,FOXO3 and SMAD3 bind TRIM63 gene promoter"")",9625749,"Orlic-Milacic, M",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-209055"",""PPM1A dephosphorylates nuclear SMAD2/3"")",209055,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2187388"",""PPM1A protein phosphatase binds phosphorylated SMAD2/3"")",2187388,"Orlic-Milacic, M",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2106591"",""WWTR1:SMAD stimulates transcription of SMAD7"")",2106591,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2106586"",""WWTR1:SMAD stimulates transcription of SERPINE1 while TGIF:SMAD and SMAD7 inhibit it"")",2106586,"Orlic-Milacic, M",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2176502"",""NEDD4L ubiquitinates SMAD2/3"")",2176502,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2176491"",""NEDD4L binds phosphorylated linker region of SMAD2/3"")",2176491,"Orlic-Milacic, M",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2179276"",""SMURF2 monoubiquitinates SMAD3"")",2179276,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2179274"",""SMURF2 binds SMAD3 phosphorylated in the linker region"")",2179274,"Orlic-Milacic, M",Yes,True,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186607"",""TGIF recruits HDAC1 to SMAD2/3:SMAD4 heterotrimer"")",2186607,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2106586"",""WWTR1:SMAD stimulates transcription of SERPINE1 while TGIF:SMAD and SMAD7 inhibit it"")",2106586,"Orlic-Milacic, M",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")",2186747,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9617996"",""FOXO1,FOXO3,FOXO4 bind p-2S-SMAD2/3:SMAD4"")",9617996,"Orlic-Milacic, M",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")",2186747,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9625510"",""FOXO1 and p-2S-SMAD2/3:SMAD4 bind MSTN gene promoter"")",9625510,"Orlic-Milacic, M",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")",2186747,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9625749"",""FOXO1,FOXO3 and SMAD3 bind TRIM63 gene promoter"")",9625749,"Orlic-Milacic, M",No,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")",2186747,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2187388"",""PPM1A protein phosphatase binds phosphorylated SMAD2/3"")",2187388,"Orlic-Milacic, M",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")",2186747,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186607"",""TGIF recruits HDAC1 to SMAD2/3:SMAD4 heterotrimer"")",2186607,"Orlic-Milacic, M",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")",2186747,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-173545"",""Ubiquitin-dependent degradation of the SMAD complex terminates TGF-beta signaling"")",173545,"Heldin, CH",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")",2186747,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-173481"",""SKI/SKIL binds SMAD complex, suppressing TGF-beta signaling"")",173481,"Heldin, CH",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")",2186747,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-870538"",""TRIM33 (Ectodermin) binds SMAD heterotrimer in the nucleus"")",870538,"Williams, MG",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")",2186747,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2187330"",""PARP1 binds SMAD2/3:SMAD4 heterotrimer"")",2187330,"Orlic-Milacic, M",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")",2186747,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2187309"",""SMAD2/3:SMAD4 heterotrimer binds SP1"")",2187309,"Orlic-Milacic, M",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")",2186747,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186643"",""MEN1 binds SMAD2/3:SMAD4 heterotrimer"")",2186643,"Orlic-Milacic, M",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")",2186747,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2127257"",""SMAD2/3:SMAD4 heterotrimer forms a complex with RBL1, E2F4/5 and DP1/2"")",2127257,"Orlic-Milacic, M",Yes,False,,,
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2186747"",""Ubiquitination of SKI/SKIL by RNF111/SMURF2"")",2186747,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2176475"",""Phosphorylation of SMAD2 and SMAD3 linker regions by CDK8 or CDK9"")",2176475,"Orlic-Milacic, M",Yes,False,,,
