ReactioneName,ReactionID,Category,Class,EntityName,UniprotID
Substrate:LAMP2a:HSP90 polymerizes,R-HSA-9624158,Input,Complex,UniProt:Q99541 PLIN2,Q99541
Substrate:LAMP2a:HSP90 polymerizes,R-HSA-9624158,Input,Complex,UniProt:O60664 PLIN3,O60664
Substrate:LAMP2a:HSP90 polymerizes,R-HSA-9624158,Input,Complex,UniProt:P68871 HBB,P68871
Substrate:LAMP2a:HSP90 polymerizes,R-HSA-9624158,Input,Complex,UniProt:P0CG48 UBC,P0CG48
Substrate:LAMP2a:HSP90 polymerizes,R-HSA-9624158,Input,Complex,UniProt:P0CG47 UBB,P0CG47
Substrate:LAMP2a:HSP90 polymerizes,R-HSA-9624158,Input,Complex,UniProt:P62987 UBA52,P62987
Substrate:LAMP2a:HSP90 polymerizes,R-HSA-9624158,Input,Complex,UniProt:P62979 RPS27A,P62979
Substrate:LAMP2a:HSP90 polymerizes,R-HSA-9624158,Input,Complex,UniProt:P13569 CFTR,P13569
Substrate:LAMP2a:HSP90 polymerizes,R-HSA-9624158,Input,Complex,UniProt:Q12798 CETN1,Q12798
Substrate:LAMP2a:HSP90 polymerizes,R-HSA-9624158,Input,Complex,UniProt:Q13099 IFT88,Q13099
Substrate:LAMP2a:HSP90 polymerizes,R-HSA-9624158,Input,Complex,UniProt:Q3SXY8 ARL13B,Q3SXY8
Substrate:LAMP2a:HSP90 polymerizes,R-HSA-9624158,Input,Complex,UniProt:O95613 PCNT,O95613
Substrate:LAMP2a:HSP90 polymerizes,R-HSA-9624158,Input,Complex,UniProt:Q99497 PARK7,Q99497
Substrate:LAMP2a:HSP90 polymerizes,R-HSA-9624158,Input,Complex,UniProt:Q9UBN7 HDAC6,Q9UBN7
Substrate:LAMP2a:HSP90 polymerizes,R-HSA-9624158,Input,Complex,UniProt:P08670 VIM,P08670
Substrate:LAMP2a:HSP90 polymerizes,R-HSA-9624158,Input,Complex,UniProt:P07900 HSP90AA1,P07900
Substrate:LAMP2a:HSP90 polymerizes,R-HSA-9624158,Input,Complex,UniProt:P08238 HSP90AB1,P08238
p-GFAP binds EEF1A1,R-HSA-9626046,Input,EntityWithAccessionedSequence,UniProt:P14136 GFAP,P14136
p-GFAP binds EEF1A1,R-HSA-9626046,Input,EntityWithAccessionedSequence,UniProt:P68104 EEF1A1,P68104
p-GFAP:GFAP dissociates from LAMP2a multimer,R-HSA-9626242,Input,Complex,UniProt:P14136 GFAP,P14136
p-GFAP:GFAP dissociates from LAMP2a multimer,R-HSA-9626242,Input,Complex,UniProt:P13473 LAMP2,P13473
p-GFAP:GFAP dissociates from LAMP2a multimer,R-HSA-9626242,Input,Complex,UniProt:P07900 HSP90AA1,P07900
p-GFAP:GFAP dissociates from LAMP2a multimer,R-HSA-9626242,Input,Complex,UniProt:P08238 HSP90AB1,P08238
HSPA8 transports unfolded substrate to lysosomal lumen for degradation,R-HSA-9625188,Input,Complex,UniProt:P11142 HSPA8,P11142
HSPA8 transports unfolded substrate to lysosomal lumen for degradation,R-HSA-9625188,Input,Complex,UniProt:P14136 GFAP,P14136
HSPA8 transports unfolded substrate to lysosomal lumen for degradation,R-HSA-9625188,Input,Complex,UniProt:P13473 LAMP2,P13473
HSPA8 transports unfolded substrate to lysosomal lumen for degradation,R-HSA-9625188,Input,Complex,UniProt:P07998 RNASE1,P07998
HSPA8 transports unfolded substrate to lysosomal lumen for degradation,R-HSA-9625188,Input,Complex,UniProt:Q99541 PLIN2,Q99541
HSPA8 transports unfolded substrate to lysosomal lumen for degradation,R-HSA-9625188,Input,Complex,UniProt:O60664 PLIN3,O60664
HSPA8 transports unfolded substrate to lysosomal lumen for degradation,R-HSA-9625188,Input,Complex,UniProt:P68871 HBB,P68871
HSPA8 transports unfolded substrate to lysosomal lumen for degradation,R-HSA-9625188,Input,Complex,UniProt:P0CG48 UBC,P0CG48
HSPA8 transports unfolded substrate to lysosomal lumen for degradation,R-HSA-9625188,Input,Complex,UniProt:P0CG47 UBB,P0CG47
HSPA8 transports unfolded substrate to lysosomal lumen for degradation,R-HSA-9625188,Input,Complex,UniProt:P62987 UBA52,P62987
HSPA8 transports unfolded substrate to lysosomal lumen for degradation,R-HSA-9625188,Input,Complex,UniProt:P62979 RPS27A,P62979
HSPA8 transports unfolded substrate to lysosomal lumen for degradation,R-HSA-9625188,Input,Complex,UniProt:P13569 CFTR,P13569
HSPA8 transports unfolded substrate to lysosomal lumen for degradation,R-HSA-9625188,Input,Complex,UniProt:Q12798 CETN1,Q12798
HSPA8 transports unfolded substrate to lysosomal lumen for degradation,R-HSA-9625188,Input,Complex,UniProt:Q13099 IFT88,Q13099
HSPA8 transports unfolded substrate to lysosomal lumen for degradation,R-HSA-9625188,Input,Complex,UniProt:Q3SXY8 ARL13B,Q3SXY8
HSPA8 transports unfolded substrate to lysosomal lumen for degradation,R-HSA-9625188,Input,Complex,UniProt:O95613 PCNT,O95613
HSPA8 transports unfolded substrate to lysosomal lumen for degradation,R-HSA-9625188,Input,Complex,UniProt:Q99497 PARK7,Q99497
HSPA8 transports unfolded substrate to lysosomal lumen for degradation,R-HSA-9625188,Input,Complex,UniProt:Q9UBN7 HDAC6,Q9UBN7
HSPA8 transports unfolded substrate to lysosomal lumen for degradation,R-HSA-9625188,Input,Complex,UniProt:P08670 VIM,P08670
HSPA8 transports unfolded substrate to lysosomal lumen for degradation,R-HSA-9625188,Input,Complex,UniProt:P07900 HSP90AA1,P07900
HSPA8 transports unfolded substrate to lysosomal lumen for degradation,R-HSA-9625188,Input,Complex,UniProt:P08238 HSP90AB1,P08238
HSP90 dissociates from LAMP2a,R-HSA-9626276,Input,Complex,UniProt:P13473 LAMP2,P13473
HSP90 dissociates from LAMP2a,R-HSA-9626276,Input,Complex,UniProt:P07900 HSP90AA1,P07900
HSP90 dissociates from LAMP2a,R-HSA-9626276,Input,Complex,UniProt:P08238 HSP90AB1,P08238
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,Complex,UniProt:P13473 LAMP2,P13473
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,Complex,UniProt:P07998 RNASE1,P07998
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,Complex,UniProt:Q99541 PLIN2,Q99541
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,Complex,UniProt:O60664 PLIN3,O60664
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,Complex,UniProt:P68871 HBB,P68871
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,Complex,UniProt:P0CG48 UBC,P0CG48
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,Complex,UniProt:P0CG47 UBB,P0CG47
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,Complex,UniProt:P62987 UBA52,P62987
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,Complex,UniProt:P62979 RPS27A,P62979
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,Complex,UniProt:P13569 CFTR,P13569
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,Complex,UniProt:Q12798 CETN1,Q12798
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,Complex,UniProt:Q13099 IFT88,Q13099
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,Complex,UniProt:Q3SXY8 ARL13B,Q3SXY8
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,Complex,UniProt:O95613 PCNT,O95613
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,Complex,UniProt:Q99497 PARK7,Q99497
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,Complex,UniProt:Q9UBN7 HDAC6,Q9UBN7
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,Complex,UniProt:P08670 VIM,P08670
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,Complex,UniProt:P11142 HSPA8,P11142
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,EntityWithAccessionedSequence,UniProt:P13473 LAMP2,P13473
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,EntityWithAccessionedSequence,UniProt:P07998 RNASE1,P07998
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,EntityWithAccessionedSequence,UniProt:Q99541 PLIN2,Q99541
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,EntityWithAccessionedSequence,UniProt:O60664 PLIN3,O60664
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,EntityWithAccessionedSequence,UniProt:P68871 HBB,P68871
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,EntityWithAccessionedSequence,UniProt:P0CG48 UBC,P0CG48
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,EntityWithAccessionedSequence,UniProt:P0CG47 UBB,P0CG47
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,EntityWithAccessionedSequence,UniProt:P62987 UBA52,P62987
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,EntityWithAccessionedSequence,UniProt:P62979 RPS27A,P62979
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,EntityWithAccessionedSequence,UniProt:P13569 CFTR,P13569
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,EntityWithAccessionedSequence,UniProt:Q12798 CETN1,Q12798
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,EntityWithAccessionedSequence,UniProt:Q13099 IFT88,Q13099
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,EntityWithAccessionedSequence,UniProt:Q3SXY8 ARL13B,Q3SXY8
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,EntityWithAccessionedSequence,UniProt:O95613 PCNT,O95613
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,EntityWithAccessionedSequence,UniProt:Q99497 PARK7,Q99497
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,EntityWithAccessionedSequence,UniProt:Q9UBN7 HDAC6,Q9UBN7
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,EntityWithAccessionedSequence,UniProt:P08670 VIM,P08670
HSPA8:Substrate binds LAMP2a,R-HSA-9620197,Input,EntityWithAccessionedSequence,UniProt:P11142 HSPA8,P11142
HSPA8 binds substrate,R-HSA-9615721,Input,EntityWithAccessionedSequence,UniProt:P07998 RNASE1,P07998
HSPA8 binds substrate,R-HSA-9615721,Input,EntityWithAccessionedSequence,UniProt:Q99541 PLIN2,Q99541
HSPA8 binds substrate,R-HSA-9615721,Input,EntityWithAccessionedSequence,UniProt:O60664 PLIN3,O60664
HSPA8 binds substrate,R-HSA-9615721,Input,EntityWithAccessionedSequence,UniProt:P68871 HBB,P68871
HSPA8 binds substrate,R-HSA-9615721,Input,EntityWithAccessionedSequence,UniProt:P0CG48 UBC,P0CG48
HSPA8 binds substrate,R-HSA-9615721,Input,EntityWithAccessionedSequence,UniProt:P0CG47 UBB,P0CG47
HSPA8 binds substrate,R-HSA-9615721,Input,EntityWithAccessionedSequence,UniProt:P62987 UBA52,P62987
HSPA8 binds substrate,R-HSA-9615721,Input,EntityWithAccessionedSequence,UniProt:P62979 RPS27A,P62979
HSPA8 binds substrate,R-HSA-9615721,Input,EntityWithAccessionedSequence,UniProt:P13569 CFTR,P13569
HSPA8 binds substrate,R-HSA-9615721,Input,EntityWithAccessionedSequence,UniProt:Q12798 CETN1,Q12798
HSPA8 binds substrate,R-HSA-9615721,Input,EntityWithAccessionedSequence,UniProt:Q13099 IFT88,Q13099
HSPA8 binds substrate,R-HSA-9615721,Input,EntityWithAccessionedSequence,UniProt:Q3SXY8 ARL13B,Q3SXY8
HSPA8 binds substrate,R-HSA-9615721,Input,EntityWithAccessionedSequence,UniProt:O95613 PCNT,O95613
HSPA8 binds substrate,R-HSA-9615721,Input,EntityWithAccessionedSequence,UniProt:Q99497 PARK7,Q99497
HSPA8 binds substrate,R-HSA-9615721,Input,EntityWithAccessionedSequence,UniProt:Q9UBN7 HDAC6,Q9UBN7
HSPA8 binds substrate,R-HSA-9615721,Input,EntityWithAccessionedSequence,UniProt:P08670 VIM,P08670
HSPA8 binds substrate,R-HSA-9615721,Input,EntityWithAccessionedSequence,UniProt:P11142 HSPA8,P11142
HSPA8 binds substrate,R-HSA-9615721,Input,DefinedSet,UniProt:P07998 RNASE1,P07998
HSPA8 binds substrate,R-HSA-9615721,Input,DefinedSet,UniProt:Q99541 PLIN2,Q99541
HSPA8 binds substrate,R-HSA-9615721,Input,DefinedSet,UniProt:O60664 PLIN3,O60664
HSPA8 binds substrate,R-HSA-9615721,Input,DefinedSet,UniProt:P68871 HBB,P68871
HSPA8 binds substrate,R-HSA-9615721,Input,DefinedSet,UniProt:P0CG48 UBC,P0CG48
HSPA8 binds substrate,R-HSA-9615721,Input,DefinedSet,UniProt:P0CG47 UBB,P0CG47
HSPA8 binds substrate,R-HSA-9615721,Input,DefinedSet,UniProt:P62987 UBA52,P62987
HSPA8 binds substrate,R-HSA-9615721,Input,DefinedSet,UniProt:P62979 RPS27A,P62979
HSPA8 binds substrate,R-HSA-9615721,Input,DefinedSet,UniProt:P13569 CFTR,P13569
HSPA8 binds substrate,R-HSA-9615721,Input,DefinedSet,UniProt:Q12798 CETN1,Q12798
HSPA8 binds substrate,R-HSA-9615721,Input,DefinedSet,UniProt:Q13099 IFT88,Q13099
HSPA8 binds substrate,R-HSA-9615721,Input,DefinedSet,UniProt:Q3SXY8 ARL13B,Q3SXY8
HSPA8 binds substrate,R-HSA-9615721,Input,DefinedSet,UniProt:O95613 PCNT,O95613
HSPA8 binds substrate,R-HSA-9615721,Input,DefinedSet,UniProt:Q99497 PARK7,Q99497
HSPA8 binds substrate,R-HSA-9615721,Input,DefinedSet,UniProt:Q9UBN7 HDAC6,Q9UBN7
HSPA8 binds substrate,R-HSA-9615721,Input,DefinedSet,UniProt:P08670 VIM,P08670
HSPA8 binds substrate,R-HSA-9615721,Input,DefinedSet,UniProt:P11142 HSPA8,P11142
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,DefinedSet,UniProt:P13473 LAMP2,P13473
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,DefinedSet,UniProt:P07998 RNASE1,P07998
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,DefinedSet,UniProt:Q99541 PLIN2,Q99541
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,DefinedSet,UniProt:O60664 PLIN3,O60664
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,DefinedSet,UniProt:P68871 HBB,P68871
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,DefinedSet,UniProt:P0CG48 UBC,P0CG48
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,DefinedSet,UniProt:P0CG47 UBB,P0CG47
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,DefinedSet,UniProt:P62987 UBA52,P62987
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,DefinedSet,UniProt:P62979 RPS27A,P62979
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,DefinedSet,UniProt:P13569 CFTR,P13569
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,DefinedSet,UniProt:Q12798 CETN1,Q12798
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,DefinedSet,UniProt:Q13099 IFT88,Q13099
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,DefinedSet,UniProt:Q3SXY8 ARL13B,Q3SXY8
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,DefinedSet,UniProt:O95613 PCNT,O95613
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,DefinedSet,UniProt:Q99497 PARK7,Q99497
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,DefinedSet,UniProt:Q9UBN7 HDAC6,Q9UBN7
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,DefinedSet,UniProt:P08670 VIM,P08670
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,DefinedSet,UniProt:P07900 HSP90AA1,P07900
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,DefinedSet,UniProt:P08238 HSP90AB1,P08238
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,Complex,UniProt:P13473 LAMP2,P13473
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,Complex,UniProt:P07998 RNASE1,P07998
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,Complex,UniProt:Q99541 PLIN2,Q99541
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,Complex,UniProt:O60664 PLIN3,O60664
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,Complex,UniProt:P68871 HBB,P68871
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,Complex,UniProt:P0CG48 UBC,P0CG48
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,Complex,UniProt:P0CG47 UBB,P0CG47
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,Complex,UniProt:P62987 UBA52,P62987
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,Complex,UniProt:P62979 RPS27A,P62979
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,Complex,UniProt:P13569 CFTR,P13569
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,Complex,UniProt:Q12798 CETN1,Q12798
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,Complex,UniProt:Q13099 IFT88,Q13099
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,Complex,UniProt:Q3SXY8 ARL13B,Q3SXY8
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,Complex,UniProt:O95613 PCNT,O95613
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,Complex,UniProt:Q99497 PARK7,Q99497
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,Complex,UniProt:Q9UBN7 HDAC6,Q9UBN7
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,Complex,UniProt:P08670 VIM,P08670
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,Complex,UniProt:P07900 HSP90AA1,P07900
Substrate:LAMP2a binds HSP90,R-HSA-9622831,Input,Complex,UniProt:P08238 HSP90AB1,P08238
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,Complex,UniProt:P11142 HSPA8,P11142
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,Complex,UniProt:P14136 GFAP,P14136
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,Complex,UniProt:P13473 LAMP2,P13473
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,Complex,UniProt:P07998 RNASE1,P07998
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,Complex,UniProt:Q99541 PLIN2,Q99541
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,Complex,UniProt:O60664 PLIN3,O60664
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,Complex,UniProt:P68871 HBB,P68871
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,Complex,UniProt:P0CG48 UBC,P0CG48
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,Complex,UniProt:P0CG47 UBB,P0CG47
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,Complex,UniProt:P62987 UBA52,P62987
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,Complex,UniProt:P62979 RPS27A,P62979
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,Complex,UniProt:P13569 CFTR,P13569
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,Complex,UniProt:Q12798 CETN1,Q12798
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,Complex,UniProt:Q13099 IFT88,Q13099
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,Complex,UniProt:Q3SXY8 ARL13B,Q3SXY8
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,Complex,UniProt:O95613 PCNT,O95613
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,Complex,UniProt:Q99497 PARK7,Q99497
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,Complex,UniProt:Q9UBN7 HDAC6,Q9UBN7
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,Complex,UniProt:P08670 VIM,P08670
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,Complex,UniProt:P07900 HSP90AA1,P07900
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,Complex,UniProt:P08238 HSP90AB1,P08238
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,EntityWithAccessionedSequence,UniProt:P11142 HSPA8,P11142
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,EntityWithAccessionedSequence,UniProt:P14136 GFAP,P14136
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,EntityWithAccessionedSequence,UniProt:P13473 LAMP2,P13473
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,EntityWithAccessionedSequence,UniProt:P07998 RNASE1,P07998
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,EntityWithAccessionedSequence,UniProt:Q99541 PLIN2,Q99541
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,EntityWithAccessionedSequence,UniProt:O60664 PLIN3,O60664
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,EntityWithAccessionedSequence,UniProt:P68871 HBB,P68871
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,EntityWithAccessionedSequence,UniProt:P0CG48 UBC,P0CG48
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,EntityWithAccessionedSequence,UniProt:P0CG47 UBB,P0CG47
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,EntityWithAccessionedSequence,UniProt:P62987 UBA52,P62987
Unfolded substrate in LAMP2a multimeric complex binds HSPA8,R-HSA-9625196,Input,EntityWithAccessionedSequence,UniProt:P62979 RPS27A,P62979
