First_Reaction_Name,First_Reaction_ID,Second_Reaction_Name,Second_Reaction_ID,Second_Reaction_Author,ReactionsInSameDiagram?,Shared_Entity,Shared_Entity_Class,Shared_Entity_Relation_to_Second_Reaction,IsCyclic?,Logic,Value,Is _It_Curated?
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-191737"",""Docking of connexons into junctional, double-membrane spanning channels"")",191737,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-190877"",""Insertion of connexons into the plasma membrane resulting in the formation of hemi-channels"")",190877,"Falk, MM",Yes,Docked Cx43-containing transport vesicles [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-196017"",""Dynamin is recruited to the gap junction plaque"")",196017,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-190519"",""Internalization of gap junction plaques"")",190519,"Falk, MM",Yes,Planar gap junction plaques associated with Dab2 and Dynamin [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-196026"",""Dab2 is recruited to the junctional plaques"")",196026,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-196017"",""Dynamin is recruited to the gap junction plaque"")",196017,"Falk, MM",Yes,planar gap junction plaques associated with Dab2 [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-203973"",""Vesicle budding"")",203973,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5694417"",""SEC16 complex binds SAR1B:GTP:SEC23:SEC24"")",5694417,"Rothfels, K",Yes,TFG hexamer [cytosol],Complex,Input,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-203973"",""Vesicle budding"")",203973,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5694417"",""SEC16 complex binds SAR1B:GTP:SEC23:SEC24"")",5694417,"Rothfels, K",Yes,SEC16A:SEC16B [cytosol],Complex,Input,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-203973"",""Vesicle budding"")",203973,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5694439"",""COPII coat binds TRAPPCII and RAB1:GDP"")",5694439,"Rothfels, K",Yes,COPII cargo:receptors:SEC23:SEC24:SEC13:SEC31:SEC23IP:v-SNAREs [ER to Golgi transport vesicle membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-203977"",""SAR1 Activation And Membrane Binding"")",203977,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5694522"",""Inner coat assembly and cargo binding"")",5694522,"Rothfels, K",No,SAR1B:GTP [endoplasmic reticulum membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-204008"",""SEC31:SEC13 and v-SNARE recruitment"")",204008,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-203973"",""Vesicle budding"")",203973,"Gillespie, ME",Yes,COPII cargo:receptors:SAR1B:GTP:SEC23:SEC24:SEC16A:SEC16B:TFG hexamer:SEC13:SEC31:SEC23IP:v-SNARES [endoplasmic reticulum membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2168883"",""Haptoglobin:Hemoglobin binds CD163"")",2168883,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2230938"",""Hemoglobin:Haptoglobin:CD163 is endocytosed"")",2230938,"May, B",Yes,Hemoglobin:Haptoglobin:CD163 [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2168885"",""Haptoglobin binds Hemoglobin"")",2168885,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2168883"",""Haptoglobin:Hemoglobin binds CD163"")",2168883,"May, B",Yes,Hemoglobin:Haptoglobin [extracellular region],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2168886"",""Hemopexin binds Hemes"")",2168886,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2168897"",""LRP1 (CD91) binds Hemopexin:heme"")",2168897,"May, B",Yes,HPX:Hemes [extracellular region],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2168897"",""LRP1 (CD91) binds Hemopexin:heme"")",2168897,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2230983"",""LRP1:Hemopexin:heme is endocytosed"")",2230983,"May, B",Yes,LRP1:Hemopexin:heme [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2173778"",""MSR1 (SCARA1, SR-A) binds ligands"")",2173778,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2507854"",""MSR1:ligand (SCARA1:ligand, SR-A:ligand) is endocytosed"")",2507854,"May, B",Yes,MSR1:Ligand [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2173781"",""MARCO (SCARA2) binds ligands"")",2173781,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2247510"",""MARCO:ligand is endocytosed"")",2247510,"May, B",Yes,MARCO:Ligand [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2187261"",""COLEC12 (SCARA4) binds ligands"")",2187261,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2981040"",""COLEC12:ligand is endocytosed"")",2981040,"May, B",Yes,COLEC12:Ligand [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2187264"",""Platelet glycoprotein IV (CD36) binds ligands"")",2187264,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2247512"",""Platelet glycoprotein IV:ligand (CD36:ligand) is endocytosed"")",2247512,"May, B",Yes,Platelet glycoprotein IV:Ligand [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2187266"",""SCARA5 binds ligands"")",2187266,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2299677"",""SCARA5:ligand is endocytosed"")",2299677,"May, B",Yes,SCARA5:Ligand [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2197645"",""SCARF1 (SREC-I) binds ligands"")",2197645,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2247514"",""SCARF1:ligand is endocytosed"")",2247514,"May, B",Yes,SCARF1:Ligand [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2197770"",""STAB1 (FEEL-1) binds ligands"")",2197770,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2247513"",""STAB1:ligand is endocytosed"")",2247513,"May, B",Yes,STAB1:Ligand [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2203479"",""STAB2 (FEEL-2) binds ligands"")",2203479,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2247511"",""STAB2:ligand is endocytosed"")",2247511,"May, B",Yes,STAB2:Ligand [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2203516"",""Alpha-1-Microglobulin is cleaved"")",2203516,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2168881"",""Truncated Alpha-1-Microglobulin binds heme"")",2168881,"May, B",Yes,AMBP(20-198) [extracellular region],EntityWithAccessionedSequence,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2255342"",""RALA exchanges GDP for GTP"")",2255342,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1458485"",""RALA hydrolyzes GTP"")",1458485,"May, B",Yes,GGC-RALA:GTP [cytoplasmic vesicle membrane],Complex,Input,True,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2255342"",""RALA exchanges GDP for GTP"")",2255342,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2316349"",""RALA:GTP binds MYO1C:CALM1 and activates MYO1C"")",2316349,"May, B",Yes,GGC-RALA:GTP [cytoplasmic vesicle membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2316349"",""RALA:GTP binds MYO1C:CALM1 and activates MYO1C"")",2316349,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2316352"",""SLC2A4 (GLUT4) vesicle translocates and docks at the plasma membrane"")",2316352,"May, B",Yes,GGC-RALA:GTP:MYO1C:Calmodulin:F-actin [cytoplasmic vesicle membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-350769"",""trans-Golgi Network Coat Activation"")",350769,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-421833"",""Vamp And trans-Golgi Network AP-1 Binding Coupled With Cargo Capture"")",421833,"Gillespie, ME",Yes,Arf1-GTP [Golgi membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-350769"",""trans-Golgi Network Coat Activation"")",350769,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-432712"",""Vamp And trans-Golgi Network AP-1 Binding Coupled With Cargo Capture On Lysosome Vesicle Destined Golgi Membrane"")",432712,"Gillespie, ME",Yes,Arf1-GTP [Golgi membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376357"",""Vamp7 associated Lysosome to Plasma membrane transport"")",376357,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1449574"",""SLC2A4 (GLUT4) vesicle fuses with the plasma membrane"")",1449574,"May, B",No,SNAP23 [plasma membrane],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376357"",""Vamp7 associated Lysosome to Plasma membrane transport"")",376357,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376357"",""Vamp7 associated Lysosome to Plasma membrane transport"")",376357,"Gillespie, ME",Yes,SNAP23 [plasma membrane],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376357"",""Vamp7 associated Lysosome to Plasma membrane transport"")",376357,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376357"",""Vamp7 associated Lysosome to Plasma membrane transport"")",376357,"Gillespie, ME",Yes,STX4 [plasma membrane],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376357"",""Vamp7 associated Lysosome to Plasma membrane transport"")",376357,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376369"",""Vamp2 associated secretory vesicle to plasma membrane transport"")",376369,"Gillespie, ME",Yes,SNAP23 [plasma membrane],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376357"",""Vamp7 associated Lysosome to Plasma membrane transport"")",376357,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376369"",""Vamp2 associated secretory vesicle to plasma membrane transport"")",376369,"Gillespie, ME",Yes,STX4 [plasma membrane],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376357"",""Vamp7 associated Lysosome to Plasma membrane transport"")",376357,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376364"",""Vamp8 associated secretory vesicle to plasma membrane transport"")",376364,"Gillespie, ME",Yes,SNAP23 [plasma membrane],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376357"",""Vamp7 associated Lysosome to Plasma membrane transport"")",376357,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376364"",""Vamp8 associated secretory vesicle to plasma membrane transport"")",376364,"Gillespie, ME",Yes,STX4 [plasma membrane],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376357"",""Vamp7 associated Lysosome to Plasma membrane transport"")",376357,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8863718"",""AGFG1 binds VAMP7"")",8863718,"Rothfels, K",No,VAMP7 [plasma membrane],EntityWithAccessionedSequence,Input,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376364"",""Vamp8 associated secretory vesicle to plasma membrane transport"")",376364,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1449574"",""SLC2A4 (GLUT4) vesicle fuses with the plasma membrane"")",1449574,"May, B",No,SNAP23 [plasma membrane],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376364"",""Vamp8 associated secretory vesicle to plasma membrane transport"")",376364,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376357"",""Vamp7 associated Lysosome to Plasma membrane transport"")",376357,"Gillespie, ME",Yes,SNAP23 [plasma membrane],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376364"",""Vamp8 associated secretory vesicle to plasma membrane transport"")",376364,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376357"",""Vamp7 associated Lysosome to Plasma membrane transport"")",376357,"Gillespie, ME",Yes,STX4 [plasma membrane],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376364"",""Vamp8 associated secretory vesicle to plasma membrane transport"")",376364,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376369"",""Vamp2 associated secretory vesicle to plasma membrane transport"")",376369,"Gillespie, ME",Yes,SNAP23 [plasma membrane],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376364"",""Vamp8 associated secretory vesicle to plasma membrane transport"")",376364,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376369"",""Vamp2 associated secretory vesicle to plasma membrane transport"")",376369,"Gillespie, ME",Yes,STX4 [plasma membrane],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376364"",""Vamp8 associated secretory vesicle to plasma membrane transport"")",376364,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376364"",""Vamp8 associated secretory vesicle to plasma membrane transport"")",376364,"Gillespie, ME",Yes,SNAP23 [plasma membrane],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376364"",""Vamp8 associated secretory vesicle to plasma membrane transport"")",376364,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376364"",""Vamp8 associated secretory vesicle to plasma membrane transport"")",376364,"Gillespie, ME",Yes,STX4 [plasma membrane],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376369"",""Vamp2 associated secretory vesicle to plasma membrane transport"")",376369,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1449574"",""SLC2A4 (GLUT4) vesicle fuses with the plasma membrane"")",1449574,"May, B",No,SNAP23 [plasma membrane],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376369"",""Vamp2 associated secretory vesicle to plasma membrane transport"")",376369,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376357"",""Vamp7 associated Lysosome to Plasma membrane transport"")",376357,"Gillespie, ME",Yes,SNAP23 [plasma membrane],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376369"",""Vamp2 associated secretory vesicle to plasma membrane transport"")",376369,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376357"",""Vamp7 associated Lysosome to Plasma membrane transport"")",376357,"Gillespie, ME",Yes,STX4 [plasma membrane],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376369"",""Vamp2 associated secretory vesicle to plasma membrane transport"")",376369,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376369"",""Vamp2 associated secretory vesicle to plasma membrane transport"")",376369,"Gillespie, ME",Yes,SNAP23 [plasma membrane],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376369"",""Vamp2 associated secretory vesicle to plasma membrane transport"")",376369,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376369"",""Vamp2 associated secretory vesicle to plasma membrane transport"")",376369,"Gillespie, ME",Yes,STX4 [plasma membrane],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376369"",""Vamp2 associated secretory vesicle to plasma membrane transport"")",376369,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376364"",""Vamp8 associated secretory vesicle to plasma membrane transport"")",376364,"Gillespie, ME",Yes,SNAP23 [plasma membrane],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376369"",""Vamp2 associated secretory vesicle to plasma membrane transport"")",376369,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-376364"",""Vamp8 associated secretory vesicle to plasma membrane transport"")",376364,"Gillespie, ME",Yes,STX4 [plasma membrane],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-421831"",""trans-Golgi Network Coat Assembly"")",421831,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-350769"",""trans-Golgi Network Coat Activation"")",350769,"Gillespie, ME",Yes,Arf1-GDP [cytosol],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-421831"",""trans-Golgi Network Coat Assembly"")",421831,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-421835"",""trans-Golgi Network Vesicle Scission"")",421835,"Gillespie, ME",Yes,Cargo:AP-1:Beta-arrestin:Vamp:Clathrin Triskelion:Dynamin:Endophilin Complex [Golgi membrane],Complex,Input,True,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-421833"",""Vamp And trans-Golgi Network AP-1 Binding Coupled With Cargo Capture"")",421833,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-421831"",""trans-Golgi Network Coat Assembly"")",421831,"Gillespie, ME",Yes,Cargo:AP-1:Arf1-GTP:beta-Arrestin-1:Vamp Complex [Golgi membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-421835"",""trans-Golgi Network Vesicle Scission"")",421835,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-421831"",""trans-Golgi Network Coat Assembly"")",421831,"Gillespie, ME",Yes,SH3GL2 [cytosol],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-421835"",""trans-Golgi Network Vesicle Scission"")",421835,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-421831"",""trans-Golgi Network Coat Assembly"")",421831,"Gillespie, ME",Yes,DNM2 [cytosol],EntityWithAccessionedSequence,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-421835"",""trans-Golgi Network Vesicle Scission"")",421835,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-421836"",""trans-Golgi Network Derived Vesicle Uncoating"")",421836,"Gillespie, ME",Yes,Cargo:AP-1:Beta-arrestin:Clathrin Triskelion:Vamp Complex [cytoplasmic vesicle membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-421835"",""trans-Golgi Network Vesicle Scission"")",421835,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-432706"",""trans-Golgi Network Lysosome Vesicle Destined Membrane Coat Assembly"")",432706,"Gillespie, ME",Yes,SH3GL2 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-421835"",""trans-Golgi Network Vesicle Scission"")",421835,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-432706"",""trans-Golgi Network Lysosome Vesicle Destined Membrane Coat Assembly"")",432706,"Gillespie, ME",Yes,DNM2 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-421836"",""trans-Golgi Network Derived Vesicle Uncoating"")",421836,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-421831"",""trans-Golgi Network Coat Assembly"")",421831,"Gillespie, ME",Yes,Clathrin Triskelion [cytosol],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-421836"",""trans-Golgi Network Derived Vesicle Uncoating"")",421836,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-421836"",""trans-Golgi Network Derived Vesicle Uncoating"")",421836,"Gillespie, ME",Yes,HSC70:Auxillin Complex [cytosol],Complex,Input,True,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-421836"",""trans-Golgi Network Derived Vesicle Uncoating"")",421836,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-421833"",""Vamp And trans-Golgi Network AP-1 Binding Coupled With Cargo Capture"")",421833,"Gillespie, ME",Yes,ARRB1 [cytosol],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-421836"",""trans-Golgi Network Derived Vesicle Uncoating"")",421836,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-421833"",""Vamp And trans-Golgi Network AP-1 Binding Coupled With Cargo Capture"")",421833,"Gillespie, ME",Yes,AP-1 Complex [cytosol],Complex,Input,False,OR,0,False
