First_Reaction_Name,First_Reaction_ID,Second_Reaction_Name,Second_Reaction_ID,Second_Reaction_Author,ReactionsInSameDiagram?,Shared_Entity,Shared_Entity_Class,Shared_Entity_Relation_to_Second_Reaction,IsCyclic?,Logic,Value,Is _It_Curated?
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1602473"",""Autocatalytic activation of MMP1"")",1602473,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1592297"",""Full activation of MMP1"")",1592297,"Jupe, S",Yes,MMP1(84-469) [extracellular region],EntityWithAccessionedSequence,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1604350"",""MMP14:TIMP2 binds proMMP2"")",1604350,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1604360"",""Initial activation of proMMP2 by MMP14"")",1604360,"Jupe, S",Yes,MMP14:TIMP2:proMMP2 [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1604359"",""Initial activation of proMMP2 by MMP1, 7"")",1604359,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1592278"",""Autocatalytic activation of proMMP2"")",1592278,"Jupe, S",Yes,MMP2(67-660) [extracellular region],EntityWithAccessionedSequence,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1604360"",""Initial activation of proMMP2 by MMP14"")",1604360,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1604368"",""Autocatalytic activation of bound proMMP2"")",1604368,"Jupe, S",Yes,MMP14:TIMP2:MMP2 intermediate form [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1604690"",""Activation of MMP9 intermediate form by MMPs"")",1604690,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2168982"",""Collagen type XVI degradation by MMP9"")",2168982,"Jupe, S",No,MMP9(107-707) [extracellular region],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1604712"",""Initial activation of proMMP7 by trypsin"")",1604712,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1604763"",""Autocatalytic activation of MMP7"")",1604763,"Jupe, S",Yes,MMP7(51-267) [extracellular region],EntityWithAccessionedSequence,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1604722"",""Activation of proMMP9 by proteases"")",1604722,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2168982"",""Collagen type XVI degradation by MMP9"")",2168982,"Jupe, S",No,MMP9(107-707) [extracellular region],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1604732"",""Autocatalytic activation of proMMP13"")",1604732,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8942302"",""MMP13 cleaves OPTC"")",8942302,"Jupe, S",No,MMP13 [extracellular region],EntityWithAccessionedSequence,Input,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1604763"",""Autocatalytic activation of MMP7"")",1604763,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8940561"",""MMP7 cleaves OPTC"")",8940561,"Jupe, S",No,MMP7(95-267) [extracellular region],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1614460"",""Dimerization of procollagen type VI"")",1614460,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1614461"",""Tetramerization of procollagen VI"")",1614461,"Jupe, S",Yes,Collagen type VI dimer [endoplasmic reticulum lumen],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1650808"",""Prolyl 4-hydroxylase converts collagen prolines to 4-hydroxyprolines"")",1650808,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948234"",""P4HB:4-Hyp collagen propeptides dissociates"")",8948234,"Jupe, S",Yes,4-Hyp collagen propeptides:P4HB [endoplasmic reticulum lumen],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1980233"",""Collagen prolyl 3-hydroxylase converts 4-Hyp collagen to 3,4-Hyp collagen"")",1980233,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948226"",""Prolyl 3-hydroxylases:Fe2+:3,4-Hyp collagen propeptides dissociates"")",8948226,"Jupe, S",Yes,"Prolyl 3-hydroxylases:Fe2+:3,4-Hyp collagen propeptides [endoplasmic reticulum lumen]",Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1981104"",""Procollagen lysyl hydroxylases convert collagen lysines to 5-hydroxylysines"")",1981104,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948232"",""Lysyl hydroxylated collagen propeptides dissociate from Lysyl hydroxylases"")",8948232,"Jupe, S",Yes,Lysyl hydroxylases:Lysyl hydroxylated collagen propeptides [endoplasmic reticulum lumen],Complex,Input,True,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1981120"",""Galactosylation of collagen propeptide hydroxylysines by procollagen galactosyltransferases 1, 2."")",1981120,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948231"",""COLGALT1,COLGALT2:Galactosyl-hydroxylysyl collagen propeptides dissociates"")",8948231,"Jupe, S",Yes,"COLGALT1,COLGALT2:Galactosyl-hydroxylysyl collagen propeptides [endoplasmic reticulum lumen]",Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1981128"",""Galactosylation of collagen propeptide hydroxylysines by PLOD3"")",1981128,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948222"",""PLOD3:Fe2+ dimer:Galactosyl-hydroxylysyl collagen propeptides dissociates"")",8948222,"Jupe, S",Yes,PLOD3:Fe2+ dimer:Galactosyl-hydroxylysyl collagen propeptides [endoplasmic reticulum membrane],Complex,Input,True,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1981128"",""Galactosylation of collagen propeptide hydroxylysines by PLOD3"")",1981128,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1981157"",""Glucosylation of collagen propeptide hydroxylysines"")",1981157,"Jupe, S",Yes,PLOD3:Fe2+ dimer:Galactosyl-hydroxylysyl collagen propeptides [endoplasmic reticulum membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1981157"",""Glucosylation of collagen propeptide hydroxylysines"")",1981157,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948224"",""PLOD3:Fe2+ dimer:Glucosyl-galactosyl-hydroxylysyl collagen propeptides dissociates"")",8948224,"Jupe, S",Yes,PLOD3:Fe2+ dimer:Glucosyl-galactosyl-hydroxylysyl collagen propeptides [endoplasmic reticulum membrane],Complex,Input,True,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2002460"",""P4HB binds Collagen chains"")",2002460,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1650808"",""Prolyl 4-hydroxylase converts collagen prolines to 4-hydroxyprolines"")",1650808,"Jupe, S",Yes,P4HB:Collagen propeptides [endoplasmic reticulum lumen],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2002466"",""Formation of allysine by LOX"")",2002466,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2243931"",""Formation of dehydro-lysinonorleucine cross-links"")",2243931,"Jupe, S",Yes,Collagen type I fibril with allysines [extracellular region],Polymer,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2002466"",""Formation of allysine by LOX"")",2002466,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395257"",""Formation of dehydro-hydroxylysino-norleucine cross-links"")",2395257,"Jupe, S",Yes,Collagen type I fibril with allysines [extracellular region],Polymer,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202723"",""Integrin alpha5beta1 binds FN1 dimer"")",202723,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2327746"",""FN1 aggregation"")",2327746,"Jupe, S",No,Integrin alpha5beta1:FN1 dimer [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2089971"",""Secretion of collagens"")",2089971,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2022073"",""Procollagen triple helix formation"")",2022073,"Jupe, S",Yes,SERPINH1 [endoplasmic reticulum lumen],EntityWithAccessionedSequence,Input,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2129353"",""Tropoelastin associates with microfibrils"")",2129353,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2129375"",""Elastin cross-linking by lysyl oxidase"")",2129375,"Jupe, S",Yes,"Fibrillins:MFAP2,MFAP5:Tropoelastin aggregate [extracellular region]",Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2129375"",""Elastin cross-linking by lysyl oxidase"")",2129375,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1592387"",""Fibulin binds elastic fibres"")",1592387,"Jupe, S",Yes,Elastic fibre [extracellular region],Complex,Input,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2129385"",""MFAP2, MFAP5 bind microfibrils"")",2129385,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2129353"",""Tropoelastin associates with microfibrils"")",2129353,"Jupe, S",Yes,"Fibrilins:MFAP2,MFAP5 [extracellular region]",Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2161293"",""Tropoelastin forms aggregate globules"")",2161293,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2129353"",""Tropoelastin associates with microfibrils"")",2129353,"Jupe, S",Yes,Tropoelastin aggregate [extracellular region],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2213195"",""Formation of anchoring fibrils"")",2213195,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3787997"",""Laminin-332 binds collagen type VII"")",3787997,"Jupe, S",No,Collagen type VII fibril [extracellular region],Polymer,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2213195"",""Formation of anchoring fibrils"")",2213195,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4084501"",""Collagen type VII binds collagen type IV"")",4084501,"Jupe, S",No,Collagen type VII fibril [extracellular region],Polymer,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2213195"",""Formation of anchoring fibrils"")",2213195,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-4086216"",""Collagen type VII binds integrin alpha2beta1"")",4086216,"Jupe, S",No,Collagen type VII fibril [extracellular region],Polymer,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2213195"",""Formation of anchoring fibrils"")",2213195,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1564120"",""Collagen type VII degradation by MMP1,2,3"")",1564120,"Jupe, S",No,Collagen type VII fibril [extracellular region],Polymer,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2213195"",""Formation of anchoring fibrils"")",2213195,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2396234"",""Collagen type VII binds laminin-322 and collagen IV"")",2396234,"Jupe, S",Yes,Collagen type VII fibril [extracellular region],Polymer,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2213200"",""Release of endostatin-like peptides"")",2213200,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1604722"",""Activation of proMMP9 by proteases"")",1604722,"Jupe, S",No,COL18A1(1572-11754) [extracellular region],EntityWithAccessionedSequence,Negative Regulator,False,AND,-1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2213200"",""Release of endostatin-like peptides"")",2213200,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1604732"",""Autocatalytic activation of proMMP13"")",1604732,"Jupe, S",No,COL18A1(1572-11754) [extracellular region],EntityWithAccessionedSequence,Negative Regulator,False,AND,-1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2213200"",""Release of endostatin-like peptides"")",2213200,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1592278"",""Autocatalytic activation of proMMP2"")",1592278,"Jupe, S",No,COL18A1(1572-11754) [extracellular region],EntityWithAccessionedSequence,Negative Regulator,False,AND,-1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2214324"",""Collagen type VII dimerization"")",2214324,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2214330"",""Cleavage of collagen VII NC2 region by BMP1"")",2214330,"Jupe, S",Yes,Collagen type VII hexamer [extracellular region],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2214330"",""Cleavage of collagen VII NC2 region by BMP1"")",2214330,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2213195"",""Formation of anchoring fibrils"")",2213195,"Jupe, S",Yes,Collagen type VII -NC2 hexamer [extracellular region],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2327803"",""Laminins bind Nidogens 1, 2"")",2327803,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2426530"",""Laminins:Nidogens binds HSPG2"")",2426530,"Jupe, S",Yes,"Laminins with gamma-1, gamma-3:Nidogens 1,2 [extracellular region]",Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2327803"",""Laminins bind Nidogens 1, 2"")",2327803,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2426450"",""Laminins:Nidogens binds collagen type IV networks"")",2426450,"Jupe, S",Yes,"Laminins with gamma-1, gamma-3:Nidogens 1,2 [extracellular region]",Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2328048"",""Emilin is found in elastic fibres"")",2328048,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2161282"",""Elastic fibres bind associated proteins"")",2161282,"Jupe, S",Yes,Elastic fibre:Fibulins:Emilins [extracellular region],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395257"",""Formation of dehydro-hydroxylysino-norleucine cross-links"")",2395257,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2243926"",""Formation of histidino-hydroxylysinonorleucine cross-links"")",2243926,"Jupe, S",Yes,Collagen type I fibrils with deH-HLNL cross-links [extracellular region],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395257"",""Formation of dehydro-hydroxylysino-norleucine cross-links"")",2395257,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395324"",""Formation of hydroxylysyl-pyrrole cross-links"")",2395324,"Jupe, S",Yes,Collagen type I fibrils with deH-HLNL cross-links [extracellular region],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395257"",""Formation of dehydro-hydroxylysino-norleucine cross-links"")",2395257,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2250301"",""Formation of lysyl-pyrrole cross-links"")",2250301,"Jupe, S",Yes,Collagen type I fibrils with deH-HLNL cross-links [extracellular region],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395302"",""Formation of hydroxylysino-5-ketonorleucine cross-links"")",2395302,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395223"",""Formation of hydroxylysyl-pyridinoline cross-links"")",2395223,"Jupe, S",Yes,Collagen type I fibrils with hydroxylysino-5-ketonorleucine crosslinks [extracellular region],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395302"",""Formation of hydroxylysino-5-ketonorleucine cross-links"")",2395302,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395324"",""Formation of hydroxylysyl-pyrrole cross-links"")",2395324,"Jupe, S",Yes,Collagen type I fibrils with hydroxylysino-5-ketonorleucine crosslinks [extracellular region],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395302"",""Formation of hydroxylysino-5-ketonorleucine cross-links"")",2395302,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395322"",""Formation of lysyl-pyridinoline cross-links"")",2395322,"Jupe, S",Yes,Collagen type I fibrils with hydroxylysino-5-ketonorleucine crosslinks [extracellular region],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395314"",""Formation of lysino-5-ketonorleucine cross-links"")",2395314,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395322"",""Formation of lysyl-pyridinoline cross-links"")",2395322,"Jupe, S",Yes,Collagen type I fibrils with lysino-5-ketonorleucine cross-links [extracellular region],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395314"",""Formation of lysino-5-ketonorleucine cross-links"")",2395314,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2250301"",""Formation of lysyl-pyrrole cross-links"")",2250301,"Jupe, S",Yes,Collagen type I fibrils with lysino-5-ketonorleucine cross-links [extracellular region],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395340"",""Formation of hydroxyallysine by LOX"")",2395340,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395302"",""Formation of hydroxylysino-5-ketonorleucine cross-links"")",2395302,"Jupe, S",Yes,Collagen type I fibril with hydroxyallysines [extracellular region],Polymer,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395340"",""Formation of hydroxyallysine by LOX"")",2395340,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2395314"",""Formation of lysino-5-ketonorleucine cross-links"")",2395314,"Jupe, S",Yes,Collagen type I fibril with hydroxyallysines [extracellular region],Polymer,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2545196"",""FN1 dimerizes"")",2545196,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-202723"",""Integrin alpha5beta1 binds FN1 dimer"")",202723,"Ouwehand, WH",No,FN1 dimer [extracellular region],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2731147"",""Syndecan-4 binds PI(4,5)P2"")",2731147,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2750187"",""Syndecan-4:PI(4,5)P2 binds PKC alpha:DAG"")",2750187,"Jupe, S",Yes,"Syndecan-4:PI(4,5)P2 [plasma membrane]",Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-3787997"",""Laminin-332 binds collagen type VII"")",3787997,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2213192"",""Hemidesmosome formation"")",2213192,"Jupe, S",No,Collagen type VII fibril:Laminin-332 [extracellular region],Complex,Input,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948219"",""PLOD3 binds Lysyl hydroxylated collagen propeptides"")",8948219,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1981128"",""Galactosylation of collagen propeptide hydroxylysines by PLOD3"")",1981128,"Jupe, S",Yes,PLOD3:Fe2+ dimer:Lysyl hydroxylated collagen propeptides [endoplasmic reticulum membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948222"",""PLOD3:Fe2+ dimer:Galactosyl-hydroxylysyl collagen propeptides dissociates"")",8948222,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948219"",""PLOD3 binds Lysyl hydroxylated collagen propeptides"")",8948219,"Jupe, S",Yes,PLOD3:Fe2+ dimer [endoplasmic reticulum membrane],Complex,Input,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948222"",""PLOD3:Fe2+ dimer:Galactosyl-hydroxylysyl collagen propeptides dissociates"")",8948222,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1981128"",""Galactosylation of collagen propeptide hydroxylysines by PLOD3"")",1981128,"Jupe, S",Yes,PLOD3:Fe2+ dimer [endoplasmic reticulum membrane],Complex,Input,True,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948222"",""PLOD3:Fe2+ dimer:Galactosyl-hydroxylysyl collagen propeptides dissociates"")",8948222,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1981157"",""Glucosylation of collagen propeptide hydroxylysines"")",1981157,"Jupe, S",Yes,PLOD3:Fe2+ dimer [endoplasmic reticulum membrane],Complex,Input,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948224"",""PLOD3:Fe2+ dimer:Glucosyl-galactosyl-hydroxylysyl collagen propeptides dissociates"")",8948224,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948219"",""PLOD3 binds Lysyl hydroxylated collagen propeptides"")",8948219,"Jupe, S",Yes,PLOD3:Fe2+ dimer [endoplasmic reticulum membrane],Complex,Input,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948224"",""PLOD3:Fe2+ dimer:Glucosyl-galactosyl-hydroxylysyl collagen propeptides dissociates"")",8948224,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1981128"",""Galactosylation of collagen propeptide hydroxylysines by PLOD3"")",1981128,"Jupe, S",Yes,PLOD3:Fe2+ dimer [endoplasmic reticulum membrane],Complex,Input,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948224"",""PLOD3:Fe2+ dimer:Glucosyl-galactosyl-hydroxylysyl collagen propeptides dissociates"")",8948224,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1981157"",""Glucosylation of collagen propeptide hydroxylysines"")",1981157,"Jupe, S",Yes,PLOD3:Fe2+ dimer [endoplasmic reticulum membrane],Complex,Input,True,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948226"",""Prolyl 3-hydroxylases:Fe2+:3,4-Hyp collagen propeptides dissociates"")",8948226,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948230"",""P3HB binds 4-Hyp-collagen propeptides"")",8948230,"Jupe, S",Yes,Prolyl 3-hydroxylases:Fe2+ [endoplasmic reticulum lumen],Complex,Input,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948228"",""COLGALT1,COLGALT2 bind Lysyl hydroxylated collagen propeptides"")",8948228,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1981120"",""Galactosylation of collagen propeptide hydroxylysines by procollagen galactosyltransferases 1, 2."")",1981120,"Jupe, S",Yes,"COLGALT1,COLGALT2:Lysyl hydroxylated collagen propeptides [endoplasmic reticulum lumen]",Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948230"",""P3HB binds 4-Hyp-collagen propeptides"")",8948230,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1980233"",""Collagen prolyl 3-hydroxylase converts 4-Hyp collagen to 3,4-Hyp collagen"")",1980233,"Jupe, S",Yes,Prolyl 3-hydroxylases:Fe2+:4-Hyp collagen propeptides [endoplasmic reticulum lumen],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8948234"",""P4HB:4-Hyp collagen propeptides dissociates"")",8948234,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2002460"",""P4HB binds Collagen chains"")",2002460,"Jupe, S",Yes,P4HB [endoplasmic reticulum lumen],EntityWithAccessionedSequence,Input,False,AND,1,False
