First_Reaction_Name,First_Reaction_ID,Second_Reaction_Name,Second_Reaction_ID,Second_Reaction_Author,ReactionsInSameDiagram?,Shared_Entity,Shared_Entity_Class,Shared_Entity_Relation_to_Second_Reaction,IsCyclic?,Logic,Value,Is _It_Curated?
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210769"",""HNF6- and FGF10-dependent synthesis of PDX1 protein"")",210769,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210773"",""PDX1-dependent synthesis of NR5A2 protein"")",210773,"Ferrer, J",Yes,PDX1 [nucleoplasm],EntityWithAccessionedSequence,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210769"",""HNF6- and FGF10-dependent synthesis of PDX1 protein"")",210769,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210780"",""PDX1-dependent synthesis of NKX6-1 protein"")",210780,"Ferrer, J",Yes,PDX1 [nucleoplasm],EntityWithAccessionedSequence,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210769"",""HNF6- and FGF10-dependent synthesis of PDX1 protein"")",210769,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211346"",""NEUROD1- and PDX1-dependent synthesis of glucokinase (GCK) protein"")",211346,"Ferrer, J",Yes,PDX1 [nucleoplasm],EntityWithAccessionedSequence,Positive Regulator,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210769"",""HNF6- and FGF10-dependent synthesis of PDX1 protein"")",210769,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211350"",""PDX1-dependent synthesis of NKX6-1 protein"")",211350,"Ferrer, J",Yes,PDX1 [nucleoplasm],EntityWithAccessionedSequence,Positive Regulator,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210769"",""HNF6- and FGF10-dependent synthesis of PDX1 protein"")",210769,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211301"",""PDX1-dependent synthesis of IAPP protein"")",211301,"Ferrer, J",Yes,PDX1 [nucleoplasm],EntityWithAccessionedSequence,Positive Regulator,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210769"",""HNF6- and FGF10-dependent synthesis of PDX1 protein"")",210769,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211289"",""MAFA-, NKX2-2-, PAX6-, and PDX1-dependent synthesis of insulin precursor protein"")",211289,"Ferrer, J",Yes,PDX1 [nucleoplasm],EntityWithAccessionedSequence,Positive Regulator,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210784"",""HNF1B-dependent synthesis of HNF6 protein"")",210784,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210769"",""HNF6- and FGF10-dependent synthesis of PDX1 protein"")",210769,"Ferrer, J",Yes,ONECUT1 [nucleoplasm],EntityWithAccessionedSequence,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210784"",""HNF1B-dependent synthesis of HNF6 protein"")",210784,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210767"",""HNF6-dependent synthesis of ONECUT3 protein during early pancreas specification"")",210767,"Ferrer, J",Yes,ONECUT1 [nucleoplasm],EntityWithAccessionedSequence,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210784"",""HNF1B-dependent synthesis of HNF6 protein"")",210784,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210837"",""HNF6-dependent synthesis of ONECUT3 protein during morphogenesis"")",210837,"Ferrer, J",Yes,ONECUT1 [nucleoplasm],EntityWithAccessionedSequence,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210784"",""HNF1B-dependent synthesis of HNF6 protein"")",210784,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210836"",""HNF6-dependent synthesis of NEUROG3 protein during morphogenesis"")",210836,"Ferrer, J",Yes,ONECUT1 [nucleoplasm],EntityWithAccessionedSequence,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210784"",""HNF1B-dependent synthesis of HNF6 protein"")",210784,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210824"",""HNF6-dependent synthesis of HNF1B protein"")",210824,"Ferrer, J",Yes,ONECUT1 [nucleoplasm],EntityWithAccessionedSequence,Positive Regulator,True,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210824"",""HNF6-dependent synthesis of HNF1B protein"")",210824,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210784"",""HNF1B-dependent synthesis of HNF6 protein"")",210784,"Ferrer, J",Yes,HNF1B [nucleoplasm],EntityWithAccessionedSequence,Positive Regulator,True,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210824"",""HNF6-dependent synthesis of HNF1B protein"")",210824,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210788"",""HNF1B- and FGF10-dependent synthesis of PTF1A protein"")",210788,"Ferrer, J",Yes,HNF1B [nucleoplasm],EntityWithAccessionedSequence,Positive Regulator,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210836"",""HNF6-dependent synthesis of NEUROG3 protein during morphogenesis"")",210836,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210913"",""NEUROG3-dependent synthesis of INSM1"")",210913,"Ferrer, J",Yes,NEUROG3 [nucleoplasm],EntityWithAccessionedSequence,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210836"",""HNF6-dependent synthesis of NEUROG3 protein during morphogenesis"")",210836,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210886"",""NEUROG3-dependent synthesis of PAX4 protein"")",210886,"Ferrer, J",Yes,NEUROG3 [nucleoplasm],EntityWithAccessionedSequence,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210836"",""HNF6-dependent synthesis of NEUROG3 protein during morphogenesis"")",210836,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210921"",""NEUROG3-dependent synthesis of NKX2-2"")",210921,"Ferrer, J",Yes,NEUROG3 [nucleoplasm],EntityWithAccessionedSequence,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210836"",""HNF6-dependent synthesis of NEUROG3 protein during morphogenesis"")",210836,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210920"",""NEUROG3-dependent synthesis of NEUROD1"")",210920,"Ferrer, J",Yes,NEUROG3 [nucleoplasm],EntityWithAccessionedSequence,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210920"",""NEUROG3-dependent synthesis of NEUROD1"")",210920,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211346"",""NEUROD1- and PDX1-dependent synthesis of glucokinase (GCK) protein"")",211346,"Ferrer, J",Yes,NEUROD1 [nucleoplasm],EntityWithAccessionedSequence,Positive Regulator,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210921"",""NEUROG3-dependent synthesis of NKX2-2"")",210921,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211289"",""MAFA-, NKX2-2-, PAX6-, and PDX1-dependent synthesis of insulin precursor protein"")",211289,"Ferrer, J",Yes,NKX2-2 [nucleoplasm],EntityWithAccessionedSequence,Positive Regulator,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211164"",""AKT phosphorylates FOXO1A"")",211164,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211178"",""Phosphorylated FOXO1A is excluded from the nucleus"")",211178,"Ferrer, J",Yes,"p-T24,S256,S319-FOXO1 [nucleoplasm]",EntityWithAccessionedSequence,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211272"",""FOXOA2-, MAFA-, and PAX6-dependent synthesis of PDX1 protein"")",211272,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210773"",""PDX1-dependent synthesis of NR5A2 protein"")",210773,"Ferrer, J",Yes,PDX1 [nucleoplasm],EntityWithAccessionedSequence,Positive Regulator,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211272"",""FOXOA2-, MAFA-, and PAX6-dependent synthesis of PDX1 protein"")",211272,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-210780"",""PDX1-dependent synthesis of NKX6-1 protein"")",210780,"Ferrer, J",Yes,PDX1 [nucleoplasm],EntityWithAccessionedSequence,Positive Regulator,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211272"",""FOXOA2-, MAFA-, and PAX6-dependent synthesis of PDX1 protein"")",211272,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211346"",""NEUROD1- and PDX1-dependent synthesis of glucokinase (GCK) protein"")",211346,"Ferrer, J",Yes,PDX1 [nucleoplasm],EntityWithAccessionedSequence,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211272"",""FOXOA2-, MAFA-, and PAX6-dependent synthesis of PDX1 protein"")",211272,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211350"",""PDX1-dependent synthesis of NKX6-1 protein"")",211350,"Ferrer, J",Yes,PDX1 [nucleoplasm],EntityWithAccessionedSequence,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211272"",""FOXOA2-, MAFA-, and PAX6-dependent synthesis of PDX1 protein"")",211272,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211301"",""PDX1-dependent synthesis of IAPP protein"")",211301,"Ferrer, J",Yes,PDX1 [nucleoplasm],EntityWithAccessionedSequence,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211272"",""FOXOA2-, MAFA-, and PAX6-dependent synthesis of PDX1 protein"")",211272,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-211289"",""MAFA-, NKX2-2-, PAX6-, and PDX1-dependent synthesis of insulin precursor protein"")",211289,"Ferrer, J",Yes,PDX1 [nucleoplasm],EntityWithAccessionedSequence,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2889036"",""Translation of OCT4 mRNA"")",2889036,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972975"",""POU5F1 (OCT4), SOX2, NANOG Bind the SALL1 Promoter"")",2972975,"May, B",No,POU5F1 [nucleoplasm],EntityWithAccessionedSequence,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2889036"",""Translation of OCT4 mRNA"")",2889036,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972964"",""POU5F1 (OCT4), SOX2, NANOG bind the FOXD3 promoter"")",2972964,"May, B",No,POU5F1 [nucleoplasm],EntityWithAccessionedSequence,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2889036"",""Translation of OCT4 mRNA"")",2889036,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972967"",""POU5F1 (OCT4), SOX2, NANOG bind the EPHA1 promoter"")",2972967,"May, B",No,POU5F1 [nucleoplasm],EntityWithAccessionedSequence,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2889036"",""Translation of OCT4 mRNA"")",2889036,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972960"",""POU5F1 (OCT4), SOX2, NANOG bind the FGF2 promoter"")",2972960,"May, B",No,POU5F1 [nucleoplasm],EntityWithAccessionedSequence,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2889036"",""Translation of OCT4 mRNA"")",2889036,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972962"",""POU5F1 (OCT4), SOX2, NANOG bind the TDGF1 promoter"")",2972962,"May, B",No,POU5F1 [nucleoplasm],EntityWithAccessionedSequence,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2889036"",""Translation of OCT4 mRNA"")",2889036,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972956"",""POU5F1 (OCT4), SOX2, NANOG bind the STAT3 promoter"")",2972956,"May, B",No,POU5F1 [nucleoplasm],EntityWithAccessionedSequence,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2889036"",""Translation of OCT4 mRNA"")",2889036,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6800120"",""POU5F1 (OCT4), SOX2, NANOG bind DPPA4 gene"")",6800120,"May, B",No,POU5F1 [nucleoplasm],EntityWithAccessionedSequence,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2889036"",""Translation of OCT4 mRNA"")",2889036,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972978"",""POU5F1 (OCT4), SOX2, NANOG bind the ZIC3 promoter"")",2972978,"May, B",No,POU5F1 [nucleoplasm],EntityWithAccessionedSequence,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2889036"",""Translation of OCT4 mRNA"")",2889036,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972952"",""POU5F1 (OCT4), NANOG bind the GATA6 promoter"")",2972952,"May, B",No,POU5F1 [nucleoplasm],EntityWithAccessionedSequence,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2889036"",""Translation of OCT4 mRNA"")",2889036,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972949"",""POU5F1 (OCT4), SOX2, NANOG bind the EOMES promoter"")",2972949,"May, B",No,POU5F1 [nucleoplasm],EntityWithAccessionedSequence,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2889036"",""Translation of OCT4 mRNA"")",2889036,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972965"",""POU5F1 (OCT4), SOX2, NANOG bind the TSC22D1 promoter"")",2972965,"May, B",No,POU5F1 [nucleoplasm],EntityWithAccessionedSequence,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2889036"",""Translation of OCT4 mRNA"")",2889036,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972948"",""POU5F1 (OCT4), SOX2, NANOG bind the GSC promoter"")",2972948,"May, B",No,POU5F1 [nucleoplasm],EntityWithAccessionedSequence,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2889036"",""Translation of OCT4 mRNA"")",2889036,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972966"",""POU5F1 (OCT4), SOX2, NANOG bind the HHEX promoter"")",2972966,"May, B",No,POU5F1 [nucleoplasm],EntityWithAccessionedSequence,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2889036"",""Translation of OCT4 mRNA"")",2889036,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972977"",""POU5F1 (OCT4), SOX2, NANOG bind the DKK1 promoter"")",2972977,"May, B",No,POU5F1 [nucleoplasm],EntityWithAccessionedSequence,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2889036"",""Translation of OCT4 mRNA"")",2889036,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972979"",""POU5F1 (OCT4), NANOG bind the CDX2 promoter"")",2972979,"May, B",No,POU5F1 [nucleoplasm],EntityWithAccessionedSequence,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2889036"",""Translation of OCT4 mRNA"")",2889036,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112609"",""POU5F1 (OCT4), SOX2, NANOG, ZSCAN10, PRDM14, SMAD2, FOXP1-ES bind the POU5F1 (OCT4) promoter"")",1112609,"May, B",Yes,POU5F1 [nucleoplasm],EntityWithAccessionedSequence,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2889036"",""Translation of OCT4 mRNA"")",2889036,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2895778"",""POU5F1 (OCT4), STAT3 bind the SALL4 promoter"")",2895778,"May, B",Yes,POU5F1 [nucleoplasm],EntityWithAccessionedSequence,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2889036"",""Translation of OCT4 mRNA"")",2889036,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-480204"",""POU5F1 (OCT4), SOX2, NANOG, KLF4, PBX1, SMAD2 bind the NANOG promoter"")",480204,"May, B",Yes,POU5F1 [nucleoplasm],EntityWithAccessionedSequence,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2889036"",""Translation of OCT4 mRNA"")",2889036,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-480685"",""POU5F1 (OCT4), SOX2, NANOG bind the SOX2 promoter"")",480685,"May, B",Yes,POU5F1 [nucleoplasm],EntityWithAccessionedSequence,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2895778"",""POU5F1 (OCT4), STAT3 bind the SALL4 promoter"")",2895778,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-480520"",""Expression of SALL4"")",480520,"May, B",Yes,POU5F1:STAT3:SALL4 gene [nucleoplasm],Complex,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972956"",""POU5F1 (OCT4), SOX2, NANOG bind the STAT3 promoter"")",2972956,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-452515"",""Expression of STAT3"")",452515,"May, B",Yes,POU5F1:SOX2:NANOG:STAT3 gene [nucleoplasm],Complex,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972960"",""POU5F1 (OCT4), SOX2, NANOG bind the FGF2 promoter"")",2972960,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-480515"",""Expression of FGF2"")",480515,"May, B",Yes,POU5F1:SOX2:NANOG:FGF2 gene [nucleoplasm],Complex,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972962"",""POU5F1 (OCT4), SOX2, NANOG bind the TDGF1 promoter"")",2972962,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-452338"",""Expression of TDGF1 (CRIPTO)"")",452338,"May, B",Yes,POU5F1:SOX2:NANOG:TDGF1 gene [nucleoplasm],Complex,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972964"",""POU5F1 (OCT4), SOX2, NANOG bind the FOXD3 promoter"")",2972964,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-452750"",""Expression of FOXD3"")",452750,"May, B",Yes,POU5F1:SOX2:NANOG:FOXD3 gene [nucleoplasm],Complex,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972967"",""POU5F1 (OCT4), SOX2, NANOG bind the EPHA1 promoter"")",2972967,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-480509"",""Expression of EPHA1"")",480509,"May, B",Yes,POU5F1:SOX2:NANOG:EPHA1 gene [nucleoplasm],Complex,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972968"",""SALL4 binds the SALL4 promoter"")",2972968,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-480520"",""Expression of SALL4"")",480520,"May, B",Yes,SALL4:SALL4 gene [nucleoplasm],Complex,Negative Regulator,True,AND,-1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972975"",""POU5F1 (OCT4), SOX2, NANOG Bind the SALL1 Promoter"")",2972975,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-452958"",""Expression of SALL1"")",452958,"May, B",Yes,POU5F1:SOX2:NANOG:SALL1 gene [nucleoplasm],Complex,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2972978"",""POU5F1 (OCT4), SOX2, NANOG bind the ZIC3 promoter"")",2972978,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-480470"",""Expression of ZIC3"")",480470,"May, B",Yes,POU5F1:SOX2:NANOG:ZIC3 gene [nucleoplasm],Complex,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-373707"",""Netrin-1 induced DCC clustering"")",373707,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-373720"",""FADK1 interaction with DCC"")",373720,"Garapati, P V",Yes,NTN1:DCC oligomer [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-373707"",""Netrin-1 induced DCC clustering"")",373707,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-418866"",""PITPalpha binds DCC"")",418866,"Garapati, P V",Yes,NTN1:DCC oligomer [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-373711"",""DCC interaction with Netrin-1"")",373711,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9011224"",""ROBO3.1 binds DCC"")",9011224,"Orlic-Milacic, M",No,DCC:NTN1 [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-373711"",""DCC interaction with Netrin-1"")",373711,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-373707"",""Netrin-1 induced DCC clustering"")",373707,"Garapati, P V",Yes,DCC:NTN1 [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-373711"",""DCC interaction with Netrin-1"")",373711,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-374665"",""DCC interaction with SIAH1"")",374665,"Garapati, P V",Yes,DCC:NTN1 [plasma membrane],Complex,Input,False,OR,0,True
