First_Reaction_Name,First_Reaction_ID,Second_Reaction_Name,Second_Reaction_ID,Second_Reaction_Author,ReactionsInSameDiagram?,Shared_Entity,Shared_Entity_Class,Shared_Entity_Relation_to_Second_Reaction,IsCyclic?,Logic,Value,Is _It_Curated?
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1028821"",""Dimerization of Phospho IRF3 or phospho IRF7"")",1028821,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-9604487"",""p-IRF7:p-IRF7 translocates to the nucleus"")",9604487,"Garapati, P V",No,p-2S-IRF7:p-2S-IRF7 [cytosol],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1031713"",""GAF binds the GAS promoter elements in the IFNG-regulated genes"")",1031713,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1031716"",""Expression of IFNG-stimulated genes"")",1031716,"Garapati, P V",Yes,GAF bound to GAS promoter element [nucleoplasm],Complex,Positive Regulator,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1031716"",""Expression of IFNG-stimulated genes"")",1031716,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8856157"",""LAG3 (CD233) binds MHC II"")",8856157,"Garapati, P V",No,MHC class II alpha/beta dimer [plasma membrane],Complex,Input,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1031716"",""Expression of IFNG-stimulated genes"")",1031716,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2213240"",""Reduction of disulphide bonds in MHC II antigens"")",2213240,"Garapati, P V",No,IFI30 [lysosomal lumen],EntityWithAccessionedSequence,Catalyst,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1031716"",""Expression of IFNG-stimulated genes"")",1031716,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-983146"",""Interaction of beta-2-microglobulin (B2M) chain with  class I HC"")",983146,"Garapati, P V",No,B2M(21-119) [endoplasmic reticulum lumen],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1067640"",""IL6 binds IL6R-2"")",1067640,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1067676"",""IL6:IL6R-2 binds IL6ST-2"")",1067676,"Ray, KP",Yes,IL6:IL6R-2 [extracellular region],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1067640"",""IL6 binds IL6R-2"")",1067640,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1067651"",""IL6:IL6R-2 binds IL6ST:JAK1, JAK2, (TYK2)"")",1067651,"Ray, KP",Yes,IL6:IL6R-2 [extracellular region],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1067646"",""JAK1,JAK2,(TYK2) bind IL6ST"")",1067646,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1067651"",""IL6:IL6R-2 binds IL6ST:JAK1, JAK2, (TYK2)"")",1067651,"Ray, KP",Yes,"IL6ST:JAK1, JAK2, (TYK2) [plasma membrane]",Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1067646"",""JAK1,JAK2,(TYK2) bind IL6ST"")",1067646,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1067688"",""IL6:IL6R binds IL6ST:JAK1,JAK2,(TYK2)"")",1067688,"Ray, KP",Yes,"IL6ST:JAK1, JAK2, (TYK2) [plasma membrane]",Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1067646"",""JAK1,JAK2,(TYK2) bind IL6ST"")",1067646,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6783530"",""gp130:JAKs bind CNTFR"")",6783530,"Garapati, P V",Yes,"IL6ST:JAK1, JAK2, (TYK2) [plasma membrane]",Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1067646"",""JAK1,JAK2,(TYK2) bind IL6ST"")",1067646,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-449976"",""IL11:IL11RA binds IL6ST:JAK1,JAK2,(TYK2)"")",449976,"Jupe, S",Yes,"IL6ST:JAK1, JAK2, (TYK2) [plasma membrane]",Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1067646"",""JAK1,JAK2,(TYK2) bind IL6ST"")",1067646,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-448427"",""Interleukin-27 binds Interleukin-27 receptor"")",448427,"Jupe, S",No,"IL6ST:JAK1, JAK2, (TYK2) [plasma membrane]",Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1067646"",""JAK1,JAK2,(TYK2) bind IL6ST"")",1067646,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-6809140"",""IL35 binds IL-12RB2:IL6ST receptor"")",6809140,"Garapati, P V",No,"IL6ST:JAK1, JAK2, (TYK2) [plasma membrane]",Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1067646"",""JAK1,JAK2,(TYK2) bind IL6ST"")",1067646,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-8983518"",""IL35 binds IL6ST:IL6ST receptor"")",8983518,"Varusai, TM",No,"IL6ST:JAK1, JAK2, (TYK2) [plasma membrane]",Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1067659"",""Assembly of hexameric IL-6 receptor"")",1067659,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112514"",""JAK activation"")",1112514,"Ray, KP",Yes,IL6 receptor hexamer:JAKs [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1067667"",""IL6 binds IL6R"")",1067667,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1067688"",""IL6:IL6R binds IL6ST:JAK1,JAK2,(TYK2)"")",1067688,"Ray, KP",Yes,IL6:IL6R [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1067676"",""IL6:IL6R-2 binds IL6ST-2"")",1067676,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1067651"",""IL6:IL6R-2 binds IL6ST:JAK1, JAK2, (TYK2)"")",1067651,"Ray, KP",Yes,IL6:IL6R-2:IL6ST-2 [extracellular region],Complex,Negative Regulator,False,AND,-1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112510"",""IL6ST is tyrosine phosphorylated"")",1112510,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112755"",""SOCS3 binds IL6ST"")",1112755,"Ray, KP",Yes,Tyrosine phosphorylated IL6 receptor hexamer:Activated JAKs [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112510"",""IL6ST is tyrosine phosphorylated"")",1112510,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112565"",""Tyrosine phosphorylated IL6ST binds STAT1,STAT3"")",1112565,"Ray, KP",Yes,Tyrosine phosphorylated IL6 receptor hexamer:Activated JAKs [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112510"",""IL6ST is tyrosine phosphorylated"")",1112510,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112708"",""PTPN11 binds p-Y759-IL6ST"")",1112708,"Ray, KP",Yes,Tyrosine phosphorylated IL6 receptor hexamer:Activated JAKs [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112514"",""JAK activation"")",1112514,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112510"",""IL6ST is tyrosine phosphorylated"")",1112510,"Ray, KP",Yes,IL6 receptor hexamer:Activated JAKs [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112565"",""Tyrosine phosphorylated IL6ST binds STAT1,STAT3"")",1112565,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112602"",""Tyrosine phosphorylation of STAT1, STAT3 by IL6 receptor"")",1112602,"Ray, KP",Yes,"Tyrosine phosphorylated IL6 receptor hexamer:Activated JAKs:STAT1,STAT3 [plasma membrane]",Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112602"",""Tyrosine phosphorylation of STAT1, STAT3 by IL6 receptor"")",1112602,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112727"",""Serine phosphorylation of STATs"")",1112727,"Ray, KP",Yes,"Tyrosine phosphorylated IL6 receptor hexamer:Activated JAKs:Tyrosine phosphorylated STAT1,STAT3 [plasma membrane]",Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112602"",""Tyrosine phosphorylation of STAT1, STAT3 by IL6 receptor"")",1112602,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112604"",""Phosphorylated STATs are released"")",1112604,"Ray, KP",Yes,"Tyrosine phosphorylated IL6 receptor hexamer:Activated JAKs:Tyrosine phosphorylated STAT1,STAT3 [plasma membrane]",Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112604"",""Phosphorylated STATs are released"")",1112604,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112755"",""SOCS3 binds IL6ST"")",1112755,"Ray, KP",Yes,Tyrosine phosphorylated IL6 receptor hexamer:Activated JAKs [plasma membrane],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112604"",""Phosphorylated STATs are released"")",1112604,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112565"",""Tyrosine phosphorylated IL6ST binds STAT1,STAT3"")",1112565,"Ray, KP",Yes,Tyrosine phosphorylated IL6 receptor hexamer:Activated JAKs [plasma membrane],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112604"",""Phosphorylated STATs are released"")",1112604,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112708"",""PTPN11 binds p-Y759-IL6ST"")",1112708,"Ray, KP",Yes,Tyrosine phosphorylated IL6 receptor hexamer:Activated JAKs [plasma membrane],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112708"",""PTPN11 binds p-Y759-IL6ST"")",1112708,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112690"",""PTPN11 binds CBL"")",1112690,"Ray, KP",Yes,Tyrosine phosphorylated IL6 receptor hexamer:Activated JAKs:PTPN11 [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112708"",""PTPN11 binds p-Y759-IL6ST"")",1112708,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112703"",""PTPN11 is phosphorylated"")",1112703,"Ray, KP",Yes,Tyrosine phosphorylated IL6 receptor hexamer:Activated JAKs:PTPN11 [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112755"",""SOCS3 binds IL6ST"")",1112755,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1112602"",""Tyrosine phosphorylation of STAT1, STAT3 by IL6 receptor"")",1112602,"Ray, KP",Yes,Tyrosine phosphorylated IL6 receptor hexamer:Activated JAKs:SOCS3 [plasma membrane],Complex,Negative Regulator,False,AND,-1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168373"",""PRKCB (Protein kinase C beta, PKC-beta) binds diacylglycerol and phosphatidylserine"")",1168373,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168635"",""PRKCB (PKC-beta) phosphorylates CARMA1"")",1168635,"May, B",Yes,Activated PKC beta [plasma membrane],Complex,Catalyst,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168374"",""RasGRP1 and RasGRP3 binds diacylglycerol and is phosphorylated"")",1168374,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168636"",""p-RasGRP1,3:DAG cause RAS to exchange GDP for GTP"")",1168636,"May, B",Yes,"p-RASGRP1,3:DAG [plasma membrane]",Complex,Catalyst,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168376"",""STIM1 oligomerizes"")",1168376,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-2089927"",""STIM1 binds TRPC1 forming STIM1:TRPC1 complex"")",2089927,"May, B",Yes,STIM1 Dimer [endoplasmic reticulum membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168376"",""STIM1 oligomerizes"")",1168376,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-434700"",""STIM1 activation of CRAC"")",434700,"Akkerman, JW",Yes,STIM1 Dimer [endoplasmic reticulum membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168393"",""STAT5 association with GHR"")",1168393,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168394"",""STAT5 tyrosine phosphorylation"")",1168394,"Jupe, S",Yes,Growth Hormone:Tyrosine phosphorylated Growth Hormone Receptor-p(Y1007)-JAK2 dimer:STAT5 [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168394"",""STAT5 tyrosine phosphorylation"")",1168394,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168894"",""p-STAT5A/B dissociates from the Growth Hormone receptor"")",1168894,"Jupe, S",Yes,Growth Hormone:Tyrosine phosphorylated Growth Hormone Receptor-p(Y1007)-JAK2 dimer:p-STAT5 [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168445"",""PTP1B binds the GH receptor complex"")",1168445,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1169192"",""PTP1B dephosphorylates GHR"")",1169192,"Jupe, S",Yes,Growth Hormone: Tyrosine phosphorylated Growth Hormone Receptor-p(Y1007)-JAK2 dimer:SHP2 [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168445"",""PTP1B binds the GH receptor complex"")",1168445,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1169210"",""PTP1B dephosphorylates JAK2"")",1169210,"Jupe, S",Yes,Growth Hormone: Tyrosine phosphorylated Growth Hormone Receptor-p(Y1007)-JAK2 dimer:SHP2 [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168456"",""Growth hormone receptor binds Lyn"")",1168456,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168459"",""Lyn activates ERK"")",1168459,"Jupe, S",Yes,Growth Hormone:Growth Hormone Receptor-JAK2 dimer:LYN [plasma membrane],Complex,Catalyst,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168635"",""PRKCB (PKC-beta) phosphorylates CARMA1"")",1168635,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168644"",""CARMA1 recruits MALT1 and BCL10 forming CBM Complex"")",1168644,"May, B",Yes,p-CARMA1 Oligomer [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168636"",""p-RasGRP1,3:DAG cause RAS to exchange GDP for GTP"")",1168636,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-5624494"",""RAF1 binds p21 RAS:GTP"")",5624494,"Garapati, P V",No,p21 RAS:GTP [plasma membrane],Complex,Input,False,AND,1,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168637"",""CARMA1:BCL10:MALT1 complex recruits TAK1 and IKK"")",1168637,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168641"",""TAK1 associated with the CBM complex phosphorylates IKKbeta"")",1168641,"May, B",Yes,p-CARMA1:MALT1:p-BCL10:TAK1:IKK [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168641"",""TAK1 associated with the CBM complex phosphorylates IKKbeta"")",1168641,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168638"",""Activated IKK phosphorylates I-kappaB"")",1168638,"May, B",Yes,Active IKK complex [cytosol],Complex,Catalyst,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168642"",""SCF with beta-TrCP1 or beta-TrCP2 binds NF-kappaB:phospho-IkB"")",1168642,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168643"",""SCF-beta-TrCP ubiquitinylates IkB"")",1168643,"May, B",Yes,NF-kappaB:p-IkB:SCF-betaTrCP [cytosol],Complex,Input,True,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168644"",""CARMA1 recruits MALT1 and BCL10 forming CBM Complex"")",1168644,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168637"",""CARMA1:BCL10:MALT1 complex recruits TAK1 and IKK"")",1168637,"May, B",Yes,p-CARMA1:MALT1:p-BCL10 [plasma membrane],Complex,Input,False,AND,1,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168768"",""JAK2 binds STAT1/3"")",1168768,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168767"",""JAK2 phosphorylates STAT1/STAT3"")",1168767,"Jupe, S",Yes,Growth Hormone: Activated Growth Hormone Receptor:p(Y1007)-JAK2 dimer:STAT1/STAT3 [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168777"",""Metalloprotease cleavage of GHR"")",1168777,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1362465"",""GHBP binds GHR"")",1362465,"Herington, AC",Yes,GHR(19-256) [extracellular region],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168777"",""Metalloprotease cleavage of GHR"")",1168777,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1362485"",""GHBP binds GH"")",1362485,"Herington, AC",Yes,GHR(19-256) [extracellular region],EntityWithAccessionedSequence,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168839"",""SHP1 (PTPN6) binds JAK2 in the receptor complex"")",1168839,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1169188"",""SHP1 (PTPN6) dephosphorylates JAK2"")",1169188,"Jupe, S",Yes,Growth Hormone: Tyrosine phosphorylated Growth Hormone Receptor-p(Y1007)-JAK2 dimer:SHP1 [plasma membrane],Complex,Input,False,OR,0,True
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168894"",""p-STAT5A/B dissociates from the Growth Hormone receptor"")",1168894,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168813"",""SOCS binding to JAK2"")",1168813,"Jupe, S",Yes,Growth Hormone: Tyrosine phosphorylated Growth Hormone Receptor-p(Y1007)-JAK2 dimer [plasma membrane],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168894"",""p-STAT5A/B dissociates from the Growth Hormone receptor"")",1168894,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168809"",""SOCS binding to GHR"")",1168809,"Jupe, S",Yes,Growth Hormone: Tyrosine phosphorylated Growth Hormone Receptor-p(Y1007)-JAK2 dimer [plasma membrane],Complex,Input,False,OR,0,False
"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168894"",""p-STAT5A/B dissociates from the Growth Hormone receptor"")",1168894,"=HYPERLINK(""https://reactome.org/content/detail/R-HSA-1168445"",""PTP1B binds the GH receptor complex"")",1168445,"Jupe, S",Yes,Growth Hormone: Tyrosine phosphorylated Growth Hormone Receptor-p(Y1007)-JAK2 dimer [plasma membrane],Complex,Input,False,OR,0,False
