First_Reaction,Second_Reaction,Shared_Entity,Shared_Entity_Type,Logic,Value
R-HSA-9033505,R-HSA-9033516,R-HSA-9033100,Input,OR,0
R-HSA-9033509,R-HSA-9033491,R-HSA-9033512,Input,OR,0
R-HSA-9033514,R-HSA-9033527,R-HSA-9033513,Input,AND,1
R-HSA-9033516,R-HSA-9033499,R-HSA-9033532,Input,OR,0
R-HSA-9033526,R-HSA-9033478,R-HSA-9033494,Input,OR,0
R-HSA-9033527,R-HSA-9033485,R-HSA-9033521,Input,OR,0
R-HSA-9033533,R-HSA-9033505,R-HSA-9033488,Input,OR,0
R-HSA-9603775,R-HSA-9603784,R-HSA-382608,Input,AND,1
R-HSA-9603775,R-HSA-9603804,R-HSA-3009036,Input,OR,0
R-HSA-9603775,R-HSA-9603801,R-HSA-3009036,Input,OR,0
R-HSA-9603784,R-HSA-9603775,R-HSA-9603793,Input,OR,0
R-HSA-9603791,R-HSA-9603797,R-HSA-9603805,Input,AND,1
R-HSA-9603791,R-HSA-9603784,R-HSA-382608,Input,AND,1
R-HSA-9603791,R-HSA-9603804,R-HSA-3009036,Input,OR,0
R-HSA-9603791,R-HSA-9603801,R-HSA-3009036,Input,OR,0
R-HSA-9603797,R-HSA-9603791,R-HSA-9603800,Input,OR,0
R-HSA-9603801,R-HSA-9603797,R-HSA-9603799,Input,AND,1
R-HSA-9603804,R-HSA-9603784,R-HSA-9603787,Input,AND,1
R-HSA-9609860,R-HSA-9609899,R-HSA-9628396,Input,AND,1
R-HSA-9609860,R-HSA-9617596,R-HSA-9609902,Input,OR,0
R-HSA-9609860,R-HSA-9610442,R-HSA-9609902,Input,OR,0
R-HSA-9609860,R-HSA-9617595,R-HSA-9610464,Input,OR,0
R-HSA-9609860,R-HSA-9609921,R-HSA-9610464,Input,OR,0
R-HSA-9609899,R-HSA-9609917,R-HSA-9609912,Input,OR,0
R-HSA-9609917,R-HSA-9609899,R-HSA-9609864,Input,AND,1
R-HSA-9609917,R-HSA-9617596,R-HSA-9609895,Input,OR,0
R-HSA-9609917,R-HSA-9610442,R-HSA-9609895,Input,OR,0
R-HSA-9609921,R-HSA-9610442,R-HSA-9610465,Input,AND,1
R-HSA-9610442,R-HSA-9609860,R-HSA-9610487,Input,OR,0
R-HSA-9617595,R-HSA-9617596,R-HSA-9617602,Input,AND,1
R-HSA-1268022,R-HSA-1299484,R-HSA-1267971,Input,OR,0
R-HSA-1268022,R-HSA-1299487,R-HSA-1267985,Input,AND,1
R-HSA-1268022,R-HSA-1299487,R-HSA-1267972,Input,AND,1
R-HSA-1268022,R-HSA-1299480,R-HSA-1267963,Input,AND,1
R-HSA-1268022,R-HSA-1268025,R-HSA-1267971,Input,OR,0
R-HSA-1268022,R-HSA-1299481,R-HSA-1267984,Input,OR,0
R-HSA-1268022,R-HSA-1299481,R-HSA-1267958,Input,OR,0
R-HSA-1268022,R-HSA-1307803,R-HSA-1267984,Input,OR,0
R-HSA-1268022,R-HSA-1307803,R-HSA-1267958,Input,OR,0
R-HSA-1299476,R-HSA-8986181,R-HSA-8986157,Input,AND,1
R-HSA-1299476,R-HSA-8986181,R-HSA-8986172,Input,AND,1
R-HSA-1299476,R-HSA-8986181,R-HSA-8986143,Input,AND,1
R-HSA-1299476,R-HSA-8986181,R-HSA-8986145,Input,AND,1
R-HSA-1299476,R-HSA-8986181,R-HSA-8986166,Input,AND,1
R-HSA-1299478,R-HSA-8986181,R-HSA-8986120,Input,AND,1
R-HSA-1299478,R-HSA-8986181,R-HSA-8986171,Input,AND,1
R-HSA-1299478,R-HSA-8986181,R-HSA-8986117,Input,AND,1
R-HSA-1299478,R-HSA-8986181,R-HSA-8986137,Input,AND,1
R-HSA-1307803,R-HSA-1955380,R-HSA-1252098,Input,AND,1
R-HSA-1307803,R-HSA-1307803,R-HSA-1252098,Input,AND,1
R-HSA-9033235,R-HSA-9033529,R-HSA-8933309,Input,OR,0
R-HSA-9033235,R-HSA-9033515,R-HSA-8933309,Input,OR,0
R-HSA-9033235,R-HSA-9033515,R-HSA-2046071,Input,OR,0
R-HSA-9033235,R-HSA-9033530,R-HSA-8933309,Input,OR,0
R-HSA-9033235,R-HSA-9033530,R-HSA-192322,Input,OR,0
R-HSA-9033235,R-HSA-9033520,R-HSA-8933309,Input,OR,0
R-HSA-9033235,R-HSA-9033506,R-HSA-8933309,Input,OR,0
R-HSA-9033235,R-HSA-9033490,R-HSA-8933309,Input,OR,0
R-HSA-9033235,R-HSA-9033524,R-HSA-8933309,Input,OR,0
R-HSA-9033235,R-HSA-9033524,R-HSA-2046067,Input,OR,0
R-HSA-9033505,R-HSA-9033526,R-HSA-9033492,Input,AND,1
R-HSA-9033505,R-HSA-9033509,R-HSA-9033504,Input,AND,1
R-HSA-9033514,R-HSA-9033529,R-HSA-9033517,Input,OR,0
R-HSA-9033514,R-HSA-9033506,R-HSA-9033523,Input,OR,0
R-HSA-9033514,R-HSA-9033490,R-HSA-9033535,Input,OR,0
R-HSA-9603775,R-HSA-9603797,R-HSA-9603805,Input,AND,1
