First_Reaction,Second_Reaction,Shared_Entity,Shared_Entity_Type,Logic,Value
R-HSA-75079,R-HSA-75082,R-HSA-77473,Input,AND,1
R-HSA-75080,R-HSA-75081,R-HSA-77463,Input,AND,1
R-HSA-75081,R-HSA-75079,R-HSA-77470,Input,OR,0
R-HSA-75082,R-HSA-75083,R-HSA-77475,Input,OR,0
R-HSA-75083,R-HSA-75080,R-HSA-77462,Input,AND,1
R-HSA-75083,R-HSA-75080,R-HSA-77472,Input,AND,1
R-HSA-75090,R-HSA-77614,R-HSA-75087,Input,OR,0
R-HSA-75096,R-HSA-72124,R-HSA-72062,Input,OR,0
R-HSA-75096,R-HSA-72107,R-HSA-72031,Input,OR,0
R-HSA-75096,R-HSA-75080,R-HSA-72031,Input,OR,0
R-HSA-75096,R-HSA-8849157,R-HSA-8849146,Input,AND,1
R-HSA-75096,R-HSA-72124,R-HSA-72060,Input,OR,0
R-HSA-75096,R-HSA-72107,R-HSA-72028,Input,AND,1
R-HSA-75096,R-HSA-8849157,R-HSA-8849147,Input,AND,1
R-HSA-75096,R-HSA-72107,R-HSA-72029,Input,OR,0
R-HSA-75096,R-HSA-75080,R-HSA-72029,Input,OR,0
R-HSA-75096,R-HSA-72107,R-HSA-72026,Input,OR,0
R-HSA-75096,R-HSA-75080,R-HSA-72026,Input,OR,0
R-HSA-75096,R-HSA-72124,R-HSA-72058,Input,OR,0
R-HSA-75096,R-HSA-72124,R-HSA-72024,Input,OR,0
R-HSA-75096,R-HSA-75097,R-HSA-113815,Input,OR,0
R-HSA-75096,R-HSA-72107,R-HSA-71987,Input,AND,1
R-HSA-75096,R-HSA-8849157,R-HSA-8849128,Input,AND,1
R-HSA-75096,R-HSA-72160,R-HSA-72073,Input,OR,0
R-HSA-75096,R-HSA-8849157,R-HSA-8850659,Input,AND,1
R-HSA-75096,R-HSA-72107,R-HSA-72037,Input,AND,1
R-HSA-75096,R-HSA-72107,R-HSA-72035,Input,AND,1
R-HSA-75096,R-HSA-72107,R-HSA-72033,Input,OR,0
R-HSA-75096,R-HSA-75080,R-HSA-72033,Input,OR,0
R-HSA-75097,R-HSA-75098,R-HSA-159259,Input,OR,0
R-HSA-75098,R-HSA-6783483,R-HSA-157689,Input,OR,0
R-HSA-75098,R-HSA-158481,R-HSA-157689,Input,OR,0
R-HSA-75098,R-HSA-158484,R-HSA-157689,Input,OR,0
R-HSA-75098,R-HSA-111439,R-HSA-157689,Input,OR,0
R-HSA-75098,R-HSA-77587,R-HSA-157689,Input,OR,0
R-HSA-75098,R-HSA-159046,R-HSA-157689,Input,OR,0
R-HSA-75098,R-HSA-159050,R-HSA-157689,Input,OR,0
R-HSA-75098,R-HSA-77594,R-HSA-157689,Input,OR,0
R-HSA-75098,R-HSA-158441,R-HSA-157689,Input,OR,0
R-HSA-75098,R-HSA-158447,R-HSA-157689,Input,OR,0
R-HSA-75098,R-HSA-75097,R-HSA-157689,Input,OR,0
R-HSA-75098,R-HSA-75096,R-HSA-157689,Input,OR,0
R-HSA-75098,R-HSA-75098,R-HSA-157689,Input,OR,0
R-HSA-75098,R-HSA-191825,R-HSA-157689,Input,OR,0
R-HSA-75098,R-HSA-191830,R-HSA-157689,Input,OR,0
R-HSA-77068,R-HSA-77073,R-HSA-77056,Input,AND,1
R-HSA-77069,R-HSA-77068,R-HSA-77053,Input,AND,1
R-HSA-77073,R-HSA-77077,R-HSA-77061,Input,AND,1
R-HSA-77077,R-HSA-77078,R-HSA-77063,Input,OR,0
R-HSA-77078,R-HSA-77081,R-HSA-77064,Input,OR,0
R-HSA-77081,R-HSA-77083,R-HSA-77065,Input,AND,1
R-HSA-77083,R-HSA-77085,R-HSA-77066,Input,AND,1
R-HSA-77085,R-HSA-77090,R-HSA-77067,Input,OR,0
R-HSA-77090,R-HSA-77095,R-HSA-113405,Input,AND,1
R-HSA-77090,R-HSA-77073,R-HSA-3009372,Input,AND,1
R-HSA-77094,R-HSA-77095,R-HSA-77088,Input,AND,1
R-HSA-77095,R-HSA-72095,R-HSA-77089,Input,AND,1
R-HSA-77584,R-HSA-77585,R-HSA-110759,Input,AND,1
R-HSA-77585,R-HSA-77586,R-HSA-110766,Input,OR,0
R-HSA-77586,R-HSA-77585,R-HSA-110765,Input,OR,0
R-HSA-77586,R-HSA-111438,R-HSA-110765,Input,OR,0
R-HSA-77586,R-HSA-77587,R-HSA-111682,Input,OR,0
R-HSA-77587,R-HSA-77094,R-HSA-51469,Input,AND,1
R-HSA-77587,R-HSA-77094,R-HSA-51463,Input,AND,1
R-HSA-77587,R-HSA-159046,R-HSA-159047,Input,AND,1
R-HSA-77589,R-HSA-77590,R-HSA-112160,Input,AND,1
R-HSA-77590,R-HSA-77591,R-HSA-112161,Input,AND,1
R-HSA-77591,R-HSA-77593,R-HSA-112162,Input,OR,0
R-HSA-77591,R-HSA-77592,R-HSA-112162,Input,OR,0
R-HSA-77592,R-HSA-72231,R-HSA-72015,Input,OR,0
R-HSA-77592,R-HSA-77591,R-HSA-72015,Input,OR,0
R-HSA-77592,R-HSA-72231,R-HSA-72006,Input,OR,0
R-HSA-77592,R-HSA-77590,R-HSA-72006,Input,OR,0
R-HSA-77592,R-HSA-72231,R-HSA-72020,Input,OR,0
R-HSA-77592,R-HSA-77591,R-HSA-72020,Input,OR,0
R-HSA-77593,R-HSA-72231,R-HSA-72015,Input,OR,0
R-HSA-77593,R-HSA-77591,R-HSA-72015,Input,OR,0
R-HSA-77593,R-HSA-72185,R-HSA-71997,Input,OR,0
R-HSA-77593,R-HSA-72231,R-HSA-71997,Input,OR,0
R-HSA-77593,R-HSA-77591,R-HSA-71997,Input,OR,0
R-HSA-77593,R-HSA-72231,R-HSA-72008,Input,OR,0
R-HSA-77593,R-HSA-77591,R-HSA-72008,Input,OR,0
R-HSA-77593,R-HSA-72231,R-HSA-72006,Input,OR,0
R-HSA-77593,R-HSA-77590,R-HSA-72006,Input,OR,0
R-HSA-77593,R-HSA-77594,R-HSA-112167,Input,OR,0
R-HSA-77593,R-HSA-72231,R-HSA-72020,Input,OR,0
R-HSA-77593,R-HSA-77591,R-HSA-72020,Input,OR,0
R-HSA-77594,R-HSA-158441,R-HSA-158446,Input,AND,1
R-HSA-77594,R-HSA-72231,R-HSA-71995,Input,OR,0
R-HSA-77594,R-HSA-77589,R-HSA-71995,Input,OR,0
R-HSA-77594,R-HSA-77095,R-HSA-77088,Input,AND,1
R-HSA-77607,R-HSA-77608,R-ALL-77601,Input,AND,1
R-HSA-77608,R-HSA-77609,R-HSA-77605,Input,AND,1
R-HSA-77609,R-HSA-83677,R-HSA-77606,Input,OR,0
R-HSA-77612,R-HSA-75090,R-ALL-75086,Input,OR,0
R-HSA-77612,R-HSA-77613,R-ALL-75086,Input,OR,0
R-HSA-77613,R-HSA-77615,R-HSA-77610,Input,OR,0
R-HSA-8849157,R-HSA-72180,R-HSA-8850671,Input,OR,0
R-HSA-927813,R-HSA-927836,R-HSA-927854,Input,AND,1
R-HSA-927830,R-HSA-927830,R-HSA-377182,Input,AND,1
R-HSA-927830,R-HSA-927813,R-HSA-377182,Input,AND,1
R-HSA-927830,R-HSA-450551,R-HSA-72584,Input,AND,1
R-HSA-927830,R-HSA-927789,R-HSA-927734,Input,OR,0
R-HSA-927830,R-HSA-927832,R-HSA-927734,Input,OR,0
R-HSA-927830,R-HSA-927813,R-HSA-927867,Input,AND,1
R-HSA-927830,R-HSA-927813,R-HSA-927851,Input,AND,1
R-HSA-927830,R-HSA-450551,R-HSA-156803,Input,AND,1
R-HSA-927830,R-HSA-927813,R-HSA-927838,Input,AND,1
R-HSA-927832,R-HSA-927889,R-HSA-927767,Input,OR,0
R-HSA-927836,R-HSA-927830,R-HSA-927845,Input,OR,0
R-HSA-927889,R-HSA-927813,R-HSA-927890,Input,AND,1
R-HSA-5696807,R-HSA-6785478,R-HSA-5696790,Input,AND,1
R-HSA-5696807,R-HSA-5696813,R-HSA-5696798,Input,OR,0
R-HSA-5696810,R-HSA-5696815,R-HSA-5696775,Input,OR,0
R-HSA-5696810,R-HSA-5696815,R-HSA-5696767,Input,OR,0
R-HSA-5696815,R-HSA-5696807,R-HSA-5696773,Input,OR,0
R-HSA-5696815,R-HSA-5696807,R-HSA-5696763,Input,OR,0
R-HSA-6787403,R-HSA-6787447,R-HSA-6787395,Input,OR,0
R-HSA-6787403,R-HSA-6787447,R-HSA-6787375,Input,OR,0
R-HSA-75096,R-HSA-8849157,R-HSA-8852176,Input,AND,1
R-HSA-75096,R-HSA-8849157,R-HSA-8852185,Input,AND,1
R-HSA-75096,R-HSA-8849157,R-HSA-156649,Input,OR,0
R-HSA-75096,R-HSA-111439,R-HSA-156649,Input,OR,0
R-HSA-75096,R-HSA-77587,R-HSA-156649,Input,OR,0
R-HSA-75096,R-HSA-77594,R-HSA-156649,Input,OR,0
R-HSA-75096,R-HSA-72107,R-HSA-71985,Input,AND,1
R-HSA-75096,R-HSA-72107,R-HSA-8865946,Input,AND,1
R-HSA-75096,R-HSA-72107,R-HSA-156649,Input,OR,0
